,제목,날짜,본문
10,AI·구독·콘텐츠… 자체브랜드 키우는 LG유플,2022.10.31.,"31일 업계에 따르면, LG유플러스는 AI(인공지능), 콘텐츠, 구독 등 신사업 위주로 신규 브랜드를 잇따라 선보이고 있다. '유플러스 3.0' 비전을 세우고 고객 중심 플랫폼 사업을 확장하는 만큼 통신업의 색채를 지우고 과거 이미지에서 탈피해 새로운 정체성을 확립하기 위한 시도다. 이날 LG유플러스는 알뜰폰..."
11,"""AI가 바꿀 과학기술 미래""…서울 과학기술 포럼 개최",2022.10.31.,"포럼은 '인공지능(AI)이 바꾸는 과학기술의 미래'를 주제로 열렸으며 정부, 출연연, 대학, 기업 관계자가 한자리에 모여 AI 기반 연구·개발(R&D)에 대한 지식을 공유했다. AI 분야의 세계적 석학인 마르시알 에베르(Martial Herbert) 미국 카네기멜런 대학교 컴퓨터공학부 학장과 권인소 한국과학기술원(KAIST)..."
12,"'AI 스타트업' 업스테이지, 전문연구요원 설명회 개최",2022.10.31.,인공지능(AI) 전문기업 업스테이지는 오는 11월14일부터 15일까지 이틀간 전문연구요원 설명회를 연다고 31일 밝혔다. '전문연구요원' 제도는 이공계 석사 이상의 학위를 취득한 사람이 병무청이 선정한 업체에서 3년간 연구개발 업무를 수행하며 군복무를 대체하는 제도다. 이를 통해 중소기업은 이공계...
13,AI·디지털 혁신의료기기 지정 제도 개편...심사 준비 어떻게,2022.10.31.,보건복지부와 식품의약품안전처가 31일부터 인공지능(AI)·디지털 혁신의료기기에 대해 통합심사·평가 제도를 시행하면서 바뀌는 제도에 관심이 쏠린다. 제도 개선의 골자는 ▲혁신의료기기 지정 ▲요양급여대상·비급여대상여부 확인 ▲혁신의료기술평가 등 개별·순차로 진행되던 절차가 앞으로는...
14,경남TP 지능기계엔지니어링센터 개소,2022.10.30.,"지능기계엔지니어링센터는 기존 생산기계에 AI(인공지능), ICT(정보통신기술), 클라우드 등의 신기술을 융·복합화한 지능형 기계의 제조 및 기능안전 기술고도화를 지원하는 센터로 기계 부품의 개념설계, 설계·해석, 시제품제작, 시험평가, 인증, 마케팅까지 지원한다. 센터는 연면적 8785㎡ 규모이며..."
15,"토종 AI기술, 우수성 입증...세계최대 로봇학술대회 1위",2022.10.30.,국내 연구진이 개발한 인공지능(AI) 기술이 로봇 분야 세계최대 규모의 국제대회에서 세계 1위를 차지했다. 한국전자통신연구원(ETRI)은 미국전기전자공학회(IEEE)가 진행한 세계최대 로봇학술대회 ‘IROS 2022’에서 보조 로봇의 행동인식과 제스쳐 인식 등 2개 부문에서 우승을 차지했다고 밝혔다. 이번 대회...
16,"노랑풍선, AI 문진 '히치메이드' MOU…현지 의사와 직접 소통",2022.10.30.,"노랑풍선은 인공지능(AI) 문진 전문 기업 히치메드와 업무협약을 맺고 다국어 문진 번역 플랫폼 '이지닥' 도입 및 장기적 협력 관계 구축에 나섰다. 환자가 26개 증상을 기반으로 한 문진표를 직접 작성하면 이지닥이 해당 내용을 번역해주고, 이를 통해 현지 의사에게 정확한 건강 상태를 전달할 수 있다. 현재..."
17,AI·디지털 혁신의료기기 평가절차 단축…390일→80일,2022.10.31.,"인공지능(AI)·빅데이터, 디지털·웨어러블 기술을 활용한 혁신의료기기가 의료현장에서 신속하게 사용될 수 있도록 관련 규제를 개선한 것이다. 대부분 기존 기술로 분류돼 별도의 건강보험 급여를 적용받지 못했던 인공지능, 디지털 혁신의료기기의 상당수는 혁신의료기술평가 대상으로 전환된다. 이 경우..."
18,"루닛 ""AI솔루션 보험사 도입, 대만 핀테크 어워즈서 '최고 협업' 선정""",2022.10.31.,의료 AI(인공지능) 기업 루닛은 대만 최대 보험사인 '캐세이 생명보험' 보험가입 과정에 루닛 AI 솔루션을 적용한 협업 모델이 '제1회 핀테크 타이페이 어워즈 2022'에서 최고 협업사례로 선정됐다고 31일 밝혔다. 핀테크 타이페이는 대만 금융감독위원회(FSC)와 대만 금융서비스 원탁회(TFSR)가 공동 주관하는...
19,"국립광주과학관, 인공지능 아카데미 참가자 모집",2022.10.30.,"인공지능 전기자동차 만들기 체험을 시작으로, 주제선택형 교육(퀵 드로우 미션, 나만의 AI 캐릭터 만들기, 신기한 인공지능 작곡) 태블릿 PC 활용 인공지능 교육프로그램 등을 운영할 예정이다. 자세한 내용은 국립광주과학관 누리집에서 확인할 수 있다."
20,어린이과학관 '나도 AI개발자 경진대회' 개최,2022.10.28.,"‘나도 AI개발자’는 국립어린이과학관에서 올해 6월부터 9월까지 4개월 동안 운영한 온라인 인공지능 교육프로그램이다. AI 개발자에 필요한 사항을 집에서 온라인으로 학습할 수 있도록 8차 과정으로 구성됐다. 심사기준은 코드활용, 완성도, 독창성, 흥미성 등 4가지 항목이다. 최우수 1명, 우수 2명, 장려..."
21,'인공지능 유망 기업 소개합니다'…광주서 투자 매칭 행사,2022.10.26.,"광주시는 26일 홀리데이인 광주 호텔에서 제2회 '인공지능(AI) 파트너십 데이' 행사를 열었다. 지난 8월 인공지능산업융합사업단에서 공모해 컨설팅, 모의 투자설명회(IR) 등을 거친 10개 스타트업이 참여했다. 회사들은 AI 투자펀드 운용사인 엘에스케이 인베스트먼트, 디티앤 인베스트먼트 등..."
22,EBS와 인강이 그랬듯... 앞으론 AI가 교육 판을 뒤흔든다,2022.10.26.,"학원이나 과외 대신 2년 전부터 인공지능(AI) 기반의 학습 애플리케이션을 애용 중이다. 모르는 수학 문제를 스마트폰으로 사진만 찍어 보내면 AI가 자세한 문제 풀이를 보내주는데, 이제는 수학 공부에 없어서는 안 될 '친구'로 자리 잡았다. 영어 내신 공부도 AI 앱을 활용할 수 있어, 교과서 본문을..."
23,"CJ AI센터-KAIST, 산학협력 MOU",2022.10.31.,"CJ AI센터는 KAIST 뇌인지과학과와 31일 오전 서울 강남구 신사동 신사스퀘어에 위치한 AI센터에서 이치훈 CJ AI센터장, 정재승 KAIST 뇌인지과학과 학과장 등이 참석한 가운데 뇌 모방 인공지능(Brain-inspired AI) 분야 공동연구에 관한 MOU를 체결했다고 밝혔습니다. '뇌 모방 인공지능'이란 인간의 뇌가..."
24,"루닛 ""AI솔루션 보험사 도입, 대만 핀테크 어워즈서 '최고 협업' 선정""",2022.10.31.,의료 AI(인공지능) 기업 루닛은 대만 최대 보험사인 '캐세이 생명보험' 보험가입 과정에 루닛 AI 솔루션을 적용한 협업 모델이 '제1회 핀테크 타이페이 어워즈 2022'에서 최고 협업사례로 선정됐다고 31일 밝혔다. 핀테크 타이페이는 대만 금융감독위원회(FSC)와 대만 금융서비스 원탁회(TFSR)가 공동 주관하는...
25,"네이버·왓패드, 加 토론토대와 AI 연구 협력…5년간 52억원 투자",2022.10.31.,"네이버와 왓패드가 전세계 최고의 인공지능(AI) 연구기관 중 하나인 캐나다 토론토 대학과 손잡고, AI 기반 차세대 콘텐츠 서비스 플랫폼 연구개발에 나선다. 왓패드는 네이버가 최근 인수한 글로벌 웹 소설 플랫폼 기업이다. 네이버와 토론토 대학은 지난 28일 경기 성남시 분당구 제2사옥 '1784'에서 연구..."
26,"CJ, 카이스트와 '뇌 모방 인공지능' 공동연구 추진",2022.10.31.,"[사진=CJ] CJ 인공지능(AI)센터와 KAIST 뇌인지과학과는 뇌 모방 인공지능 분야 공동연구에 관한 업무협약을 체결했다고 31일 밝혔다. 뇌 모방 인공지능은 인간의 뇌가 작동하는 방식으로 AI을 설계하고, 뇌활동을 포함한 생체신호 등으로부터 인간의 의도와 행동을 분석하는 AI 기술을 의미한다. 협약에 따라..."
27,'인공지능으로 그리는 미래'…서울시 글로벌 콘퍼런스,2022.10.31.,세계적 AI산업 클러스터 캐나다 퀘벡주 전문가들 참석 서울시는 11월 3∼4일 서초구 양재 aT센터에서 '인공지능으로 그려보는 서울의 미래'를 주제로 글로벌 인공지능(AI) 콘퍼런스 'AI SEOUL 2022'를 개최한다고 30일 밝혔다. 이 자리에는 세계적인 인공지능 산업 클러스터인 캐나다 퀘벡 주의 관련 전문가들이...
28,"""몸치도 싸이 '말춤' 춘다"" 어도비 AI 모션 기술 공개",2022.10.31.,"인공지능(AI)을 활용해 3D 움직임을 만드는 기술로, 사진 속 정지된 인물에 모션 기능을 결합해 춤추는 인물을 만들어낸다. 어도비는 최근 '2022 어도비 MAX의 스닉스 세션'에서 크리에이티브 분야의 혁신적인 신기술을 공개했다. 스닉스는 어도비가 개발 중인 기술을 미리 볼 수 있는 자리로, 이 자리에서 공개된..."
29,“AI가 선사할 과학기술 미래” 서울 과학기술 포럼 개최,2022.10.31.,"이어서 세션 1에서는 네이버의 하이퍼스케일 인공지능 활용, AI로 인한 미래 일자리와 노동 이슈, AI의 신뢰도 평가 및 측정에 대한 각계 전문가 발표 후, 패널 토론에서 발표 내용에 대한 논의 및 청중과의 Q&A 세션을 진행했다. 세션 2에서는 인공지능의 발전과 도전과제, 재료분야 R&D에서의 AI 주도..."
30,"네이버, 캐나다 토론토 대학과 AI 협력…""왓패드 기능 강화""",2022.10.31.,"네이버가 글로벌 인공지능(AI) 연구기관인 캐나다 토론토 대학과 AI 기반 콘텐츠 서비스 플랫폼 연구개발(R&D)을 본격화한다. 네이버는 공동 연구 결과로 확보한 기술을 북미 웹툰 플랫폼 ‘왓패드’에 적용한다는 계획이다. 31일 네이버는 왓패드, 캐나다토론토 대학과 3자 협력을 본격화하기로 했다며..."
31,"CJENM 인공지능 음원 창작기술 기업 '포자랩스'에 투자, 2대주주 올라",2022.10.31.,CJENM이 인공지능(AI) 음원 창작기술 기업에 투자했다. CJENM은 인공지능 작곡 솔루션 기술을 보유한 포자랩스에 지분투자로 2대주주에 올랐다고 31일 밝혔다. CJENM이 인공지능 음원 작곡기술 기업 '포자랩스'에 투자했다. CJENM은 인공지능 음원 작곡기술을 활용해 콘텐츠에 필요한 음원을 제공하기로 했다. CJENM...
32,"KT, 'AI 통화비서', 2022 레드닷 디자인 어워드 수상",2022.10.31.,KT의 인공지능(AI) 통화비서 애플리케이션이 '2022 레드닷 디자인 어워드'에서 '브랜드 커뮤니케이션' 부문상을 수상했다. 독일의 레드닷 디자인 어워드는 'iF' 'IDEA'와 더불어 세계 3대 디자인 상으로 꼽힌다. KT는 소프트웨어(SW) 개발 기술역량과 사용자 경험·환경(UX·UI) 혁신에 따른 우수한 디자인...
33,"CJ ENM, AI음원 창작 기업 '포자랩스' 지분 투자",2022.10.31.,"CJ ENM은 인공지능(AI) 작곡 솔루션 기술을 보유한 포자랩스에 투자해 2대 주주에 올랐다고 31일 밝혔다. CJ ENM은 포자랩스와 협업을 통해 확보한 AI음원으로 콘텐츠 창작 자율성을 극대화하고, 향후 메타버스 콘텐츠와 신사업 분야에서 차별화된 경쟁력을 확보할 수 있을 것으로 예상하고 있다. 포자랩스는..."
34,"KT, 'AI 통화비서', 2022 레드닷 디자인 어워드 수상",2022.10.31.,KT의 인공지능(AI) 통화비서 애플리케이션이 '2022 레드닷 디자인 어워드'에서 '브랜드 커뮤니케이션' 부문상을 수상했다. 독일의 레드닷 디자인 어워드는 'iF' 'IDEA'와 더불어 세계 3대 디자인 상으로 꼽힌다. KT는 소프트웨어(SW) 개발 기술역량과 사용자 경험·환경(UX·UI) 혁신에 따른 우수한 디자인...
35,"[카드] CJ AI센터-KAIST 뇌인지과학과, 산학협력 MOU",2022.10.31.,"CJ AI센터와 KAIST 뇌인지과학과가 31일 오전 서울 강남구 신사동 신사스퀘어에 위치한 AI센터에서 이치훈 CJ AI센터장, 정재승 KAIST 뇌인지과학과 학과장 등이 참석한 가운데 뇌 모방 인공지능(Brain-inspired AI) 분야 공동연구에 관한 MOU를 체결했다고 밝혔다."
36,"네이버-왓패드, 캐나다 토론토대학과 AI 연구협력 추진",2022.10.31.,"이번 파트너십 체결을 통해, 네이버와 왓패드는 향후 5년간 약 52억원(500만 캐나다달러)을 투자해 토론토대와 자연어처리(NLP) 및 인간-컴퓨터 상호작용(HCI) 분야에서 인공지능(AI) 공동 연구를 진행한다. 연구 결과로 확보한 기술은 왓패드의 콘텐츠 서비스 플랫폼에 적용, 글로벌 사용자들에게 더욱..."
37,"CJ AI센터-KAIST 뇌인지과학과, 산학협력 MOU 체결...뇌 모방 인공지능 공동연...",2022.10.30.,"CJ AI센터와 KAIST 뇌인지과학과가 31일 서울 강남구 신사동 신사스퀘어에 위치한 AI센터에서 이치훈 CJ AI센터장, 정재승 KAIST 뇌인지과학과 학과장 등이 참석한 가운데 뇌 모방 인공지능(Brain-inspired AI) 분야 공동연구에 관한 MOU를 체결했다고 밝혔다. '뇌 모방 인공지능'이란 인간의 뇌가 작동하는..."
38,"네이버, 토론토대와 AI 협력…왓패드 웹소설 추천·요약 기능 강화",2022.10.30.,"네이버는 캐나다 토론토대와 손잡고 인공지능(AI) 공동연구를 진행, 자사의 북미 웹소설 플랫폼 왓패드의 작품 추천과 요약 등 기능을 강화할 계획이라고 31일 밝혔다. 네이버는 지난 28일 경기 성남시 분당구 신사옥 1784에서 토론토대 측과 AI 연구협력을 맺었다. 네이버와 왓패드는 향후 5년 간 52억 원을..."
39,"네이버 부사장 출신 VC 대표, AI 화물운송 스타트업 이사진에 합류",2022.10.30.,"인공지능(AI) 화물운송 플랫폼 스타트업 센디가 기술개발 전략을 고도화하기 위해 네이버 부사장 출신의 최성호 커넥트인베스트먼트 대표를 기타비상무이사로 선임했다고 31일 밝혔다. 최성호 대표는 네이버에서 서비스본부장과 검색본부장을 거쳐 부사장을 역임하며 쇼핑, 금융 등 인터넷 서비스 전반을..."
40,"KT AI 통화비서 앱, ‘레드닷 디자인 어워드’ 수상",2022.10.30.,"KT의 인공지능(AI) 통화비서 애플리케이션(앱·사진)이 세계 3대 디자인 공모전 ‘2022 레드닷 디자인 어워드’에서 수상했다. KT는 30일 “브랜드 커뮤니케이션 부문에서 AI 통화비서 앱 2.0 버전으로 수상하게 됐다”고 밝혔다. 독일에서 열리는 레드닷 디자인 어워드는 매년 브랜드 커뮤니케이션, 제품..."
41,"[IT이슈] 딥브레인AI, 레노버와 공동 웨비나 진행 外",2022.10.31.,"◆딥브레인AI, 레노버와 공동 웨비나 진행 인공지능(AI) 전문 기업 딥브레인AI(대표 장세영)는 지난 26일 글로벌 IT 기업 레노버(Lenovo)와 함께 AI 휴먼 기술을 근간으로 하는 리테일 테크 산업에 대한 공동 웨비나를 진행했다고 밝혔다. 딥브레인AI 관계자는 ""이번 웨비나는 ‘리테일 산업 분야에서의 AI 점원..."
42,구글 '아바타+쇼츠' 틱톡 대항마 만든다...AI 스타트업 인수,2022.10.31.,구글이 인공지능(AI) 아바타 스타트업 ‘얼터’(Alter)를 인수했다. 29일(현지시간) IT전문매체 <테크크런치>는 소식통을 인용해 구글이 얼터를 약 1억달러(약 1420억원)에 인수했다고 보도했다. 인수는 약 두 달 전에 완료됐으나 양사는 이를 외부에 공개하지 않았다. 소식통에 따르면 구글은 숏폼...
43,"네이버-왓패드, 토론토대학과 AI연구 협력…52억원 투자",2022.10.31.,"네이버와 왓패드가 전세계 최고 인공지능(AI) 연구기관 중 하나인 캐나다 토론토대학과 손잡고, AI 기반 차세대 콘텐츠 서비스 플랫폼 연구개발을 위한 3자 협력을 본격화한다. 네이버는 토론토대학과 지난 28일 네이버1784에서 연구 협력 시작을 기념하는 ‘리서치 파트너십 출시(Research Partnership Launch)..."
44,"네이버 부사장 출신 VC 대표, AI 화물운송 스타트업 이사진에 합류",2022.10.31.,"인공지능(AI) 화물운송 플랫폼 스타트업 센디가 기술개발 전략을 고도화하기 위해 네이버 부사장 출신의 최성호 커넥트인베스트먼트 대표를 기타비상무이사로 선임했다고 31일 밝혔다. 최성호 대표는 네이버에서 서비스본부장과 검색본부장을 거쳐 부사장을 역임하며 쇼핑, 금융 등 인터넷 서비스 전반을..."
45,"CJ AI센터-KAIST 뇌인지과학과, 산학협력 MOU 체결",2022.10.31.,사진제공=CJ CJ AI센터와 KAIST 뇌인지과학과는 31일 오전 AI센터에서 뇌 모방 인공지능(Brain-inspired AI) 분야 공동연구에 관한 MOU를 체결했다고 31일 밝혔다. 협약에 따라 양 기관은 앞으로 3년간 뇌-기계 인터페이스 기술(Brain-machine Interface)과 머신 러닝(Machine learning)을 이용한 로봇팔 컨트롤에 대해...
46,"CJ AI센터, KAIST 뇌인지과학과와 뇌 모방 인공지능 공동연구 위해 '맞손'",2022.10.31.,"[사지=CJ그룹] CJ AI센터와 KAIST 뇌인지과학과가 31일 오전 서울 강남구 신사동 신사스퀘어에 위치한 AI센터에서 이치훈 CJ AI센터장, 정재승 KAIST 뇌인지과학과 학과장 등이 참석한 가운데 뇌 모방 인공지능(Brain-inspired AI) 분야 공동연구에 관한 MOU를 체결했다고 밝혔다. '뇌 모방 인공지능'이란 인간의..."
47,"KT AI 통화비서 앱, ‘레드닷 디자인 어워드’ 수상",2022.10.31.,"KT의 인공지능(AI) 통화비서 애플리케이션(앱·사진)이 세계 3대 디자인 공모전 ‘2022 레드닷 디자인 어워드’에서 수상했다. KT는 30일 “브랜드 커뮤니케이션 부문에서 AI 통화비서 앱 2.0 버전으로 수상하게 됐다”고 밝혔다. 독일에서 열리는 레드닷 디자인 어워드는 매년 브랜드 커뮤니케이션, 제품..."
48,"CJ ENM, 'AI 작곡가' 포자랩스 2대주주 등극",2022.10.31.,디지털 콘텐츠 시장에서 협업하기 위해 전략적 투자 단행 CJ ENM이 인공지능(AI) 작곡 솔루션 기술을 보유한 '포자랩스(POZAlabs)'에 투자해 2대 주주에 올랐다고 31일 밝혔다. 양사 협의에 따라 투자 금액과 투자 시 인정 받은 포자랩스의 기업가치는 비공개로 했다. CJ ENM은 포자랩스와 협업해 확보한...
49,"[IT이슈] 딥브레인AI, 레노버와 공동 웨비나 진행 外",2022.10.31.,"◆딥브레인AI, 레노버와 공동 웨비나 진행 인공지능(AI) 전문 기업 딥브레인AI(대표 장세영)는 지난 26일 글로벌 IT 기업 레노버(Lenovo)와 함께 AI 휴먼 기술을 근간으로 하는 리테일 테크 산업에 대한 공동 웨비나를 진행했다고 밝혔다. 딥브레인AI 관계자는 ""이번 웨비나는 ‘리테일 산업 분야에서의 AI 점원..."
50,구글 '아바타+쇼츠' 틱톡 대항마 만든다...AI 스타트업 인수,2022.10.31.,구글이 인공지능(AI) 아바타 스타트업 ‘얼터’(Alter)를 인수했다. 29일(현지시간) IT전문매체 <테크크런치>는 소식통을 인용해 구글이 얼터를 약 1억달러(약 1420억원)에 인수했다고 보도했다. 인수는 약 두 달 전에 완료됐으나 양사는 이를 외부에 공개하지 않았다. 소식통에 따르면 구글은 숏폼...
51,"삼성SDS, 무료 AI플랫폼 '브라이틱스' 기능 강화…""인재 양성 지원""",2022.10.31.,"브라이틱스 스튜디오는 삼성SDS 인공지능(AI) 플랫폼 브라이틱스 AI(Brightics AI)의 오픈소스 버전으로, 누구나 쉽게 데이터를 분석하고 활용할 수 있도록 삼성SDS가 2018년 무상으로 공개한 플랫폼이다. 삼성SDS 브라이틱 스튜디오 로고. (사진=홈페이지 캡쳐) 브라이틱스 스튜디오는 별도 코딩 없이 사용..."
52,"""AI 기술 선도한다""···ETRI, 국제학술대회 2개 부문 우승",2022.10.31.,이는 인공지능(AI) 학습을 위한 데이터로는 매우 적은 양이다. ETRI는 딥러닝 기술 기반의 행동 신식 프레임워크와 행동 분류 사이의 불균형 해소를 위한 정보량 측정 방식을 적용한 AI 기반 행동인식 모델을 개발해 대회 최고 기록을 달성했다고 알렸다. 연구진은 이 기술을 바탕으로 향후 공장이나 재난현장...
53,"CJ ENM, AI 작곡 기업 '포자랩스'에 투자…2대주주 올라",2022.10.31.,"CJ ENM은 인공지능(AI) 작곡 솔루션 기술을 보유한 ‘포자랩스(POZAlabs)’에 투자해 2대 주주에 올랐다고 31일 밝혔다. CJ ENM은 포자랩스와 협업을 통해 확보한 AI음원으로 콘텐츠 창작 자율성을 극대화하고, 향후 메타버스 콘텐츠와 신사업 분야에서 경쟁력을 확보할 계획이다. 포자랩스는 사용자 맞춤형 곡을..."
54,"CJ AI센터-KAIST 뇌인지과학과, 뇌모방 AI 공동연구 추진",2022.10.31.,"CJ AI센터와 KAIST 뇌인지과학과는 31일 뇌 모방 인공지능(Brain-inspired AI) 분야 공동연구에 관한 양해각서를 체결했다고 밝혔다. 뇌 모방 AI는 인간의 뇌가 작동하는 방식으로 AI를 설계하고, 뇌활동을 포함한 생체신호 등으로부터 인간의 의도와 행동을 분석하는 AI 기술을 의미한다. 협약에 따라 두..."
55,구글 '아바타+쇼츠' 틱톡 대항마 만든다...AI 스타트업 인수,2022.10.31.,구글이 인공지능(AI) 아바타 스타트업 ‘얼터’(Alter)를 인수했다. 29일(현지시간) IT전문매체 <테크크런치>는 소식통을 인용해 구글이 얼터를 약 1억달러(약 1420억원)에 인수했다고 보도했다. 인수는 약 두 달 전에 완료됐으나 양사는 이를 외부에 공개하지 않았다. 소식통에 따르면 구글은 숏폼...
56,"딥브레인AI, IT 기업 레노버와 공동 웨비나 진행",2022.10.31.,인공지능(AI) 전문 기업 딥브레인AI가 26일 글로벌 IT 기업 레노버(Lenovo)와 함께 AI 휴먼 기술을 근간으로 하는 리테일 테크 산업에 대한 공동 웨비나를 진행했다고 밝혔다. 이번 웨비나는 ‘리테일 산업 분야에서의 AI 점원(AI Human Retail Assistants on the Edge)’을 주제로 딥브레인AI 전략기획팀 매니저 2명과...
57,"삼성SDS, 무료 AI플랫폼 '브라이틱스' 기능 강화…""인재 양성 지원""",2022.10.31.,"브라이틱스 스튜디오는 삼성SDS 인공지능(AI) 플랫폼 브라이틱스 AI(Brightics AI)의 오픈소스 버전으로, 누구나 쉽게 데이터를 분석하고 활용할 수 있도록 삼성SDS가 2018년 무상으로 공개한 플랫폼이다. 삼성SDS 브라이틱 스튜디오 로고. (사진=홈페이지 캡쳐) 브라이틱스 스튜디오는 별도 코딩 없이 사용..."
58,"""AI 기술 선도한다""···ETRI, 국제학술대회 2개 부문 우승",2022.10.31.,이는 인공지능(AI) 학습을 위한 데이터로는 매우 적은 양이다. ETRI는 딥러닝 기술 기반의 행동 신식 프레임워크와 행동 분류 사이의 불균형 해소를 위한 정보량 측정 방식을 적용한 AI 기반 행동인식 모델을 개발해 대회 최고 기록을 달성했다고 알렸다. 연구진은 이 기술을 바탕으로 향후 공장이나 재난현장...
59,뉴빌리티 '자율주행 로봇보험'…KB증권서 'AI 자동투자'[중기소식],2022.10.31.,▲핀트를 운영하는 디셈버앤컴퍼니자산운용은 KB증권과 협력해 KB증권의 대표 모바일 트레이딩 시스템(MTS) '마블'과 '마블 미니' 앱에서 이용할 수 있는 AI(인공지능) 투자일임 서비스 '자율주행'을 선보인다. 자율주행 서비스는 KB증권 종합위탁 계좌 혹은 연금저축 계좌가 있는 고객이라면 마블 또는 마블...
60,"루닛 “AI 솔루션 보험사 도입, 대만서 최고 협업사례 선정”",2022.10.31.,루닛은 대만 최대 보험사의 가입 심사 과정에 인공지능(AI) 솔루션을 도입한 사례가 ‘제1회 핀테크 타이페이 어워즈 2022’의 최고 협업사례(Co-creation Model Award)에 선정됐다고 31일 밝혔다. 핀테크 타이페이는 대만 금융감독위원회(FSC)와 대만 금융서비스 원탁회(TFSR)가 공동 주관한다. 올해 처음으로...
