,제목,날짜,본문
35,"[포토] 강서구, 인공지능 서비스 로봇 구축 시연",2022.05.30.,노현송(왼쪽 세번째) 강서구청장이 30일 강서구청 1층 민원실에서 열린 ‘인공지능(AI) 서비스 로봇 구축 시연회’에서 관계자들과 기념촬영을 하고 있다. 청사 홍보와 안내 서비스를 담당할 인공지능 민원 안내로봇 새로미는 청사 1층 민원실을 스스로 돌아다니면서 민원인들을 응대할 예정이다. 특히 전국...
36,"에이스토리, AI 스타트업과 손잡고 ‘주현영 챗봇’ 만든다",2022.05.31.,"종합 콘텐츠기업 에이스토리(241840)는 자회사 에이아이엠씨(AIMC)와 네오사피엔스, 스켈터랩스과 손잡고 셀러브리티 인공지능(AI) 챗봇을 선보인다고 31일 밝혔다. 네오사피엔스는 AI 가상 연기자 제작 서비스를 제공하는 기업이고, 스켈터랩스는 대화형 AI 기술을 개발했다. 이번 제휴를 통해 4사는 각 사가..."
37,"업스테이지·퓨리오사AI, AI 생태계 확장 위해 '맞손'",2022.05.31.,"AI 소프트웨어·하드웨어 스타트업, OCR 기술 솔루션 공동 개발·영업 협력 인공지능(AI) 스타트업 업스테이지는 지난 27일 국내 AI 반도체 설계 전문기업(팹리스)인 퓨리오사AI와 'AI 생태계 확장을 위한 공동 개발·영업 협약'을 체결했다고 30일 밝혔다. AI 소프트웨어를 개발하는 업스테이지는 AI팩을..."
38,"코스콤, 네이버클라우드와 SK증권의 AI 콜센터 구축",2022.05.30.,"AICC는 강력한 한국어 처리 엔진을 갖춘 국내 최고의 인공지능(AI) 솔루션인 클로바의 음성봇(AiCall), 챗봇(Chatbot), 음성합성(Voice), 음성인식(Speech) 등 네이버클라우드 플랫폼에서 제공되는 AI 서비스를 대거 활용할 계획이다. SK증권은 이번 사업 계기로 공모주 청약 등 특정 기간에 폭발적으로 증가하는..."
39,"비상교육-셀바스AI, 에듀테크 교수학습자료 공동연구 MOU 체결",2022.05.30.,"비상교육은 인공지능(AI) 전문기업 셀바스AI와 에듀테크 교수학습자료 공동연구를 위한 업무협약(MOU)을 체결했다고 31일 밝혔다. 비상교육과 업무협약을 맺은 셀바스AI는 음성인식(STT), 음성합성(TTS), 필기지능(Pen), 영상지능(OCR)과 AI를 결합한 자체 기술력을 바탕으로 AI 음성기록 솔루션을 비롯해 AI 음성..."
40,"네이버, 1인 가구 위한 AI 콜 서비스 '클로바 케어콜' 출시",2022.05.30.,네이버는 독거 노인·중장년층 1인 가구를 위한 인공지능(AI) 콜 서비스 '클로바 케어콜'을 정식으로 선보인다고 30일 밝혔다. 클로바 케어콜은 돌봄이 필요한 1인 가구에 AI가 전화를 걸어 안부를 확인하는 서비스다. 지난해 11월 부산 해운대구를 시작으로 서울·대구·인천 등 전국 20개 지자체에서 시범 운영...
41,"기업은행 , 고객센터에서 '상담지원 AI' 서비스 실시",2022.05.30.,기업은행은 고객에게 빠르고 정확한 상담서비스를 제공하기 위해 ʻ 상담지원 인공지능(AI) ʼ 서비스를 시작한다고 30일 밝혔다. 상담지원 AI는 고객과의 통화 내용을 AI가 실시간으로 분석해 상담에 필요한 콘텐츠를 자동으로 제공하는 시스템이다 . 고객의 통화 음성을 실시간으로 텍스트로 변환한 후 수신...
42,"박지현 ""AI윤석열 선거개입, 尹 묵인했다면 탄핵감""",2022.05.31.,"박지현 더불어민주당 공동비상대책위원장이 31일 국민의힘이 제작한 'AI(인공지능) 윤석열'이 특정 후보를 지지하는 데 활용되고 있다며 ""선거개입은 탄핵까지도 가능한 중대사안""이라고 비판했다. 박 위원장은 이날 자신의 페이스북을 통해 ""AI 윤석열이 윤석열 대통령으로 가장해 국민의힘 후보를 공개..."
43,"SK텔레콤, AI로 만성질환관리 돕는다",2022.05.31.,"SK텔레콤이 국민건강보험공단과 인공지능(AI) 기반 음성안내 플랫폼 '누구 비즈콜(NUGU bizcall)'로 만성질환관리 환자의 모니터링을 지원한다고 31일 밝혔다. 서비스는 국민건강보험공단 '일차의료 만성질환관리 시범사업'에 SK텔레콤 '누구 비즈콜'을 활용하는 방식이다. 사업은 109개 지역, 약 46만명 가량..."
44,"KT, AI통화비서에 '셀프가입' 기능 도입",2022.05.31.,"KT는 인공지능(AI)통화비서의 개통절차 간소화를 위해 ‘셀프가입’ 기능을 제공한다고 31일 밝혔다. KT AI통화비서는 24시간 365일 사장님이 일일이 응대하지 못하는 전화문의와 요청을 인공지능이 대신 처리해 주는 서비스다. 업무 중 혹은 퇴근 후에 전화를 받지 못해 놓치는 문의와 예약, 주문 등을..."
45,"'금손 AI'가 스케치 돕고 채색까지 척척…""아이디어만 있으면 누구나 웹툰 작...",2022.05.31.,인공지능(AI)이 밑그림 선 굵기까지 파악해가며 전문가 작품 못지않은 결과물을 만들어주기 때문이다. 네이버웹툰의 AI 채색 프로그램 ‘웹툰 AI 페인터’ 얘기다. 이 프로그램은 지난해 네이버의 최우수 프로젝트로 이름을 올렸다. “채색 수고를 덜었다”는 작가들의 찬사도 쏟아졌다. 국내 1위 웹툰 플랫폼...
46,"SK텔레콤, AI로 만성질환관리 돕는다",2022.05.31.,"SK텔레콤이 국민건강보험공단과 인공지능(AI) 기반 음성안내 플랫폼 '누구 비즈콜(NUGU bizcall)'로 만성질환관리 환자의 모니터링을 지원한다고 31일 밝혔다. 서비스는 국민건강보험공단 '일차의료 만성질환관리 시범사업'에 SK텔레콤 '누구 비즈콜'을 활용하는 방식이다. 사업은 109개 지역, 약 46만명 가량..."
47,"KT, AI통화비서에 '셀프가입' 기능 도입",2022.05.31.,"KT는 인공지능(AI)통화비서의 개통절차 간소화를 위해 ‘셀프가입’ 기능을 제공한다고 31일 밝혔다. KT AI통화비서는 24시간 365일 사장님이 일일이 응대하지 못하는 전화문의와 요청을 인공지능이 대신 처리해 주는 서비스다. 업무 중 혹은 퇴근 후에 전화를 받지 못해 놓치는 문의와 예약, 주문 등을..."
48,"'금손 AI'가 스케치 돕고 채색까지 척척…""아이디어만 있으면 누구나 웹툰 작...",2022.05.31.,인공지능(AI)이 밑그림 선 굵기까지 파악해가며 전문가 작품 못지않은 결과물을 만들어주기 때문이다. 네이버웹툰의 AI 채색 프로그램 ‘웹툰 AI 페인터’ 얘기다. 이 프로그램은 지난해 네이버의 최우수 프로젝트로 이름을 올렸다. “채색 수고를 덜었다”는 작가들의 찬사도 쏟아졌다. 국내 1위 웹툰 플랫폼...
49,"업스테이지-퓨리오사AI, 국대급 AI 스타트업 맞손…""AI칩에 AI팩 심는다""",2022.05.31.,"기사내용 요약'AI팩'-'워보이' 결합한 솔루션 공동 개발 추진 ""AI 트랜스포메이션 추진 기업 손쉽게 활용 기대"" 인공지능(AI) 소프트웨어 스타트업 업스테이지와 AI 반도체 전문 스타트업인 '퓨리오사AI'가 손잡고 AI 솔루션 공동 개발에 나섰다. 업스테이지는 지난 27일 서울 강남에 위치한 퓨리오사AI..."
50,"""미세먼지 막아라""…KT, 이문3구역에 AI 청정 환기 시스템 구축",2022.05.31.,30일 KT 강북·강원광역본부는 동대문구 이문3구역 신축 예정 아파트에 'KT 인공지능(AI) 청정 환기 시스템'을 구축한다고 밝혔다. KT AI 청정 환기 시스템은 아파트 실내외 다양한 공기 정보를 자동으로 분석해 실시간으로 청정한 공기를 공급해주는 환기 설비 장치다. 창호 부착형으로 별도의 공간이...
51,"대교, AI 수학 리그전 `2022 써밋 썸머리그` 개최",2022.05.31.,대교(019680)는 국내 최대 규모의 전국 인공지능(AI) 수학 경시대회 `2022 써밋 썸머리그`를 개최한다고 31일 밝혔다. `써밋 리그`는 대교의 디지털 AI 퍼포먼스 러닝 브랜드 `대교 써밋 스코어수학` 회원들을 대상으로 매년 여름·겨울방학에 진행하는 AI 수학 리그전이다. 지난 2018년부터 운영된 써밋 리그의 누적...
52,"박지현 “‘AI 윤석열’이 선거 개입, 尹 알고도 묵인했다면 탄핵 사안”",2022.05.31.,"민주당 중앙선거대책위원회 공명선거본부 “허위사실공표죄로 박영일 후보 고발할 것” 박지현 더불어민주당 공동비상대책위원장은 31일 윤석열 대통령이 박영일 국민의힘 남해군수 후보를 지지하는 것처럼 보이게 하는 ‘AI(인공지능) 윤석열’ 영상이 등장했다며, 이는 선거개입이라고 주장했다. 민주당..."
53,"코스콤, SK證 클라우드 기반 AI컨택센터 구축 수주",2022.05.31.,"이 AICC 시스템은 강력한 한국어 처리엔진을 갖춘 국내 최고의 AI(인공지능) 솔루션인 '클로바'의 AiCall(음성봇), Chatbot(챗봇), Voice(음성합성), Speech(음성인식) 등 네이버클라우드 플랫폼에서 제공되는 AI서비스를 대거 활용할 계획이다. SK증권은 향후 메타버스 기반 가상센터를 구성하는 계획도 고려한..."
54,"박지현 ""尹, AI尹 알고도 묵인했다면 탄핵도 가능"" 이준석 ""제정신 아냐""",2022.05.31.,"이준석 국민의힘 대표는 1일 AI(인공지능) 윤석열 대통령의 선거운동 논란과 관련해 '탄핵'을 언급한 박지현 더불어민주당 공동 상임선거대책위원장을 겨냥해 ""대선 불복""이라며 ""제정신이 아니다""고 비판했다. 이 대표는 이날 자신의 페이스북에 'AI 윤석열 선거 개입을 대통령이 묵인했다면 탄핵도 가능하다'고..."
55,"박지현 ""AI 윤석열이 선거개입""…이준석 ""허위사실, 고발 할 것""",2022.05.30.,"뉴데일리 권혁중 기자 = 박지현 더불어민주당 공동비대위원장이 'AI(인공지능) 윤석열 선거개입 의혹'을 주장하며 ""탄핵도 가능하다""고 발언한 것에 대해 이준석 국민의힘 대표가 ""대선 불복""이라며 사과를 요구했다. 국민의힘은 박지현 비대위원장을 공직선거법 위반으로 고발할 방침이다. 野 '尹 탄핵' 주장에..."
56,"SKT, AI 전화로 만성질환자 건강 관리 돕는다",2022.05.31.,SK텔레콤은 국민건강보험공단과 ‘인공지능(AI) 기반 누구 비즈콜 도입을 위한 업무협약'을 체결한다고 31일 밝혔다. 이번 업무협약은 국민건강보험공단이 전산 개발과 만성질환 서비스 담당으로 참여하는 ‘일차의료 만성질환관리 시범사업’에 SK텔레콤의 누구 비즈콜을 활용하고자 진행했다. 누구 비즈콜은...
57,"KT 'AI통화비서', 셀프가입 기능 신규 오픈",2022.05.31.,"KT는 AI(인공지능)통화비서의 개통절차 간소화를 위해 '셀프가입' 기능을 제공한다고 31일 밝혔다.﻿ KT AI통화비서는 가게에 걸려오는 전화문의와 요청을 AI가 대신 받아서 처리해 주는 서비스다. 업무 중 또는 퇴근 후에 전화를 받지 못해 놓치는 문의와 예약, 주문 등을 처리할 수 있다. KT는 AI통화비서..."
58,"박지현 ""AI 윤석열이 선거개입""…이준석 ""허위사실, 고발 할 것""",2022.05.31.,"뉴데일리 권혁중 기자 = 박지현 더불어민주당 공동비대위원장이 'AI(인공지능) 윤석열 선거개입 의혹'을 주장하며 ""탄핵도 가능하다""고 발언한 것에 대해 이준석 국민의힘 대표가 ""대선 불복""이라며 사과를 요구했다. 국민의힘은 박지현 비대위원장을 공직선거법 위반으로 고발할 방침이다. 野 '尹 탄핵' 주장에..."
59,"KT, AI통화비서 가입 더 간편해진다",2022.05.31.,고객센터 대신 고객이 직접 앱을 설치하고 가입해 즉시 사용 가능 KT가 가게에 걸려오는 전화를 인공지능이 대신 받아주는 인공지능(AI) 통화비서의 개통절차 간소화를 위해 ‘셀프가입’ 기능을 제공한다고 31일 밝혔다.KT AI통화비서는 24시간 365일 사장님이 일일이 응대하지 못하는 전화문의와 요청을...
60,"AI 일임투자 '핀트', 연금저축 투자 계좌 1만좌 돌파",2022.05.31.,인공지능(AI) 일임투자 서비스 ‘핀트’ 운영사 디셈버앤컴퍼니자산운용은 핀트와 KB증권이 선보인 연금저축 핀트 투자 계좌 수가 1만 좌를 돌파했다고 31일 밝혔다. 회사 집계 결과 지난 7개월 간 핀트를 통해 연금저축에 가입한 고객 중 30대가 32%로 가장 많았고 20대와 40대가 각각 27%씩을 차지하며 뒤를...
