,제목,날짜,본문
10,"""효자가 따로 없네""…SK텔레콤, 시니어 특화 AI 서비스 출시",2020.07.30.,"SK텔레콤은 디지털 소외 계층인 시니어 고객이 음성으로 좀 더 쉽게 인공지능(AI)을 사용하고, 이를 통해 생활의 질을 향상시킬 수 있도록 이번 서비스를 마련했다. 누구 오팔은 ▲투약알림 ▲일정알림 ▲생활알림 ▲두뇌체조 ▲건강박사 ▲이용통계 ▲금영노래방 등 시니어 고객의 생활에 필요한 서비스로..."
11,인공지능(AI) 의료 소프트웨어 '닥터앤서' 의료기기 인허가 속도낸다,2020.07.30.,"한편, 국내 증시에서 지능형로봇/인공지능(AI) 관련 테마주 시황은 다음과 같다. 신테카바이오[226330]의 현재가는 14,450원으로 5.47%인 750원 오르며 상승했다. 신테카바이오의 거래량은 14,400주, 전일거래량은 14,450주다. 신테카바이오의 시가총액은 719,647억원, 매출액은 10,311억원..."
12,"서울대병원, 녹내장 진단하고 설명하는 AI 개발",2020.07.30.,"박기호 교수 ""판단 결과만 내놓던 기존 AI 한계 극복"" 질환 조직의 위치와 진단에 대한 의학적 소견까지 설명해주는 녹내장 진단 인공지능(AI)을 국내 연구팀이 개발했다. 서울대병원 안과 박기호·가정의학과 박상민 교수 연구팀은 안과 의사가 녹내장을 진단할 때 진단과 소견 설명까지 가능한 AI를..."
13,"[게시판] 성신여대-SK텔레콤, AI 교육협력 MOU 체결",2020.07.30.,▲ 성신여대와 SK텔레콤이 인공지능(AI) 기술 분야 협력과 커리큘럼 운영을 위한 양해각서(MOU)를 체결했다. 양측은 앞으로 학부·대학원의 커리큘럼 설계·운영과 교수·강사진 교육 참여 등에서 콘텐츠를 공유하기로 했다. (서울=연합뉴스)
14,"서울사이버대, K-MOOC 인공지능 강좌 신규 선정",2020.07.30.,"서울사이버대학교는 최근 한국형 온라인 공개강좌(K-MOOC) 인공지능(AI) 부문에 신규 선정됐다고 31일 밝혔다. 이번 인공지능(AI) 분야 강좌에는 서울사이버대를 비롯하여 수원대, 중앙대, 현대NGV 등이 선발됐다. 서울사이버대가 선정된 인공지능 윤리(이성태·윤미선 교수) 강좌는 지난해 개발된 AI분야 MOOC..."
15,"`AI 성우 서비스` 타입캐스트, 고음질 베타 서비스 실시",2020.07.30.,네오사피엔스는 인공지능(AI) 성우 서비스 `타입캐스트(TypeCast)`의 고음질 다운로드 베타 서비스를 실시한다고 31일 밝혔다. 타입캐스트는 현재 서비스 중인 60여 종의 AI 성우 중 일부 음성에 고음질 다운로드 베타 서비스를 실시하고 모든 AI 성우의 음질도 전면 개선했다. 일부 음성에 적용된 고음질 다운로드...
16,"서울대병원, 녹내장 진단·설명하는 AI 개발",2020.07.30.,녹내장의 병변 위치뿐 아니라 진단을 내리게 된 의학적 소견까지 보여주는 새로운 인공지능(AI) 기술이 개발됐다. 서울대병원은 안과 박기호·가정의학과 박상민 교수 연구팀이 안과 의사가 녹내장을 진단할 때 임상적으로 해석할 수 있는 새로운 설명가능 AI를 개발했다고 31일 밝혔다. 녹내장은 실명을...
17,"표준협회, 인공지능 인증 ‘AI+’ 수여",2020.07.30.,"한국표준협회가 30일 롯데호텔 제주에서 열린 하계 CEO포럼 ‘AI코리아’에서 세계 최초 인공지능(AI) 인증인 ‘에이아이플러스’(AI+)를 국내 기업들에 수여했다고 밝혔다. 이날 LG CNS, 오텍캐리어, 코맥스, 더화이트커뮤니케이션 등 4개사가 AI+ 인증을 획득해 AI 기반 제품 품질을 인정받았다. 세종"
18,국회도서관 'AI 비서관'으로 지능형 입법 지원,2020.07.30.,"국회도서관이 '인공지능(AI) 비서관' 서비스로 지능형 입법 지원을 강화한다. 지난 20년 동안 간행물 위주로 이어진 아날로그식 입법 지원에서 벗어나 데이터를 활용한 국회의원 맞춤형 서비스를 추진한다. 국회도서관은 30일 서울 여의도 국회도서관 대강당에서 서울대, 전자신문사와 함께 '국회의원의 새로운..."
19,AI로봇으로 체온 측정,2020.07.31.,"광주 서구 광주시청 청사 1층 로비에서 코로나19 방역에 활용할 인공지능(AI) 로봇 시연회가 열린 가운데 개발업체 관계자가 기능 등을 설명하고 있다. 이 로봇은 주변의 사람을 인식, 체온을 자동으로 측정하고 마스크 착용 방법을 안내한다. 2020.07.30. wisdom21@newsis.com 공감언론 뉴시스가 독자..."
20,중부발전 인공지능 선언…발전산업 全 분야 지능화 착수,2020.07.31.,"중부발전 제공 한국중부발전(사장 박형구)은 30일 충남 보령시 호텔머드린 사파이어홀에서 안전, 환경, 운영을 아우르는 발전산업 전(全) 분야를 아우르는 인공지능(AI) 플랫폼 7개 구축을 통해 빅데이터활용 7배 확대를 골자로 하는 ‘한국중부발전 인공지능(AI) 선언식’을 개최했다고 31일 밝혔다. 이번..."
21,라이더 늘리고 AI 배차…똑똑해진 배달앱,2020.07.30.,라이더 1000여명을 추가로 신규 모집하고 인공지능(AI) 배차 시스템을 도입하는 등 시장 주도권 경쟁도 치열하다. 배달의민족은 신종 코로나바이러스 감염증(코로나19)로 중단됐던 배민라이더스 신규 라이더 모집을 실시한다고 30일 밝혔다. 이달 17일 모집을 시작해 약 2주만에 500명이 신규로 입직했다....
22,AI 중소벤처제조플랫폼 구축 박차…연내 민간 클라우드 사업자 선정,2020.07.30.,정부가 세계 최초 민관협력 인공지능(AI) 중소벤처 제조 플랫폼(KAMP) 구축을 위한 회의를 열고 스마트제조 2.0 시대의 첫 시동을 걸었다. 우선 연내 민간 클라우드 사업자를 선정하고 중소기업 제조혁신을 위한 AI 솔루션의 도입을 지원할 예정이다. 중소벤처기업부는 30일 서울 대한상공회의소에서 제11차...
23,"20돌에 상장한 솔트룩스…""1억명이 쓰는 AI 생태계 조성하겠다""",2020.07.30.,이들의 그간 소회와 인상 깊은 기억들을 릴레이로 들어보고자 한다.[편집자주] 2000년 창업해 1세대 벤처 기업으로 불리는 인공지능(AI) 기업 ‘솔트룩스’가 지난 23일 코스닥 시장에 상장을 완료했다. 창립 초기 검색엔진과 PDA용 통번역기 솔루션 사업을 시작으로 줄곧 20년간 자연어 처리 분야에 몰두했다....
24,"[게시판] YTN플러스·이스트소프트, AI아나운서 개발 협력",2020.07.30.,▲ YTN플러스는 31일 이스트소프트와 인공지능(AI) 아나운서를 개발하기 위한 업무협약(MOU)을 체결했다고 밝혔다. 협약에 따라 두 회사는 공동으로 아나운서 서비스화 가능성을 검토하고 관련 데이터 기술 등을 공유하게 된다. (서울=연합뉴스) ▶[팩트체크]검찰총장 힘빼고 장관권한만 강화?
25,광주 동구 인공지능 돌봄로봇 '효돌이' 보급,2020.07.31.,음성과 터치방식으로 작동되는 돌봄로봇 '효돌이'는 △식사·약복용·체조 알람 등의 건강생활관리 △어르신 움직임 감지를 통한 안전관리 △활기찬 안부인사·노래·말벗 등의 정서·안전관리서비스를 제공하는 IoT맞춤형 생활관리 AI로봇이다. 인공지능 돌봄로봇(AI) 효돌이 전달식 [사진=광주 동구청]...
26,토종 AI 의사 '닥터앤서'는 면허를 획득할 수 있을까,2020.07.31.,"정부가 토종 인공지능(AI) 의사 '닥터앤서'를 실제 의료현장에서 사용할 수 있도록 하는 방안을 모색한다. 닥터앤서(Dr.Answer : Ai, network, software, er)는 의료 빅데이터를 활용해 의사의 진료ㆍ진단을 지원하도록 한 AI 소프트웨어(SW)다. 순수 국내 기술로 제작한다는 목표로 과기정통부와 식약처가 지원해..."
27,"서울사이버대, K-MOOC 인공지능(AI)강좌 신규 선정",2020.07.31.,"서울사이버대학교(총장 이은주)가 한국형 온라인 공개강좌(K-MOOC) 인공지능(AI) 강좌 신규 선정을 통해 일반인들에게 서울사이버대의 우수한 강의를 공개한다. K-MOOC(한국형 온라인 공개강좌)는 2015년 10월 서비스 오픈 이후 2020년 5월 말 기준 방문 1,452만 건, 수강 신청 142.8만 건, 회원가입 62.5만 명으로..."
28,"서울대병원, 녹내장 진단 AI(인공지능) 개발",2020.07.31.,"병변 위치 뿐 아니라 진단을 내리게 된 의학적 소견까지 보여주는 새로운 녹내장 진단 및 설명 가능 AI(인공지능)이 개발됐다.서울대병원 안과 박기호·가정의학과 박상민 교수 연구팀은 안과 의사가 녹내장을 진단할 때 임상적으로 해석할 수 있는 인공지능(eXplainable AI, XAI)을 개발했다고 30일 밝혔다...."
29,"의료 인공지능 뷰노, 상장예비심사 신청",2020.07.31.,"김태림 기자 ktael@ajunews.com 의료 인공지능(AI) 솔루션 개발 기업 뷰노는 지난 28일 코스닥 상장 예비심사청구서를 제출했다고 31일 밝혔다. 뷰노는 코스닥 상장 이후 국내‧외 제약 및 의료기기 기업, 의료정보 플랫폼 기업 등과 전략적 파트너십을 확대해 매출 확장, 해외 진출에 매진할..."
30,"[게시판] YTN플러스·이스트소프트, AI아나운서 개발 협력",2020.07.31.,▲ YTN플러스는 31일 이스트소프트와 인공지능(AI) 아나운서를 개발하기 위한 업무협약(MOU)을 체결했다고 밝혔다. 협약에 따라 두 회사는 공동으로 아나운서 서비스화 가능성을 검토하고 관련 데이터 기술 등을 공유하게 된다. (서울=연합뉴스) ▶[팩트체크]검찰총장 힘빼고 장관권한만 강화?
31,광주 동구 인공지능 돌봄로봇 '효돌이' 보급,2020.07.30.,음성과 터치방식으로 작동되는 돌봄로봇 '효돌이'는 △식사·약복용·체조 알람 등의 건강생활관리 △어르신 움직임 감지를 통한 안전관리 △활기찬 안부인사·노래·말벗 등의 정서·안전관리서비스를 제공하는 IoT맞춤형 생활관리 AI로봇이다. 인공지능 돌봄로봇(AI) 효돌이 전달식 [사진=광주 동구청]...
32,"""AI가 인터넷품질 관리""…KT, 품질 저하 사전 탐지하는 '닥터코어' 개발",2020.07.30.,KT가 인공지능(AI) 기술로 인터넷 서비스 품질 저하의 원인과 장애를 사전에 탐지해내는 '닥터코어IP(Dr. Core IP)' 솔루션을 개발해 부산·경남과 충청 지역의 KT 기가인터넷 네트워크에 시범적으로 적용했다고 30일 밝혔다. 닥터코어IP는 KT 초고속인터넷망에 구축된 수십만대의 장비에서 발생하는 데이터와...
33,마스크 착용도 알아채는 카메라... 인텔 엣지 AI가 구현한다,2020.07.30.,"인텔코리아는 29일 ‘2020 엣지 AI 포럼’을 열고 엣지(Edge) 인공지능(AI) 기술 최신 경향을 공개했다. 엣지 AI란 기기(디바이스)단에서 이뤄지는 인공지능 연산을 뜻한다. 분산된 서버, 네트워크, 독립 시스템, 디바이스 등 데이터가 생성되는 지점에서 AI를 활용해 실시간 정보를 추출할 수 있다. 인텔 2020..."
34,"""AI로 더 빠르고 안전하게 배달""…'요기요 익스프레스' 출시",2020.07.30.,요기요 운영사인 딜리버리히어로코리아는 인공지능(AI) 기술을 활용한 더 빠르고 정교한 배달 서비스 '요기요 익스프레스'를 선보인다고 30일 밝혔다. 지난 6월부터 노원과 도봉지역에서 진행한 요기요 익스프레스 서비스 테스트에선 평균 약 25분의 주문처리 시간을 기록했다. 또 배달 서비스에 최적화된...
35,"광주과학기술원-LG전자, 인공지능 분야 업무협약 체결",2020.07.31.,"경진대회는 예선심사를 거쳐 본선에서는 종합적인 인공지능(AI) 융합 서비스 설계 능력과 창업‧공동협업 아이템 검증, 기술력 검증 등을 토너먼트 방식으로 평가한다. 선별된 우수 참가팀들에게는 사업화 및 창업 컨설팅과 시제품 제작비 지원 연계, 수요기업 매칭, 창업 공간 마련 등의 혜택이 주어진다...."
36,"광주과학기술원-LG전자, 인공지능 분야 업무협약 체결",2020.07.30.,"경진대회는 예선심사를 거쳐 본선에서는 종합적인 인공지능(AI) 융합 서비스 설계 능력과 창업‧공동협업 아이템 검증, 기술력 검증 등을 토너먼트 방식으로 평가한다. 선별된 우수 참가팀들에게는 사업화 및 창업 컨설팅과 시제품 제작비 지원 연계, 수요기업 매칭, 창업 공간 마련 등의 혜택이 주어진다...."
37,"KT, AI 활용 인터넷 품질 관리한다",2020.07.30.,"KT는 30일 인공지능(AI)으로 인터넷 서비스 품질 저하 원인과 장애를 고객 신고 전에 탐지하는 '닥터코어 IP' 솔루션을 개발했다고 밝혔다. 닥터코어 IP는 KT 인터넷망에 구축된 수십만 대의 장비에서 발생하는 데이터, 디도스(DDoS) 공격 등 서비스에 영향을 줄 수 있는 다양한 요인을 AI가 실시간으로 학습하고..."
38,"광주광역시, 인공지능기업 원스톱 서비스 지원",2020.07.30.,"이용섭 시장은 ""우리지역의 대표적인 AI 및 창업지원 전문기관인 광주테크노파크에 인공지능종합지원센터가 개소함에 따라 광주에 둥지를 트는 창업가와 기업인들에게 큰 도움이 될 것이다""면서 ""광주형 인공지능 비즈니스 모델을 구축하든데 중추적 역할을 수행해 주길 기대한다""고 밝혔다."
39,"SK텔레콤, 중장년층 맞춤형 인공지능 유료서비스 내놔",2020.07.30.,"SK텔레콤은 5G통신시대 중장년층 고객의 건강하고 즐거운 삶을 지원하는 인공지능(AI) 유료서비스 '누구오팔(NUGU opal)'을 출시한다고 30일 밝혔다. SK텔레콤이 중장년층 고객을 위한 인공지능 유료 서비스 '누구오팔'을 출시한다. 누구오팔은 투약알림, 일정알림, 생활알림, 두뇌체조, 건강박사, 금영노래방 등..."
40,광주시청에 등장한 '코로나19 방역' AI로봇,2020.07.30.,"광주 서구 광주시청 청사 1층 로비에서 코로나19 방역에 활용할 인공지능(AI) 로봇 시연회가 열린 가운데 개발업체 관계자가 기능 등을 설명하고 있다. 이 로봇은 주변의 사람을 인식, 체온을 자동으로 측정하고 마스크 착용 방법을 안내한다. 2020.07.30. wisdom21@newsis.com 공감언론 뉴시스가 독자..."
41,전자신문사·국회도서관·서울대 AI보좌관 포럼,2020.07.30.,"전자신문사·국회도서관·서울대가 빅데이터 활용과 인공지능(AI) 개발을 위해 맺은 포괄적 업무협약의 일환으로 '국회의원의 새로운 보좌진:AI보좌관' 국회포럼이 30일 서울 여의도 국회도서관에서 열렸다. 왼쪽부터 강병준 전자신문 부국장, 이준환 서울대언론정보학과 교수, 김영식 미래통합당 의원, 현진권..."
42,‘사람 vs 인공지능’...배민·요기요 배송전쟁,2020.07.30.,요기요(운영사 딜리버리히어로 코리아)의 비밀병기는 인공지능(AI)이다. 이날 요기요는 인공지능 기반 배차 시스템 ‘요기요 익스프레스’를 선보인다고 밝혔다. 요기요 익스프레스는 주문접수부터 배송까지 한 번에 관리해 주문 집중 시간대 효율성을 높이는 전략이다. 또 라이더 스스로 배차와 동선을...
43,인공지능 로봇으로 코로나 방역 시연,2020.07.30.,30일 오후 광주 서구 광천동 종합버스터미널 도착장에서 인공지능(AI)을 탑재한 로봇이 코로나19 방역을 시연하고 있다. 로봇을 개발한 업체는 열화상 카메라에 안면인식 기술 등을 더해 1분에 120명까지 발열 증상과 마스크 착용 여부를 식별할 수 있다고 설명했다. 2020.7.30
44,"KT, 인터넷 품질 AI로 해결한다",2020.07.30.,뉴스토마토 = 이지은 기자 | KT가 비대면 서비스와 언택트 소비가 일상화됨에 따라 고품질의 인터넷 서비스를 고객에게 제공하기 위해 인공지능(AI) 기술을 적용한다. KT는 AI 기술로 인터넷 서비스 품질 저하의 원인과 장애를 사전에 탐지해내는 닥터코어 IP(Dr. Core IP) 솔루션을 개발해 부산·경남과 충청...
45,녹내장 진단하고 설명도 함께 해주는 AI 개발,2020.07.30.,"녹내장이 생긴 위치(병변)를 알려줄 뿐만 아니라 진단 이유도 설명해주는 ‘설명 가능 인공지능(eXplainable AI, XAI)’이 개발됐다. 녹내장은 실명을 일으키는 대표적인 안과 질환으로 특별한 증상 없이도 진행될 수 있고 치료시기를 놓치면 회복이 불가능하고 치료비도 기하급수적으로 커지는 질환이다. 이..."
46,‘사람 vs 인공지능’...배민·요기요 배송전쟁,2020.07.30.,요기요(운영사 딜리버리히어로 코리아)의 비밀병기는 인공지능(AI)이다. 이날 요기요는 인공지능 기반 배차 시스템 ‘요기요 익스프레스’를 선보인다고 밝혔다. 요기요 익스프레스는 주문접수부터 배송까지 한 번에 관리해 주문 집중 시간대 효율성을 높이는 전략이다. 또 라이더 스스로 배차와 동선을...
47,"광주과학기술원, LG전자와 인공지능 분야 업무협약 체결",2020.07.30.,"집적 단지 내 창업기업들을 대상으로 LG전자 인공지능 플랫폼 활용에 대한 홍보 및 제안 등이 포함됐다. 이번 협약을 통해 LG전자는 지스트와 국내 최대 '꿈꾸는 아이(AI)' 경진대회에 공동 참여해 3대 특화 분야(헬스케어, 자동차, 에너지) 선별 종목들의 예선과 본선을 함께 진행한다. 선별 종목별 토너먼트를..."
48,인공지능 로봇으로 코로나 방역 시연,2020.07.30.,30일 오후 광주 서구 광천동 종합버스터미널 도착장에서 인공지능(AI)을 탑재한 로봇이 코로나19 방역을 시연하고 있다. 로봇을 개발한 업체는 열화상 카메라에 안면인식 기술 등을 더해 1분에 120명까지 발열 증상과 마스크 착용 여부를 식별할 수 있다고 설명했다. 2020.7.30
49,"KT, 인터넷 품질 AI로 해결한다",2020.07.30.,뉴스토마토 = 이지은 기자 | KT가 비대면 서비스와 언택트 소비가 일상화됨에 따라 고품질의 인터넷 서비스를 고객에게 제공하기 위해 인공지능(AI) 기술을 적용한다. KT는 AI 기술로 인터넷 서비스 품질 저하의 원인과 장애를 사전에 탐지해내는 닥터코어 IP(Dr. Core IP) 솔루션을 개발해 부산·경남과 충청...
50,녹내장 진단하고 설명도 함께 해주는 AI 개발,2020.07.30.,"녹내장이 생긴 위치(병변)를 알려줄 뿐만 아니라 진단 이유도 설명해주는 ‘설명 가능 인공지능(eXplainable AI, XAI)’이 개발됐다. 녹내장은 실명을 일으키는 대표적인 안과 질환으로 특별한 증상 없이도 진행될 수 있고 치료시기를 놓치면 회복이 불가능하고 치료비도 기하급수적으로 커지는 질환이다. 이..."
51,"서울대병원, 녹내장 진단하는 인공지능 개발",2020.07.30.,연구팀이 개발한 설명가능 AI는 인공지능이 왜 녹내장으로 진단을 내렸는지 그 이유를 설명할 수 있어 우수한 임상적 활용도로 의료현장에 도입될 것으로 기대를 모으고 있다. 기존의 인공지능은 의사결정을 지원할 때 결과만 알려주고 어떤 근거로 이 판단에 이르렀는지 그 이유를 논리적으로 설명할 수...
52,세계최초 AI 의료 소프트웨어 ‘닥터앤서’…인허가 속도낸다,2020.07.30.,"이투데이=이재훈 기자 | 닥터앤서 (과기정통부 제공) 과학기술정보통신부와 식품의약품안전처는 31일 서울아산병원에서 디지털 뉴딜 성공을 위한 간담회를 개최하고, 국내 기술로 개발된 인공지능 의료 소프트웨어(SW) ‘닥터앤서’의 신속한 의료기기 인허가를 지원하기 위한 협력방안을 논의했다...."
53,"한국중부발전 인공지능(AI) 선언식 개최...플랫폼 7개 구축, 빅데이터 7배 확...",2020.07.30.,"한국중부발전(사장 박형구)은 30일 안전, 환경, 운영을 아우르는 발전산업 전 분야를 아우르는 인공지능 플랫폼 7개 구축을 통해 빅데이터활용 7배 확대를 골자로 하는 ‘한국중부발전 인공지능(AI) 선언식’을 개최했다고 밝혔다. 이번 선언은 디지털 기술의 부가가치를 높여 한국판 뉴딜을 강력..."
54,인공지능 기반 자율주행 청소로봇 '위즈' 국내 출시,2020.07.30.,28일 서울 중구 위워크에서 열린 소프트뱅크 로보틱스의 한국 진출 및 신제품 발표 간담회에서 청소로봇 '위즈'를 시연하고 있다. 소프트뱅크 로보틱스는 인공지능(AI) 기반의 상업용 자율주행 청소로봇 '위즈(Whiz)'로 한국 시장에 공식 진출했다. 2020.7.29
55,"광주시, AI 유치기업 기반 조성 23~25번째 업무협약",2020.07.30.,"사업화 추진으로 광주 AI 생태계 조성 및 인재양성과 일자리 창출에 적극 협력 하겠다""고 밝혔다. 이용섭 시장은 ""AI 중심도시 광주가 대한민국 뉴딜정책의 핵심적인 동력 역할을 할 것""이라고 강조하고 ""광주 인공지능 생태계 조성을 통해 다양한 AI기업 등을 유치해 새로운 일자리를 많이 창출하겠다""고 말했다."
56,"요기요, AI 접목한 배달 서비스 ‘요기요 익스프레스’ 선봬",2020.07.30.,배달앱 ‘요기요’를 서비스하고 있는 딜리버리히어로 코리아가 글로벌에서 검증된 딜리버리히어로의 인공지능(AI) 기술 기반에 더욱 똑똑하고 빨라진 배차 시스템으로 고객 경험을 개선한 차세대 딜리버리 서비스 ‘요기요 익스프레스’를 선보인다고 30일 밝혔다. ‘요기요 익스프레스’는 단순히 빠른...
57,인공지능 기반 자율주행 청소로봇 '위즈' 국내 출시,2020.07.30.,28일 서울 중구 위워크에서 열린 소프트뱅크 로보틱스의 한국 진출 및 신제품 발표 간담회에서 청소로봇 '위즈'를 시연하고 있다. 소프트뱅크 로보틱스는 인공지능(AI) 기반의 상업용 자율주행 청소로봇 '위즈(Whiz)'로 한국 시장에 공식 진출했다. 2020.7.29
58,인공지능 의료기기 ‘닥터앤서’ 인허가 신속 지원,2020.07.30.,개발된 인공지능 의료 소프트웨어(SW) ‘닥터앤서’의 신속한 의료기기 인허가를 지원하기 위한 협력방안을 논의했다. 닥터앤서(Dr.Answer)는 의료 빅데이터를 통해 의사의 진료·진단을 지원해주는 AI의사를 말한다. 이날 간담회에는 식약처 양진영 차장과 과기정통부 장석영 제2차관을 비롯해 ‘닥터앤서’...
59,‘AI’로 녹내장 진단…서울대병원 박기호·박상민 교수,2020.07.30.,연구팀이 개발한 설명가능 AI는 인공지능이 왜 녹내장으로 진단을 내렸는지 그 이유를 설명할 수 있어 우수한 임상적 활용도로 의료현장에 도입될 것으로 기대를 모으고 있다. 기존의 인공지능은 의사결정을 지원할 때 결과만 알려주고 어떤 근거로 이 판단에 이르렀는지 그 이유를 논리적으로 설명할 수...
60,"광주시, AI 유치기업 기반 조성 23~25번째 업무협약",2020.07.29.,"사업화 추진으로 광주 AI 생태계 조성 및 인재양성과 일자리 창출에 적극 협력 하겠다""고 밝혔다. 이용섭 시장은 ""AI 중심도시 광주가 대한민국 뉴딜정책의 핵심적인 동력 역할을 할 것""이라고 강조하고 ""광주 인공지능 생태계 조성을 통해 다양한 AI기업 등을 유치해 새로운 일자리를 많이 창출하겠다""고 말했다."
61,"KT, 인터넷 장애 탐지하는 AI솔루션 도입",2020.07.31.,KT가 인공지능(AI) 솔루션으로 인터넷 서비스 품질 저하의 원인과 장애를 탐지한다. KT는 AI 기술로 인터넷 서비스 품질 저하의 원인과 장애를 사전에 탐지해내는 ‘닥터코어 IP’ 솔루션을 개발해 부산ㆍ경남과 충청 지역의 KT 기가인터넷 네트워크에 시범적으로 적용했다고 30일 밝혔다. 닥터코어 IP는 KT...
62,"YTN플러스-이스트소프트, 'AI 아나운서' 서비스화 업무협약 체결",2020.07.31.,YTN플러스가 31일 이스트소프트와 인공지능(AI) 아나운서를 개발하기 위한 업무협약(MOU)을 체결했다. 김용섭 YTN플러스 총괄본부장(YTN 디지털센터장 겸)과 조성민 이스트소프트 이사(오른쪽)이 기념촬영을 하고 있다. 2020.7.31 [YTN 제공. 재판매 및 DB 금지] photo@yna.co.kr ▶[팩트체크]검찰총장...
63,"KT, 인공지능으로 인터넷 품질 관리한다",2020.07.31.,"연합뉴스에 따르면 KT[030200]는 30일 인공지능(AI)으로 인터넷 서비스 품질 저하 원인과 장애를 고객 신고 전에 탐지하는 '닥터코어 IP' 솔루션을 개발했다고 밝혔다. 닥터코어 IP는 KT 인터넷망에 구축된 수십만 대의 장비에서 발생하는 데이터, 디도스(DDoS) 공격 등 서비스에 영향을 줄..."
