,제목,날짜,본문
16,한-중동 보건협력 간담회…'AI닥터' UAE 수출 타진,2020.11.30.,인공지능(AI)과 환자의 의료데이터를 연계한 정밀진단 소프트웨어를 통해 의료 현장에서 의사의 진료를 보조하는 '닥터앤서'의 UAE 진출 가능성을 타진했다. 서울대병원과 아산병원 참석 하에 국내 병원과 의료인력의 UAE 진출 확대 방안도 모색했다. 외교부는 논의된 협력 증진 방안을 기반으로 향후 UAE 등...
17,"AI 활용한 인슈어테크 아이지넷, 신규 투자 유치",2020.11.30.,이 업체는 인공지능(AI) 기술을 활용한 모바일 보험진단 서비스 ‘보닥’(사진)을 지난해부터 제공하고 있다. 이를 통해 이용자가 기존에 가입한 보험의 해지 여부를 AI가 알려주고 대안 설계까지 제안한다. 신종 코로나바이러스 감염증(코로나19) 확산 이후 이용이 늘면서 현재 이용자는 50만명이며 월...
18,"네이버, AI 음성기록 서비스 ‘클로바노트’ 출시",2020.11.30.,네이버가 AI(인공지능) 기술이 적용된 음성기록 서비스 ‘클로바노트(CLOVA Note)’를 출시했다고 밝혔다. 클로바노트는 텍스트로 변환된 녹음 내용을 참고해 필요한 내용만 다시 ‘눈으로 보며 듣기’가 가능한 새로운 음성기록 서비스다. 회사 측은 인터뷰나 업무 미팅 등 음성을 기록하는 다양한...
19,"'양날의 칼' AI 윤리와 규제 사이…""시동 꺼진 '타다'를 보라"" [여기는 논설실...",2020.11.30.,인공지능(AI)이 윤리기준을 벗어나면 AI 탓인가? AI 개발자·기업 탓인가? 변화를 따라가지 못하는 제도 탓인가? AI 윤리기준이 정치적으로 악용되거나 AI 규제로 돌변해 AI 혁신에 오히려 걸림돌이 되지 않을까? 과학기술정보통신부가 AI 시대 바람직한 AI 개발·활용 방향을 제시하기 위한 ‘국가 AI...
20,"이모션웨이브, 인공지능 리듬 액션 게임 ‘슈퍼뮤지션’ 개발…사운드로 몰입...",2020.11.30.,30일 인공지능 음악 기술 전문 기업 이모션웨이브가 자체 개발 인공지능(AI) 음악 기술이 적용된 리듬 액션 게임 ‘슈퍼뮤지션’ 프로젝트를 개발했다고 밝혔다. 슈퍼뮤지션은 이모션웨이브가 개발한 인공지능 음악 기술 ‘리마’를 기반으로 다양한 음악 콘텐츠를 리듬 액션 게임에 적용해 게임 배경 음악을...
21,"SW기업 ㈜가민정보시스템, 인공지능(AI) CMS 개발",2020.11.30.,㈜가민정보시스템이 기존 CMS솔루션 ‘SiiRU CMS v1.0’에 AI기술을 접목해 국내 최초 인공지능(AI) CMS ‘SiiRU CMS v2.1’을 개발했다. ㈜가민정보시스템은 1994년 설립되어 ‘공부하는 가민’ 이라는 슬로건 아래 26년간 끊임없는 변화와 혁신을 통해 광주광역시를 대표하는 SW기업으로 자리 잡았다. 4차...
22,"[마켓인]스톤브릿지벤처스, 1080억원 규모 펀드 결성…“AI·데이터 등에 집중...",2020.11.30.,"벤처캐피탈(VC) 스톤브릿지벤처스가 데이터와 네트워크, 인공지능(AI)등에 집중투자하는 1080억원 규모의 ‘스톤브릿지DNA혁신성장투자조합’을 결성했다고 30일 밝혔다. 이 펀드는 한국모태펀드와 하나-KVIC유니콘모펀드, 산재보험기금, 과학기술인공제회, 노란우산공제 등과 금융기관 등 다양한 LP들이..."
23,"선박-선원 최적 매칭…마린소프트, 선원관리 AI 플랫폼 개발",2020.11.30.,"선박 종류와 운항 목적에 적합한 선원을 찾아 연결하는 인공지능(AI) 플랫폼이 나온다. 마린소프트(대표 이재인)는 국내외 선원 정보, 해운물류업 현황, 운항 선박 종류 등 각종 데이터를 기반으로 '글로벌 선원관리 지능형 서비스 플랫폼(선원관리 AI 플랫폼)'을 개발, 내년에 상용화한다고 30일 밝혔다...."
24,AI 스타트업 '90년대생 CEO가 온다',2020.11.30.,"4차 산업혁명 핵심기술로 꼽히는 인공지능(AI) 분야에 '90년대생 최고경영자(CEO)'들이 떠오르고 있다. AI 스타트업을 창업한 어린 CEO들은 참신한 아이디어와 AI 기술을 활용해 디지털 전환을 가속화하면서 산업 혁신을 이끌고 있다. 특히 활동하는 분야도 브랜드 지식재산권(IP) 보호, 데이터 라벨링 자동화..."
25,"이노비즈협회-KAIST, 100개 중소기업에 AI컨설팅 지원",2020.11.30.,"인공지능(AI) 중소벤처 제조 플랫폼 (KAMP) 사업의 일환으로, 국내 중소 제조기업의 경쟁력을 높이기 위한 정책이다. 이노비즈협회가 1단계 컨설팅, KAIST에서 2단계 솔루션 실증 사업으로 연계 지원한다. AI를 활용한 제조데이터 분석의지가 있는 중소·중견기업 100개가 대상이며, 뿌리기술(금형, 소성가공..."
26,"아크릴, 통합형 AI 플랫폼 '조나단' 체험 서비스 공개",2020.11.30.,"AI(인공지능) 전문기업 아크릴(대표 박외진)이 통합 서비스형 AI(AIaaS) 플랫폼 '조나단'(Jonathan®)의 시범 서비스를 1일 공개한다. 업체에 따르면 '조나단'은 AI 서비스의 기획, 개발, 운영 등을 돕는 국내 유일의 전주기 AI 플랫폼이다. 이번 통합 버전으로 '조나단'(Jonathan®)이라는 하나의 플랫폼..."
27,"[人사이트]강상구 메디사피엔스 대표 ""BI+AI 융합기술로 희귀유전질환 조기 진...",2020.11.30.,바이오인포매틱스(BI)에 인공지능(AI) 기술을 결합해 희귀질환을 조기 진단하고 환자들의 삶의 질을 높이는 데 도움을 주겠습니다.” 최근 신생아 유전성 희귀질환 250여종을 일주일 만에 진단할 수 있는 검사법을 개발해 주목받은 강상구 메디사피엔스 대표는 희귀질환 인식과 진단 패러다임 변화를 이같이...
28,"KAIST, 제조AI데이터셋 12종 공개",2020.11.30.,"KAIST 중소벤처 제조 플랫폼(Korea AI Manufacturing Platform, 이하 KAMP)ʼ를 통해 오는 12월 14일 공개되는 제조AI데이터셋은 ʻ인공지능(AI) 제조AI분석을 목적으로 저장된 제조데이터의 집합체다. 제조 현장인 공장에서 실제 데이터를 수집한 뒤 표본 테이블과 데이터를 구성해 전국에 있는 중소 제조기업이..."
29,"SK㈜ C&C, AI·클라우드 고객 원하는대로 조합해 구현…'인기몰이'",2020.11.30.,SK㈜ C&C가 산업별 맞춤형 멀티∙하이브리드 클라우드 서비스에 인공지능(AI) 통합 플랫폼까지 고객 맞춤형으로 제공해 인기를 끌고 있어 주목된다. 먼저 고객들이 원하는 모든 디지털 인프라 환경을 제공하는 판교 클라우드 데이터센터의 ‘멀티 클라우드 허브존’이 있다. 고객들은 자체 시스템...
30,“인공지능 연구의 핵심 가치는 성장 아닌 인류애”,2020.11.30.,“앞으로 한국전자통신연구원의 연구원들은 물론이고 주변 정부출연연구기관 연구원들도 인공지능(AI)을 ‘조자룡 헌 칼 쓰듯’ 할 수 있을 것입니다.” 김명준(65) 한국전자통신연구원(ETRI) 원장은 ‘한겨레’와 만나 “우리나라가 국가 지능화를 통해 인공지능을 가장 잘 다루는 나라가 되는 것을 돕기 위해...
31,AI·리메이크로… 내 곁에 다시 김현식,2020.11.30.,"다음달 16일 방송하는 엠넷 ‘AI음악프로젝트-다시 한번’은 인공지능(AI)과 홀로그램 기술을 활용해 그의 목소리와 모습을 고스란히 살려 낸다. 6개월 동안 서울스튜디오와 작곡가들, 유족의 도움을 얻어 당시 보이스트랙과 미디 악보를 구한 뒤 AI에 음원을 입히는 과정을 거쳤다는 게 제작진의 설명이다...."
32,"한국테크놀로지, AI기반 스마트 물류사업 본격화",2020.11.30.,이사회 통해 임시주총 사업목적 변경 안건 승인 코스닥 상장사 한국테크놀로지가 사업목적에 인공지능(AI) 기반 물류 시스템 등 신사업 분야를 추가해 '스마트 물류' 기업으로서의 확장을 본격화한다. 한국테크놀로지는 30일 본사 회의실에서 이사회를 열어 내달 18일 개최되는 임시주주총회 1호 의안 사업목적...
33,"마인즈랩, 유무선 공유기 활용 &apos;이동형 AI 희외록&apos; 출시",2020.11.30.,마인즈랩은 구독형 인공지능(AI) 플랫폼인 마음에이아이(maum.ai)의 회의록 자동정리 서비스인 &apos;마음 회의록&apos;을 운영해왔으며 이번에 이동형 &apos;음성인식 AI 회의록&apos; 제품을 출시했다. 이동형 AI 회의록 이동형 AI 회의록은 공기업·공공기관·지자체 등에서 활용될 수 있을 것으로 기대받고 있다....
34,AI-빅데이터 등 자체개발SW 공유… 오픈소스가 IT산업 생태계 바꾼다,2020.11.30.,"지금까지 인공지능(AI), 빅데이터, 클라우드 관련 총 9종의 오픈소스가 깃허브에 올라왔다. IoT웨어는 운영체제(OS) 5종, 센서·통신 등 펌웨어 같은 소프트웨어의 기본적인 뼈대와 기능을 담은 프레임워크를 제공한다. 수백, 수천 행에 이르는 프로그래밍 입력 수고를 덜 수 있다. 정부 출연 연구기관 가운데..."
35,< ICT >SKT ‘사피온 X220’ 출시… AI 반도체시장 ‘도전장’,2020.11.25.,"GPU 데이터 처리용량의 1.5배 가격은 절반 · 전력 사용량 80% SK텔레콤이 국내 최초로 자체 개발한 인공지능(AI) 반도체를 선보이며 글로벌 AI 반도체 시장에 도전장을 내밀었다. AI 반도체 시장은 아직 ‘절대 강자’가 없는 초기 단계지만, 향후 서버·클라우드 인프라를 넘어 모바일·자동차·가전 등과..."
36,"이제 보고서도 AI가… 무협, '유망품목 AI 리포트' 시리즈 발간",2020.11.25.,"한국무역협회 국제무역통상연구원이 인공지능(AI)과 빅데이터 기술을 활용한 '유망품목 AI 리포트'를 30일부터 시리즈로 발간한다고 밝혔다. 연구원은 AI와 빅데이터 기술을 활용해 주요 58개국의 국내총생산(GDP)·인구, 수입액, 수입증가율, 점유율, 관세율, 규제, 수입통관지수, 국가리스크 등 9개..."
37,"AI, 인간에게 피해 끼치면 안된다",2020.11.25.,"인공지능(AI) 윤리 문제가 세계적으로 이슈인 가운데 정부가 &apos;국가 인공지능(AI) 윤리 기준(안)&apos;을 만들었다. 인공지능 개발부터 활용까지 모든 과정에 적용될 이 안은 3대 기본원칙과 10대 핵심 요건으로 구성됐다. 이 초안은 다음달 7일 공청회와 시민 의견을 수렴, 다음달 중순경 대통령 직속..."
38,문 대통령 “사람 중심의 따뜻한 인공지능 시대 열겠다”,2020.11.25.,"고양=뉴시스 문재인 대통령은 25일 ‘한국판 뉴딜, 대한민국 인공지능(AI)을 만나다’ 행사에 참석해 인공지능 강국으로의 도약 의지를 다지고 기업인을 격려했다. 문 대통령은 기술 발전을 위한 대규모 투자도 약속했다. 이날 경기도 고양 킨텍스에서 열린 행사에는 네이버, KT, 카카오엔터프라이즈..."
39,"LG, 그룹 차원 AI연구소 출범",2020.11.30.,"LG그룹이 각 계열사별로 흩어져 있는 인공지능(AI) 개발 역량을 한곳에 모은 통합 AI 연구소 설립을 추진한다. 29일 재계에 따르면 LG는 지난해 4월 LG사이언스파크 산하에 신설한 조직인 ‘AI담당’을 확대해 그룹 차원의 AI 연구소로 키우는 방안을 추진 중이다. LG전자, LG유플러스, LGCNS, LG디스플레이..."
40,"지스트, 창업우수대학 '우뚝'…""AI 스타트업 발굴 앞장""",2020.11.25.,"조병관 창업진흥센터장은 ""지스트의 우수한 창업성과는 수요자 맞춤형 창업 지원과 창업아이디어경진대회 개최, 엑셀러레이팅 프로그램 운영 등 창업 단계별 특화프로그램을 적극 지원한 결과에 따른 것""이라면서 ""지스트는 앞으로도 인공지능(AI) 분야를 비롯해 지역 특화산업 활성화를 위한..."
41,"'신약 개발' '영업'…제약업계, AI 전방위 활용",2020.11.30.,제약업계가 신약개발부터 영업활동까지 다양한 영역에서 AI(인공지능)를 도입해 활용 중이다. AI는 신약개발 초기단계에서 시간과 비용을 줄이고 후보물질을 도출해 내는 역할을 한다. 영업현장에선 시간·장소에 구애 안 받고 제품 정보를 확인해 신속하게 전달하는 수단이 된다. 닥터노아바이오텍은...
42,"이정환 ‘AI 튜터’, AI가 문장 파악해 문제 풀어줘 外",2020.11.25.,AI 튜터는 대화형 인공지능(AI) 인프라를 활용해 문장으로 표현된 문제를 풀어준다. 문장은 다양하게 변형돼 서로 다른 문장도 같은 의미를 지닐 수 있다. KT상 - 이승주 ‘로라’ 차에 센서 달아 미세먼지 측정 KT상을 받은 이승주 씨의 ‘차량 기반 미세먼지 모니터링 시스템’은 사물인터넷(IoT) 전국 망인...
43,영업부장님 AI개발자 되셨네…54세에 20년 주특기 갈아탔다,2020.11.25.,"KT AI솔루션팀 강민구 부장 8개월 사내교육 최고령 참가 아들뻘 후배들과 동고동락해 새벽 3시 기상 알고리즘 연구 `지니` 잇는 히트작 개발 목표 ""은퇴뒤에도 할 일 찾아 기뻐"" KT 분당사옥 정보보안단 보안 인공지능(AI) 솔루션 개발팀에 최근 50대 '신입사원'이 들어왔다. 강민구 부장(54·사진)이 그..."
44,"文대통령 ""코로나19, 우리의 인공지능 잠재력 확인한 계기""",2020.11.25.,문재인 대통령은 25일 오후 인공지능(AI)이 바꿔놓은 대한민국의 변화를 확인하고자 경기도 고양시 킨텍스에서 열린 행사 현장을 찾았다. 이 자리는 문재인 정부의 인공지능 기본구상과 국가전략 수립 이후 1년 간의 성과와 비전을 공유하고 기업을 격려하는 자리였다. 문 대통령이 한국판 뉴딜을 국가전략...
45,"창녕초, 인공지능과 함께 하는 미래형 교육",2020.11.25.,창녕 영산초등학교(학교장 김향숙)는 4차 산업 혁명 시대에 필요한 미래 인재 양성을 목표로 학생들이 즐거운 놀이 속에서 AI Literacy(인공지능 리터러시) 역량을 갖출 수 있는 미래형 교실을 구축했다. 영산초등학교 미래형 교실은 학생들이 첨단 스마트 기기를 활용하여 놀이 및 배움을 통해...
46,반도체·AI·수소 상용화 R&D에 36억 투입,2020.11.26.,"반도체용 부품 코팅기술과 인공지능(AI) 표준공정, 수소·전기 생산시스템을 상용화하기 위한 연구개발(R&D)에 최대 36억원이 투입된다. 과학기술정보통신부는 25일 공공연구성과기반 BIG선도모델 구축 사업 신규 추진 과제 3개를 선정했다. 이번에 선정된 사업은 충북대학교 산학연공동연구법인의 '반도체용..."
47,삼성카드 '근거 제시 AI' 도입 추진…서울대와 산학협약 체결,2020.11.26.,"삼성카드는 서울대학교 이데아랩(IDEA Lab)과 근거 제시 인공지능(explainable AI, XAI) 연구에 관한 산학협약을 체결했다고 26일 밝혔다. 이번 협약에서 두 기관은 XAI 공동연구에 나서고 삼성카드의 AI 서비스에 XAI 기술 도입·활용에 협력하기로 했다. 최근 산업전반, 특히 금융권에 AI 기술이 빠르게..."
48,"문 대통령 ""AI 인재 10만명 양성…반도체에 1조 투자""",2020.11.26.,"문재인 대통령은 25일 ""한국판 뉴딜로 인공지능(AI) 인력을 총 10만명으로 늘리겠다""며 인공지능(AI) 역량 강화에 대한 강한 의지를 나타냈다. 문재인 대통령은 이날 경기도 고양시 킨텍스에서 열린 '한국판 뉴딜, 대한민국 인공지능을 만나다' 행사에서 ""우리는 지난해 '인공지능 기본구상'과 '인공지능 국가전략..."
49,인공지능 국가전략 1주년…15분만에 유전병 진단·AI칩 국산화 성공,2020.11.25.,"정부는 인공지능(AI) 기본 구상 발표 1주년을 맞아 그동안의 성과를 공개하고 오는 2030년까지 디지절 경제력 세계 3위의 AI강국이 되겠다는 구상을 25일 밝혔다. 문재인 대통령은 이날 일산 킨텍스에서 열린 ‘한국판 뉴딜, 대한민국 인공지능을 만나다’ 행사를 통해 국가 경쟁력 향상을 위한 AI 기술..."
50,[데뷰2020] 로봇 두뇌를 AI와 클라우드로 연결,2020.11.27.,네이버가 만드는 서비스 로봇의 ‘두뇌’ 역할은 인공지능(AI)과 클라우드로 연결될 예정이다. 네이버는 25일 개막한 국내 최대 개발자 컨퍼런스 데뷰2020(DEVIEW2020)을 통해 제 2사옥에서 서비스를 제공할 모든 로봇들의 ‘두뇌’인 'ARC(AI-Robot-Cloud)'를 공개했다. ARC는 클라우드 기반 ‘멀티 로봇...
51,"""인간성을 위한 인공지능""…국가 AI 윤리기준 나왔다",2020.11.27.,정부가 인공지능(AI)은 인간의 존엄성과 사회의 공공성을 우선시해야 한다는 내용의 윤리기준을 만들었다. 과학기술정보통신부와 정보통신정책연구원은 27일 이같은 내용의 '국가 AI 윤리기준'을 발표했다. 국가 AI 윤리기준은 인간성을 목표로 3대 기본원칙과 10대 핵심요건을 제시하고 있다. 인간성을...
52,"AI시스템,시뮬레이션 테스트에서 수퍼컴퓨터 제압",2020.11.27.,세리브라스 시스템즈의 인공지능 컴퓨터 'CS-1' 인공지능(AI) 시스템이 연소 시뮬레이션 테스트에서 수퍼컴퓨터를 제압했다. 'IEEE 스펙트럼'에 따르면 세리브라스 시스템즈(Cerebras Systems)는 원자력발전소내 연소 시뮬레이션 테스트에서 세계 69위의 성능을 갖고 있는 줄(Joule) 수퍼컴퓨터를 제압하는...
53,"네이버, AI 음성기록 ‘클로바노트’ 출시",2020.11.29.,뉴데일리 신희강 기자 = 네이버는 인공지능(AI) 기술이 적용된 음성기록 서비스 ‘클로바노트(CLOVA Note)’를 출시했다고 29일 밝혔다. 클로바노트는 텍스트로 변환된 녹음 내용을 참고해 필요한 내용만 다시 ‘눈으로 보며 듣기’가 가능한 새로운 음성기록 서비스다. 회사 측은 인터뷰나 업무 미팅 등...
54,"KAIST, 중기부와 함께 '제조AI 데이터셋' 12종 공개",2020.11.29.,"ʻ인공지능(AI) 중소벤처 제조 플랫폼(Korea AI Manufacturing Platform, 이하 KAMP)ʼ를 통해 12월14일 공개되는 '제조AI 데이터셋'은 제조AI분석을 목적으로 저장된 제조데이터의 집합체다. 제조 현장인 공장에서 실제 데이터를 수집한 뒤 표본 테이블과 데이터를 구성해 전국에 있는 중소 제조 기업이..."
55,"아크릴, 통합형 AI 플랫폼 '조나단' 체험 서비스 공개",2020.11.29.,"AI(인공지능) 전문기업 아크릴(대표 박외진)이 통합 서비스형 AI(AIaaS) 플랫폼 '조나단'(Jonathan®)의 시범 서비스를 1일 공개한다. 업체에 따르면 '조나단'은 AI 서비스의 기획, 개발, 운영 등을 돕는 국내 유일의 전주기 AI 플랫폼이다. 이번 통합 버전으로 '조나단'(Jonathan®)이라는 하나의 플랫폼..."
56,"'차클' 김성훈 교수 ""AI, 기침 소리만으로 코로나 감염 확인""",2020.11.29.,"인공지능 권위자가 AI 기술의 현주소를 짚어본다. 11월 30일(월) 오후 6시 30분에 방송되는 JTBC '차이나는 클라스-질문 있습니다'(이하 '차이나는 클라스')에서는 '인공지능계 권위자'인 홍콩과학기술대 김성훈 교수가 'AI와 함께 살기, 준비됐나요?'를 주제로 문답을 나눈다. 또한 천재 해커 이두희가..."
57,AI가 분석한 한국 냉장고 유망 시장은 어디?,2020.11.29.,"한국무역협회 국제무역통상연구원은 인공지능(AI)과 빅데이터 기술을 활용한 ‘유망품목 AI 리포트’를 30일부터 시리즈로 발간한다고 밝혔다. 연구원은 AI와 빅데이터 기술을 활용해 주요 58개국의 국내총생산(GDP)·인구, 수입액, 수입증가율, 점유율, 관세율, 규제, 수입통관지수, 국가리스크 등 9개..."
58,"이모션웨이브, AI 적용 리듬액션 게임 &apos;슈퍼뮤지션&apos; 개발",2020.11.29.,이모션웨이브는 30일 자체 개발 인공지능(AI) 음악 기술이 적용된 리듬액션 게임 슈퍼뮤지션 프로젝트를 개발했다고 밝혔다. 슈퍼뮤지션은 이모션웨이브가 개발한 인공지능 음악 기술 ‘리마’를 기반으로 다양한 음악 콘텐츠를 리듬 액션 게임에 적용해 게임 배경 음악을 실제 악기가 스스로 연주하는...
59,"SW기업 ㈜가민정보시스템, 인공지능(AI) CMS 'SiiRU CMS v2.1' 개발",2020.11.29.,4차 산업혁명 기술 기반으로 국내/외 공공분야 및 금융·대기업 분야에 사업을 확대하고 있으며 인공지능(AI) 기술에 전략적인 집중투자를 통해 'SiiRU CMS v2.1'솔루션을 개발함으로써 인공지능(AI)솔루션을 강화하고 있다. 또한 대학정보화 및 기업혁신과 같은 엔터프라이즈 서비스 개발에 대한...
60,"씨젠, 정보과학연구소장에 AI전문가 이준영 박사 영입",2020.11.30.,분자진단 전문기업 씨젠(대표이사 천종윤)은 정보과학연구소장에 인공지능(AI) 전문가 이준영(사진) 박사를 영입했다고 30일 밝혔다. AI 중심의 정보통신기술(IT)과 생명공학기술(BT)의 융합을 통해 포스트 코로나 시대에 차별화된 분자진단 전문기업으로 성장하겠다는 포부다. 이준영 정보과학연구소장은...
61,"""로봇 배달 시대 왔다""... GS25, AI 로봇 배달 서비스 업계 최초 론칭",2020.11.30.,최대 15㎏ 중량의 상품을 3곳의 목적지로 배달 가능 (사진제공=GS리테일) 스마트폰으로 주문하면 AI 로봇이 배송하는 편의점 배달 서비스가 시작됐다. GS리테일이 운영하는 편의점 GS25가 LG사이언스파크 내 위치한 GS25 점포에서 스마트폰으로 주문 받은 상품을 인공지능이 탑재된 로봇이 직접 배달해주는...
