,제목,날짜,본문
13,"고객센터 상담도 AI가 '척척'…SKT, 업계 첫 보이스봇 도입",2020.10.29.,인공지능 '누구' 24시간 상담…챗봇 고도화 및 확대 적용 SK텔레콤은 고객 편의 증진을 위해 고객센터 상담서비스에 인공지능(AI) 보이스봇 기능을 도입한다고 29일 밝혔다. 고객과 AI 상담사가 음성 대화로 상담하는 보이스봇 서비스인 '말로 하는 AI 상담'은 이달 16일 통신업계 최초로 수도권 고객센터에...
14,인공지능 기술로 어르신 건강관리…보건소 24곳 시범사업,2020.10.29.,"내달부터 비대면 건강관리 서비스 대상자 모집 다음 달부터 전국 24개 보건소에서 인공지능(AI), 사물인터넷(IoT) 등의 기술을 활용한 어르신 건강관리서비스가 시작된다. 보건복지부는 이런 내용의 'AI·IoT 기반 어르신 건강관리 시범사업'을 확정했다고 29일 밝혔다. 복지부는 다음 달 2일부터 대상자를 차례로..."
15,가라면 가? 25분 거리를 15분 안에 가라는 ‘AI 사장님’,2020.10.29.,이 콜을 따르자니 목숨 내놓고 달리는 위험에 노출되는 거죠.” 3개월 만에 배달대행 업체를 그만두고 배민커넥터가 된 최현은 처음에는 ‘에이아이(AI·인공지능) 추천 배차제’에 따라 자신이 “가고 싶은 곳만 하나하나 찍어서” 갈 수 있는 근무 여건이 좋았다. 하지만 이 역시 잠깐이었다. ‘배달의민족’은...
16,"상명대, 첫 AI 음악회 개최",2020.10.29.,상명대학교 문화예술대학 음악학부 오케스트라 단원들이 29일 오후 서울 종로구 상명대학교 상명아트센터 계당홀에서 인공지능(AI)기술로 연주되는 자동 연주 피아노와 차이콥스키의 피아노 협주곡을 협연하고 있다. 상명대학교는 피아니스트 루빈스타인이 생전에 남긴 연주기록 데이터를 AI 기술로...
17,"삼성전자, CJ와 '인공인간' 프로젝트 '네온' 협력",2020.10.29.,"해당 기술을 활용해 네온은 개인화된 뉴스를 전달해주는 인공지능(AI) 앵커나 제품을 추천해주는 쇼핑 호스트가 될 수 있다. 또, 매장이나 공항 등에서 직원을 도와 고객 응대를 제공하는 점원이 될 수도 있으며, 사용자와 대화하고 도움을 주는 친구 같은 존재가 될 수도 있다. 스타랩스는 네온을 활용해 두..."
18,"자금부터 수출까지 AI스타트업 총 지원…서울시-중진공, 업무협약 체결",2020.10.29.,서울시가 AI(인공지능) 스타트업이 안정적으로 경영에 집중할 수 있도록 2023년 현(現) 품질시험소 별관 부지에 'AI 지원센터'를 건립해 스타트업이 기술 개발과 사업화에 집중할 수 있는 공간으로 조성한다. 또 AI(인공지능) 스타트업을 위한 입주공간 조성 등 하드웨어 지원뿐만 아니라 기업의 빠른 성장...
19,"삼성 인공인간, CJ 쇼호스트 무대 오를까",2020.10.29.,# 삼성이 지난 1월 미국 라스베이거스 ‘CES2020’에서 공개했던 AI(인공지능) 엔진 ‘네온(NEON)’. 실제 사람을 촬영한 영상과 구분하기 어려울 정도로 인간처럼 표정을 바꿔가며 대화하는 모습이 참관객들의 이목을 사로 잡았다. 사람처럼 웃고 찡그리며 대화할 수 있는 ‘인공인간’(Aritificial Human)이다. 이...
20,국산신약 세노바메이트·AI 닥터앤서 등 '국가 R&D 100선' 선정,2020.10.29.,"과기정통부, 장관 인증서·현판 수여…평가시 가점부여·포상 추천 SK바이오팜이 개발한 국산 뇌전증 신약 '세노바메이트'와 인공지능(AI) 의료소프트웨어 '닥터앤서' 등이 '2020년 국가연구개발 우수성과 100선'에 선정됐다. 과학기술정보통신부와 한국과학기술기획평가원(KISTEP)은 29일 정부 지원을 받아..."
21,인공지능으로 미지의 물질을 예측한다,2020.10.29.,인공지능(AI)을 활용해 무기화합물의 모든 조성과 결정 구조를 탐색해 새로운 물질을 찾아내는 기술이 개발됐다. 이 기술을 개발한 연구진은 수소생산 촉매로 활용될 수 있는 결정 구조를 예측하는데 성공했다. 다양한 분야에 필요로 하는 소재를 발굴하는데 활용할 수 있는 기술이 될 것으로 예상된다. 정유성...
22,[부를 키우는 투자지표]AI가 가리키는 美 대통령은,2020.10.27.,"캐나다 인공지능(AI) 기반 시장조사 업체 ‘어드밴스드 심볼릭스(Advanced Symbolics Inc., ASI)’는 2016년 미국 대선 결과를 트럼프 승리로 예측했고 영국의 2016년 유럽연합(EU) 탈퇴도 맞췄다. 2019년 캐나다 대선에서 자유당 승리를 맞추기도 했다. ASI는 이번 미국 대선에선 바이든의 승리를 예측하고 있다. 29일..."
23,AI 반도체가 미래 경쟁력이다,2020.10.27.,"“인공지능(AI) 반도체가 앞으로 경쟁력이 될 것이다.” 산업통상자원부(장관 성윤모)는 29일 서울 코엑스에서 정승일 산업통상자원부 차관, 진교영 한국반도체산업협회장(삼성전자 사장), 이석희 SK하이닉스 사장 등 반도체 분야 산․학․연 관계자 100여 명이 참석한 가운데 ‘제13회 반도체의 날’ 기념식을..."
24,"광주 AI기반 3대 뉴딜·전남 해상풍력 그린뉴딜, 민주당에 지원 건의",2020.10.27.,"이용섭 시장은 30일 오전 시의회 대회의실에서 열린 더불어민주당 ‘지역상생을 위한 지역균형 뉴딜 현장최고위원회의’에 참석해 인공지능을 기반으로 추진 중인 디지털, 그린, 휴먼 뉴딜 등 광주형 3대 뉴딜 추진 상황을 설명하고 당 차원의 전폭적인 지원을 요청했다. 이날 민주당 광주전남..."
25,"'AI 수학쌤' 콴다, MAU 500만명 돌파",2020.10.30.,"에듀테크 기업 매스프레소는 자사가 운영하는 인공지능 풀이 검색앱 ‘콴다(QANDA)’의 글로벌 월간순이용자(MAU)가 사상 최대치인 500만명을... 자체 개발한 AI 기반의 광학문자판독(OCR) 기술이 이미지 속 글씨를 인식, 학생에게 최적화된 검색 및 풀이 결과를 빠르고 정확하게 제공할 수 있다. 비슷한 유형의..."
26,AI 차세대 배달 서비스 ‘요기요 익스프레스’ 서울 전역으로 확대,2020.10.30.,"배달앱 ‘요기요’를 서비스하고 있는 딜리버리히어로 코리아가 인공지능(AI) 기술 기반에 더욱 똑똑하고 빨라진 차세대 딜리버리 서비스 ‘요기요 익스프레스’의 서비스 지역을 서울 전역으로 확대 운영한다고 29일 밝혔다. ‘요기요 익스프레스’ 서비스 지역은 기존 노원, 도봉, 서초, 강남에 이은 서울 지역..."
27,조금만 늦어도 회사는 다 안다… AI로 통제받는 배송 노동자,2020.10.30.,조금이라도 늦거나 실수가 생기면 빅데이터와 인공지능(AI)의 ‘경고’가 떨어진다. 컨베이어벨트에서 하루 종일 나사못을 조이는 영화 모던타임스 속 찰리 채플린의 모습과 크게 다르지 않다. 온라인으로 들어온 주문대로 물건을 담는 홈플러스 피커(picker) 노동자인 최상숙(54·가명)씨는 상자 6개가 실리는...
28,"마포구, AI기반 어르신건강관리서비스사업 본격 추진",2020.10.29.,서울 마포구(구청장 유동균)는 정보통신기술(ICT)을 활용해 의료접근성이 떨어지는 어르신을 대상으로 지속적인 건강관리를 지원하는 AI(인공지능)·IoT(사물인터넷) 기반 어르신건강관리서비스사업을 11월부터 본격 추진한다고 29일 밝혔다. 구는 올해 보건복지부가 주관한 'AI/IoT기반 어르신건강관리서비스...
29,[포토] 인공지능이 대신한 피아노,2020.10.29.,"표현력을 AI 피아니스트를 통해 재현했으며 상명대 음악학부 오케스트라와 객원연주자 50여 명이 차이콥스키의 피아노 협주곡 'Piano Concerto No. 1 in Bb Minor, Op. 23'을 협연했다. 상명대는 인공지능(AI)과 인간 오케스트라의 하모니인 이번 음악회를 11월 11일 유튜브를 통해 공개할 예정이다. 김태형"
30,"빅데이터·AI 기술 주목한 연세의료원 ""다음 먹거리는 정밀의료""",2020.10.30.,"이를 실현하려면 방대한 정보를 담은 빅데이터 구축, 이를 분석할 인공지능(AI) 기술이 필요하다. 윤동섭 연세의료원 의료원장은 지난 28일 오후 연세대학교 알렌관에서 열린 기자간담회에서 ""IT와 디지털 의료, 빅데이터와 함께 개방형 혁신 인프라를 활용한 차세대 정밀의료, 미래형 헬스케어 서비스 체계를..."
31,올해 반도체 M&A '빅딜'에 100兆 넘게 썼다...핵심은 AI 반도체,2020.10.30.,대규모 합종연횡의 배경으로는 10년 뒤 130조원 규모로 성장할 AI(인공지능) 반도체 시장이 꼽힌다. 이 시장을 먼저 움켜쥐겠다는 기업들의 경쟁이 가열되고 있다. 27일 시장조사기업 IC인사이츠에 따르면 올해 반도체업계의 M&A 규모는 AMD의 자일링스 인수 발표 전까지 81조원에 달했다. 지난 9월...
32,"제이엘케이, 국립암센터와 차세대 AI 개발 나서",2020.10.31.,코스닥 상장사 제이엘케이(322510)는 국립암센터 암빅데이터 플랫폼 사업단 및 가천대길병원 인공지능 빅데이터 융합센터(G-ABC)와 암 빅데이터 자료제공 협력을 위한 업무협약(MOU)을 체.결했다고 30일 밝혔다. 이번 협약을 바탕으로 제이엘케이는 암 빅데이터 플랫폼 '커넥트(CONNECT)'를 활용해 암 빅데이터를...
33,[신간소개] 나도 AI 로봇 만들 수 있어,2020.10.31.,"자기계발||과학||미디어숲 출판사 미디어숲이 AI 교육을 위한 쉽고 재미있는 입문서 ‘가장 쉽고 재미있게 배우는 인공지능 첫걸음 나도 AI 로봇 만들 수 있어’를 출간했다. 이 책은 스마트 시대에 없어서는 안 될 인공지능을 이해하고 더욱 잘 활용하고자 하는 어린이와 청소년, 학부모와 교사를 위한 책이다...."
34,'AI가 알아서 먼저 말을 건다?'…KAIST 연구진이 개발,2020.10.28.,"""OO(인공지능 이름)야, 거실 전등 켜줘"" 위와 같이 명령하면 인공지능(AI) 스피커는 즉시 이를 수행할 수 있다. 그런데 사용자가 먼저 요청하지 않아도 처해 있는 상황에 맞게 AI가 먼저 도움을 줄 수 있을까. KAIST는 전산학부 이의진 교수 연구팀이 스마트 스피커 AI 비서가 선제적으로 말 걸기 좋은 최적의 시점을..."
35,건설 AI 선점 나선 현대ENG,2020.10.28.,현대엔지니어링(대표 김창학)이 건설업계 인공지능(AI) 설계 도입에 전사적으로 나섰다. AI 기반 자동 설계 시스템을 자체 개발한 데 이어 사업 영역 전반에 AI 기술을 확대 적용하고 있다. 28일까지 이틀에 걸쳐 국내 건설사 최초로 국내외 임직원과 20여 개 협력사가 참여하는 가운데 'AI 기술 콘퍼런스'를...
36,인공지능이 교육 불평등을 해소할까,2020.10.28.,"“최근 몇 년간 AI(인공지능)가 들어가면서 인식률이 훨씬 높아졌다. 사용자들이 찍은 수학 문제 사진이 계속 데이터로 쌓이다 보니(=기계가 수많은 ‘학습’을 거치다 보니), 이젠 화질이 흐릿해도 ‘대부분 이런 모양은 알파벳 a더라’ 혹은 ‘플러스(+) 다음엔 보통 숫자가 나오더라’ 하는 식으로 ‘스스로’..."
37,"이글루시큐리티, AI 보안관제 솔루션 조달청 나라장터 등록",2020.10.28.,이글루시큐리티는 AI(인공지능) 보안관제 솔루션 SPiDER TM AI Edition(스파이더 티엠 에이 아이 에디션)이 국가종합전자 조달시스템인 나라장터 종합쇼핑몰에 등록됐다고 29일 밝혔다. SPiDER TM AI Edition은 사이버 보안 분야에 최적화된 AI 기술을 토대로 보안관제의 효율성을 높이고 보안관제 역량을 상향...
38,탈탄소·초경량·AI 제철소…혁신 외친 최정우,2020.10.28.,"최 회장은 기조연설을 통해 ""코로나19 이전 경제·사회 트렌드는 양극화, G2(미국·중국) 체제 도래, 신보호주의 확산, 인공지능(AI) 기반 4차 산업혁명 시대 도래 등으로 요약된다""며 ""이 같은 트렌드는 코로나19로 인해 더욱 강화되고 가속화되는 양상을 나타내고 있다""고 진단했다. 그는 이어 ""코로나19 이후..."
39,"바이브, 'AI 피로도 측정 시스템' 구축 우선협상자 선정",2020.10.29.,"인공지능(AI)·빅데이터 기업 바이브컴퍼니(구 다음소프트)는 'AI 기반 조종사 피로도 측정 시스템'을 구축하는 사업의 우선협상 대상자로 선정됐다고 30일 발표했다. 이 시스템은 산업통상자원부, 과학기술정보통신부, 방위사업청 등 14개 부처가 수행하는 민·군 겸용 기술개발사업의 일환으로, 예산 규모는..."
40,소셜미디어 AI로 분석해 보험사기 단서 찾는다,2020.10.29.,"KB손보·신한생명, 소셜미디어 보험사기 탐지시스템 가동 날로 다양해지고 고도화하는 보험사기 추세에 보험업계가 소셜미디어와 인공지능(AI)을 활용한 대응에 나섰다. KB손해보험은 디지털 환경에서 발생하는 보험사기를 예방하기 위해 AI 기술을 기반으로 소셜미디어에서 보험사기 징후를 포착하는 'SMA..."
41,"넥슨, AI 기술 활용 결제 도용 범죄 근절 나서",2020.10.29.,넥슨에 따르면 인공지능(AI) 연구를 진행 중인 인텔리전스랩스가 결제 도용 방지 관련업무를 담당하고 있다. 인텔리전스랩스는 ▲AI기반의 데이터 분석 ▲RM(Risk Management) 룰 강화 ▲자체 개발 보안 솔루션 ‘플랫폼쉴드’를 통한 방어 ▲24시간 자동화 모니터링 등 고도화된 온라인 범죄 탐지 기술을 개발해...
42,KT AI 챗봇 업그레이드…채팅 동시상담 지원,2020.10.27.,"KT는 고객 상담의 편의를 위해 인공지능(AI) 챗봇의 성능을 강화한 '케이톡 3.0'을 제공한다고 26일 밝혔다. 이번 3.0 버전은 기존 케이톡의 이용자 환경을 고도화한 것뿐만 아니라 전체 챗봇 시나리오 6천750개 중 5천878개를 전면 수정했다. 고객의 직관적 이해를 돕기 위해 이미지형 답변을 제공하고, 고객의..."
43,AI 고객센터 시대 열린다…SKT '보이스봇' 선봬,2020.10.29.,"/ SK텔레콤 언제 어디서든 이동통신 상담을 받을 수 있는 인공지능(AI) 고객센터 시대가 열린다. SK텔레콤은 고객센터 상담서비스에 AI 보이스봇 기능을 도입하는 등 AI 기술을 적용해 고객 편의성 확대에 나선다고 29일 밝혔다. SKT는 AI가 고객과 직접 상담하는 보이스봇을 도입하고, 기존 챗봇 서비스 범위를..."
44,"KAIST, 인공지능 기술로 광촉매 유망 소재 23종 발굴",2020.10.29.,한국과학기술원(KAIST)은 생명화학공학과 정유성 교수 연구팀이 인공지능(AI) 기술을 이용해 숨겨진 신물질을 찾아냈다고 27일 밝혔다. 소재 연구의 최종 목표는 원하는 물성을 갖는 소재를 발견하는 것이다. 하지만 무한대에 가까운 무기화합물의 가능한 모든 조성을 탐색하기는 쉽지 않다. 이 때문에...
45,"서울시-중진공, AI 스타트업 육성 위해 자금·수출 지원 나선다",2020.10.29.,"서울시는 양재 일대를 세계적 AI(인공지능) 분야 혁신 생태계 중심지로 육성하기 위해 조성한 'AI 양재 허브'에 입주한 기업들이 코로나19(COVID-19)의 어려운 상황 속에서도 올해 390억원의 매출 달성과 434억원의 투자 유치를 기록했다. 서울시는 29일 ""전년도 한해 매출(318억)과 투자유치(215억)보다 높은..."
46,[신간소개] 나도 AI 로봇 만들 수 있어,2020.10.29.,"자기계발||과학||미디어숲 출판사 미디어숲이 AI 교육을 위한 쉽고 재미있는 입문서 ‘가장 쉽고 재미있게 배우는 인공지능 첫걸음 나도 AI 로봇 만들 수 있어’를 출간했다. 이 책은 스마트 시대에 없어서는 안 될 인공지능을 이해하고 더욱 잘 활용하고자 하는 어린이와 청소년, 학부모와 교사를 위한 책이다...."
47,"KOTRA, 중국 기업들과 5G·AI·시스템반도체 협력 논의",2020.10.27.,"5G, 인공지능(AI) 등 분야 투자를 늘리는 중국의 신(新)SoC 정책을 고려할 때, 앞으로 한·중 협력 중심이 될 것이라는 판단이다. 박한진 KOTRA 중국지역본부장은 ""중국은 기초 혁신기술 부문뿐 아니라 이를 응용한 디지털 경제 분야에서도 빠르게 성장하고 있다""며 ""중국 ICT 산업에서 우리 기업이..."
48,"삼성전자 인공인간 프로젝트 '네온', CJ와 협력",2020.10.27.,"올해 1월 미국에서 열린 세계 최대 가전 전시회 ‘CES 2020’에서 처음 공개된 네온 인공인간은 실제 사람과 같은 형상과 표정으로 사용자에게 반응하고 기억을 학습해 나가는 인공지능(AI) 가상영상 기술이다.‘실제’(Reality) 같은 자연스러운 형상과 행동을 ‘실시간’(Realtime), 그리고 ‘반응형’..."
49,"광주시, 민주당 현장최고위에 AI기반 광주형 3대 뉴딜 지원 건의",2020.10.27.,"이용섭 시장은 30일 오전 시의회 대회의실에서 열린 더불어민주당 '지역상생을 위한 지역균형 뉴딜 현장최고위원회의'에 참석해 인공지능(AI)을 기반으로 추진 중인 디지털, 그린, 휴먼 뉴딜 등 광주형 3대 뉴딜 추진 상황을 설명하고 당 차원의 전폭적인 지원을 요청했다. 더불어민주당 광주·전남..."
50,"광주시, 민주당에 AI 등 광주형 3대 뉴딜 지원 '건의'",2020.10.29.,"이용섭 시장은 30일 오전 광주시의회 대회의실에서 열린 더불어민주당 '지역 상생을 위한 지역균형 뉴딜 현장최고위원회의'에 참석해 인공지능을 기반으로 추진 중인 디지털, 그린, 휴먼 뉴딜 등 광주형 3대 뉴딜 추진 상황을 설명하고 당 차원의 전폭적인 지원을 요청했다. 이날 더불어민주당 광주전남 현장..."
51,"KT·한국과학창의재단, AI·SW 교육 활성화 MOU",2020.10.29.,KT(대표 구현모)는 한국과학창의재단(이사장 직무대행 조향숙)과 '소프트웨어·인공지능(AI) 교육 확산 및 활성화 협력 기반 마련을 위한 업무협약(MOU)'을 체결했다고 30일 밝혔다. 협약식은 코로나19로 인한 '사회적 거리두기'에 동참하기 위해 언택트(비대면) 방식으로 진행됐다. 양 기관은 ▲AI·소프트웨어...
52,"AI 성우 서비스 '타입캐스트', 가입자 10만명 돌파",2020.10.29.,사진/네오사피엔스네오사피엔스(대표:김태수)는 인공지능(AI) 성우 서비스 '타입캐스트(typecast)'의 총 유효 가입자 수가 10만 명을 돌파했다고 30일 밝혔다.'타입캐스트'는 전문 성우들의 목소리 녹음 데이터를 기반으로 60여 종의 인공지능 성우 음성을 제공하는 더빙 서비스다. 개발사 네오사피엔스 만의 음성...
53,"중진공-서울시, AI·빅데이터 기업 육성위해 맞손",2020.10.29.,"이번 협약에 따라 중진공 서울동남부지부와 서울시, AI양재허브는 인공지능(AI)·빅데이터 분야 혁신성장기업 육성 모델을 구축한다. 양 기관의 정책 인프라와 네트워크를 활용, 공공기관과 지자체 간 협업 사례를 만들어나갈 계획이다. 세부적으로는 △유망 기술혁신형 스타트업 대상 정책자금 융자 및 수출..."
54,"CJ올리브네트웍스, 삼성 ‘네온’으로 AI앵커 만든다",2020.10.29.,"인공인간은 인공지능(AI) 알고리즘과 컴퓨터 그래픽 기술 등을 통해 실제 사람처럼 상호작용 할 수 있도록 만들어진 가상인물이다. 코로나19 대응을 위한 사회적 거리두기, 온택트(온라인 소통) 등이 새로운 표준이 된 가운데 인공인간은 고객 서비스 담당이나 온라인 모델 등으로 활용될 전망이다. 또..."
55,"제이엘케이, 국립암센터 및 가천길병원과 AI연구 협력",2020.10.29.,인공지능(AI) 전문기업 제이엘케이(대표 김동민·김원태)는 국립암센터 암빅데이터 플랫폼 사업단 및 가천대길병원 인공지능 빅데이터 융합센터(G-ABC)와 암 빅데이터 자료제공 협력을 위한 MOU를 체결했다고 30일 밝혔다. 이번 협약을 바탕으로 제이엘케이는 암 빅데이터 플랫폼 ‘커넥트(CONNECT)’를 활용해 암...
56,"KT-한국과학창의재단, AI·SW 교육에 맞손",2020.10.29.,또한 KT는 한국과학창의재단의 교원 역량 향상을 위한 프로그램 ‘학교 속에 녹아드는 인공지능 교육연수’에 참여해 AI 코딩교육을 제공할 계획이다.SW교육 페스티벌은 AI·SW 교육에 대한 이해 증진과 사회 전반에 AI?SW 교육 활성화 붐 조성을 위해 지난 2015년부터 과학기술정보통신부와 교육부가...
57,삼성전자 인공인간 프로젝트 '네온' CJ와 손잡고 인플루언서로 만든다,2020.10.29.,올해 1월 미국에서 열린 세계 최대 전자·정보기술(IT)전시회인 ‘CES 2020’에서 처음 공개된 네온 인공인간은 실제 사람과 같은 형상과 표정으로 사용자에게 반응하고 기억을 학습해 나가는 인공지능(AI) 가상영상 기술이다. 삼성전자 스타랩스는 이달 23일 CJ올리브네트웍스와 업무협약을 체결하고 앞으로...
58,"넷마블, 콜롬버스·마젤란 프로젝트로 '맞춤형 AI' 서비스 제공",2020.10.29.,"넷마블이 지난 2014년부터 본격화한 인공지능(AI) 기술들이 속속 성과를 내고 있다. 넷마블은 ‘사람과 함께 노는 지능적인 인공지능(AI)’ 개발을 목표로 지난 2014년부터 다양한 기술을 연구해 왔다. 이용자의 특성을 면밀히 분석하고, 게임 내에서 펼쳐지는 여러 상황에 적절하게 반응할 수 있는 지능형 AI를..."
59,"SKT, 말로 하는 AI 상담 서비스 '보이스봇' 업계 첫선",2020.10.29.,SK텔레콤은 고객센터에 인공지능(AI) 기술을 접목해 고객과 AI상담사가 직접 음성 대화로 상담하는 보이스봇(Voicebot) 서비스인 '말로 하는 AI상담'을 통신업계 최초로 선보이는 등 고객 상담서비스 고도화에 나설 예정이라고 29일 밝혔다. [SK텔레콤 제공] SK텔레콤(대표이사 사장 박정호)이 고객센터...
60,AI·AVV 등 바이오벤처 '신약 개발 전략',2020.10.29.,"이렇게 생물정보학, 바이오빅데이터, AI(인공지능)를 융합한 KISDD(신약후보물질발굴플랫폼)를 개발했다. 효능이 뛰어나면서도 독성과 부작용 가능성이 낮은 물질을 발굴, 최종 신약으로서의 성공 가능성을 높여준다. 그는 ""바이오시밀러나 제네릭이 아닌 원천 물질 기반 신약인 만큼 어려움이 큰 것을..."
61,"삼성전자, 인공인간 프로젝트 '네온' 국내 파트너와 사업협력 시작",2020.10.30.,"네온은 개인화된 뉴스를 전달해주는 인공지능(AI) 앵커나 제품을 추천해주는 쇼핑 호스트로 활용할 수 있다. 또 매장이나 공항 등에서 직원을 도와 고객 응대를 제공하는 점원이 될 수도 있으며, 사용자와 대화하고 도움을 주는 친구 같은 존재가 될 수도 있다. 스타랩스는 실제처럼 인공인간의 자연스러운..."
