,제목,날짜,본문
10,"AI로 돌아온 '마왕' 故 신해철, '니가 진짜로 원하는 게 뭐야' 협업",2020.12.31.,"특히 '그대에게' 무대에서 인공지능(AI) 기술로 구현된 고 신해철이 등장했다. 그의 생생한 움직임과 목소리가 단연 눈길을 사로잡았다. 이번 콘서트는 ""우리는 연결되어 있다""(We've connected)라는 대주제 아래, '위'(WE) '리'(RE) '뉴'(NEW) '2021 커넥트'(Connect) 네 가지 테마로 아티스트들의 음악과 퍼포먼스..."
11,"LG CNS, 인공지능 스타트업 3곳 육성…1억원씩 지원",2020.12.29.,LOVO는 인공지능(AI) 성우 플랫폼을 만드는 스타트업이다. AI로 성우 목소리 샘플을 학습한 뒤 목소리를 복제한다. 로민은 AI 기반 OCR(광학문자인식) 솔루션 '텍스트 스코프'를 개발했다. 문서의 아날로그 정보를 자동 인식해 디지털로 변환하는 솔루션이다. 리코어는 빅데이터·AI 기반 스마트 물류...
12,"KB금융 ""금융플랫폼 1위 기업 도약""… 25개 플랫폼 조직·AI혁신센터 신설",2020.12.29.,KB금융그룹이 정보기술(IT)인력과 기획인력이 협업하는 '플랫폼' 조직과 '인공지능(AI) 혁신센터'를 신설하는 등 '넘버원(No.1) 금융플랫폼 기업' 도약을 위한 디지털 전환 가속화에 나섰다. KB금융그룹은 29일 이같은 내용을 골자로 하는 조직개편과 임원인사를 단행했다고 밝혔다. 이번에 신설된...
13,“닮은 건 수염뿐인데…” 안면인식 AI 오류로 무고한 흑인男 체포,2020.12.29.,미국에서 안면인식 인공지능(AI)의 오류로 무고한 흑인이 범인으로 체포되는 일이 잇따르고 있다. AI에 의존한 사법 정책이 미 사회의 뇌관인 인종차별을 더 악화시킬 것이란 우려가 나온다. 29일 뉴욕타임스(NYT)에 따르면 최근 뉴저지주 패터슨의 슈퍼마켓에서 일하는 흑인 니지어 파크스(33) 씨는 당국이...
14,범죄도 '언택트' 시대…내년도 지능·사이버·마약범죄 주의보,2020.12.30.,"특히 과학기술의 발전과 결합해 인공지능(AI) 프로그램을 활용한 신종 수법이 등장할 수 있어 대처 방안이 필요하다. 경찰 관계자는 ""코로나19로 인한 스트레스와 억눌린 욕구가 어떻게 표출될지 지켜봐야 할 부분""이라며 ""내년 범죄 발생 수준은 불경기하에 증가하는 범죄를 어떻게 통제하는지가 중요한 관건..."
15,"'영동 인공지능 스피커',80대 할머니 구했다",2020.12.29.,"영동군이 이달 초 보급한 인공지능 스피커(AI)가 충북 영동군 용산면에 홀로 사는 A씨(85·여)의 생명을 구했다. A씨가 지난 11일 갑작스런 복통으로 거동이 힘든 위급한 상황에서 다급하게 외친 '살려줘, 도와줘'를 인공지능 스피커가 인식해 보안업체에 긴급 문자를 발송했다. 문자를 확인한 보안업체 직원은..."
16,"'게임OST' 재해석, 그리운 가수 'AI 복원'…음악프로그램의 변화",2020.12.29.,"2020년 수많은 음악 경연 프로그램이 등장하며 오디션 열풍을 일으킨 가운데, 최근에는 게임 OST부터 인공지능(AI) 도입, 리부팅 등 차별화를 앞세운 음악 프로그램이 주목받고 있다. 음악이라는 공통 분모로 새로운 소재와 방식, 신기술을 접목시켜 단순 경쟁 방식에서 나아가 시청자가 함께 공감하며 즐길 수..."
17,광주 인공지능 집적단지 내년 상반기 착공,2020.12.29.,‘인공지능(AI) 중심도시’를 이끌 광주 AI 산업융합 집적단지 조성사업이 본궤도에 오른다. 광주시는 “AI 중심도시의 구심점이 될 광주연구개발특구 첨단 3지구 개발 실시계획 승인절차가 환경영향평가 등을 마치고 31일 마무리된다”고 30일 밝혔다. 이에 따라 토지수용과 보상절차 등 본격 사업에...
18,'게임 OST·AI' 음악예능이 달라졌다,2020.12.29.,"‘던파 OST로 겨룬다’ 경연 프로그램 ‘띵곡가들’ ‘익명 참가자’ 싱어게인, ‘AI 활용’ 다시 한번’ 한동안 음악 경연 프로그램 열풍이 있었던 이후, 최근에는 게임 배경음악(OST), 인공지능(AI), 익명 참가자 등으로 ‘차별화’를 내세운 음악 프로그램이 주목받는다. 딩고 뮤직은 15일부터 게임 OST 최근..."
19,"삼육대 진석 교수, 이석증 진단 AI 개발 나서",2020.12.30.,삼육대학교는 스미스학부대학 진석(사진) 교수가 인공지능(AI)을 활용해 이석증(耳石症)을 진단하는 스마트 의료기기를 개발한다고 30일 밝혔다. 진 교수와 인공지능 전문기업 케이아이오티는 중소벤처기업부가 주관하는 중소기업기술혁신개발사업(시장확대형 빅3 부문)에 선정됐다. 이는 바이오헬스...
20,"NIA, AI 학습용 데이터 구축사업 분야별 중장기 로드맵 공개",2020.12.31.,"인공지능(AI) 학습용 데이터 구축 사업로드맵 체계도. NIA 제공 한국지능정보사회진흥원(NIA, 원장 문용식)은 과학기술정보통신부(장관 최기영)가 추진 중인 인공지능(AI) 학습용 데이터 구축 사업의 주요 분야별 중장기 로드맵 추진 경과와 주요 분야를 대국민에 공개한다고 밝혔다. 인공지능 학습용 데이터..."
21,[두잇] NLP 기반 인공지능이 OCR을 만나면 생기는 일(영상),2020.12.29.,최근에 종영된 tvN 토일드라마 '스타트업'에서 '장영실'이라는 AI(인공지능) 스피커가 등장했습니다. 한지평(김선호 분)의 질문에 동문서답할 때가 더 많아서 시청자들에게 또 다른 재미 포인트가 되기도 했죠. 해당 장면을 보면 몇 년 전 AI 스피커 보급 초기 모습이 떠오릅니다. 성능이 떨어지는 음성인식...
22,"중앙대, 새해 AI로 학사 지원..'e어드바이저' 도입",2020.12.29.,중앙대(총장 박상규)가 새해 신학기 인공지능(AI) 기반 학사지원시스템을 도입한다. 중앙대는 내년 3월 개강에 맞춰 학습자 맞춤형 교육 지원 시스템인 'e어드바이저'를 구축한다고 30일 밝혔다. 올해 3월 첫 선을 보인 '챗봇' 시스템에 이은 2단계 AI 사업이다. e어드바이저는 중앙대가 다년간 축적한 학사...
23,"신한생명, AI홈트레이닝 유튜브형 플랫폼 ‘하우핏’ 출시",2020.12.30.,신한생명이 AI(인공지능) 기술을 활용해 운동 자세를 교정해주는 헬스케어 플랫폼 서비스를 출시했다. 헬스트레이너들은 이 플랫폼을 활용해 이용자들에게 실시간 서비스를 제공하면서 수익을 낼 수도 있다. 계약자가 아닌 일반인을 대상으로 건강관리 서비스를 제공하는 보험업계의 첫 사례다. 신한생명은...
24,"광주광역시, '광주형 인공지능 비즈니스' 63번째 업무협약",2020.12.30.,"광주광역시는 29일 광주테크노파크, 신재생에너지 인공지능(AI) 플랫폼 기업인 에너지엑스와 3자 업무협약을 체결하고 에너지자립도시 조성사업 참여 및 광주지역 연구소 설립 등을 통해 광주형 AI-그린뉴딜 성공에 협력키로 했다고 밝혔다. 이번 협약은 광주형 인공지능 비즈니스 기반 조성을 위한 63번째..."
25,‘서울형 뉴딜 일자리 인공지능(AI) 학습 데이터 구축 사업’ 성공적 마무리,2020.12.29.,디지털 일자리창출 및 AI산업 육성·견인을 위한 사업 지난 9월 국내 대표적인 인공지능 및 데이터 등 17개 기업과의 협약을 시작으로 서울특별시의 디지털 일자리 창출과 AI 산업을 육성하고 견인하는 사업인 '서울형 뉴딜 일자리 인공지능(AI) 학습 데이터 사업'이 성공적으로 마무리됐다고 이 사업의...
26,"故 신해철, AI 홀로그램으로 구현…뉴이스트→여자친구와 '그대에게' 합동 무...",2020.12.29.,"인공지능(AI) 기술로 제작된 홀로그램을 통해 故 신해철이 무대에 등장했고, 신해철은 후배들과 함께 완벽한 호흡을 선보였다. 실제 공연처럼 구현된 모습이 보는 이들의 시선을 사로잡았다. ‘2021 NEW YEAR’S EVE LIVE’ 관련 세부사항은 팬 커뮤니티 플랫폼 위버스와 커머스 플랫폼 위버스샵..."
27,"""돈보내라"" 영상통화도 가짜, CEO·기자도 AI가 만든 가짜였다",2020.12.29.,인공지능(AI)이 새로운 얼굴을 생성하는 웹사이트를 만든 필립 왕은 체스닷컴 측에 ”이 임원의 사진이 일부 왜곡된 것 등을 비춰봤을 때 엔비디아 기술을 활용해 만든 딥페이크로 강하게 의심된다.”고 말했다. 의혹이 확산되자 투자자 모집은 급히 중단됐다. 하지만 레지움 측은 이미 투자금 3만3000달러(약...
28,"광주시, 미래 성장동력 확보 'AI집적단지' 개발사업 본격화",2020.12.29.,광주시가 차세대 성장동력으로 내건 인공지능(AI)집적단지 개발사업을 본격화한다. 광주시는 31일 AI산업융합집적단지가 들어설 첨단3지구 개발사업 실시계획에 대한 관계기관 협의와 환경영향평가 등을 완료하고 승인을 고시했다고 밝혔다. 지난 6월 첨단3지구 특구개발계획 고시 이후 6개월 만에...
29,"슈프리마 창립 20주년, 바이오인식 인재 양성·AI 융합 기술개발에 역량 집중",2020.12.29.,바이오 인식 알고리즘과 인공지능(AI) 기술을 결합해 글로벌 보안 업계 혁신을 주도할 계획이다. -2000년대 바이오인식 기업이 다수 등장하고 도태되기도 했다. 선두주자로 도약한 원동력은. ▲기본적으로 압도적 기술력이다. 하지만 이것만으로 선두주자 입지를 설명할 수는 없다. 되돌아보면 기술력만...
30,광주시 인공지능 집적단지 공사 업체 선정…착공준비 끝,2020.12.29.,"손경종 인공지능산업국장은 ""AI중심의 광주형 3대 뉴딜을 위한 광주시 핵심 사업인 인공지능 중심 산업융합 집적단지 조성사업을 차질없이 추진해 인공지능 4대강국 대한민국을 뒷받침하고, 인공지능 중심 글로벌 선도도시로 도약하겠다""고 말했다."
31,흑인 얼굴 구별못한 AI… 안면인식 인종차별 논란,2020.12.30.,미국에서 안면인식 인공지능(AI)의 오류로 무고한 흑인이 범인으로 체포되는 일이 잇따르고 있다. AI에 의존한 사법 정책이 미 사회의 뇌관인 인종차별을 더 악화시킬 것이란 우려가 나온다. 29일 뉴욕타임스(NYT)에 따르면 최근 뉴저지주 패터슨의 슈퍼마켓에서 일하는 흑인 니지어 파크스 씨(33)는 당국이...
32,"이용섭 광주시장 ""인공지능 광주시대 개막""",2020.12.30.,"특히 인공지능 중심의 디지털 뉴딜, 탄소중립의 AI그린뉴딜, 상생과 안전의 휴먼 뉴딜, 소위 광주형 3대 뉴딜을 속도감 있게 추진하여 '정의롭고 풍요로운 광주'를 실현하겠습니다. 일자리가 없어서 떠나는 광주에서 돌아오는 광주, 각종 감염병과 재난 재해 그리고 사고로부터 안전한 광주,그래서 우리..."
33,한국해양대 해양융복합인공지능센터-호남대 AI빅데이터연구소 학술교류 협약 ...,2020.12.29.,"한국해양대학교 해양융복합인공지능센터(센터장 서동환, 이하 센터)는 호남대학교 AI빅데이터연구소(소장 백란, 이하 연구소)와 비대면 원격으로 학술교류 협약식을 29일 개최했다고 밝혔다. 이번 협약은 교육부가 지난 9월 발표한 ‘포스트 코로나 미래 교육 전환을 위한 디지털 기반 고등교육 혁신 지원..."
34,한밭대 제1회 인공지능 집중교육과정 교육생 모집,2020.12.30.,국립 한밭대학교는 다음달 8일부터 5주간 매주 금요일에 온라인과 오프라인 병행 '제1회 인공지능(AI) 집중교육과정'을 운영한다고 30일 밝혔다. 이 프로그램은 학생 및 지역 산업체 재직자들을 위한 4차 산업혁명 핵심기술 교육으로 국립대학 고등교육 기회 확대 등 공공성 실현을 강화하기 위해...
35,"""홈 수비드 즐기세요"" 요리왕 `LG AI 오븐`",2020.12.29.,"LG전자는 집에서 요리를 즐기는 고객들을 위해 에어수비드, 인공지능쿡, 노크온 등 LG만의 차별화된 기능과 편의성을 대폭 강화했다. 이 제품은 위쪽에는 가스레인지, 아래쪽에는 오븐이 탑재된 일체형 구조다. LG전자는 에어수비드 기능을 신제품에 처음 적용했다. 이 기능은 전용 기기, 물, 수조 등 별도..."
36,"웅진씽크빅, 인공지능 교육 특허 3건 취득",2020.12.29.,"웅진씽크빅은 시선추적을 통한 학습문항 난이도 조절 등에 대한 인공지능(AI) 교육 핵심 특허 3건을 취득했다고 29일 밝혔다. 이번 신규 특허 3건에는 학습문항 제공장치 및 방법 등이 포함됐다. 문제풀이 과정에서 시선추적을 통해 학습자의 학습유형과 습관을 분석하고, 이를 바탕으로 맞춤 문제를..."
37,"부산시-부산인재평생교육진흥원, 「제2회 대학생 인공지능(AI) 아이디어 경진...",2020.12.29.,"이번 경진대회는 4차 산업혁명관련 산업의 지역 발전을 도모하고, 부산지역 인공지능(AI) 분위기를 조성·확산하기 위해 개최하였다. 부산지방중소벤처기업청, 기술보증기금, 부산창조경제혁신센터가 같이 참여하여 지역의 발전을 도모하기 위하여 뜻을 모았다. 선정은 1차 아이디어 제안을 통해 20개 팀을 선발..."
38,"KISDI, ‘지능정보사회 이용자정책 아카이브’ 공식 오픈",2020.12.29.,"또한 정보통신정책연구원 지능정보사회정책센터의 다양한 성과물과 인공지능(AI), 데이터, 알고리듬의 사회적 영향 관련 최신 연구자료 및 국내외 정책 동향 등을 누구나 자유롭게 이용할 수 있는 체계로 구축되었다. 아카이브는 △이용자 패널조사 △자료실 △국민참여함 세 개의 주메뉴로 구성된다...."
39,"文 칭찬한 AI의사, 정부 예산은 되레 역주행",2020.12.29.,지난 3년 364억에서 향후 4년은 280억으로 축소 진료 시간 줄이고 정확도 높여…의료기기 인증도 받아 ‘디지털 뉴딜 관계없으면 예산 받기 힘들어’ 지적 정부가 순수 국내 기술로 개발된 인공지능(AI) 의사 ‘닥터앤서’의 내년도 예산을 줄인 것으로 확인됐다. 해외 진출 등 혁혁한 성과를 거둔 데다가...
40,"KAIST, 인공지능 기술 이용한 유전자 전사인자 예측 시스템 개발",2020.12.29.,"KAIST 제공 한국과학기술원(KAIST, 총장 신성철)은 생명화학공학과 이상엽 특훈교수와 미국 캘리포니아대학교 샌디에이고캠퍼스(UCSD) 생명공학과 버나드 팔슨(Bernhard Palsson) 교수 공동연구팀이 인공지능(AI)을 이용해 단백질 서열로부터 전사인자를 예측하는 시스템인 ‘딥티팩터(DeepTFactor)’를..."
41,데이터3법·온투법·AI 간편투자 등 올해 핀테크 업계 핫이슈 7,2020.12.29.,인공지능(AI) 비대면 투자일임 서비스 '핀트(Fint)'를 운영하고 있는 '디셈버앤컴퍼니자산운용' 은 31일 올해 핀테크 주요 이슈 7가지를 꼽았다. ■'데이터 3법' 본회의 통과...4차 산업혁명 핵심자원인 데이터 이용 활성화에 기여 지난 1월에는 '데이터 3법' 개정안이 국회 본회의를 통과했다. 데이터 3법은 수집 및...
42,"[에듀테크 진단] 앞서간 해외 AI교육 현장, 한국은?③",2020.12.29.,이에 교육업계는 AI(인공지능)를 활용한 '에듀테크'를 적극 활용하기 시작합니다. 아직 초기 단계이긴 하나 향후 또 다른 교육시스템의 가능성도 엿보이는 게 사실입니다. 이에 변화의 물결 속에 있는 교육업계 AI학습의 현주소를 세 차례에 걸쳐 중간 점검키로 했습니다. ①'AI 빅데이터 강점...
43,"AI 인공지능 리터러시, 스페셜 라이브 클래스 사전신청 진행",2020.12.28.,"과학기술정보통신부, 한국지능정보사회진흥원, 전라남도가 공동 주최하고 티엠디교육그룹이 주관한 'AI 인공지능 세대의 아이들과 학부모를 위한 실시간 라이브 미래교실'은 인공지능이 바꿀 미래 세상을 이해하고 미래역량을 갖춘 인재로 성장하는 방향을 제시하는 교육 프로그램으로 전남 디지털..."
44,2021 주목할만한 AI 스타트업 25,2020.12.29.,특히 인공지능(AI) 기술은 2016년 알파고 쇼크 이후 국내에서도 많은 기업들의 비즈니스 주제가 되었다. AI타임스에서는 우수 엑셀러레이터가 투자하거나 데모데이에 올린 스타트업 중 기술과 서비스가 돋보이는 AI 스타트업 25곳을 선정해 소개하고자 한다. AI 스타트업 25개 선정을 위해 먼저 우수...
45,"라온피플, 'AI 솔루션' 관련 특허 8건 등록",2020.12.29.,이투데이=김우람 기자 | 인공지능(AI) 머신 비전 솔루션 분야 기술력을 보유하고 있는 라온피플이 올해 8건의 특허를 등록하면서 본격적인 특허 경영에 나섰다고 29일 밝혔다. 라온피플은 '결함 검출 장치 및 방법' 등 AI 관련 특허 8건을 등록하고 AI 솔루션과 신규 사업에 적용하고 있다. 이번에 등록한 특허 중...
46,"올해 신규 상장 121곳, 5년 이래 최저...AI·소부장 기술특례만 선전",2020.12.29.,"인공지능(AI), 소재·부품·장비(소부장) 등 코스닥 기술특례 상장이 선전했지만, 유가증권시장(코스피)·코넥스 기업 상장은 주춤했다. 28일 한국거래소에 따르면 유가증권시장과 코스닥시장 그리고 코넥스시장 통틀어 올해 신규 상장(스팩 합병 포함) 기업 수는 121개다. 이는 2016년 149개 이후 5년 만의..."
47,"알트그룹, 인공지능(AI) 텔레그램 봇 채널 공개",2020.12.29.,"‘알트그룹’은 최근 인공지능(AI)기술을 적용한 텔레그램 봇 채널을 공개했다. 관계자는 ""해당 인공지능 알림 봇은 수년간의 개발을 통해 탄생했다""라고 설명했다. 인공지능 텔레그램 봇 채널은 실시간으로 변동하는 거래량과 시세에 대응할 수 있는 기능이 탑재되었으며 빅데이터를 기반으로 한 추천코인..."
48,인공지능(AI)도 '저작권' 가지고 '법적 책임' 부여받는다,2020.12.28.,"수행하는 인공지능(AI)도 스스로 수행한 창작물에 대한 저작권을 가지게 될 전망이다. 내년까지 인공지능 등을 활용한 자동화 행정 행위의 법적근거 마련을 위해 행정기본법을 제정하고, 오류 발생에 대비한 권리구제 절차도 마련된다. 과학기술정보통신부와 국무조정실은 24일 국무총리가 주재하는 국정..."
49,"홍남기 ""아이언맨 자비스처럼…디지털뉴딜로 AI 시대 열겠다""",2020.12.28.,홍남기 부총리 겸 기획재정부 장관이 영화 '아이언맨' 속 인공지능(AI) 비서 자비스를 언급하며 한국판 뉴딜을 통해 인공지능 시대를 열겠다고 밝혔다. ▲ 홍남기 부총리 겸 기획재정부 장관이 기재부 유튜브 채널에 출연해 한국판 뉴딜 관련 영화를 소개하고 있다. [기획재정부 유튜브 캡처] 31일 기획재정부에...
50,인공지능으로 신종감염병 대응한다…삼성서울병원 실증랩 개소,2020.12.28.,삼성서울병원은 인공지능(AI) 기술을 토대로 신종 코로나바이러스 감염증(코로나19) 등 새로운 감염병에 대응하는 방안을 연구하는 '인공지능 신규 감염병 대응 실증랩'(이하 실증랩)을 개소했다고 28일 밝혔다. 실증랩은 과학기술정보통신부에서 올해 7월 발표한 디지털 뉴딜 과제인 '데이터 댐' 프로젝트의...
51,새해 AI 교육 도입한다는데…교육계 “코로나 사태 학교 현장 정비 우선 돼야...,2020.12.28.,이투데이=손현경 기자 | 여전한 돌봄 공백·원격수업 질 저하...교육부 과제 ‘산적’ 유은혜 사회부총리 겸 교육부 장관 (교육부) 교육부가 내년 초·중·고교에 인공지능(AI) 교육과정을 도입한다. 그러나 교육계는 신종 코로나바이러스 감염증(코로나19) 확산세가 줄어들지 않고 있는 추세인 만큼 학교 현장...
52,병리학 분야 AI 암 진단기술 건강보험 적용 지침 마련,2020.12.30.,"보건복지부는 최근 병리학에서도 암 진단과 치료방향 결정에 인공지능 (AI) 기반의 기술을 활용함에 따라, 관련 의료기술에 대한 건강보험 적용 가이드라인을 마련했다고 28일 밝혔다. AI 기반 병리학분야 의료기술이란 인체에서 채취한 검체의 병리 정보를 디지털 기반의 데이터로 변환한 후 AI를 기반으로..."
53,"원광대 의대, 코로나 환자 사망 여부 조기예측 AI 기술 개발",2020.12.30.,원광대학교 의과대학 연구팀이 신종 코로나바이러스 감염병(코로나19) 환자가 입원 초기 채취하는 혈액정보를 이용해 환자의 사망 여부를 조기 예측하는 인공지능(AI) 모델을 개발했다. 28일 원광대 연구팀에 따르면 올 초 중국 우한 의료기관에 입원한 361명의 코로나 환자 입원 시 혈액정보와 생존...
54,"스틸리언 연구원, 보안 경연 대회 &apos;AI&apos; 부문서 우승",2020.12.30.,보안 기업 스틸리언(대표 박찬암)은 자사 서영일 선임 연구원이 ‘K-사이버 시큐리티 챌린지 2020’의 인공지능(AI) 보안 분야 취약점 자동탐지 트랙에서 1위를 달성했다고 30일 밝혔다. K-사이버 시큐리티 챌린지는 과학기술정보통신부가 주최하고 한국인터넷진흥원이 주관하는 사이버 보안 경연대회다....
55,"조선대 경영학 학생들, 'AI 기반 복지서비스 맞춤형 앱' 최우수상",2020.12.30.,조선대(총장 민영돈)는 경영학부 학생들이 인공지능(AI)을 기반으로 한 복지 서비스 플랫폼으로 '2020년 한국경영정보학회 추계학술대회 대학(원)생 아이디어 공모전'에서 최우수상을 수상했다고 31일 밝혔다. 조선대 경영학부 이진(4학년)·홍만희·박모세·김수호(이상 3년·지도교수 민진영)씨 등으로 구성된...
56,AI가 대본만으로 영화 등급 판단,2020.12.24.,인공지능(AI) 기술이 영화 등급을 판단하는데에도 활용되기 시작했다. 영화 대본만 읽고 수초 내에 등급을 판단한다. 콘텐츠 제작자에게 큰 도움이 될 것으로 전망된다. 30일 과학 매체 파이스오알지는 미국 서던캘리포니아대학(USC) 비터비 공과대학 연구진이 영화 대본과 영상 일부분 만으로 영화 내용을...
57,"한밭대, 인공지능 집중교육과정 교육생 20명 모집",2020.12.24.,"이번 내용을 통해 ICT 기업에 필요한 머신러닝, 딥러닝 등 AI기술 기초이론 교육 및 소규모 실습 캡스톤 프로젝트 수행을 통한 AI지식 내재화를 목표로 한다. 강사진은 한밭대 정보통신공학과, 컴퓨터공학과, 건설환경공학과 교수 6명으로 구성됐으며 한밭대만의 특화된 인공지능 집중교육과정을 선보일..."
58,AI가 코로나 장벽 뚫었다,2020.12.24.,"삼성서울병원 ""AI로 코로나 역학조사 활용"" 백신 효율적 보급에도 ‘AI’가 첨병 역할 코로나19 팬데믹 속에서 인공지능(AI)이 첨병 역할을 톡톡히 하고 있다. AI가 질병 진단에만 머물지 않고 환자 예후 판단, 신약 개발 등 의료 현장 곳곳에서 활용되면서 의료 도구로서 제대로 자리 잡았다는 평가가 나온다...."
59,AI로 만든 '가짜 영국여왕'…성탄메시지서 춤 추기도,2020.12.24.,"영국 방송사, 딥페이크로 여왕 '복제'…'허위영상' 경고차원 영국 한 방송사가 인공지능(AI)을 활용한 '딥페이크' 기술로 엘리자베스 2세 여왕을 '복제'해 '거짓 성탄절 메시지'를 방송했다. 첨단기술로 만들어진 가짜영상에 주의하라는 의도에서였다. 영국 채널4는 25일(현지시간) 진짜 엘리자베스 2세 여왕의..."
60,'사람 중심 인공지능 시대 실현' AI 법·제도 로드맵 확정,2020.12.31.,"정부가 인공지능(AI)에 '법인격' 부여 등 사람 중심 AI 시대 실현을 위한 'AI 법·제도 정비 로드맵'을 확정했다. 새해부터 AI 특성에 따른 '선제적 법·제도', 글로벌 논의를 고려한 '종합적 법·제도', 민간자율을 존중하는 '시장 친화적 법·제도', 사회적 합의를 통한 '상생·포용 기반 법·제도'를 추진한다...."
61,AI가 소변검사해 20분만에 암 진단,2020.12.30.,현재 1차적 판별법인 혈액검사에서는 진단 정확도가 30%에 불과했던 반면 인공지능(AI) 분석법을 결합한 이 기술은 95.5%의 정확도를 보였다고 연구진이 설명했다. 한국과학기술연구원(KIST)은 생체재료연구센터 이관희 박사팀이 서울아산병원 정인갑 교수팀과 공동연구를 통해 바이오센서에 AI 분석법을 도입해...
62,"성동문화재단, 'AI 실험왕'으로 예술 꿈나무 키우다",2020.12.29.,"성동문화재단과 한국외국어대학교 AI 교육원이 협력하여 진행 되는 '인공지능의 예술 꿈나무 양성, AI 실험왕'은 인공지능의 구성 및 사용법을 익히고 간단한 실습을 통해 예술적 활용과 융합의 이해를 학습한다. 주요 커리큘럼은 1회차에는 융복합 인재 양성을 위한 사전 교육으로 문화기술과 인공지능의..."
