,제목,날짜,본문
12,'KT AI 코딩블록' 대규모 개편,2021.08.31.,KT가 인공지능(AI) 및 소프트웨어(SW) 교육 플랫폼인 'KT AI 코딩블록의 대규모 개편을 시행한다고 30일 밝혔다. 사진은 모델들이 KT AI 코딩블록을 활용하는 모습. 2021.8.30
13,"신한은행, 신용장 심사 인공지능(AI)으로 한다",2021.08.30.,"이번 '외환거래 디지털 점검 시스템'을 도입하며 축적된 외환 빅데이터 기반 AI(인공지능)와 OCR(서류 이미지 문자 변환)기술을 활용, 신용장 심사 및 글로벌 제재(Sanction) 거래 자동탐지 시스템을 구축했다. AI·OCR기술을 활용한 신용장 심사는 디지털로 변환된 외환서류 데이터를 AI가 분석해 신용장 통일규칙 및..."
14,[게시판] 사이버보안 인공지능·빅데이터 활용 경진대회,2021.08.30.,▲ 과학기술정보통신부는 인공지능(AI) 및 빅데이터를 활용한 보안기술을 주제로 '사이버보안 AI·빅데이터 활용 경진대회'를 9월 6일부터 11월 19일까지 개최한다고 31일 밝혔다. 정보보호에 관심 있는 국민 누구나 개인 또는 4명 이내로 팀을 구성해 참가할 수 있다. 온라인 사전 설명회가 9월 3일...
15,"한-브라질, 5G·AI 협력 확대",2021.08.30.,"우리 정부와 브라질 정부가 정보통신기술(ICT) 분야 협력 양해각서(MOU) 개정을 통해 5세대통신(5G), 인공지능(AI) 등 4차산업 분야 전반 협력 발판을 마련했다. 과학기술정보통신부는 임혜숙 장관이 31일 서울에서 브라질 통신부 파비오 살르스티노 메스키타 지 파리아 장관과의 면담을 개최하고, 5G 네트워크..."
16,'제2회 인공지능 윤리대전 컨퍼런스' 벡스코서 열린다,2021.08.30.,"최동혁 동서대 AI콘텐츠 연계전공 책임교수는 ""AI KOREA 2021은 인공지능 시대를 위한 최신 기술과 다양한 비전을 서로 공유해 제조, 의료, 복지, 교육, 생활, 문화 등 더욱 많은 산업과의 연결을 활성화하는 중요한 컨퍼런스가 될 것""이라면서 ""인공지능 기술의 발전이 세계 각국의 어려움을 극복할 수 있는..."
17,동서대 인공지능 미래세상 콘텐츠 공모 28개팀 시상,2021.08.31.,"이번 공모전은 4차산업 핵심인 인공지능(AI) 개념과 관련된 지식에 쉽게 다가설 기회를 제공하고자 마련됐다. '나의 AI(인공지능) 활용이', 'AI가 가져올 2030년의 삶'을 주제로 마련된 공모전에는 영상, 웹툰, 포스터 분야에 300편 이상 작품이 전국에서 출품됐다. 영상 부문 최우수상은 '일상을 바꾼 AI..."
18,"KT, AI·SW 교육 플랫폼 대규모 개편",2021.08.31.,KT가 인공지능(AI) 및 소프트웨어(SW) 교육 플랫폼 ‘KT AI 코딩블록’의 대규모 개편을 시행한다고 30일 밝혔다. KT AI 코딩블록은 2019년 9월에 출시된 ‘지니블록’을 개편한 웹페이지기반 플랫폼이다. 어린 아이들과 같은 프로그래밍 초급자들은 KT AI 코딩블록에 접속해 코드 블록을 쌓아가며 AI 활용 앱...
19,"플래티어, 'IT·테크리포트 3호' 발행…“이커머스 AI산업의 미래”",2021.08.31.,디지털 플랫폼 솔루션 전문기업 플래티어(대표 이상훈)는 '이커머스 산업의 인공지능(AI) 기술 동향'을 주제로 'IT·테크 리포트 3호'를 발간했다고 31일 밝혔다. 회사는 리포트를 통해 AI 기술을 적용한 최신 물류 시스템과 온·오프라인 통합 커머스 플랫폼 출시 사례를 다뤘다. 리포트에는 이커머스 산업...
20,"엠로, AI머신러닝 기반 기술특허 4개 취득",2021.08.31.,"공급망관리(SCM) SW 솔루션 기업 엠로가 인공지능(AI) 기술 특허를 취득했다. 엠로는 AI 기술을 응용한 사업 확장을 진행 중이다. 엠로는 AI 기술에 대한 지속적인 투자를 통해 2021년 6월 4개의 AI 기술 특허를 취득했다고 31일 밝혔다. 특허 내역은 AI 머신러닝 기반의 ‘정보 제공 방법 및 장치’, ‘아이템을..."
21,"포스코ICT, AI 기반 '스마트CCTV' 산업현장 적용",2021.08.30.,포스코ICT가 폐쇄회로(CC)TV에 인공지능(AI) 기반 영상분석 기술을 융합한 '스마트CCTV'를 개발해 제철소 등 산업 현장에 적용한다. 포스코ICT 영상분석 기술은 딥러닝을 적용해 영상 속 행동과 사물을 자동 인식·분석한다. CCTV 촬영 영상에 포착된 사람 행동을 인식하는 것은 물론 사물을 자동 탐지해...
22,호남대 AI 빅데이터학과 신설…신입생 25명 모집,2021.08.31.,호남대학교가 4차산업혁명시대의 핵심기술을 리드하는 AI(인공지능) 전문가 양성을 위해 AI 빅데이터학과를 신설했다. 30일 호남대에 따르면 AI 빅테이터학과는 2022학년도 신입생 25명을 선발한다. AI 빅데이터학과는 과학기술정보통신부와 광주시의 'AI 융합대학 지원사업' 일환으로 호남대가 주력 학과로...
23,"한국농수산식품유통공사, AI 농산물 가격 예측모형 발굴한다…경진대회 개최",2021.08.31.,인공지능(AI) 기술을 활용한 농산물 가격 예측모형 발굴 경진대회가 열린다. 한국농수산식품유통공사(aT)는 ‘농산물 가격 예측 AI 경진대회’를 올해 첫 개최해 농산물 데이터를 기반으로 AI를 활용한 미래의 농산물 가격 예측모형 개발에 나선다고 31일 밝혔다. 이번 대회는 공사가 보유한 농산물 가격...
24,부산교육청 'AI 코리아 2021' 행사서 AI교육관 운영,2021.08.31.,"부산시교육청은 오는 9월 1~3일 벡스코 제2전시장에서 열리는 'AI KOREA 2021' 행사에서 인공지능 교육 수업사례 및 가치확산을 위한 'AI교육관'을 운영한다고 31일 밝혔다. 이 행사는 부산시가 주최하고, 부산정보문화진흥원과 벡스코가 공동 주관하는 것으로, 'AI 도시 부산'을 위한 성장 견인 동력을 확보하기 위해..."
25,50여만 장의 그림으로 인공지능 데이터 구축한다,2021.08.31.,"KIDP는 이번 사업에서 ‘추상이미지’를 통해 다양한 객체를 인식하기 위한 인공지능(AI) 학습용 데이터를 구축하고, NIA에서 운영하는 AI 허브를 통해 대중에 공개 할 예정이다. 추상이미지란 스케치, 일러스트레이션, 픽토그램 등을 통해 원천이미지(사진)를 묘사한 것을 말한다. 인공지능 학습용..."
26,"카카오엔터프라이즈, 한국과학창의재단-구름과 AI교육 업무협약 체결",2021.08.31.,"카카오엔터프라이즈가 IT교육 솔루션 기업 구름, 한국과학창의재단과 손잡고 SW·AI(소프트웨어·인공지능) 활성화를 위한 공동 프로젝트를 추진한다. 카카오엔터프라이즈는 구름, 한국과학창의재단과 SW·AI교육 확산 및 활성화 협력을 위한 업무협약을 체결했다고 30일 밝혔다. 카카오엔터프라이즈는 지난..."
27,태평무-AI 만남…문화유산 공공빅데이터 최우수상,2021.08.31.,"태평무와 같은 우리 무형 문화유산을 동작 판단 인공지능(AI)으로 학습시킨 온라인 동작 게임으로 만들어 쉽고 재미있게 체험할 수 있고, 문화유산 이야기를 흥미로운 수수께끼로 풀어 지속적인 사용을 할 수 있다는 점이 돋보였다. 아이디어 기획부문 최우수상은 '문화재는 자전거를 따라'로 김이소씨가..."
28,"KT, AI·SW 교육 플랫폼 ‘KT AI 코딩블록’ 대규모 개편",2021.08.30.,KT가 인공지능(AI) 및 소프트웨어(SW) 교육 플랫폼인 ‘KT AI 코딩블록의 대규모 개편을 시행한다고 30일 밝혔다. KT AI 코딩블록은 2019년 9월에 출시한 ‘지니블록’을 개편해서 재출시한 웹페이지 기반 플랫폼으로 기술들을 쉽게 학습하고 구현할 수 있도록 만들었다. 어린 아이들과 같은 프로그래밍...
29,"화학연, AI 플랫폼 chemAI 서비스 출시...'코딩 못해도 손쉽게 활용'",2021.08.30.,한국화학연구원(원장 이미혜) 화학데이터기반연구센터는 사용자 데이터를 자유롭게 활용해 인공지능(AI)을 연구에 활용할 수 있는 웹기반 플랫폼 'ChemAI'를 구축했다. ChemAI를 통해 AI 경험이 전혀 없는 연구자도 자신의 연구데이터를 활용하여 컴퓨터 코딩 없이 연구를 수행할 수 있게 되었다. ChemAI는...
30,"대전시, 2021 AI 페스티벌 개최…메타버스와 AI의 결합 주제",2021.08.30.,"과학전문 언론사 ‘대덕넷'과 대덕특구 인공지능 개발자 커뮤니티인 ‘AI 프렌즈’가 공동 주관한다. 20명의 AI 전문가가 일자별로 색다른 주제로 강연을 진행하며, 강연 직후 인공지능을 주제로 토크쇼 등이 이어질 예정이다. 특히 미래개발자를 양성하기 위한 AI-교육프로그램을 주제로 강연이 진행되고..."
31,세계 첫 ‘가축 데이터톤’ 성료···인공지능 축산테크 가능성 확인,2021.08.31.,한국축산데이터는 가축 이미지 데이터를 활용한 인공지능(AI) 모델 개발 경진대회 ‘애니멀 데이터톤 코리아 2021’(Animal Datathon Korea 2021·ADK2021)을 성료하고 지난 27일 시상식을 진행했다고 31일 밝혔다. ADK2021은 가축 인공지능을 주제로 진행된 세계 최초의 데이터톤이다. 한국축산데이터와...
32,"포스코, 청년 AI·Big Data 아카데미 16기 교육생 모집",2021.08.31.,"포스코는 청년들의 취업 경쟁력 확보를 돕기 위해 지난 2019년부터 매 분기 청년 AI·Big Data 아카데미를 열어 국내외 기업에서 수요가 증가하고 있는 인공지능(AI)과 빅데이터(Big Data) 전문 교육을 제공하고 있다. 교육은 이론과 실습, 실무 프로젝트 수행으로 구성된다. 전문 교수진의 지도 아래 파이썬..."
33,"디오 ""임플란트에 AI 장착…年매출 5000억""",2021.08.30.,김 대표는 “임플란트 시술이 간편해지면 틀니를 착용하던 사람을 끌어들이게 돼 결국 치과재료 및 치과진료 시장을 잠식하는 효과를 갖게 된다”며 “내년 초 인공지능(AI)으로 설계 정밀도를 끌어올린 업그레이드 서비스를 내놓을 계획”이라고 말했다. 디오는 지난 6월 디지털 보철 솔루션인...
34,"SKT, 포스코와 AI 산업안전·품질검사 경쟁력 강화 맞손",2021.08.29.,SK텔레콤이 세계적 철강기업인 포스코와 인공지능(AI) 기반 산업안전 및 품질검사 분야 협력을 위해 손을 잡았다. SK텔레콤은 포스코와 '산업안전 및 품질검사 AI 솔루션 기술 협력을 위한 업무협약'을 27일 체결했다고 밝혔다. 양사는 올해 초부터 포항과 서울을 오가며 스마트 솔루션 기술 교류를 통해...
35,"CJ대한통운, AI·빅데이터 경진대회 연다",2021.08.31.,"인공지능(AI), 빅데이터, 소프트웨어 등 관련 분야에 관심과 경험이 있으면 누구나 참여 가능하며 개인 또는 4명 이내 팀 단위로 참가할 수 있습니다. 참가팀은 주어지는 영역별 과제 5개와 자유 과제 1개 총 6개 중 하나를 선택하면 됩니다. 주어진 데이터를 대상으로 ▲수요예측 ▲알고리즘 분석..."
36,대전시 “대덕특구 재창조”…융복합 R&D 캠퍼스·AI도시 조성,2021.08.31.,"인공지능(AI)과 빅데이터를 기반으로 한 지능형도시 사업도 추진하고 있다. 대덕특구의 기술 자원을 활용해 대전에 특화된 스마트시티 서비스가 가능한 지능형도시를 구축한다는 구상이다. 통합형 주차 관제 플랫폼 구축을 통한 주차공유 서비스, 사물인터넷(IoT) 센서를 이용한 실시간 감지 및 알림 서비스를..."
37,"KT, AI·SW 교육 플랫폼 'AI 코딩블록' 대규모 개편",2021.08.31.,KT(대표 구현모)는 인공지능(AI) 및 소프트웨어(SW) 교육 플랫폼인 'AI 코딩블록'의 대규모 개편을 시행한다고 30일 발표했다. 'KT AI 코딩블록'은 2019년 9월에 출시한 '지니블록'을 개편해서 재출시한 웹페이지 기반 플랫폼으로 기술들을 쉽게 학습하고 구현할 수 있도록 만들었다. 어린 아이들과 같은...
38,"흥국생명, AI 문서인식 사업 협약 체결…보험금 접수 자동화 추진",2021.08.31.,흥국생명이 지난 30일 서울 본사에서 로민과 인공지능(AI) 문서인식(OCR) 사업 추진을 위한 협약식을 체결했다고 31일 밝혔다. 로민은 자체 AI OCR 솔루션을 통해 다양한 금융사와 협업하며 문서 업무 자동화를 이끌고 있는 스타트업이다. 이번 사업 협약은 AI OCR 솔루션 도입을 통한 보험금 접수 프로세스 전반의...
39,"네이버, 4~7세 유아 AI·SW 학습 플랫폼 ‘쥬니버스쿨’ 출시",2021.08.30.,쥬니버스쿨은 아이들이 인공지능(AI)과 소프트웨어(SW)의 기본 원리를 이해하고 실생활에 밀접한 다양한 문제들을 해결해봄으로써 기초적인 수학 능력과 논리적 사고력을 증진시키는 데에 초점을 두고 있다. 재미있는 놀이 형식의 교육 콘텐츠를 통해 아이들이 학습의 즐거움을 얻고 스스로 생각하는 힘을...
40,"국내 AI의 산업의 A to Z! 'AI EXPO BUSAN 2021(인공지능 엑스포 부산)', 실시...",2021.08.30.,"전시장 내 구성된 세미나실에서 진행될 '인공지능윤리대전'은 현대사회에서 AI 기술이 활발히 적용됨에 따라 관심이 커진 인공지능 윤리 분야에 대응하고자 한국인공지능윤리협회와 협업하여 전 세계에서 많은 이슈가 발생하고 있는 4가지 주요 주제(AI편향성, 딥페이크, 자율주행차, 메타버스)..."
41,과기정통부 '사이버보안 AI·빅데이터 활용 경진대회' 개최,2021.08.30.,과학기술정보통신부가 '사이버보안 인공지능(AI)·빅데이터 활용 경진대회'를 연다. 과학기술정보통신부(장관 임혜숙)는 AI·빅데이터를 활용한 보안기술을 주제로 '사이버보안 AI·빅데이터 활용 경진대회'를 다음달 6일 부터 11월 19일까지 개최한다고 31일 발표했다. 이번 대회는 사이버보안 생태계 저변...
42,"유니티, AI 기반 음향 지능 플랫폼 '오토' 인수",2021.08.30.,유니티는 음성 및 텍스트 채팅 환경에서 보다 안전한 게임 환경을 구축하고 조성하기 위해 인공지능(AI) 기반 음향 지능 플랫폼인 '오토(OTO)'를 인수했다고 31일 밝혔다. 유니티는 자사 게임용 음성·텍스트 커뮤니케이션 툴인 비복스(Vivox) 플랫폼과 오토의 통합은 플레이어 경험을 저해하는 악성 행위의 급증과...
43,"엠로, 'AI' 공급망 관리 기술 특허 4건 취득",2021.08.31.,국내 공급망관리(SCM) 솔루션 전문 기업 엠로(대표 송재민)는 인공지능(AI) 기술 특허 4건을 취득했다고 31일 밝혔다. 특허 내역은 ▲AI 머신러닝 기반 정보 제공 방법 및 장치 ▲아이템을 분류하는 방법 및 장치 ▲유사 아이템에 관한 정보를 제공하는 방법 및 장치 ▲학습 모델을 사용한 정보 제공 방법 및...
44,"광주시, 인공지능 구급차 현장실증 수행",2021.08.31.,광주광역시 소방안전본부는 다음달부터 3개월 간 5개 119안전센터 구급차를 대상으로 인공지능(AI) 기반 응급의료시스템 검증을 위한 실증을 수행한다. 인공지능 응급의료시스템 실증 모습 인공지능 기반 응급의료시스템이란 환자 영상과 생체신호 및 대원의 음성 자료를 수집·분석해 인공지능이 환자의...
45,"광주시, 인공지능 구급차 현장실증 수행",2021.08.31.,광주광역시 소방안전본부는 다음달부터 3개월 간 5개 119안전센터 구급차를 대상으로 인공지능(AI) 기반 응급의료시스템 검증을 위한 실증을 수행한다. 인공지능 응급의료시스템 실증 모습 인공지능 기반 응급의료시스템이란 환자 영상과 생체신호 및 대원의 음성 자료를 수집·분석해 인공지능이 환자의...
46,"화학연, AI 플랫폼 chemAI 서비스 출시...'코딩 못해도 손쉽게 활용'",2021.08.31.,한국화학연구원(원장 이미혜) 화학데이터기반연구센터는 사용자 데이터를 자유롭게 활용해 인공지능(AI)을 연구에 활용할 수 있는 웹기반 플랫폼 'ChemAI'를 구축했다. ChemAI를 통해 AI 경험이 전혀 없는 연구자도 자신의 연구데이터를 활용하여 컴퓨터 코딩 없이 연구를 수행할 수 있게 되었다. ChemAI는...
47,"과기정통부, '사이버보안 AI·빅데이터' 경진대회 개최",2021.08.31.,과학기술정보통신부는 인공지능(AI) 및 빅데이터를 활용한 보안기술을 주제로 &apos;사이버보안 AI·빅데이터 활용 경진대회&apos;를 다음달 6일부터 11월19일까지 개최한다고 밝혔다. 이번 대회는 사이버보안 생태계 저변 확대 등을 위해 과기정통부가 주최하고 한국인터넷진흥원(KISA)이 주관하는 대회로...
48,농산물 가격 예측도 AI로,2021.08.31.,"들쭉날쭉한 농산물 가격 예측을 위해 인공지능(AI) 기술을 활용한 농산물 가격 예측모형 발굴 대회가 열린다. 한국농수산식품유통공사(사장 김춘진, 이하 aT)는 농산물 데이터를 기반으로 AI를 활용한 미래의 농산물 가격 예측모형 개발을 위해 '농산물 가격 예측 AI 경진대회(이하 경진대회)'를 올해..."
49,"우수 인공지능(AI) 기업, 실리콘밸리 진출 위한.... 광주시, 'GLOBAL AI+IR D...",2021.08.31.,"광주광역시(시장 이용섭)는 31일, 김대중컨벤션센터에서 실리콘밸리 현지 파트너사와의 기술협력을 통한 지역 내 우수 인공지능(AI) 기업들의 실리콘밸리 진출을 지원하기 위해 '실리콘밸리 온라인 투자유치 설명회'를 개최했다. 미국 실리콘밸리 현지와 비대면 온라인 방식으로 개최된 이번 행사는 구글..."
50,"대전시, 2021 AI 페스티벌 개최…메타버스와 AI의 결합 주제",2021.08.31.,"과학전문 언론사 ‘대덕넷'과 대덕특구 인공지능 개발자 커뮤니티인 ‘AI 프렌즈’가 공동 주관한다. 20명의 AI 전문가가 일자별로 색다른 주제로 강연을 진행하며, 강연 직후 인공지능을 주제로 토크쇼 등이 이어질 예정이다. 특히 미래개발자를 양성하기 위한 AI-교육프로그램을 주제로 강연이 진행되고..."
51,세계 첫 ‘가축 데이터톤’ 성료···인공지능 축산테크 가능성 확인,2021.08.31.,한국축산데이터는 가축 이미지 데이터를 활용한 인공지능(AI) 모델 개발 경진대회 ‘애니멀 데이터톤 코리아 2021’(Animal Datathon Korea 2021·ADK2021)을 성료하고 지난 27일 시상식을 진행했다고 31일 밝혔다. ADK2021은 가축 인공지능을 주제로 진행된 세계 최초의 데이터톤이다. 한국축산데이터와...
52,"CJ대한통운, AI·빅데이터 경진대회 개최…입상자에 상금·입사 특전",2021.08.30.,"인공지능(AI), 빅데이터, 소프트웨어 등 관련 분야에 관심과 경험이 있으면 누구나 참여 가능하며 개인 또는 4명 이내 팀 단위로 참가할 수 있다. 주어지는 영역별 과제 5개와 자유 과제 1개 총 6개 중 하나를 선택해 주어진 데이터를 대상으로 수요예측, 알고리즘 분석, 머신러닝, 사물인터넷(IoT)..."
53,"광주상의, '2021 AI 테스트 베드 코리아 경진대회' 개최",2021.08.30.,광주상공회의소(회장 정창선)는 31일부터 9월 29일까지 총상금 3000만원 규모 '2021 인공지능(AI) 테스트 베드 코리아(Test-Bed Korea) 경진대회'를 개최한다. 광주상의는 최근 친환경·사회적 책임경영·지배구조 개선 등 ESG 경영 인식이 확산되고 광주시가 광주형 3대 뉴딜정책으로 AI 기반 디지털뉴딜...
54,"부산시교육청, AI KOREA 행사서 'AI교육' 선보인다",2021.08.30.,"인공지능(AI) 교육환경을 구축하기 위해 심혈을 기울여 온 부산시교육청이 올해 'AI KOREA 2021' 행사에서도 AI교육을 홍보한다. 부산시교육청은 9월 1~3일 벡스코 제2전시장에서 열리는 'AI KOREA 2021'행사에서 'AI교육관'을 운영한다고 31일 밝혔다. 이 행사는 AI기술관, 부산AI특별관, AI교육관, 블록체인 특별관..."
55,"부산시교육청, AI KOREA 행사서 'AI교육' 선보인다",2021.08.30.,"인공지능(AI) 교육환경을 구축하기 위해 심혈을 기울여 온 부산시교육청이 올해 'AI KOREA 2021' 행사에서도 AI교육을 홍보한다. 부산시교육청은 9월 1~3일 벡스코 제2전시장에서 열리는 'AI KOREA 2021'행사에서 'AI교육관'을 운영한다고 31일 밝혔다. 이 행사는 AI기술관, 부산AI특별관, AI교육관, 블록체인 특별관..."
56,"포스코, 청년 AI·Big Data 아카데미 16기 교육생 모집",2021.08.30.,"포스코는 청년들의 취업 경쟁력 확보를 돕기 위해 지난 2019년부터 매 분기 청년 AI·Big Data 아카데미를 열어 국내외 기업에서 수요가 증가하고 있는 인공지능(AI)과 빅데이터(Big Data) 전문 교육을 제공하고 있다. 교육은 이론과 실습, 실무 프로젝트 수행으로 구성된다. 전문 교수진의 지도 아래 파이썬..."
57,"KT, AI·SW 교육 플랫폼 'AI 코딩블록' 대규모 개편",2021.08.30.,모델들이 KT AI 코딩블록을 활용하는 모습 [KT 제공] KT가 인공지능(AI) 및 소프트웨어(SW) 교육 플랫폼인 'KT AI 코딩블록'의 대규모 개편을 시행한다고 30일 밝혔다. KT AI 코딩블록은 2019년 9월에 출시한 '지니블록'을 개편해서 재출시한 웹페이지 기반 플랫폼으로 기술들을 쉽게 학습하고 구현할 수...
58,해커는 이미 사이버 공격에 AI 활용중... 보안 역시 AI로 강화해야,2021.08.30.,이 자리가 대한민국이 글로벌 AI를 선도하는 국가로 발돋움 할 수 있는 시발점이 되길 바란다”고 덧붙였다.한국인공지능협회 김현철 회장은 “오픈AI가 인공지능 모델인 GPT-3를 공개한 이후 범용AI를 위한 초석이 마련됐다. 범용AI는 무한한 활용 잠재성 덕분에 여러 빅테크 기업의 각축장이 되고 있는...
59,"네이버 커넥트재단, 유아 대상 AI·SW 기초 학습앱 `쥬니버스쿨` 출시",2021.08.30.,"쥬니버스쿨은 아이들이 AI(인공지능)와 SW(소프트웨어)의 기본 원리를 이해하고 실생활에 밀접한 문제들을 해결하게 한다. 네이버 커넥트재단은 100개의 교육 콘텐츠를 시작으로, 아이들의 학습 속도에 맞춰 매월 새로운 콘텐츠를 추가할 계획이다. 보호자 쥬니버스쿨 앱을 다운로드해 쥬니버스쿨의 모든 교육..."
60,"메타버스와 AI, 온몸으로 느껴보세요",2021.08.31.,인공지능(AI)을 보고 느끼며 체험하는 인공지능 지식교류 축제가 4차산업혁명 특별시 대전에서 펼쳐진다. 대전시는 9월 2일부터 4일까지 연구개발특구진흥재단 등 50여 기관·기업과 공동으로 ‘2021 AI 페스티벌’을 개최한다고 30일 밝혔다. ‘메타버스와 AI의 결합’을 주제로 온·오프라인 및...
61,"""OLED에 AI·가상현실 접목할 스타트업 찾습니다""",2021.08.31.,유기발광다이오드(OLED) 디스플레이에 인공지능(AI)과 가상현실 등을 접목할 스타트업을 모집한다. 중소벤처기업부는 올해 '대스타 해결사 플랫폼' 과제로 유기발광다이오드(OLED) 기반 4개 주제를 선정했다고 30일 밝혔다. 대스타 해결사 플랫폼은 대기업 등이 과제를 제시하면 스타트업이 해결하는...
