,제목,날짜,본문
10,여러분이 생각하는 인공지능은 무엇입니까?,2021.07.29.,"국내 조사들도 비슷한 경향을 보이는데, 예를 들어 지난 1월에 발표된 KDI의 ‘AI에 대한 기업체 인식 및 실태조사’에서는 국내 기업의 3.6%가, 작년 NIA에서 발표한 ‘정보화실태조사’에서는 국내 기업의 2.5%가, 지난 6월에 발표된 KISDI의 ‘주요 산업별 인공지능(AI) 도입 현황 및 시사점’에서는..."
11,"신한은행, AI가 은행원 업무 돕는다…영업점에 RPA 도입",2021.07.29.,"향후 AI-OCR(인공지능 문자판독), 챗봇 등 다양한 디지털 신기술을 영업 현장에 접목해 업무 효율성을 확보할 계획이다. 신한은행은 본점 위주로 단순 반복 업무를 수행했던 RPA를 전 영업점으로 확대 시행한다고 29일 밝혔다. 앞서 신한은행은 지난 2017년 은행권 최초로 여신 업무에 RPA 시스템을 도입하고..."
12,홍남기 “인공혈액 기술 집중투자…2030년대 실용화 추진”,2021.07.29.,"홍 부총리는 “대기업과 스타트업 간 개방형 혁신은 인공지능(AI)·데이터 활용, 산업 간 융합 등 경제환경 급변에 대응하는 핵심 경영전략”이라며 “특히 대규모 투자가 수반되는 BIG3 분야는 필수적”이라고 주장했다. 이어 “대-스타 해결사 플랫폼 본격운영, 공동사업화 지원 등을 통해 성공사례를 지속..."
13,"'이루다' 운영사 스캐터랩 ""AI 개발 활용 데이터베이스 전면 재구축""",2021.07.29.,"개인정보 유출 논란을 겪은 인공지능(AI) 챗봇 '이루다' 개발사 스캐터랩이 AI 개발 활용 데이터베이스(DB)를 전면 재구축하기로 했다. 30일 스캐터랩은 개인정보보호 강화를 위해 사내 체계를 재정비하고, AI 개발 활용 데이터베이스를 전면 재구축한다고 밝혔다. 스캐터랩은 지난 2020년 2월부터 올해 1월까지 자사..."
14,"라이프시맨틱스, 전립선암 예측 AI솔루션 개발 박차",2021.07.29.,라이프시맨틱스(347700)가 전립선암 예측 인공지능(AI) 솔루션 개발에 박차를 가한다는 계획을 30일 밝혔다. 이 AI 솔루션은 과거 전립선암 진단 이력이 없는 일반인도 향후 전립선암 발생 위험을 예측할 수 있게 된다. 라이프시맨틱스는 지난 2018년부터 2021년 3월까지 과학기술정보통신부와...
15,"대구시, 인공지능 활용한 스마트 교통 체계 구축 실증 본격화",2021.07.30.,"대구시가 도심교통 혁신을 위한 인공지능(AI) 기반의 스마트 교통 체계 구축 사업에 본격 착수한다. 30일 대구시는 ""지난 29일 사업 착수 보고회를 개최하고 스마트 교통 체계 구축을 본격화한다""고 밝혔다. 지난 4월 대구가 국토교통부 주관 스마트시티 챌린지 사업 예비사업 대상도시로 최종 선정된 데 따른..."
16,[인터뷰] ‘AI·빅데이터 활용’ 국내 도핑 전문가가 도쿄로 간 이유는?,2021.07.30.,"또, 지금 4차 산업을 주도할 수 있는 인공지능이나 빅데이터를 활용할 수 있는 기술들도 저희가 상당히 강점이 있습니다. 조혜진> 인공지능을 반도핑에 활용한다니 간단하게 예시를 좀 들어주실 수 있을까요? 손정현> 인공지능을 활용하게 되면 저희가 판정하는 데 굉장히 신속하고 보다 정확하게 데이터 판정을..."
17,"교원그룹, 인공지능 활용한 'AI 법무솔루션' 도입",2021.07.30.,교원그룹 ‘AI 법무솔루션’[이데일리 강경래 기자] 교원그룹은 인공지능(AI)를 활용한 법무 검토시스템인 ‘AI 법무솔루션’을 도입한다고 29일 밝혔다. AI 법무솔루션은 데이터를 스스로 학습하는 머신러닝 기술을 적용해 AI 기술로 계약서 등 법무 문서를 검토하는 스마트워크 시스템이다. 불공정한 계약...
18,전국 신한은행원 개개인에 'AI 비서' 생겼다,2021.07.29.,영업점 창구 직원들은 AI(인공지능) 기술의 보조를 받아 신속하게 업무를 처리할 수 있게 됐다. 신한은행은 영업점 업무 자동화 프로세스 구현을 위한 RPA(Robotic Process Automation) 고도화 사업을 진행해 전 영업점으로 프로세스를 확대 적용한다고 29일 밝혔다. 신한은행은 지난 2017년 은행권 최초로 여신...
19,"AI혁신허브 사업, 삼성·구글도 참여",2021.07.29.,"한국 인공지능(AI) 역량 제고를 위해 산학연이 하나로 뭉쳤다. 고려대를 중심으로 구글과 페이스북 같은 해외 기업은 물론 삼성전자, LG, 카카오, 엔씨소프트 등 국내 대기업도 한국 AI 경쟁력 강화에 힘을 모은다. 과학기술정보통신부는 AI 혁신허브 사업을 수행할 기관으로 고려대학교 주관의 K-Hub..."
20,AI로 불필요한 폐암 CT검사 30% 줄일 수 있다,2021.07.29.,인공지능(AI)을 이용한 흉부X선 영상 분석으로 폐암 진단을 위해 불필요한 CT 검사를 30% 줄일 수 있다는 한국과 미국 공동 연구결과가 나왔다. 폐암의 1차 진단 도구인 가슴X선 판독에 AI 분석을 접목하면 방사선 노출이 많고 값비싼 CT검사에 따른 위험과 비용을 덜 수 있다는 얘기다. 국내 의료 인공지능...
21,"영화 '미나리' 할머니-손자, KT AI 보이스봇 광고로 만난다",2021.07.29.,"KT는 인공지능(AI)·빅데이터·클라우드 기술과 서비스를 주제로 한 새 광고 'AI보이스봇' 편을 공개했다고 29일 밝혔다. 영화 '미나리'에 출연한 배우 윤여정 씨가 앞선 'AI로봇편', '클라우드편'에 이어 이번에도 참여했고, 같은 영화에서 윤 씨의 손자 역할을 맡은 배우 앨런 킴도 출연했다. 광고는 서울 삼성동..."
22,[시그널] AI 채용 플랫폼 원티드랩 수요예측 흥행···공모가 3.5만 원,2021.07.29.,"인공지능(AI) 기반 채용 플랫폼 ‘원티드’ 운영사인 원티드랩이 수요예측에 흥행하며 공모가를 희망 범위 상단에서 확정했다. 원티드랩은 기관 투자가 수요예측 결과 공모가를 3만 5,000원으로 확정했다고 30일 밝혔다. 이번 기관 청약에는 1,597곳의 기관들이 참여, 경쟁률은 1,504대 1로 집계됐다. 참여 기관..."
23,방역도 이젠 AI 시대… 대전시 첫 시범운영,2021.07.29.,대전시가 인공지능(AI) 기반의 자동방역 시스템 시범운영에 나섰다. 대전시는 시청 출입문·정부대전청사역 등 다중이용시설 4곳에 코로나19 ‘지능형 자동방역 시스템’을 전국 최초로 설치하고 두 달 간 시범운영을 실시한다고 28일 밝혔다. 지능형 자동방역시스템은 KAIST 장호중 교수 연구팀과 11개 기업이...
24,"""AI 에너지 서비스 개발""…LG전자-한전, ‘에너지 절약' 맞손",2021.07.29.,"서울 여의도 LG 본사 건물 (사진=이데일리 DB)LG전자는 29일 한국전력과 화상회의를 열고 ‘전력데이터 및 인공지능(AI) 기반 고객체감형 홈 에너지 서비스 개발을 위한 업무협약(MOU)’을 맺었다고 밝혔다. 이날 협약식에는 한국전력 김태용 디지털변환처장, LG전자 CTO부문 선행R&BD센터장 이상용 전무 등이..."
25,"자비스 ""엑스레이 검사장비, AI·딥러닝 적용""",2021.07.29.,향후에도 자비스는 시스템 고도화를 위한 연구개발에 지속적으로 나설 예정이라고 밝혔다. 산업통상자원부가 주관하는 우수기업연구소육성(ATC+) 사업자로 선정돼 인공지능(AI) 기반 25mm 이하 고해상도 3D 엑스레이를 이용한 비파괴 반도체 후공정 검사장비 개발에 나서고 있다.
26,"“AI가 설비고장 사전에 알림”…LGU+, 설비예지 보전 솔루션 출시",2021.07.29.,제공 | LG유플러스 [스포츠서울 | 김민규기자]LG유플러스가 산업용 인공지능(AI) 전문 업체 ‘원프레딕트’와 손잡고 공장설비의 고장·장애를 미리 진단·점검하는 신규 스마트팩토리 솔루션을 출시했다고 29일 밝혔다. 이 솔루션은 AI를 통해 각종 설비를 예지보전하는 서비스다. 공장 설비에서 발생하는 진동...
27,"인텔, AI·건축 엔지니어링 활용 '제온 W-3300' 프로세서 출시",2021.07.29.,"인텔이 인공지능(AI), 건축 엔지니어링에 쓰이는 제온 프로세서를 출시했다. 인텔은 워크스테이션(고성능 컴퓨터) 전문가를 위한 '인텔 제온 W-3300 프로세서'를 출시한다고 30일 밝혔다. 인텔 제온 W-3300 프로세서는 AI, 건축 엔지니어링 및 건설(AEC), 미디어 및 엔터테인먼트(M&E) 분야에서 활용..."
28,"삼성전자 ""3년 내 M&A 가능…AI·5G·전장 등 다양하게 검토""",2021.07.29.,"삼성전자는 29일 ""3년 안에 의미 있는 인수·합병(M&A) 가능성을 긍정적으로 보고 있다""며 인공지능(AI)·5G·전장 등 다양한 분야에 대해 검토 중임을 밝혔다. 삼성전자는 이날 2분기 실적 발표 뒤 가진 컨퍼런스콜을 통해 향후 M&A 계획과 관련해 ""오늘날과 같이 급격하게 사업의 패러다임이 변화하고 경쟁이..."
29,"[게시판] 고려대, 과기부 'AI혁신 허브' 사업 선정",2021.07.29.,▲ 고려대는 과학기술정보통신부가 추진하는 'AI(인공지능) 혁신 허브' 사업에 그랜드 컨소시엄으로 최종 선정됐다고 밝혔다. 고려대는 올해 7월부터 2025년 12월까지 향후 5년 동안 정부 지원금 등 총 489억5천만원을 지원받아 AI 혁신 허브 사업을 주도하게 된다. (서울=연합뉴스)
30,KT-영덕군 AI 반려로봇으로 어르신 돌봄 서비스,2021.07.29.,KT 대구경북광역본부는 영덕군과 함께 인공지능(AI) 반려로봇을 이용한 고령층 돌봄 서비스를 한다고 29일 밝혔다. 영덕군 스마트시티 통합플랫폼 기반구축 지원사업의 하나로 연말까지 65세 이상 독거노인 100명에게 KT가 개발한 AI 반려로봇을 보급할 계획이다. AI 반려로봇은 어르신과 대화가...
31,[사랑방] 포스코ICT·포스텍 ‘AI 연구센터’ MOU,2021.07.29.,"포스코ICT(사장 정덕균·사진 왼쪽)와 포스텍(총장 김무환·오른쪽)은 29일 ‘인공지능(AI) 산학일체 연구센터’ 설립을 위한 양해각서를 체결했다. AI를 적용한 안전·물류 관리, 생산·품질 관리 산학 공동연구를 진행할 예정이다."
32,AI·메타버스 환경에서 지식재산권 제도의 방향 논의,2021.07.29.,"문체부, '신기술 환경 지식재산권 협의체' 운영 문화체육관광부는 한국저작권위원회와 공동으로 인공지능(AI)과 확장 가상세계(메타버스) 등과 관련한 지식재산권 제도 개선 방향을 논의하는 '신기술 환경 지식재산권 협의체'를 운영한다고 29일 밝혔다. 이 협의체는 이대희 고려대 법학전문대학원 교수를..."
33,"꼭 필요한 CT검사, 문제는 방사선 피폭…AI가 ‘해결사’",2021.07.29.,국내 연구진이 개발한 ‘CT 피폭선량 저감을 위한 인공지능(AI) 혁신 솔루션’이 상대적으로 높은 CT의 방사선 피폭량에 대한 해결책으로 떠올랐다. 서울대병원 영상의학과 의료진과 벤처기업 클라리파이(Clariπ)가 공동연구를 통해 개발한 이 기술은 기존 일반 CT보다 95% 이상 낮은 방사선량으로 기존과 동일한...
34,"“인공지능이 코스 안내, AR도슨트가 설명”…인천 스마트관광도시 출범",2021.07.30.,"방문객은 인공지능(AI) 기반 여행 추천서비스를 통해 자신의 취향과 선호도에 맞는 패스와 관광 코스를 안내받으며 개항장 일대를 둘러볼 수 있다. 총 12곳에서는 AR도슨트, AR파노라마와 같은 체감형 콘텐츠를 제공한다. 인천 시티투어, 월미도까지 가는 바다열차, 개항장 이야기 자전거 등 관광용 모빌리티의..."
35,AI가 공장설비 고장을 미리 알아낸다,2021.07.29.,"인공지능(AI)으로 제조 설비가 고장나기 전 비정상적인 진동이나 소음, 과열 등의 이상징후를 포착해 미리 알려주는 기술을 국내 연구진이 개발했다. 이를 통해 자동화설비 제조현장의 갑작스런 고장을 막아 치명적 사고와 제품 결함을 막을 수 있다고 연구진은 설명했다. 한국생산기술연구원은..."
36,도쿄올림픽 불안불안해도…AI심판 전자마스크 기술경쟁 '후끈',2021.07.28.,'언택트(비대면) 올림픽'인 만큼 인공지능(AI) 등 첨단 기술로 무장한 테크 기업들의 활약이 돋보인다. LG전자는 태국·말레이시아·대만 올림픽 선수단에 공기청정기 기술을 적용한 전자식 마스크를 지원해 화제다. 마스크 내에 장착한 초소형 팬이 호흡할 때 발생하는 압력을 감지해 공기 흐름을 조절해준다....
37,이종엽 프라임경제 대표 ‘AI 음성 시스템 제어’ 특허 취득,2021.07.28.,"음성에 따른 사용자 특정 통해 무단사용 및 개인정보유출 방지 기술 개인 음성의 특색을 인식해 인공지능(AI) 음성시스템의 ‘초개인화(Hyper-Personalization)’를 구현, 정보유출 위험을 예방할 수 있는 기술이 특허를 받았다. 프라임경제는 이종엽 프라임경제 대표가 약 4년에 걸쳐 연구·개발한 끝에..."
38,"'문화재 AI·3D로 디지털 복원' 코어라인소프트, ""CT 활용""",2021.07.28.,"특히 AI(인공지능) 기반의 3D 프린팅 모델러를 활용한 사례가 눈길을 끈다. 최근 공주대학교 문화재보존과학과가 진행한 것으로 문화재 복원에 CT(컴퓨터 단층 촬영) 기술을 활용한 것이다. CT 촬영 후 데이터를 분석해 3D 모델링을 진행하는 방식인데, 이 과정은 AI 전문업체 코어라인소프트(대표 김진국..."
39,'네이버 쇼핑'에 초대규모 AI '하이퍼클로바' 적용,2021.07.26.,"네이버가 지난 22일 네이버 모바일앱 '쇼핑판'에 국내 최초 초대규모(Hyperscale) AI(인공지능)인 '하이퍼클로바(HyperCLOVA)'가 적용됐다고 28일 발표했다. 네이버에 따르면 상품 코드나 상세 스펙, 이벤트 내용 등 많은 정보가 포함돼 복잡하고 긴 상품명이 쇼핑판에 노출되는 경우 이를 직관적이고 쉬운..."
40,학습량 늘리고 속도 더 빠르게…AI 진화시킬 기술 나왔다,2021.07.26.,"인공지능(AI)은 데이터가 많을수록 똑똑해진다. 수학 문제를 많이 풀어본 학생이 그렇지 않은 학생보다 수학 시험에서 높은 성적을 받는 것과 같은 이치다. AI는 데이터를 통해 옳고 그름을 배우고, 판단력까지 갖춘다. ‘머신러닝(ML)’의 기본 개념이다. 다만 AI에 입력할 수 있는 데이터는 한정돼 있다...."
41,"한전, 여름철 아파트 정전 인공지능 기술로 예방한다",2021.07.26.,"아파트 전기설비 과부하 예측 서비스 출시 한국전력은 여름철에 자주 발생하는 아파트 정전을 예방하기 위해 '아파트 고객 전기설비 위험예측 인공지능(AI) 기술'을 개발하고, 서비스를 시작한다고 26일 밝혔다. 이는 아파트의 전력계량 데이터를 AI가 학습하고, 기상 테이터와 융합·분석해 향후 48시간의 부하..."
42,"ADT캡스, AI로 관리하는 '무인안심존' 출시",2021.07.26.,"캡스 무인안심존은 출입용 인증기기, 결제용 키오스크, 인공지능(AI) CCTV 등 무인 매장에 필요한 모든 장비를 통합해 한번에 설치해 관리가 용이하다. 편의점·슈퍼, 스터디카페, PC방, 음식점·카페 등의 주요 업종 특성과 규모에 따라 맞춤형으로 솔루션을 제공한다. [사진 제공 = ADT 캡스] 또한 무인 매장..."
43,"군, '인공지능 기반 무인전투체계' 신속 확보…작전개념도 보완",2021.07.28.,미래국방혁신 지휘관회의…무인화 대비 단계적 국방조직 개편도 군 당국이 인공지능(AI) 기반 무인전투체계 전력을 조기에 확보하고 국방 조직도 단계적으로 개편하기로 했다. 국방부는 28일 서욱 장관 주관으로 '미래국방혁신 주요지휘관회의'를 화상으로 개최했다고 밝혔다. 회의에는 원인철 합참의장...
44,"BNK부산은행, RPA에 AI-OCR 시스템 접목한 인공지능 기반 자동화 플랫폼 구축...",2021.07.28.,BNK부산은행 본사 전경 BNK부산은행은 워크 다이어트의 일환으로 로봇 프로세스 인공지능(AI) 기반자동화 시스템(RPA)을 고도화해 업무 효율성을 높인다고 30일 밝혔다. 부산은행은 올해 5월부터 2018년 지방은행 최초로 도입한 RPA시스템에 AI 기반 광학문자판독(OCR) 시스템을 접목한 '자동화 플랫폼'을...
45,"뷰노, 심평원 실증연구소 개소식에서 의료인공지능 솔루션 시연",2021.07.30.,"≪이 기사는 07월 29일(13:51) 바이오.제약,헬스케어 전문매체 ‘한경바이오인사이트’에 게재된 기사입니다≫ 뷰노는 의료·인공지능(AI) 융합 협의회 출범식 및 건강보험심사평가원 데이터 실증랩 개소식에서 의료인공지능 솔루션을 시연했다고 29일 밝혔다. AI 융합프로젝트는 사회경제적 파급효과와 의료..."
46,"수원대, ABB RAMA/B&R 코리아와 AI 데이터 센터 설립 의무 협약 체결",2021.07.27.,"전문인력 양성 위해 교류 수원대학교가 지난 28일 대학본부에서 ABB RAMA/B&R 코리아와 제조 인공지능(AI) 데이터 센터 설립 의무 협약을 체결했다. ABB사는 미국의 GE, 독일의 지멘스와 함께 세계 3대 엔지니어링 회소로 로봇, 에너지, 공장 자동화 분야의 다국적 기업이다. 양 기관은 협약에 따라 빅데이터 AI..."
47,"슈팅머신, AI코치···양궁 금메달 석권 뒤에 현대차 ‘혁신기술’ 있었다",2021.07.27.,선수들과 머리를 맞댄 끝에 나온 기술은 △고정밀 슈팅머신 △점수 자동 기록 장치 △비전 기반 심박수 탐지 △딥러닝 비전 인공지능(AI)코치 △선수 맞춤형 그립 등이다. 고정밀 슈팅머신은 70m 거리에서 슈팅머신으로 화살을 쏘아 신규 화살의 불량 여부를 테스트하는 기기다. 이는 선수들의 효율적인 화살...
48,아이겐코리아 “AI 기반 패션 큐레이션 통해 탑텐몰 플랫폼 고도화 진행”,2021.07.27.,"인공지능(AI)·빅데이터 전문 업체 아이겐코리아는 신성통상이 운영하는 패션 브랜드 통합 온라인 쇼핑몰 탑텐몰을 대상으로 개인화 추천 서비스를 위한 플랫폼 고도화를 진행, 가시적인 성과를 얻는데 기여했다고 30일 밝혔다. 아이겐코리아에 따르면 플랫폼 고도화란 소비자 입장에선 빠른 시간에 손쉽게..."
49,"SAS, 지속적인 혁신과 인공지능(AI) 및 데이터 분석에 대한 투자 집중할 것!",2021.07.27.,"이번 발표로 SAS는 인공지능(AI) 기능과 고급 분석 소프트웨어 및 솔루션에 상당한 규모의 투자를 계속하고 더욱 발전시켜 경쟁이 치열하고 역동적으로 성장하는 시장에서 고객의 요구를 충족하고 리더십을 확장할 계획이다. 짐 굿나잇 SAS 공동 창립자 겸 CEO는 ""SAS는 IPO를 향해 나아가면서 SAS 직원, 고객..."
50,토종 AI투자 '파운트' 美 상륙…ETF 직접 굴린다,2021.07.27.,"27일 미국 SEC에 상장 신청 6조달러 규모 ETF시장 조준 국내 운용사 중 첫 사례될듯 메타버스·구독경제 테마 ETF AI 활용 자체개발 지수 추종 ""전 세계 테마ETF 강자될 것"" 국내 인공지능(AI) 로보어드바이저 핀테크 기업 '파운트'가 미국에 진출한다. 29일 금융투자 업계 등에 따르면 파운트는 지난 27일..."
51,인공지능으로 방문객 숫자 집계…완도 명사십리 첫 설치,2021.07.28.,"전남 완도군은 신지 명사십리 해수욕장 이용 방문객 통계 정확성을 높이기 위해 인공지능(AI) 스마트 무인 계측기 5대를 설치했다고 27일 밝혔다. 해수욕장 내 스마트 무인 계측기 운영은 국내에서 신지 명사십리 해수욕장이 처음이다. 스마트 무인 계측기를 설치한 곳은 명사 번영회관 인근, 관리사무소 앞..."
52,"""창원 국가산단에 5G·AI 기반 스마트공장 구축""…SKT-KETI 맞손",2021.07.28.,"SK텔레콤은 한국전자기술연구원(KETI)과 함께 경남 창원 국가산단에 5G와 인공지능(AI)을 기반으로 하는 스마트 데모공장을 구축했다고 28일 밝혔다. 스마트 데모공장은 한국전자기술연구원이 운영하는 스마트제조 공정혁신센터 내 구축됐다. SKT는 5G 통신 인프라 기술을 활용해 로봇, 운송시스템, 가공기 등..."
53,"호남대, 광주권역 AI융합 문화예술교육 총괄한다",2021.07.28.,"호남대가 광주권역 인공지능(AI)융합 문화예술교육을 총괄한다 호남대는 정부가 지원하는 '2021 주제중심학교 문화예술교육 지원사업 운영기관'에 선정돼 광주권역 AI융합 문화예술교육을 총괄하게 됐다고 29일 밝혔다. 이에 따라 정부로부터 5억8000만원을 지원받아 올해 말까지 목포대(전남권역), 군산대..."
54,국가 AI 역량 높이기 위해 산학연 215개 기관 손잡았다,2021.07.30.,"인공지능 혁신허브 사업 수행 ‘K-Hub 그랜드 컨소시엄’ 선정…최대 5년간 445억 지원 헬로티 김진희 기자 | 산학연이 국가 인공지능(AI) 역량을 높이기 위해 손잡고 한데 뭉친다. 국내·외 57개 대학, 119개 기업, 18개 연구소 등 모두 215개 기관이 동참해 컨소시엄을 만들었다. 과학기술정보통신부는 인공지능..."
55,동의과학대 AI 지능형 IoT 3개 기관과 산학연 협약,2021.07.28.,동의과학대학교가 지난 26일 인공지능(AI)과 지능형 사물인터넷(IoT) 분야 3개 기관과 산·학·연 협력 협약을 체결했다고 28일 밝혔다. 사진은 동의과학대 AI 지능형 IoT 3개 기관 협약식. 2021.7.28
56,광주시 20대 대선 공약과제 발굴…인공지능 산업 중점,2021.07.28.,"트윈 타워·글로벌&아시아 센터 건립·빛고을촌 특구 등 제안 광주시가 인공지능(AI) 산업 육성 등 내년 대선 공약으로 제시할 과제(안)를 발굴해 시민에게 공개했다. 광주시는 26일 김대중컨벤션센터에서 제20대 대선 공약 시민 토론회를 열어 15개 공약과제, 70개 단위사업, 7개 제도개선 사항을 발표했다...."
57,"구글 클라우드 ""한국 제조업 AI 사용률 39% 그쳐""",2021.07.28.,한국 제조업체의 39%가 인공지능(AI) 기술을 사용 중인 것으로 나타났다. 구글 클라우드는 28일 발표한 '제조업의 인공지능 도입 가속화' 보고서에서 7개 국가 제조업체 임원 1천154명을 대상으로 설문한 결과 한국 제조업체는 39%가 AI 사용을 하고 있다고 답해 대상 국가 중 가장 낮은 응답률을...
58,"광주창조경제혁신센터, AI 청년인재 취·창업 경쟁력 강화 행사 개최",2021.07.28.,"광주창조경제혁신센터(센터장 하상용)는 23일 오전 10시 광주 AI스타트업캠프(옛 광주전남지방중기청사) 2층에서 지역 인공지능(AI) 청년 인재의 취·창업 경쟁력 강화를 위한 행사를 개최했다. 이번 프로그램은 취·창업 전문 컨설턴트들을 초빙해 이력서와 자기소개서 클리닉, 창업멘토링 등을 포함 기업과의..."
59,"국민은행, 대학생·취준생 AI 경진대회 개최",2021.07.28.,KB국민은행은 대학(원)생과 취업준비생을 대상으로 한 인공지능(AI) 경진대회인 제3회 퓨처 파이낸스 AI 챌린지를 개최한다고 28일 밝혔다. 2019년에 시작된 이번 대회는 AI 기술을 적용한 미래금융 아이디어를 확보하고 우수인재들의 금융 분야 관심을 높이고자 마련됐다. 금융감독원·이화여자대학교...
60,"한전, 여름철 아파트 정전 인공지능으로 막는다",2021.07.28.,"한국전력은 '아파트 고객 전기 설비 위험 예측 인공지능(AI) 기술'을 개발하고 서비스한다고 27일 밝혔다. 이 기술은 AI가 아파트 전력 계량 데이터를 학습하고 기상 데이터와 융합 분석해 향후 48시간의 부하 패턴, 최대 수요 및 발생 시각 예측치를 제공한다. 한전에 따르면 최근 기후 변화에 따른 이상고온..."
61,대구에 부는 인공지능 바람 'AI콜로키움' 큰 호응,2021.07.28.,대구시가 지난 27일 개최한 제3회 대구 AI(인공지능)콜로키움에 400명 이상이 참여하고 올해 들어 대구AI허브에서 운영하는 120시간 이상의 인공지능 교육과정 수료인원이 400명이 넘는 등 대구에도 인공지능 바람이 부는 모습이다. 27일 대구 AI허브의 주관으로 열린 대구 AI콜로키움은 관심과 열정이 있으면...
