,제목,날짜,본문
10,"[PRNewswire] 2020 세계인공지능회의, 7월 9일 개막",2020.06.30.,"2020 세계인공지능회의 소개 ""지능적인 연결성, 나눌 수 없는 공동체(Intelligent Connectivity, Indivisible Community)""라는 주제로 열리는 2020 세계인공지능회의는 AI 과학자, 세계 지도자 및 기업가들이 모여 AI 혁신과 적용에 관한 통찰을 공유하는 플랫폼이다. WAIC 2020에서는 세계에서 가장 스마트한..."
11,코로나19가 쏘아올린 ‘AI 스피커 大戰’,2020.06.30.,코로나19가 발발한 언택트(비대면) 트렌드가 인공지능(AI) 시장에 활기를 불어넣고 있다. 지난 2년여 간 뜸하던 신제품이 잇달아 출시되면서 하반기 'AI 스피커 시장 대전'이 예고된다. LG유플러스는 '구글 네스트 허브' 등으로 구성된 홈 IoT(사물인터넷) 패키지 'U+ 스마트홈 구글 패키지'를 출시한다고...
12,"KISTI·국립중앙도서관, 디지털 지식정보자원 공유 및 지능형 정보서비스 R&D...",2020.06.30.,"또한 KISTI는 논문, 보고서, 연구데이터 등 과학기술 빅데이터와 인공지능(AI) 분석 기술을 국립중앙도서관과 공유함으로써 국가 디지털 지식정보자원의 지능형 정보서비스 연구개발을 적극 지원할 계획이다. 과학기술 지식정보와 연구데이터 인프라를 구축한 KISTI와 국립중앙도서관의 이번 협약은 인공지능..."
13,"뷰노, AI 기반 심정지 예측 SW 임상시험 승인",2020.06.30.,"의료 인공지능 솔루션 개발 기업 뷰노는 최근 인공지능(AI) 기반 심정지 예측 소프트웨어(SW) 뷰노메드 딥카스(VUNO Med?DeepCARS)가 식품의약품안전처로부터 임상시험계획 승인을 받았다고 30일 밝혔다. 뷰노 관계자는 ""주로 방사선 영상이나 병리 영상 등 이미지 분석을 기반으로 연구개발이 이루어져 왔던..."
14,가락시장 '스마트 마켓' 청사진 나온다…AI·빅데이터 등 도입,2020.06.30.,SK C&C는 산지 수확부터 배송·하역·거래·품질 검사 및 도소매 판매 등 유통 전 과정에 인공지능(AI)·빅데이터·블록체인·클라우드 등 디지털 기술을 접목한 '스마트 시장'의 청사진을 내년 1월까지 수립할 계획이다. 온라인·화상 등의 거래에 대응할 수 있는 플랫폼을 구축해 물류는 효율화하고 유통 비용은...
15,헬스케어 시장 업그레이드하는 인공지능,2020.06.30.,따라서 인공지능(AI)의 사용은 필수적이다. AI는 빅데이터·사물인터넷(IoT)·클라우드 컴퓨팅 기술 등과 함께 활용되면서 개인의 헬스케어 정보의 생성·수집·저장이 가능해졌다. 인간 의사 옆에 AI 의사가 있어 데이터 분석과 의사 결정을 도와주게 된다. 세계 최초의 AI 의사인 왓슨의 등장과 구글의 바둑 AI인...
16,"원광대 이진석 교수팀, 코로나19 CT영상 AI진단 기술 개발",2020.06.30.,"원광대학교 의과대학 의공학교실 이진석 교수 연구팀은 최근 코로나19 감염 환자의 CT 영상을 인공지능(AI)을 통해 진단하는 기술(정확도 99%)을 개발했다고 30일 밝혔다. 이번 연구는 강우성(외상외과) 교수, 고훈·정희원 연구원이 공동 1저자로 참여했으며 △원광대학병원(감염내과 이재훈·김영준..."
17,"이용섭 광주시장 취임 2주년 ""광주형일자리, 인공지능 큰 성과""",2020.06.30.,4차산업혁명과 포스트코로나를 준비하는 광주시의 또 다른 중점사업 '인공지능 중심도시 광주(AI Hub City Gwangju)'프로젝트도 소개됐다. 광주광역시는 문재인 대통령 취임 이후 정부의 예비타당성조사 면제사업 공모에 유일하게 R&D사업인 '인공지능 중심 산업융합 집적단지 조성사업'을 신청해 이듬해 1월...
18,"신영증권 코스콤과 인공지능 투자분석 개발, 황성엽 ""디지털 선도""",2020.06.29.,"신영증권과 코스콤은 인공지능(AI), 빅데이터 등을 활용해 고객의 투자의 의사결정을 돕는 '로보애널리스트 공동사업 추진계약'을 맺었다고 30일 밝혔다. 황성엽 신영증권 대표이사 사장. 로보애널리스트는 로봇과 투자분석가의 합성어로 인공지능을 통한 투자분석으로 투자자에게 정보를 제공하는 서비스다...."
19,몸에 착용하는 AI 기기로 우울증·치매 등 노인 정신건강 돌본다,2020.06.29.,"MS의 인공지능(AI) 기반 동작 인식 장치인 '애저 키넥트'와 삼성 갤럭시 워치 등 몸에 착용하는 웨어러블 디바이스와 AI 스피커 등을 활용한다. 실증 대상자가 해당 기기를 착용하면 각종 동작 정보(누움·일어섬·앉음·식사·수면 등), 거주지 체류 시간, 손님 방문 여부 등 데이터를 통합적으로 인지, 분석해..."
20,"울산시, 20억 들여 AI 기반 드론 상용화 추진",2020.06.29.,"이 사업은 인공지능산업과 드론산업 육성을 위한 것으로, 시는 울산정보산업진흥원과 공동으로 '드론 활용 자율주행 비행 영상 인공지능(AI) 데이터 구축사업'을 제안해 선정됐다. 시와 울산정보산업진흥원은 주관기관인 울산대학교와 컨소시엄을 구성해 인공지능 기술개발과 드론을 활용한 상용서비스..."
21,"POSTECH, 인공지능대학원·인공지능연구원 문연다",2020.06.29.,"인공지능연구원은 인공지능(AI), 빅데이터(Big Data), 사물인터넷(IoT) 등의 연구가 수행되고 있으며, 2016년부터 인공지능 아카데미를 설립, 산업체와 지역의 우수 인력을 대상으로 인공지능, 빅데이터 분야 전문가 육성 교육프로그램을 진행하고 있다. 이날 개원식과 함께 그간의 인공지능 성과를..."
22,"[단독] 서울대 데이터사이언스대학원, 구글과 산학협력…`코랄 AI` 테스트베드...",2020.06.29.,"구글의 소형 AI 기기 활용해 서울대, AI기반 프로그램 개발 코랄 AI 교육과정도 개설할듯 서울대 `에지 AI 허브`로 주목 서울대 데이터사이언스 대학원이 구글과 인공지능(AI) 협력에 나섰다. 양측은 이르면 7월 중 협약을 맺고 구글이 '코랄(Coral) AI'와 관련된 로드맵 등 관련 정보 일체를 서울대 측에 제공할..."
23,"강원대병원, 인공지능(AI) 솔루션 활용 정밀의료 첫발",2020.06.29.,"해당 솔루션은 인공지능(AI) 기반 의료기기로는 국내 최초로 식품의약품안전처의 판매허가를 받은 제품으로 강원 지역에는 강원대병원이 최초 도입했다.이 솔루션을 통해 의료진의 판독 정확도 8% 향상, 판독 시간 40% 절감을 이룰 것으로 병원 측은 기대했다. 아동 환자에게는 AI 분석 결과를 바탕으로 예상..."
24,[특파원 칼럼] AI 경쟁력도 기업 문화에서 나온다,2020.06.30.,"미국 서부의 테크 기업들이 인공지능(AI)과 빅데이터 시대에 전 세계 플랫폼을 지배하고 있는 것은 우연이 아니다. 눈에 보이는 기술과 숫자 이면에 잘 드러나지 않는 경쟁력을 파고들고 벤치마킹해야 한다. 개별 기업의 노력만으로는 불가능하다. 기업인, 기업, 국가가 한몸처럼 똘똘 뭉쳐야 가능한 일이다."
25,"KT·야놀자·머큐리, 비대면 AI호텔 서비스 출시",2020.06.30.,"KT가 글로벌 여가 플랫폼 기업 야놀자, 정보통신장비 전문기업 머큐리와 손잡고 호텔용 인공지능 TV ‘와이플럭스 TV’를 출시한다고 30일 밝혔다. 와이플럭스 RMS는 KT의 IoT(사물인터넷)과 야놀자의 운영 소프트웨어를 클라우드 방식으로 접목한 신개념 호텔 객실관리 시스템이다. 호텔의 모든 서비스를..."
26,AI 기술 이용해 CT 영상 분석하는 연구진,2020.06.30.,30일 원광대 연구진이 인공지능(AI) 기술을 이용해 폐렴의 원인이 코로나19 인지를 진단하기 위한 CT 영상 분석작업을 하고 있다. 2020.6.30 [원광대 제공. 재판매 및 DB 금지]
27,"에버랜드, AI가 주차 안내…버스 정류장도 정문 근처로",2020.06.30.,"이를 위해 카카오모빌리티는 그 동안의 에버랜드 정문 주차장 입차 데이터를 인공지능(AI)의 한 분야인 머신러닝 기법으로 분석해 만차 예측 그래프를 만들었으며, 현재 위치에서 언제 출발해야 정문 주차장 이용이 가능한지 알려주는 기능도 향후 도입될 예정이다. 카카오모빌리티의 IT 주차시스템 도입과..."
28,"[AI사피엔스 시대]“매장손님, 뭐 찾으세요?""...AI가 보고 있다",2020.06.30.,'영상 처리 인공지능(AI)' 기술은 이런 흐름과 맞닿아 오프라인 매장에서 새로운 가치의 데이터를 만들어 내도록 돕는다. 딥러닝 기술 중 하나인 컨벌루션 신경망(CNN)을 활용하면 매장 내 카메라 등으로 영상 정보를 분석해 고객의 특성과 행동패턴을 읽어낼 수 있다. 간단하게는 고객 방문 요일과 시간과...
29,'대전·충남 바이오' '광주 AI' 산업 키운다,2020.06.29.,"대학과 연구소가 협력해 대전·충남에 바이오, 광주에 인공지능(AI) 분야 융합기술을 산업계로 이전해 사업화, 창업까지 연계하는 사업을 추진한다. 과학기술정보통신부는 '학·연 연계 사업화 선도모델 구축 사업'에 한국생명공학연구원 융합사업단과 광주과학기술원 융합사업단 등 2곳을 선정했다고 29일..."
30,"""AI로 보안지킨다""...KT, 안랩과 네트워크 보안 상품 출시",2020.06.29.,"‘KT 시큐어 UTM’은 안랩의 UTM 장비와 KT의 인공지능(AI) 기반 실시간 위협정보가 결합한 상품이다. 방화벽이나 가상사설망(VPN) 등 네트워크 보안 기능에 악성코드 유포자·해커의 정보 등 실시간 위협 빅데이터를 제공해 보안성을 강화됐다. 이 솔루션은 보안 장비와 원격 관제서비스, AI 기반 실시간..."
31,신성-성균관대 산업 AI 솔루션 연구센터 오픈…연구개발과 교육 동시에,2020.06.29.,성균관대가 신성이엔지와 함께 '신성-성균관대 산업 인공지능(AI) 솔루션 연구센터'를 설립했다. 성균관대는 '신성-성균관대 산업 AI 솔루션 연구센터' 개소식을 열었다고 30일 밝혔다. 두 기관은 연구개발과 교육을 동시에 수행하는 선진국형 산학협력을 위한 업무 협약도 체결했다. 성균관대와 신성이엔지는...
32,"몰로코, 한양대학교와 인공지능 연구 개발 및 핵심 인력 양성을 위한 MOU 체결",2020.06.29.,"글로벌 애드테크 기업 몰로코(MOLOCO, 대표 안익진)가 한양대학교 AI 대학원과 인공지능(AI) 분야에서의 국내 핵심 인재를 육성하기 위한 업무협약(MOU)을 체결했다고 29일 밝혔다. 몰로코는 이번 업무협약을 통해 Δ AI 기초 및 응용 연구 개발과 성과 교류 및 확산 Δ AI 고급 교육프로그램 개발과 원활한..."
33,"솔트룩스 인공지능 기술, 日 기업 출시 업무 지식 활용 플랫폼에 적용",2020.06.30.,"국내 인공지능(AI) 기업 솔트룩스는 일본의 다이니혼인쇄주식회사(이하 DNP)가 최근 출시한 AI 서비스 ‘DNP 업무지식 활용 플랫폼’에 자사의 원천 기술이 활용됐다고 29일 밝혔다. DNP는 연 매출 규모가 약 16조 원에 달하며 출판·상업인쇄를 비롯해 IC카드, 기업 마케팅 지원, 포장재, 산업 자재, 전자 부재 등..."
34,"과기정통부, AI 사업 앞장서는 광주 방문해 현장간담회 개최",2020.06.30.,"과학기술정보통신부는 코로나19 확산에 따른 지역경제 어려움과 연구개발 위축 등에 대응하기 위해 30일 인공지능(AI) 사업에 앞장서고 있는 광주연구개발특구 내 광주과학기술원(GIST)을 방문해 지역기업, 출연연 지역조직, GIST, 광주시 등과 '지역 경제 활력 제고를 위한 광주 혁신주체 현장간담회'를..."
35,[예술진미] 인공지능과 데이터가 예술을 창조하는 시대,2020.06.29.,21세기 문화 기술 핵심은 콘텐츠를 디지털화하는 기술 AI(인공지능) 시대 게임 체인저(game changer)는 아름다움의 데이터를 능수능란하게 활용해야 한다. 아름다움은 인간이 생존에 가장 유리한 선택을 하도록 만들어준 놀라운 판단력이기 때문이다. 게임 체인저가 생존 게임에서 경기의 판과 룰을...
36,"공주교육청, 인공지능 활용 로봇연수 진행",2020.06.29.,공주교육지원청은 29일'인공지능(AI) SW코딩 로봇축구 역량 강화'를 위한 초·중등교원 15명을 대상으로 연수를 진행했다.이날 연수는 기존에 활용하던 SW교육 도구(스크래치)뿐만 아니라 구글 블록리와 AI 플랫폼인 IBM Watson 등을 활용하여 실질적인 인공지능 교육이 이루어 졌다.백옥희 공주교육장은...
37,"ADT캡스-SFMK, AI 광고 플랫폼 사업 '맞손'",2020.06.29.,ADT캡스는 에스에프엠케이(SFMK)와 인공지능(AI) 기반 온라인광고 플랫폼 사업 추진을 위한 업무협약(MOU)을 체결했다고 30일 발표했다. SFMK는 AI를 적용한 콘텐츠관리시스템(CMS)을 통해 온라인광고 플랫폼을 개발하는 '디지털 사이니지' 관련 솔루션 기업이다. 앞으로 양 사는 디지털 사이니지·디지털 광고가...
38,"""AI 거래로 고수익 보장""…다단계 비트코인 사기 일당 집행유예",2020.06.30.,"이들은 2016년 1월부터 2018년 2월까지 인공지능(AI) 프로그램을 이용한 비트코인 거래로 고수익을 보장해주겠다며 사람들을 꼬드겨 전국의 투자자들로부터 투자금 약 78억원을 받았다. 투자금 대부분은 하위 판매원 모집 등 다단계 방식으로 다른 투자자들을 유치하는 데 쓰였다. 박 판사는 ""금액이 많고..."
39,AI 주차안내로 더 즐거운 에버랜드,2020.06.29.,"이를 위해 카카오모빌리티는 그 동안의 에버랜드 정문 주차장 입차 데이터를 인공지능(AI)의 한 분야인 머신러닝 기법으로 분석해 만차 예측 그래프를 만들었으며, 현재 위치에서 언제 출발해야 정문 주차장 이용이 가능한지 알려주는 기능도 향후 도입될 예정이다. 카카오모빌리티의 IT 주차시스템 도입과..."
40,"셀바스AI, 인슈어테크로 공략 확대 ""더블유에셋에 서비스 제공""",2020.06.29.,특히 인공지능(AI) 기술 기반의 고객 맞춤형 보험상품 및 부가 특약에 대한 차별화된 보장 서비스를 제공한다는 측면에서 보험설계사(FC) 및 보험가입을 희망하는 고객 모두에게 호평을 받는다고 회사 측은 강조했다. 이를 바탕으로 셀바스 AI는 추후 보험가입자 질환 위험도 모니터링뿐만 아니라...
41,"아크릴, 컨택센터 AI 솔루션 '허그봇' 출시",2020.06.29.,"이런 가운데 AI(인공지능) 전문기업 아크릴(대표 박외진)이 컨택센터의 디지털 전환을 가능하게 하는 솔루션 '허그봇'(HUGbot)를 출시한다. '허그봇'은 맞춤형 AI 챗봇이 상담원의 업무를 보조해주는 솔루션이다. 챗봇은 고객센터 업무의 80% 가량을 차지하는 병원 위치, 상품 안내와 같은 단순한 업무를 전담한다...."
42,[김호기의 굿모닝 2020s] 인공지능 기술의 발전은 인류 멸망을 초래할까?,2020.06.29.,하라리는 그 까닭을 인공지능(AI)과의 경쟁에서 밀려난 호모 사피엔스가 기계와의 결합을 선택할 것이라는 점에서 찾았다. 인류의 미래를 전망하는 데 인공지능만큼 매혹적이면서도 두려움을 안겨주는 것은 없다. 인공지능과 사회의 관계 지능이란 주어진 데이터를 기초로 적당한 시기에 적절히 일반화를 해낼...
43,"""AI로 청각장애인 일상 생활 도와···기술에 의미를 부여했죠""",2020.06.29.,"인공지능(AI)과 딥러닝, HCI(Human-Computer Interaction·인간-컴퓨터 상호작용), 생체광자 등 각종 과학기술을 기반으로 한 실험과 연구에 대해 열정적으로 설명하는 이들의 목소리로 행사장은 뜨겁게 달아올랐다. 이날 발표는 유튜브로도 송출돼 온라인에서도 열기가 뜨거웠다. 포럼은 참가자들이 7분간 자신의..."
44,"서민금융진흥원, 신입직원 33명 임용식…블라인드·AI 역량검사 등",2020.06.29.,"올해는 코로나19 감염 우려를 최소화하고 지원자들을 객관적으로 평가하기 위해 인공지능(AI) 역량검사를 활용하고, 취업준비생의 부담을 완화하기 위해 어학요건과 논술시험도 폐지했다. 이번에 합격한 한 지원자는 ""사업을 하시던 부모님께서 자금난으로 힘들어하시던 때에 서금원의 미소금융을 통해..."
45,"이용섭 시장 ""인공지능시대, 광주형 3대 뉴딜 추진""",2020.06.24.,"민선 7기 반환점을 돈 이용섭 광주시장이 29일 ""지난 2년 혁신과 소통으로 해묵은 과제를 해결했다""며 ""남은 2년은 인공지능산업을 필두로 광주형 3대 뉴딜정책을 추진하겠다""고 밝혔다. 이 시장은 이날 오전 시청에서 민선 7기 2년 결산 기자회견을 열어 노사상생 광주형일자리 성공과 인공지능 광주시대 개막..."
46,"울산시, 인공지능 기반 드론 상용화 서비스 추진",2020.06.24.,"이 사업은 인공지능산업과 드론산업 육성을 위해 국내 최초로 비행 영상 기반 대규모 인공지능 학습용 데이터 구축 및 개방을 지원하는 사업으로, 울산시는 울산정보산업진흥원과 공동으로 '드론 활용 자율주행 비행 영상 인공지능(AI) 데이터 구축사업'을 제안해 선정됐다. 울산시와 울산정보산업진흥원은..."
47,"타임소프트-KTNF, 고성능 AI 빅데이터 분석 어플라이언스 제품 협력",2020.06.24.,타임소프트의 인공지능(AI) 빅데이터 기반의 데이터 분석 기술과 KTNF의 서버 플랫폼 기술을 함께 결합해 국산 빅데이터 솔루션 시장에서 상호 보완적인 협력 체계를 양사가 구축키로 한 것이다. 양사는 이에 따라 대용량 빅데이터 분석 처리가 가능한 고성능 서버 기반의 인공지능(AI) 빅데이터 분석...
48,[AI 사피엔스 시대]'AI가 느낀다'...감성 이해·대응하는 'AEI',2020.06.30.,"사람과 인공지능(AI)의 상호작용은 날이 갈수록 발전하고 있다. 이용자에게 갖가지 맞춤형 편의를 제공해주는 것이 가능해졌다. 단순히 원하는 값이나 분석 결과를 제시해주는 것에서 벗어나 소통한다. 사람은 그 이후, '감성적인 상호작용'이 가능한 AI를 바라고 있다. 내 감정을 이해하고 반응하는..."
49,AI 면접도 준비하는데…얼어붙은 채용시장,2020.06.24.,"[김범수/대학교 4학년 : ""저의 장점은 항상 성실하고 맡은 임무에 최선을 다하는 것입니다.""] 곧이어 AI 즉 인공지능이 응답자의 말하는 속도와 표정은 적절한지 감정 전달이나 시선처리, 목소리 크기 등은 어떤지 분석한 결과를 내놓습니다. 컨설턴트는 이를 바탕으로 면접 시 개선할 점을 조언해 줍니다. [전은영..."
50,"삼성의 AI연구 책임질 리더, 미국서 모셔온 50대 AI석학",2020.06.26.,"삼성리서치 신임 소장 내정 삼성전자는 24일 AI(인공지능) 분야 석학인 승현준(세바스찬 승·54) 미국 프린스턴대학교 교수를 삼성전자 통합 연구조직인 삼성리서치 소장(사장)에 내정했다고 밝혔다. 삼성리서치는 삼성전자 완제품 부분 선행 연구개발(R&D) 조직이다. 승 소장은 앞으로 한국을 포함해, 13개..."
51,"한국전자통신연구원, 광주에 인공지능연구실 개소",2020.06.26.,광주 인공지능(AI) 중심 산업융합 집적단지 조성에 한국전자통신연구원(ETRI) 호남권연구센터가 본격적인 지원을 한다. 국가 지능화 종합 연구기관인 한국전자통신연구원은 광주 첨단에 위치한 호남권연구센터에서 26일 인공지능융합연구실 현판식을 개최했다. 호남권연구센터는 호남 광역경제권...
52,"ITX엠투엠 ""AI CCTV로 유럽 코로나 확산 막는다…美 유통 1위 기업 공급 논의...",2020.06.28.,ITX엠투엠이 포스트 코로나 시대에 필수로 부각되는 AI(인공지능) CCTV 사업 확대에 속도를 내고 있다. 30일 관련 업계에 따르면 ITX엠투엠은 미국 1위 유통기업의 자회사 슈퍼마켓과 AI CCTV인 '에이아이 박스'(AI BOX)를 설치를 논의 중이다. 또 유럽의 글로벌 가구 유통기업과도 협의하고 있다. 이는...
53,"“두뇌와 AI, 인간은 이제 2개의 뇌로 살아간다”",2020.06.25.,"앞으로 산업은 어떻게 진화할 것이며 인공지능(AI)과 빅데이터는 어떤 변화를 야기할까. 의료 산업의 디지털 혁신은 어디까지 진행된 상태이며, 디지털 플랫폼의 미래는 어떤 모습일까. 이처럼 묵직한 난제들에 답하는 책이 출간됐다. 강태진(68·사진) 서울대 교수가 내놓은 ‘써로게이트’(나녹)다. 1984년..."
54,[단독] 구글 AI스피커 '네스트 허브'…내달 국내 출시,2020.06.24.,"구글이 2년여만에 국내에 새로운 AI(인공지능) 스피커 '네스트 허브'를 출시한다. 2018년 구글 홈에 이은 두 번째 제품이다. 29일 관련업계에 따르면, 구글은 내달 초 7인치 디스플레이 탑재한 AI 스피커 네스트 허브를 국내에 내놓는다. 지난해 2월 국내 전파인증도 마친 상태다. 이 제품은 처음에 ‘구글 홈..."
55,[구광모號 2년]‘로봇·AI’ 40대 총수가 찜한 LG 신사업,2020.06.24.,구 회장은 2018년 6월29일 취임 직후 불필요한 사업을 정리하고 인공지능(AI)과 로봇 등 차세대 사업에 힘을 싣는 움직임을 보였다. 29일 재계 관측을 종합하면 구 회장의 LG그룹은 실용주의에 바탕을 둔 고객 최우선 미래 사업에 집중하고 있다. 구 회장은 취임 후 첫 현장 방문지로 선택한 서울시 마곡...
56,"[ET단상]한국판 뉴딜 성공열쇠, AI 연관산업",2020.06.25.,"이를 위해서는 인공지능(AI)을 전 산업에 융합해 지능화하는 AI 연관산업을 육성해야 한다. 시장조사기관 가트너에 따르면 AI 연관산업의 세계 시장은 2022년 기준 3조9230억달러 규모로 성장할 것이 전망된다. AI 시장 규모와 비교하면 약 40배 큰 시장으로, 우리가 반드시 육성해야 할 산업이다. AI+X..."
57,인공지능 이용해 노후 건축물 위험도 진단한다,2020.06.25.,"기계연, 시설물 재난 안전 관리시스템 개발 추진 한국기계연구원은 한형석 책임연구원 연구팀이 텔코코리아이에스, 한국지진안전기술원과 공동으로 '인공지능(AI)과 사물인터넷(IoT) 센서를 활용한 시설물 재난 안전 관리시스템 개발'에 나선다고 25일 밝혔다. 인공지능 기술을 이용해 공사 현장의 건축물, 노후..."
58,[기고] AI 기술로 공장 운영의 민첩성을 향상시키는 4가지 방법,2020.06.29.,"인공지능(AI) 기술은 뉴 노멀(New normal) 시대에 이러한 과제를 해결하기 위한 주요한 기술로 떠오르고 있다. 제조업계는 모든 것이 불확실한 현재 상황에서 비즈니스 연속성과 민첩성을 유지하기 위해 AI 기술을 활용한 예측, 자동화, 원격 근무 등을 고려하고 있다. 전 세계 제조업체의 성공사례를 기반으로..."
59,AI 단 전자정부… 찾아가는 맞춤서비스로 진화,2020.06.25.,그동안 국민이 각각의 공공 서비스를 찾아가던 방식에서 AI(인공지능)를 이용해 정부가 국민을 찾아가는 개인맞춤 서비스로 바뀐다. 지난 24일 전자정부의 날을 기념해 '디지털 정부혁신'을 천명한 정부가 이를 골자로 한 '국민비서' 프로젝트를 8월부터 시작한다. 29일 관련기관에 따르면 행정안전부는...
60,AI 면접도 준비하는데…얼어붙은 ‘채용 시장’,2020.06.25.,"[김범수/대학교 4학년 : ""저의 장점은 항상 성실하고 맡은 임무에 최선을 다하는 것입니다.""] 곧이어 AI 즉 인공지능이 응답자의 말하는 속도와 표정은 적절한지 감정 전달이나 시선처리, 목소리 크기 등은 어떤지 분석한 결과를 내놓습니다. 컨설턴트는 이를 바탕으로 면접 시 개선할 점을 조언해줍니다. [전은영..."
61,"보령제약, 파미노젠과 인공지능(AI) 신약개발 '맞손'",2020.06.30.,보령제약(003850)은 인공지능(AI) 딥러닝 기반 신약개발 전문기업인 ‘파미노젠’과 신약개발 공동연구 협약을 체결했다고 25일 밝혔다. 보령제약은 파미노젠 자료와 기술을 활용해 여러 신약 후보물질을 도출할 계획이다. 파미노젠은 약 200억건의 화합물 구조와 약 16만건의 약물표적 단백질에 대한...
62,"이글루시큐리티, AI·SIEM 관련 특허 4건 취득",2020.06.30.,이글루시큐리티(대표 이득춘)는 사용자가 의미 있는 보안 정보를 직관적으로 인지하고 고도화된 위협에 기민하게 대응할 수 있게 지원하는 4건의 SIEM(통합보안관제)ㆍAI(인공지능) 특허 기술을 취득했다고 30일 밝혔다. 4건의 특허는 보안관제 담당자들이 고위험군 이벤트들을 보다 빠르고 정확하게...
