,제목,날짜,본문
10,"KT, 2세대 AI 호텔로봇 선봬…""객실서비스 속도 빠르게""",2020.04.30.,"김채희 KT 인공지능(AI)·빅데이터(BigData)사업본부장은 “KT는 인공지능(AI)로봇을 식음료, 오피스 등 다양한 분야에 적용해 고객들의 생활을 더욱 편리하게 만들겠다”고 말했다. 한편, KT는 지난해 12월 국내 최초 AI 호텔인 노보텔 앰배서더 동대문에 기가지니 호텔로봇을 선보였다. 투숙객은 지난..."
11,"과기부, 5세대(5G)·인공지능(AI) 접목한 드론서비스 개발",2020.04.30.,"미래 글로벌 드론서비스 시장 선점을 위해 드론과 5세대(5G) 이동통신, 인공지능(AI), 빅데이터 등 첨단 정보통신기술(ICT)을 융합한 새로운 드론서비스를 개발, 실증하는 사업이 본격 추진된다. 과학기술정보통신부는 DNA+드론 기술개발사업(총 480억원) 선정평가 결과, 한국전자통신연구원(ETRI) 주관..."
12,"인공지능 CCTV, 범죄 자동감지해 신속 대응",2020.04.28.,오는 6월부터 서울 은평구 골목 곳곳에 인공지능(AI) CCTV가 새로 설치된다. 이 CCTV는 AI 딥러닝 기술을 기반으로 범죄 등 이상상황을 자동으로 감지해 관제실에 알려 신속대응이 가능하다. 양천구에는 어린이보호구역 내 과속 및 안전 위반차량을 LED전광판으로 보여주고 과태료까지 한꺼번에 부과하는 ‘스마트...
13,"정부, 5G·AI 접목한 드론서비스 개발에 480억 투자",2020.04.28.,"미래 글로벌 드론서비스 시장 선점을 위해 드론과 5세대(5G) 이동통신, 인공지능(AI), 빅데이터 등 첨단 정보통신기술(ICT)을 융합한 새로운 드론서비스를 개발, 실증하는 사업이 본격 추진된다. 과학기술정보통신부는 DNA+드론 기술개발사업(총 480억원) 선정평가 결과, 한국전자통신연구원(ETRI) 주관..."
14,AI 의료기기 등 심사기간 단축…내국인 국내 공유숙박도 허용,2020.04.28.,빅데이터·인공지능(AI)·헬스케어 등 10대 산업 분야에서 65개 규제 혁신 과제를 올해와 내년에 해결하겠다고 했다. 현 정부 들어 발표한 규제 대책 중에선 가장 범위가 넓고 체계적이란 평가가 나온다. 규제 혁신을 더 미뤘다가는 경제의 V자 반등은 고사하고 L자형 장기 불황에 빠질지 모른다는 판단에 따른...
15,[AI 스페셜리포트]<3>인공지능은 인격체인가,2020.04.28.,엑사비트 코퍼레이션(Exabit Corporation)이 소유한 'BINA48'은 자율성과 공감능력을 지니고 고객 상담 업무를 담당하는 인공지능(AI) 컴퓨터다. BINA48은 점검을 위해 전기 공급을 중단하려 하자 몇몇 변호사에게 자신의 생명을 구해달라는 메일을 보냈다. 한 변호사가 이를 받아들여 BINA48을 대리해 전기 공급...
16,"동서발전, AI로 '언택트 인턴 채용' 100명 선발 예정",2020.04.28.,"한국동서발전은 코로나19 확산에 따른 청년 미취업자 고용 개선을 위해 체험형 인턴 100명을 인공지능(AI) 전형을 통해 비대면으로 채용한다고 28일 밝혔다. 접수는 다음 달 8일부터 25일까지 동서발전 홈페이지에서 이뤄지며, 서류심사와 면접 전형을 거쳐 7월13일부터 약 5개월 간 동서발전에서 근무하게 될..."
17,"자율주행 중장비·AI로 안전관리, 건설현장도 ‘디지털 플랫폼’ 시대로",2020.04.28.,"김윤순 진흥원 기획1그룹장은 “해외에서는 인공지능(AI)이나 빅데이터를 다루는 건설 엔지니어가 동경의 대상인데, 한국은 여전히 전통적인 일자리에 머물러 있다”며 “정부, 대학, 건설사가 함께 스마트 건설 기술을 상용화하는 것은 이번이 처음”이라고 말했다. 전 세계적으로 디지털 기술은..."
18,"4차위, B학점...실행력 높이고 AI 백년대계 짜야",2020.04.29.,"아울러 독자 여러분의 많은 성원 부탁드립니다.[편집자주] ①4차산업혁명위원회...""실행력 키우고 AI 백년대계 마련해야""(B학점) “인공지능(AI) 기술에 대한 국가 정책과 전략을 집중 추진할 전담기구가 필요하다.” 지난 21대 국회의원 선거에서 여당인 더불어민주당이 내놓은 ICT 공약 가운데 한 대목이다. AI..."
19,"'여행 플랫폼' 트리플, AI 기반 여행 추천 시스템 도입",2020.04.29.,"여행 플랫폼 트리플은 인공지능(AI)과 빅데이터에 기반한 여행 준비 추천 시스템 ‘조이’와 사용자 커뮤니티 서비스 ‘라운지’를 도입했다고 29일 밝혔다. 트리플은 빅데이터를 기반으로 해외 관광지와 맛집, 쇼핑 리스트 등 다양한 콘텐츠와 항공권, 호텔, 투어, 입장권 등 각종 여행상품을 맞춤 제공하는..."
20,"광주시, AI 기업유치 박차…AI 중심도시 건설",2020.04.29.,"광주시가 인공지능(AI) 중심도시 건설을 AI 기업 유치에 박차를 가한다. 시는 최근 AI중심도시 조성 및 생태계 구축을 위한 기업유치 드림 태스크포스(TF)팀을 구성해 적극적인 기업 지원으로 투자 유치에 힘을 쏟기로 했다고 30일 밝혔다. TF팀은 광주테크노파크, 광주정보문화산업진흥원, 한국전자통신연구원..."
21,"이스트소프트, 딥러닝 AI 콘퍼런스서 논문 발표",2020.04.29.,인공지능(AI) 서비스 기업 이스트소프트는 딥러닝 분야의 세계 최고 권위 콘퍼런스로 꼽히는 '표현학습국제학회(ICLR) 2020'에서 딥러닝 핵심기술에 대한 연구성과를 담은 논문을 발표했다고 29일 밝혔다. 올해로 8회째를 맞는 ICLR은 전세계 AI 콘퍼런스 중 가장 큰 규모를 자랑하는 학회다. 이번 콘퍼런스는...
22,인공지능 사운드 지원… 동영상촬영때 소음 구분,2020.04.29.,"또 ‘스테레오 스피커’와 ‘인공지능(AI) 사운드’를 지원해 영상 시청 몰입감을 극대화했다. ‘스테레오 스피커’는 사용자가 영상과 게임 등의 콘텐츠를 즐길 때 좌우 음량 밸런스를 맞춰 풍부한 사운드를 감상할 수 있도록 해주며, ‘AI 사운드’는 재생 중인 콘텐츠를 자동으로 분석해 최적의..."
23,"""AI로 신약 후보물질 찾는 시간 최고 90% 단축""",2020.04.28.,"강재우 고려대 컴퓨터학과 교수팀, 중증 신경질환 치료제 선도물질 10주만에 도출 국내 대학과 바이오벤처가 손잡고 인공지능(AI) 기술을 활용해 통상 1~2년 걸리던 신약 선도물질(임상 전 단계의 후보 약물)도출 시간을 10주로 최고 90% 단축하는데 성공했다. 강재우 고려대 컴퓨터학과 교수 연구팀은..."
24,"마인즈랩, '마음AI' 유료 구독계정 1000개 넘어...AI 보편화 목표",2020.04.28.,"마인즈랩(대표 유태준)은 음성, 시각, 언어 등 30여개의 최신 딥러닝 인공지능(AI) 엔진 기술을 사용할 수 있는 구독형 AI 서비스 '마음AI' 구독자 수(MAU)가 단기간 내 유료 구독계정 1000개를 돌파할 정도로 빠르게 확산한다고 밝혔다. 현재 마음AI 플랫폼에서는 클라우드 기반 회의록 자동정리 서비스..."
25,"정부, 'AI·IoT·바이오' 전문인력 육성 나선다",2020.04.28.,뉴데일리 신희강 기자 = 정부가 인공지능(AI)·사물인터넷(IoT)·바이오센서 등 차세대 시스템반도체 시장을 선도할 고급 융합전문인력 양성에 나선다. 28일 과학기술정보통신부에 따르면 국내 대학 소속 석박사생 대상으로 시스템반도체 고급 설계인력을 양성하는 사업을 추진한다. 이를 위해 서울대...
26,"""중고차 거래 더 쉬워진다"" SKT, 패스 앱서 AI 시세조회·매매",2020.04.28.,"SK텔레콤은 B2B 중고차량 거래플랫폼 카매니저, 핀테크 보안기업 아톤과의 협업을 통해 최근 6년 동안 거래 완료된 중고차 매물 시세를 빅데이터로 분석한 인공지능(AI) 모델을 ‘패스 자동차’에 적용했다. 이 AI 모델은 고객이 입력한 차량 색상, 사고 여부 등의 정보를 기반으로 견적을 산출하며, 실제 매매..."
27,[편집국에서]코로나와 인공지능(AI),2020.04.27.,"인공지능(AI)이 지구촌에 충격파를 던진 건 4년 전이다. 2016년3월, 출몰한 구글 딥마인드 AI ‘알파고’가 진원지다. 파장은 반상(盤上)에서부터 불거졌다. 당시, 이세돌 9단과 알파고의 대국(5번기)은 ‘인간 대 AI’의 충돌이란 점에서 국내외 스포트라이트를 몰고 왔다. 세계 바둑계 간판스타였던 이..."
28,"""코로나 이후 뜰 산업은…바이오·헬스케어·AI·원격교육""",2020.04.27.,"전경련, 증권사 리서치센터장 등 설문조사 신종 코로나바이러스 감염증(코로나19) 후에는 바이오·헬스케어와 원격교육 등 교육·사무, 인공지능 산업이 유망하다는 전망이 나왔다. 전국경제인연합회는 16∼22일 증권사 리서치센터장, 벤처캐피탈리스트 36명을 대상으로 포스트 코로나..."
29,"탱커펀드, AI가 찾아주는 인공지능 급매물 검색 플랫폼 ‘집집’ 정식서비스 ...",2020.04.27.,AI를 통한 부동산 시세 산정 서비스 및 대출자동화서비스를 개발하는 탱커펀드 주식회사(탱커펀드)가 AI가 찾아주는 인공지능 급매물 검색 플랫폼 ‘집집’을 출시했다고 30일 밝혔다. 탱커펀드에 따르면 '집집' 플랫폼은 인공지능이 산출한 부동산 시세를 기준으로 급매물이나 가격이 저렴한 매물만을...
30,"교보생명, AI 활용 언택트 서비스 강화한다",2020.04.27.,"교보생명이 카카오엔터프라이즈와 손잡고 인공지능(AI) 기반 언택트(비대면) 서비스 강화에 박차를 가한다고 27일 밝혔다. 이번 업무협약은 포스트 코로나에 대비한 디지털 교보 2020의 일환으로, AI 기술을 한 발 앞서 보험업무에 적용하고 비대면 고객 서비스를 활성화하기 위해 마련됐다. 교보생명은..."
31,"김해시, 한국전자통신연구원과 인공지능(AI) 기반 제조혁신 협약",2020.04.27.,경남 김해시가 인공지능(AI) 기반 첨단 제조혁신 실현을 위해 정부출연 연구기관인 한국전자통신연구원(ETRI)과 협력을 약속했다. 김해시는 27일 김해중소기업비즈니스센터에서 한국전자통신연구원(원장 김명준)과 상호 협력을 위한 업무협약(MOU)을 체결하고 ‘AI 제조혁신 김해연구실’을 개소했다. 양...
32,"광주광역시, 인공지능 기업 유치 속도 낸다",2020.04.27.,"이를 통해 국가보안연구소, IEEE의 AI표준연구원, 에너지인공지능연구소, 인포웍스 등과 업무협약을 체결했으며, 티맥스인공지능개발센터, 솔트룩스 광주AI센터가 광주에 센터를 설립·개소했다. 시는 이와 함께 불어 지역에 유치된 기업들과 협의체를 구성해 기업들이 지역에 안착할 수 있도록 맞춤형 컨설팅..."
33,中企 기술가치·기업평가에 AI 적용…대출·보증 '비대면' 확대,2020.04.27.,"중소기업 기술가치평가와 기업평가에 인공지능(AI)이 적용된다. 영업점 방문 없이도 가치평가부터 은행 대출, 최종 보증 약정 절차까지 비대면으로 업무 수행이 가능해진다. 중소벤처기업부와 기술보증기금은 27일 '디지털경제로의 대전환을 위한 4대 스마트화 과제'를 발표했다. 중소기업 관련 행정이..."
34,주거공간에 '사물인터넷+인공지능' 플랫폼 결합 '스마트홈'으로,2020.04.29.,"사물인터넷(IoT), 인공지능(AI) 등 4차산업혁명 주요 기술을 활용해 주거 공간을 보다 안전하게, 보다 편리하게 조성하려는 시도가 잇따르고 있다. 글로벌 시장조사기관 마켓앤마켓은 세계 스마트홈 시장 규모가 2015년 기준 460억 달러에서 2022년 1217억 달러로 3배 팽창할 것이란 전망도 내놓은 바 있다...."
35,"탱커펀드, 인공지능 급매물 검색 플랫폼 '집집' 출시",2020.04.29.,"탱커펀드가 AI가 찾아주는 인공지능 급매물 검색 플랫폼 '집집'을 출시했다고 29일 밝혔다. 탱커펀드의 '집집' 플랫폼은 인공지능이 산출한 부동산 시세를 기준으로 급매물이나 가격이 저렴한 매물만을 검색하여 이용자에게 제시하며, △매물 유형 △거래 유형 △지역 △매매가 △공급 면적 △출퇴근 시간..."
36,"건국대, 대학원에 AI학과 신설…융합형 실무 전문가 양성",2020.04.29.,건국대학교가 다음 학기부터 인공지능(AI) 분야와 다른 산업을 결합한 융합형 실무 전문가를 양성하기 위해 대학원에 '인공지능학과'를 신설한다. 건국대는 28일 응용가치와 사회적 수요가 높아지고 있는 인공지능 분야에서 인공지능과 응용분야 사이 간극을 메울 인재양성을 목표로 다음 학기부터...
37,"이글루시큐리티, AI 보안관제 특허 2건 취득",2020.04.28.,이글루시큐리티는 두 건의 특허기술을 인공지능(AI) 보안관제 솔루션 &apos;스파이더 TM AI 에디션&apos;에 적용할 계획이다. 이득춘 이글루시큐리티 대표는 “이글루시큐리티는 AI 보안관제 선도 기업으로써 보안관제의 효율성을 향상시킬 수 있는 기술 연구개발에 앞장서고 있다. 이번에 취득한 두 건의 특허...
38,인공지능(AI),2020.04.28.,"인공지능은 인간의 지능으로 할 수 있는 학습, 추론, 지각 따위의 기능을 컴퓨터 프로그램으로 실현한 기술이다. 초기엔 게임ㆍ바둑 등의 분야에 사용되는 정도였다. 최근엔 실생활에 응용하는 등 활용 분야가 크게 발전하며 4차 산업혁명의 핵심 요소로 떠올랐다. 신경망, 퍼지이론, 패턴 인식, 자연어 인식..."
39,"재능교육, 'AI 수학' 무료 서비스 기간 2개월 연장",2020.04.27.,재능교육은 초등학생 학습 프로그램인 '인공지능(AI) 수학'의 무료 서비스 기간을 올해 6월까지 연장한다고 28일 밝혔다. 재능 AI 수학은 초등학교 수학 전 과정을 다룬 에듀테크 기반 학습 프로그램으로 지난달 선보였다. 올 4월까지였던 무료 학습 서비스 기간을 이번에 2개월 더 연장했다. 온라인 개학과 같은...
40,AI로 실시간 질병 진단⋅감염경로 예측 조기경보 기술 5년내 실현된다,2020.04.28.,"과기정통부, 29일 온라인 포럼에서 공개… 국민·전문가 토론 거쳐 구체화 인공지능(AI)을 통해 실시간으로 질병을 진단하거나 감염경로를 예측하고 조기경보를 내리는 기술, 그리고 RNA 바이러스에 대항할 백신 기술 등이 5년내 국산 기술로 실용화된다. 과학기술정보통신부는 한국과학기술평가원(KISTEP)과..."
41,AI 활용해 신약개발 기간 단축 기술 개발,2020.04.30.,高大 강재우 교수팀 플랫폼 만들어 선도물질 도출기간 1년서 10주로 고려대 연구팀이 인공지능(AI)을 활용해 신약 개발 기간을 단축할 수 있는 기술 개발에 성공했다. 고려대는 “컴퓨터학과 강재우 교수(사진)팀이 AI 기술을 활용해 중증 신경질환 치료 선도물질(先導物質·질병을 제어할 수 있는 신약 후보...
42,"서울아산병원, '의료진 손위생' 인공지능(AI) 관리 가능",2020.04.27.,수술실에서 근무하는 의료진의 손위생 동작을 감지해 피드백을 제공하는 인공지능(AI) 시스템을 국내 연구진이 개발했다. 서울아산병원은 마취통증의학과 김성훈·조준영 교수와 의료영상지능실현연구실 김남국 교수팀이 수술실 카메라를 이용해 알코올 젤 기반 의료진 손위생 동작을 감지하는 AI...
43,"의료기기, 인공지능(AI) 활용 늘고 실버제품 확대",2020.04.27.,"식약처, 2019년 의료기기 허가 보고서 발간[보안뉴스 ] 식품의약품안전처는 지난해 2018년 대비 6.8% 증가한 총 8,269개 의료기기를 허가(인증·신고 포함)했다고 발표했다.전체적으로 △인공지능(AI) 기반 의료기기 증가 △위해도 높은 4등급 의료기기 국내 제조 비중 확대 △어르신들을 위한 실버 의료기기..."
44,[AI 사피엔스 시대]그림에서 문자를 판독...AI 핵심 기술 OCR,2020.04.27.,빛을 이용해 문자를 판독하는 광학 문자 인식(OCR) 기술이 인공 지능(AI) 핵심 기술로 떠올랐다. OCR는 AI 기술 중 '컴퓨터 비전 기술'의 일종이다. 지금껏 사람이 직접 문자를 보고 디지털 방식으로 입력했던 단순하고 반복적인 업무를 AI가 대신하는 기술이다. 정확도와 속도를 올리는 게 관건이다. OCR 기술은...
45,"나무기술, 광주시와 손잡고 AI 생태계 조성에 나선다",2020.04.28.,나무기술(대표 정철)이 광주광역시(시장 이용섭)와 인공지능(AI) 데이터센터 생태계 조성에 나선다. 나무기술과 광주시는 광주형 AI 비즈니스 기반 조성을 위한 업무협약을 체결했다. 이번 업무협약으로 나무기술은 가상화를 비롯한 클라우드 기술개발 경험을 바탕으로 광주에 AI에 특화된...
46,AI교육 거점으로 뜨는 '영남대 경북빅데이터센터',2020.04.23.,영남대학교 경북빅데이터센터가 인공지능(AI) 교육 지역 거점기관으로 부상한다. 경북빅데이터센터가 정보통신산업진흥원(NIPA)에서 지원하는 ‘2020년 지역거점 AI 교육 운영사업’에 선정됐기 때문이다. 29일 영남대에 따르면 이번 AI 교육 운영사업은 강릉과학산업진흥원을 주관기관으로...
47,"[AI기업] 제이엘케이 ""의료AI 선도 3년내 유니콘으로 도약""",2020.04.29.,"3년안에 유니콘(기업가치 1조원 이상인 기업)으로 우뚝 서겠습니다."" 29일 김동민 제이엘케이인스펙션(JLK, 이하 제이엘케이) 대표는 ""해외에서는 우리를 한국 인공지능(AI)계 GE라 부른다""며 이 같이 밝혔다. 2014년 2월 설립된 제이엘케이는 국내 대표적 의료 인공지능 업체다. 의료AI업체로는..."
48,“AI·빅데이터 접목” 디지털정부로,2020.04.23.,"정부가 인공지능(AI), 빅데이터 등 4차 산업혁명 신기술을 행정에 접목해 디지털정부로 대전환을 꾀한다. 행정안전부는 28일 기존의 공급자·시스템 위주의 전자정부국을 수요자·서비스 중심의 디지털정부국으로 개편한다고 27일 밝혔다. 먼저 정보기반보호정책관을 공공데이터정책관으로 전환하고 그 아래에..."
49,"전문 스피커야? 인공지능 스피커야? …하만, AI 스피커 2종 출시",2020.04.24.,삼성전자 자회사 하만의 블루투스 스피커 브랜드 JBL이 AI(인공지능) 기능을 겸비한 홈 인테리어 스피커 2종을 출시했다고 27일 밝혔다. 이번에 출시한 제품은 '링크 포터블'과 '링크 뮤직'이다. 제품은 구글 AI 음성비서인 구글 어시스턴트를 기본 탑재해 음성 명령만으로 스피커를 제어할 수 있다. 예컨대...
50,부동산 관련 서비스에 인공지능 더해져,2020.04.24.,"인공지능(AI)이 나에게 적합한 집을 추천하고, 직접 방문하지 않더라도 가상현실을 통해 스마트폰으로 집 구석구석을 살펴보고, 블록체인을 사용하여 인터넷으로 계약서를 작성하며, 사물인터넷(IoT)과 드론을 통해 집을 관리할 수 있도록 하는 것이 대표적이다. 해외는 미국과 영국을 중심으로 2006년부터..."
51,"블라인드·AI채용 준비는 하지만...""부담된다"" 70.7%",2020.04.28.,"‘신개념’ 채용방식인 블라인드·인공지능(AI) 채용과 관련해 “준비하고 있다”고 답한 취업준비생들이 절반 내외였지만 새로운 채용 방식에 “부담을 느낀다”고 답한 비율이 70.7%에 달했다. 취업포털 잡코리아가 취업준비생 1,001명을 대상으로 조사한 결과 “AI채용을 준비한다”고 응답한 비율은 40...."
52,"""교수도 AI회사 취직, 내국인도 에어비앤비서 숙박"" 65개 규제 없앤다",2020.04.28.,"앞으로 교수의 인공지능(AI) 기업 겸직이 허용된다. 신용카드사의 빅데이터 활용 사업이 가능해지고, 자율주행차의 사고조사체계가 구축된다. 혁신형 의료기기 우선심사제도가 도입되며 유전자검사 범위가 확대된다. 도심지역 내국인 숙박이 허용되고, 전자상거래 수출 신고항목이 대폭 축소된다. ■규제..."
53,"충북대, 국내 인공지능 반도체 기술력 함께 개발한다",2020.04.28.,충북대학교(총장 김수갑)가 인공지능(AI) 반도체의 세계 최고 기술력 확보를 위한 기술 개발에 협력한다. 충북대 전자정보대학은 과학기술정보통신부가 AI 반도체 1등 국가 도약을 위해 진행하는 '차세대 지능형반도체 기술개발 사업'의 신규과제 수행기관으로 선정돼 AI반도체 개발에 선두에 서서...
54,"창원시, 인공지능 기반 스마트헬스케어 국가공모사업 선정",2020.04.28.,"‘사물인터넷 제품·서비스 검증·확산 사업’은 사물인터넷을 통해 축적한 데이터를 인공지능(AI), 빅데이터 등 ICT 유망 기술로 융합·활용해 기업과 산업의 효율성을 제고하고, 고령화 문제 경감 등 국민이 체감 가능한 편익을 창출하기 위한 사업이다.창원시는 한국전기연구원(KERI)·삼성창원병원·이엠텍..."
55,"""AI로 은행원 3만명 대체""…日 3대은행 감원태풍 분다",2020.04.28.,일본 3대 은행이 업무에 인공지능(AI)을 도입하면서 직원 3만2000명을 줄이기로 했다. 또 지점을 절반 가까이 폐쇄하는 등 구조조정에 속도를 내고 있다. 장기간 초저금리로 은행 수익성이 나빠진 데다 핀테크에 적극 대처하지 않으면 살아남기 어렵다는 위기감이 커지고 있어서다. 일본 최대 은행인...
56,'AI 뷰티' 뜬다,2020.04.28.,인공지능(AI)이 내 얼굴을 분석해 맞춤 화장품을 추천해주고 화장법까지 알려주며 화장품 성분도 내 피부에 꼭 맞게 개발할 수 있는 시대가 도래했다. 24일 업계에 따르면 AI와 뷰티를 결합한 스타트업으로 투자가 이어지고 해외에서도 러브콜이 울리고 있다. 네이버의 기업형 액셀러레이터 D2SFD2 스타트업...
57,"KISA, AI기반 직무평가·스마트독서실 지원 나선다",2020.04.22.,"최영준 한국인터넷진흥원(KISA) 인터넷기반조성팀장이 지난 24일 온라인을 통해 웹 기반 선도 서비스 발굴에 대해 설명하고 있다.(사진=한국인터넷진흥원 이슈앤톡 온라인 화면 캡처)[이데일리 이후섭 기자] 한국인터넷진흥원(KISA)은 `포스트 코로나` 시대에 대응하기 위해 인공지능(AI)기반의 채용, 스마트..."
58,"걸스인텍, 'AI시대를 맞이하는 슬기로운 자세' 웨비나 성료",2020.04.22.,현 케라스 코리아 운영진이자 마이크로소프트 AI MVP인 전미정 연사와 걸스인텍이 함께 한 이번 세션은 총 289명의 행사 신청자들에게 ▲인공지능 기술 이해 ▲AI 기술이 가져올 미래 변화에 대한 인사이트 ▲AI 기술의 활용 사례에 대한 구체적인 내용들을 전달했다. 웨비나 세션 이후 대다수의 참석자들은...
59,"트리플, ""인공지능으로 취향에 맞는 여행지 추천""",2020.04.29.,"사진=트리플여행 플랫폼 트리플은 인공지능(AI)과 빅데이터에 기반한 여행 준비 추천 시스템 조이와 사용자 커뮤니티 서비스 라운지를 도입했다고 29일 밝혔다.조이 사용자가 여행 계획과 스타일을 알려주면 AI가 기존 여행자들의 빅데이터를 분석해 개별 여행 스타일에 맞는 장소, 호텔, 일정, 투어?액티비티 등..."
60,AI 의료기기 지난해 대비 2배 증가,2020.04.29.,인공지능(AI)을 활용한 의료기기가 크게 늘고 있는 것으로 나타났다. 지난 2017년 0건이던 AI의료기기 허가건 수가 2018년 4건에서 지난해에는 10건으로 늘었다. 이 기간 동안 바이오ㆍIT 기술을 접목한 첨단의료기기 허가는 연평균 19.3% 증가했다. 식품의약품안전처(처장 이의경)는 전체 의료기기...
61,킥보드 보관소·AI CCTV·스마트 횡단보도 도입…강동·양천·은평구,2020.04.29.,은평구에는 인공지능(AI) 딥러닝 기술을 기반으로 폐쇄회로(CCTV) 208대의 영상을 분석해 범죄 등으로 의심되는 이상 징후를 자동 감지해 알려주는 시스템이 도입됩니다. 강동구에는 전동킥보드 등 개인이동수단을 잠시 보관하고 충전할 수 있는 스마트 보관소가 10곳에 설치됩니다. 또 양천구에는...
62,"마인즈랩, '마음AI' 유료 구독계정 1000개 넘어...AI 보편화 목표",2020.04.29.,"마인즈랩(대표 유태준)은 음성, 시각, 언어 등 30여개의 최신 딥러닝 인공지능(AI) 엔진 기술을 사용할 수 있는 구독형 AI 서비스 '마음AI' 구독자 수(MAU)가 단기간 내 유료 구독계정 1000개를 돌파할 정도로 빠르게 확산한다고 밝혔다. 현재 마음AI 플랫폼에서는 클라우드 기반 회의록 자동정리 서비스..."
