,제목,날짜,본문
10,"서천군, 광주 인공지능산업융합사업단과 '보안산업-AI 협약'",2022.09.29.,"충남 서천군은 광주 인공지능산업융합사업단과 '보안산업-인공지능(AI) 산업발전' 업무협약을 맺었다고 29일 밝혔다. 두 기관은 국가 보안산업(서천)·인공지능(광주) 연계 인프라 조성, 기술개발 및 실증, 전문인력 양성 등 상호 산업발전과 융합 활성화 협력·지원, 네트워크 구축 및 정책 발굴, 유망기업 발굴을..."
11,"AI 국내외 최신 기술 공개…UNIST, 인공지능 전문학술대회 개최",2022.09.29.,기사내용 요약 10월 6일 대학본부 대강당서 UNIST(울산과학기술원)가 인공지능(AI) 기술 개발과 혁신인재 양성을 위해 전문 학술대회를 개최한다. UNIST는 10월 6일 대학본부 대강당에서 '2022 UNIST 인공지능기술 공개 워크숍(2022 UNIST AI Technology Open Workshop)'행사를 연다고 29일 밝혔다. 오전 9시...
12,"과기정통부·산업부, PIM인공지능반도체 사업단 출범",2022.09.29.,"출범식에는 정덕균 서울대 교수와 박영준 인공지능(AI)반도체포럼 의장, 이윤식 반도체공학회장, 오윤제 PIM인공지능반도체 사업단장, 김형준 차세대지능형반도체 사업단장 등 국내 인공지능반도체 분야 전문가들이 참석했다. 정부 및 사업 전담기관에서는 송상훈 과기정통부 정보통신정책관..."
13,"""AI·빅데이터로 우주전파재난 대응""…정부, 우주전파환경 통합정보시스템 개...",2022.09.30.,기사내용 요약 디지털 플랫폼 'SWTIS' 개발 완료…산·학·연·국민에 데이터 무료 제공 AI(인공지능)과 빅데이터 기술을 활용해 우주전파로 인한 재난을 자동화된 시스템으로 대응할 수 있는 플랫폼이 마련됐다. 정부는 우주전파환경을 분석·예측하고 이같은 데이터를 민간에도 제공해 적극적으로 활용할 수...
14,"SKT ""AI 돌봄서비스로 2년간 500회 넘게 독거노인 심리상담""",2022.09.28.,"SK텔레콤은 사회적기업 행복커넥트와 함께 2019년부터 사회취약계층을 위해 운용하는 '인공지능(AI) 돌봄' 서비스를 통해 지난 2년간 약 500여 회 독거노인 심리 상담을 진행했다고 30일 밝혔다. 상담을 받은 노인은 126명으로, 1인당 4회 상담을 진행한 셈이라고 SKT는 설명했다. 'AI 돌봄' 심리상담은..."
15,"엔씨소프트, 디지털 휴먼 경쟁력 확보…노래하는 AI 개발",2022.09.28.,엔씨소프트가 인공지능(AI) 음성 합성 분야에서 성과를 내고 있다. 꾸준한 인수합병(R&D)과 기술 개발을 통해 기술 경쟁력을 확보하고 있다는 평가다. 사운드와 비주얼 투자를 통해 향후 디지털 휴먼 기술 역량을 확보하고 있는 것으로 보인다. 30일 게임 업계에 따르면 엔씨소프트는 최근 AI 센터 내 스피치 AI...
16,"홍익대, 'AI·실감미디어콘텐츠학 석·박사 과정' 신입생 모집",2022.09.30.,"홍익대학교 관계자는 ""본 학과는 4차 산업의 핵심기술인 인공지능(AI), 메타버스, 실감 기술을 기반으로 예술과 융합된 초 경험 콘텐츠를 개발하여, 대한민국의 新시장을 창출하고 세계에 K-콘텐츠, K-아트를 확산하기 위한 최첨단 학문으로 자리매김할 것""이라며 ""특히 메타버스와 AI기술개발에 필요한 R..."
17,"尹 ""광주, AI도시 도약 준비 마친 곳…韓실리콘밸리 되도록 지원""(종합2보)",2022.09.30.,"기사내용 요약 ""AI로 혼자 계신 어른들 일상 더욱 세심하게 챙길 것"" ""디지털 정부서 가장 중요한 건 클라우드와 인공지능"" AI 업계 관계자들 ""정부, 더 적극적으로 규제개선 나서야"" [서울=뉴시스] 김지훈 양소리 기자 = 윤석열 대통령은 28일 오전 광주광역시를 찾아 ""광주는 일찌감치 인공지능(AI) 대표도시로서..."
18,"영등포구, 경찰 AI 데이터 활용…""주거침입 절도 47% 줄어""",2022.09.28.,"범죄 위험도 예측·분석 시스템은 인구, CCTV 등 공공데이터와 범죄 발생 건수, 신고 내용 등 치안 데이터를 인공지능(AI)으로 분석한 뒤 일정 구역의 시간대별 위험도 등급을 예측해 표시하는 것이다. 구는 지난해 영등포경찰서와 협력해 이 시스템 분석 결과를 바탕으로 위험도가 높은 일부 동에 LED..."
19,"尹대통령 ""AI 경쟁력 세계 3위로""…디지털전략 발표",2022.09.28.,"윤석열 대통령은 28일 ""글로벌 인공지능(AI) 경쟁력을 세계 3위 수준으로 끌어올리고, 데이터 시장 규모를 지금보다 2배인 50조 원 이상으로 확대하겠다""고 밝혔다. 윤 대통령은 이날 오전 광주 김대중컨벤션센터에서 제8차 비상경제민생회의를 열고 ""디지털을 기반으로 '다시 도약하는 대한민국'을 만들겠다""며..."
20,[AICON 광주 2022]AI 사업화·창업 성공사례 '눈길'…사흘 열전 성황리 폐막,2022.09.28.,글로벌 인공지능(AI) 콘퍼런스 'AICON 광주 2022' 사흘째이자 마지막날인 30일 광주 김대중컨벤션센터에서는 AI 반도체와 데이터 플랫폼 트렌드 등이 소개됐다. 특히 AI 관련 기업을 운영하는 스타트업 관계자들이 연사로 나서 서비스 사업화 및 창업 성공사례를 발표해 대학생 등 참석자들의 높은 관심을...
21,"마인즈랩, AI시스템 'maum.ai' 1.0 오픈",2022.09.28.,"또한 'maum.ai' 시스템 기반의 인공지능 생태계 프로그램인 '에코마인즈'(EcoMINDs) 2.0도 공개된다. 유태준 대표는 ""마인즈랩은 단순한 AI기술 몇 가지로 사업을 이어가는 기업이 아닌, 8년 여의 연구개발(R&D) 성과를 집적해 23개 모듈로 구성된 'maum.ai' 시스템을 개발한 기업""이라고 강조했다. 이날 그랜드 오픈..."
22,초·중 SW 수업시간 2배 늘리고…AI 반도체에 4년간 1兆 투입한다,2022.09.28.,"이를 위해 내년부터 인공지능(AI), AI 반도체, 5·6세대(5·6G) 이동통신, 양자, 메타버스, 사이버보안 등 6대 혁신 기술 분야에 대한 연구개발(R&D)에 집중적으로 투자한다. 우수 연구 성과에 대해선 국내 시장에 선도적으로 적용해 신속한 안착과 확산도 지원한다. 디지털 자원도 적극적으로 확보한다. 2026년까지..."
23,"유광하 건대병원장 ""의료진 연구 역량 강화…AI 진료시스템 도입""",2022.09.30.,"또한 신규 환자 외래 방문시 인공지능(AI) 진료시스템이 환자에게 질문을 하고 이를 바탕으로 AI가 문진 결과를 작성하는 시스템을 도입하기로 했다. 연내 이비인후과와 두경부외과에서 먼저 시작할 예정이다. 아울러 내년 6월까지 건국대병원 5층에 음압격리병실 12실을 구성하고, 장기적으로 응급의학센터와..."
24,유튜버 되고 싶은데 얼굴 공개는 싫어…AI가 또 다른 날 만들어준다,2022.09.30.,인공지능(AI) 스타트업 라이언로켓이 가상 얼굴 앱 '베리미(VeryMe)' 서비스를 베타 출시한다고 30일 밝혔다. 베리미는 실제 사용자 얼굴을 기반으로 단 하나 뿐인 나만의 가상 얼굴을 만들고 활용할 수 있는 서비스다. 누구나 자유롭게 다양한 모습의 '나'를 표현할 수 있는 세상을 꿈꾼다는 의미에서 베리미라는...
25,"아토피 중증도 AI가 예측…케어마인드, '아토닥' 출시",2022.09.30.,디지털 헬스케어 스타트업 케어마인드는 인공지능(AI) 기반 아토피 중증도 예측 서비스 '아토닥'을 출시했다고 29일 밝혔다. 아토피 피부염은 재발과 지속을 반복하는 만성 피부 면역 질환이다. 국내 환자는 약 100만명에 달한다. 20세 이상 성인 환자는 점차 증가추세다. 아토닥은 성인 중증 아토피 환자에...
26,인공지능 특화 'AI TECH+' 개막…최신 제품·기술 전시,2022.09.30.,"인공지능(AI) 대표도시를 지향하는 광주에서 AI 제품과 기술 동향을 살필 수 있는 전시회 'AI TECH+'가 28일 김대중컨벤션센터에서 개막했다. 올해 처음 열리는 AI TECH+에서는 기업, 연구기관 등이 참여해 30일까지 AI 연구개발 성과, 제품, 기술을 선보인다. Things(사물), Environment(환경), Convergence(융합)..."
27,"GC지놈, ESMO에서 딥러닝 AI 기반 암 조기 진단 연구 발표",2022.09.30.,"GC지놈은 지난 9~13일(현지시간) 프랑스 파리에서 열린 유럽종양학회(ESMO 2022)에 참가해 딥러닝 기반 인공지능(AI)을 활용한 암 조기 진단 연구 결과를 발표했다고 30일 밝혔다. 올해로 48회를 맞이한 유럽종양학회는 미국임상종양학회(ASCO), 미국암학회(AACR)와 함께 세계 3대 암 학회로..."
28,"인텔리시스, 굿라이프랩과 웰니스 AI 개발 업무협약",2022.09.30.,"이번 업무 협약으로 양 사는 인텔리시스의 첨단 인공지능(AI) 기술과 굿라이프랩의 웰니스 진단 및 케어 노하우를 접목해, 인공지능이 사람의 정서적인 감정인 웰니스를 진단하고 케어하는 ‘웰니스 AI’를 개발할 계획이다. 인텔리시스는 시각 지능, 자연어 처리, 추천 기술 분야의 선도 연구자인 서울대..."
29,“AI 세계 3대 강국으로…디지털 인재 100만명 육성”,2022.09.30.,"윤 대통령은 “글로벌 인공지능(AI) 경쟁력을 세계 3위 수준으로 끌어올리고, 데이터 시장 규모를 지금보다 2배인 50조 원 이상으로 확대하겠다”고 강조했다. 우선 정부는 혁신을 저해하는 규제와 갈등 조정 방안을 발표했다. 정부 규제혁신 거버넌스와 연계해 민간주도로 디지털 신산업(플랫폼, 메타버스 등)..."
30,‘로보캅’ 현실 되나… 웨어러블 장비·AI로 무장한 경찰관 탄생한다,2022.09.28.,경찰이 웨어러블 장비를 갖추고 인공지능(AI) 기술을 활용해 범인을 잡아내는 경찰관을 현실화하겠다는 목표를 세웠다. 경찰청은 29일 서울 서대문구 미근동 경찰청에서 ‘경찰 미래비전 2050′을 발표했다. 미래비전 2050은 AI·빅데이터 등 첨단 과학기술을 경찰 전 분야에 활용하는 ‘과학치안’을 통해...
31,국방 인공지능 경진대회 첫 개최,2022.09.30.,"국방부와 과학기술정보통신부는 첨단과학기술 기반 군 건설에 필요한 장병 인공지능(AI)·소프트웨어(SW) 역량강화를 위해 '제1회 국방 인공지능 경진대회(MAICON·마이콘)를 연다고 28일 밝혔다. 두 부처가 협업으로 추진 중인 '군 장병 인공지능(AI), 소프트웨어(SW) 역량강화 사업'의 하나로 추진하는 대회다...."
32,"뷰노, AI 기반 안저 판독 솔루션 싱가포르 의료기기 인증",2022.09.29.,"뷰노는 인공지능(AI) 기반 안저 판독 솔루션 ‘뷰노메드 펀더스 AI’가 싱가포르 보건과학청(HSA)으로부터 의료기기 인증을 획득했다고 29일 밝혔다. 뷰노메드 펀더스 AI는 안구 속 뒷부분인 안저의 영상을 분석한다. 당뇨망막병증, 황반병성, 녹내장 등 주요 망막질환 진단에 필수적인 주요 소견 및 병변의..."
33,"알리코제약, 바스젠바이오와 업무협약…""AI 기반 개량신약 개발""",2022.09.29.,성재준 바이오전문기자 = 제약 기반 헬스케어 특화기업 알리코제약은 지난 28일 인공지능(AI) 기반 바이오 빅데이터 기업 바스젠바이오와 전략적 업무협약(MOU)을 맺었다고 29일 밝혔다. 양사는 차별화된 제네릭 개발과 약물전달시스템(DDS) 기술을 접목한 플랫폼 기술과 복합개량신약 개발을 위해 협력하기로...
34,순찰드론 띄우고 AI가 범죄분석…'경찰 미래비전 2050' 발표,2022.09.29.,초연결 사회가 되면서 치안 영역이 국경은 물론 온·오프라인을 넘어 확대되고 있어 미래치안 대비를 위해 인공지능(AI)과 빅데이터 등 첨단 과학기술을 경찰 업무 전 분야에 접목해 활용한다는 복안이다. 윤희근 경찰청장이 29일 경찰청에서 열린 ‘경찰 미래비전 2050’ 발표식에서 인사말을 하고 있다.(사진...
35,"대웅제약, 에이조스바이오와 AI 기반 항암 신약 공동연구",2022.09.28.,"""연구 기간 대폭 단축, 항암 신약 개발 성공 가능성 제고 기대"" 대웅제약은 에이조스바이오와 인공지능(AI)을 활용해 항암 신약을 공동 연구하는 계약을 체결했다고 28일 밝혔다. 에이조스바이오는 AI 신약 개발 기업으로, 특정 표적에 대한 화합물의 활성을 예측해 유효한 후보물질을 신속하고 정확하게..."
36,"삼성·현대차 스카우트 제안도 거절…AI 고급인력 ""한국 매력 없다""",2022.09.28.,실리콘밸리 빅테크 인공지능(AI) 부서에서 경력을 쌓은 한국인 엔지니어 A씨는 최근 국내 모빌리티 기업의 이직 제안을 거절했다. 연봉 인상에 전무급 대우도 약속받았지만 마음이 영 내키지 않았다. A씨는 “한국 기업의 AI 사업은 여전히 불확실해 보인다”고 말했다. 3년 전 미국 아이비리그에서...
37,"""인공지능 편향 극복해야...젠더혁신 반영 시급""",2022.09.28.,"""인공지능(AI) 등 새로운 기술 개발에 있어 자칫 사회적 편견을 강화할 수 있는 위험들이 내재될 수 있습니다. 개발 과정에서 사람에게 내재된 편견이나 차별이 상품이나 서비스에 영향을 미치지 않도록 기술 개발에서부터 성별이나 민족, 나이 등 다양한 부분들을 고려할 필요가 있습니다."" 데이비드..."
38,"尹대통령 ""AI 경쟁력 세계 3위·데이터 시장 2배 확대""",2022.09.28.,"윤석열 대통령이 인공지능(AI) 분야 경쟁력을 세계 3위 수준으로 끌어올리고, 데이터 시장 규모를 지금보다 2배인 50조원 이상으로 확대하겠다는 목표를 제시했다. 이를 발판으로 한국을 디지털 강국으로 도약시키겠다는 전략이다. 윤 대통령은 28일 광주 김대중컨벤션센터에서 제8차 비상경제민생회의를..."
39,"팀뷰어-현대차, 인공지능 기반 증강현실 플랫폼 등 스마트팩토리 DX가속 파트...",2022.09.29.,"현대자동차그룹 싱가포르 글로벌 혁신센터는 전기차 등 모빌리티 생산기지 역할뿐만 아니라 인공지능(AI), 사물인터넷(IoT) 등 최첨단 기술을 기반으로 모빌리티 밸류 체인 전반의 혁신을 목표로 현대자동차그룹의 '지능형 제조 플랫폼'을 개발·검증하는 테스트베드이자 그룹 글로벌 오픈 혁신..."
40,"국방차관 ""국방 데이터 관리 위해 지능형 플랫폼 구축 추진""",2022.09.28.,"신 차관은 ""우리 군은 '국방혁신4.0'을 통한 AI(인공지능) 과학기술 강군 육성에 매진하고 있다""며 지능정보화 분야에선 ""데이터 관리 및 활용성을 강화하기 위한 제도 발전도 병행해 나가고 있다""고 설명했다. 이와 관련 이날 세미나 1부 주제 발표에 나선 박종도 인천대 문헌정보학과 교수는 '지식 보호·독점..."
41,"SKT, '그린 AI'로 넷제로 선도…'가상 발전소' 기술 공동 개발",2022.09.30.,"비전 AI(인공지능) 기술 개발 등 그린 AI 분야 기술 개발에 나선다. SK텔레콤은 SK에너지, 한국전기연구원, 식스티헤르츠, 소프트베리와 함께 미래 가상발전소(VPP) 기술 개발을 위한 업무협약을 28일 체결했다고 밝혔다. SK텔레콤은 이번 협약을 통해 가상 발전소 기술의 핵심 영역인 ▲신재생 에너지 발전 및..."
42,"비투엔, 'AI TECH+ 2022' 전시 성료",2022.09.28.,빅데이터·인공지능(AI) 전문 기업 비투엔(대표 조광원)이 최신 AI 기반 기술과 융합산업의 새로운 트렌드를 살필 수 있는 국내 최대 규모의 인공지능산업 전시회인 'AI TECH+ 2022'에 참가했다. 비투엔은 광주 김대중컨벤션센터에서 최근 열린 인공지능산업 전시회 'AI TECH+ 2022'에 참가했다. 사진은...
43,"카페24·크리테오, 인공지능 광고 솔루션 구축 업무협약",2022.09.28.,"전자상거래 플랫폼 기업 카페24는 인터넷 광고업체 크리테오와 '인공지능(AI) 광고 솔루션 구축 업무협약'(MOU)을 맺었다고 28일 밝혔다. 두 회사는 각사가 보유한 기술을 연동해 광고 솔루션을 구축한 뒤, 이를 중소 온라인 쇼핑몰 사업자를 대상으로 제공할 계획이다. 이재석 카페24 대표는 ""온라인 쇼핑몰 초기..."
44,24시간 돼지 키우는 인공지능,2022.09.28.,"국내 연구진이 돼지의 건강 상태를 24시간 파악할 수 있는 인공지능(AI) 양돈 시스템을 내놨다. 가축 축사에도 ‘디지털 대전환(DX)’의 큰 물결이 몰려온 것이다. 한국전자통신연구원(ETRI)은 서울대와 함께 디지털 트윈, 사물인터넷(IoT) 등 정보통신기술(ICT) 기반 스마트 축사 시스템 ‘트리플렛’(사진)을 세계..."
45,“교육현장에 AI도입” 주장… 자율·경쟁 강조,2022.09.28.,"지난 2020년부터 아시아교육협회 이사장을 맡아 교육 현장에 ‘AI(인공지능)’를 도입해야 한다고 주장해왔다. 4차 산업 혁명 시대에 맞는 인재를 기르기 위해선 다양화를 넘어 ‘개별화’ 교육이 이뤄져야 하고, AI 등 신기술을 적극 활용해 공교육을 바꿔야 한다는 것이다. 교원 단체는 그의 지명에 비판적..."
46,"한국소프트웨어산업협회, SW기술자 경력관리시스템에 AI 챗봇 도입",2022.09.30.,"한국소프트웨어산업협회(KOSA)가 경력관리시스템 사용자 편의 제공을 위해 민원사항을 365일 24시간 안내 가능한 인공지능(AI) 챗봇 서비스 '커비'를 29일 오픈했다. '커비'는 경력신청절차, 진행상태확인, 처리결과조회, 이용안내 등 기술자 신청 전반에 걸쳐 문의를 자동으로 응대하는 서비스다. 지난..."
47,"[데일리 IT 단신] SKT 'AI 돌봄' 서비스, 2년간 500회 심리 상담 진행 外",2022.09.28.,"뉴데일리 김동준 기자 = ◆ SKT '인공지능 돌봄 서비스', 2년간 500회 심리 상담 진행 SK텔레콤은 독거 어르신 등 사회취약계층을 위해 운용하고 있는 ‘인공지능(AI) 돌봄’ 서비스가 지난 2년간 약 500여회의 독거 어르신 심리 상담을 진행했다고 밝혔다. AI 돌봄 심리상담은 독거 어르신들이 AI스피커를 통해..."
48,[전문가 강좌] AI 모델링에서의 하이퍼매개변수 최적화,2022.09.28.,"데이터 사이언스 파이프라인 과정은 데이터 수집과 구축, 큐레이션, 통계적 분석과 ML 등 다양한 기술과 지식을 활용해 복잡한 데이터로부터 인사이트를 얻거나 인공 지능(AI) 기반의 자동화 시스템을 구현하기 위한 업무를 의미한다. 해당 파이프라인은 크게 ML을 이용한 분류/예측 자동화 모델..."
49,"쿠팡, “인공지능(AI)+로봇=이커머스 디지털 혁신” 선도",2022.09.29.,쿠팡이 인공지능(AI)과 자동화 로봇 기술을 결합한 이커머스 디지털 혁명을 주도한다. 쿠팡은 과학기술정보통신부가 28일 광주 김대중컨벤션센터에서 개최한 <대한민국 디지털 도약 전략 발표식>에서 자사의 디지털 역량 활용 사례를 소개했다. 과기부는 이날 디지털 경제 패권 국가 실현 등 디지털 정책...
50,"EU, AI 피해소송 때 '입증책임' 대폭 완화",2022.09.29.,유럽연합(EU)이 인공지능(AI) 소프트웨어와 제품으로 피해가 발생할 경우 해당 제조업체에 좀 더 수월하게 책임을 묻는 방안을 추진하고 있다. 유럽연합집행위원회(EC)가 28일(현지시간) ‘AI 책임 지침(The AI Liability Directive)’을 제안했다고 폴리티코를 비롯한 주요 외신들이 일제히 보도했다. 이번에 제안된...
51,댄스 분석에 동물 진찰까지...일상 스며드는 AI,2022.09.28.,"인공지능 AI 서비스가 우리 삶 깊숙이 들어오고 있습니다. SF 영화에 등장하는 먼 미래의 기술이 아니라 우리 삶을 바꾸는 생활이 된 것인데요. 춤을 분석해 점수를 매기고, 반려동물 진단까지 돕는다고 합니다. 정부는 향후 4년 간 1조3000억원 넘는 예산을 AI 분야에 투자하기로 했습니다. 김용주 기자의..."
52,[세로뉴스] 미술전 1등 한 AI…우리의 직업은 무사할 수 있을까?,2022.09.28.,"모습에서, 인공지능에 의한 인간 영역의 대체가 현실화한 걸 실감할 수 있습니다. 창의적인 일이라던 직업군의 일감도 AI에 잠식당하는 건데, 대비는 돼 있는 걸까요? 기획 김가희, 취재 조성미, 편집 정수연, 촬영 전동수, PD 엄준우 #AI #인공지능 # 미드저니 #일자리 #직업 #미래 #로봇_대체 #리스킬 #업스킬 #대비책"
53,"광주상의, 'AI Test-Bed Korea' 성료…넷온 광주시장상 수상",2022.09.28.,광주상공회의소(회장 정창선)는 28일 김대중컨벤션센터에서 '2022 인공지능(AI) 테스트 베드 코리아(Test-Bed Korea)' 산업지능화 투자 경진대회 결선무대를 열고 5개 수상팀을 선정해 시상했다. 경진대회 공모주제는 'AI 기술을 활용한 비즈니스 모델'로 2024년까지 광주 첨단3지구에 데이터 중심의 최첨단 국가 AI...
54,"경상국립대 AI융합인재교육연구단, 9월 AI융합 정기세미나 개최",2022.09.28.,"이번 AI융합 정기세미나는 인공지능 및 항공 관련 국내 저명 교수와 기업체 전문가를 초빙한 가운데 진행됐다. ▲이동 증명기: 이동을 위한 공식 검증 도구(전 메타, 현 Aptos Labs 박준길 박사) ▲인공지능 기술과 소프트웨어 마이닝 기술을 오픈소스 소프트웨어에 적용(경남대 양근석 교수) ▲UAM..."
55,"인텔리시스, 굿라이프랩과 웰니스 AI 개발 업무협약",2022.09.30.,"이번 업무 협약으로 양 사는 인텔리시스의 첨단 인공지능(AI) 기술과 굿라이프랩의 웰니스 진단 및 케어 노하우를 접목해, 인공지능이 사람의 정서적인 감정인 웰니스를 진단하고 케어하는 ‘웰니스 AI’를 개발할 계획이다. 인텔리시스는 시각 지능, 자연어 처리, 추천 기술 분야의 선도 연구자인 서울대..."
56,"AI, 반도체, 6G 등 6대 혁신기술 집중 개발… 2027년 디지털 경쟁력 ‘세계 3...",2022.09.30.,"복지도 ‘디지털’ 적용 정부가 내년부터 인공지능(AI), AI 반도체, 5G·6G, 양자, 메타버스, 사이버보안 등 6대 혁신기술 분야의 연구개발(R&D)에 집중 투자하기로 했다. 2024년까지 5G 전국망을 완성하고 2026년에는 세계 최초로 6G 시범서비스를 시연한다는 목표다. 이를 위해 초중등 단계부터 소프트웨어(SW)와 AI..."
57,"롯데건설, '지능형 스마트 계측기술 공동개발' MOU 체결",2022.09.30.,"이번 업무협약을 통해 3사는 차세대 사물인터넷(IoT) 통신망을 적용한 스마트 계측기술 개발 데이터 보정기술 고도화 인공지능(AI), 빅데이터 분석을 통한 지능형 위험 예측 모니터링 시스템 개발 등을 위해 상호 협력하기로 했다. 향후 롯데건설과 함께 지오코리아 이엔지는 차세대 스마트 계측 장비의 제조 및..."
58,"롯데건설, '지능형 스마트 계측기술' 공동 개발 착수",2022.09.30.,AI(인공지능)와 빅데이터 분석을 통한 지능형 위험 예측 모니터링 시스템 개발 등에도 협력한다. 롯데건설은 지오코리아이엔지와 함께 차세대 스마트 계측 장비 제조와 개발에 나서고 엠와이씨앤엠과는 스마트 계측 통합 모니터링 시스템 개발과 현장 운용·유지관리 역할을 수행할 계획이다. 롯데건설은...
59,"독거어르신 심리상담, 인공지능이 돕는다!..AI'감성사전' 2400개 단어 활용 어...",2022.09.28.,성동구 70대 어르신이 SK텔레콤의 '인공지능 돌봄'을 이용하고 있는 모습(사진:SKT) SK텔레콤이 독거 어르신 등 사회취약계층을 위해 운용하고 있는 스마트 스피커 기반 '인공지능(AI) 돌봄' 서비스가 지난 2년간 약 500여회의 독거 어르신 심리 상담을 진행했다고 30일 밝혔다. 'AI 돌봄' 심리상담은 독거...
60,"KT-상명대, AI활용 경진대회 성료",2022.09.28.,KT는 대한민국 청년들의 디지털 역량을 높이기 위해 상명대와 함께 학부생을 대상으로 진행해 온 인공지능(AI) 경진대회 ‘AICE Jam Session’을 성황리에 종료했다고 29일 밝혔다. KT와 상명대는 지난 5월 본 경진대회의 예선에서 학부생들의 ‘경제·사회 문제 해결을 위한 AI활용’ 아이디어를 심사해...
