,제목,날짜,본문
17,"미래에셋증권, AI활용한 디지털PB센터 출범",2022.07.27.,"디지털PB센터는 분야별 전문가를 적극 활용해 AI(인공지능) PB와 로보어드바이저, 랜선 세미나 등 전문적인 자산관리를 서비스한다. 고객들은 미팅룸과 세미나 등도 이용 가능하다. 안익성 미래에셋증권 디지털부문 대표는 ""디지털 인사이트 기반의 알고리즘과 AI솔루션을 융합한 360도 입체적 분석으로 고객..."
18,"SKT, 산업용 AI 사업 확대…“국내 제조업 경쟁력 강화”",2022.07.29.,SK텔레콤은 자동차 부품 제조 전문업체 화신과 AI(인공지능) 기술로 용접 품질을 관리하는 ‘웰딩 AI 솔루션’ 상용화 계약을 체결했다고 26일 밝혔다. 웰딩 AI솔루션은 AE(음향 방출) 센서와 머신 비전(Machine Vision) 카메라 및 제조 설비로부터 수집된 데이터를 딥 러닝 기반 AI 분석으로 자동차 부품 제조의...
19,인공지능이 엑스선 영상 판독…결핵·기흉 등 스스로 진단,2022.07.29.,"KAIST, 건강검진 데이터·영상 활용 자동판독 원천기술 개발 한국과학기술원(KAIST)은 결핵·기흉·코로나19 등 폐 질환의 흉부 엑스선 영상을 자동 판독할 수 있는 인공지능(AI) 기술을 개발했다고 27일 밝혔다. 김재철AI대학원 예종철 교수 연구팀은 국내 병원과 공동으로 자기 지도학습·자기 훈련 방식(DISTL)..."
20,"日 NYK 이데미츠, AI 연료저감 시스템으로 동남아 석탄발전시장 공략",2022.07.29.,일본 에너지기업 NYK 이데미츠 그린솔루션이 동남아 석탄발전소에 연료 절감을 돕는 인공지능(AI)을 판매할 계획이라고 29일(현지 시각) 일본 영문매체 닛케이아시아가 보도했다. 닛케이아시아 보도에 따르면 NYK 이데미츠는 향후 10년간 연소시설 제어 시스템인 울티브이 플러스를 1000개 판다는 목표를...
21,LG전자 美사운드하운드와 車 AI 음성인식 기술 공동개발,2022.07.28.,LG전자가 미국 AI(인공지능) 음성인식 솔루션업체 사운드하운드와 손잡고 차량용 인포테인먼트 시스템에 적용할 음성인식 솔루션 개발에 속도를 낸다고 28일 밝혔다. 양사는 최근 이를 위한 업무협약(MOU)을 체결했다. 사운드하운드는 컴퓨터로 인간의 언어를 이해하고 분석하는 AI 음성인식 솔루션 전문업체로...
22,[AI활용사례] 우리 비즈니스에 굳이 AI가 필요할까,2022.07.28.,인공지능(AI)이 미래의 먹거리이며 다양한 산업 분야에 적용된다는 말은 많이 들었어도 정확히 어떤 분야에 어떻게 적용되고 있다고 단정짓기에는 아직 무리가 있다. AI가 많이 발전한 것은 맞지만 여전히 여러 산업 분야에서 비즈니스화 되기 위한 시도 과정에 있기 때문이기도 하다. AI는 수집된...
23,"카카오브레인, 초거대 AI 보폭 넓힌다…의료영상 분야 진출",2022.07.28.,카카오브레인은 가톨릭대 가톨릭중앙의료원과 의료영상 분야의 초거대 AI(인공지능) 모델 연구를 위한 업무협약(MOU)을 체결했다고 25일 밝혔다. 양축은 이번 공동 연구로 의료영상 분야에서 최대 규모의 데이터를 학습한 초거대 AI 모델을 적용한 ‘의료영상 서비스’ 개발을 지원한다. 이를 통해 세계 헬스케어...
24,"진도군, 인공지능 활용 노인건강 챙긴다",2022.07.28.,"전남 진도군이 허약·만성질환 등 건강 개선이 필요한 관내 65세 이상 어르신 50명을 대상으로 AI(인공지능)·IoT(사물인터넷)를 기반으로 하는 '어르신 건강관리 사업'을 한다. 보건복지부 공모사업 선정으로 추진되는 이 사업은 디지털 기술을 활용해 노인에게 맞춤형 건강 관리를 제공하고, 스스로 건강을..."
25,"하나은행, 모바일 앱 하나원큐 내 'AI뱅커' 도입",2022.07.25.,"또한, 향후 AI뱅커의 음성대화 기반으로 ▲상담업무 ▲기본(조회/이체) 뱅킹거래 ▲초개인화 자산관리 서비스 등을 통해 다양하고 편리한 AI(인공지능) 기반 금융서비스를 제공할 계획이다. 황보현우 하나은행 데이터&제휴투자본부 본부장은 ""대고객 업무채널이 점차 비대면으로 이동하면서 모바일..."
26,"딥브레인AI, '월클' 손흥민 AI 휴먼으로 구현",2022.07.25.,"기사내용 요약 AIA생명의 브랜드 홍보대사 등으로 활용 계획 인공지능(AI) 전문 기업 딥브레인AI는 AIA생명과 브랜드 공식 홍보 대사인 손흥민 선수를 AI 휴먼인 'AI 쏘니'로 구현했다고 25일 밝혔다. 딥브레인AI의 AI 휴먼 솔루션은 음성 및 영상 합성, 자연어 처리, 음성 인식 기술을 융합한 대화형 AI 기술을..."
27,"남원시, 치매환자 100가구에 AI영상추적시스템 지원",2022.07.31.,"이들에는 ‘스마트 돌봄 플렛폼 시스템’과 함께 가정 내 일상생활 및 건강관리, 화재, 사고, 방범, 실종 등으로부터 신속한 안전관리가 가능하도록 ‘인공지능(AI) 영상추적시스템’이 도입·적용되는 지원을 받게 된다. 최경식 시장은 “치매안심마을의 인적·물적 자원을 포함한 인프라에 더해 첨단기술을..."
28,"SKT, AI 비서 '에이닷'…""TV와 게임도 품었다""",2022.07.27.,"SK텔레콤이 인공지능(AI) 비서 서비스 '에이닷'(A.)에 이용자 맞춤형 콘텐츠를 제공하는 TV, 게임 기능을 추가했다고 27일 밝혔다. 에이닷은 나만의 개성을 반영한 캐릭터를 만들고 꾸밀 수 있으며, AI 캐릭터와 자유롭게 대화하고 궁금한 정보를 물어볼 수 있는 성장형 AI 서비스를 표방하고 있다. 기존 음성 기반..."
29,"스페이스 에스, 대전 대덕특구 '인공지능 기술창업' 생태계 구축",2022.07.27.,"대덕특구 스페이스 에스는 인공지능(AI) 창업교류공간이다. 대덕특구 출연(연)과 대학의 공공 기술에 대한 사업화를 위해 (예비)창업자를 발굴해 11개 창업 초기 기업에 대한 공간제공, 멘토링, 투자 연계, AI 역량강화를 위한 다양한 지원을 수행하고 있다. 스페이스 에스의 기업입주공간으로 인공지능기술..."
30,인공지능 AI가 그려낸 지구 멸망 전 인간들의 마지막 모습은 이렇다,2022.07.27.,틱톡커는 영어로 텍스트를 입력하거나 이미지 파일을 삽입하면 인공지능이 그림을 그려주는 'DALL-E'를 통해 이미지를 만들어냈다.틱톡커는 AI에게 인간이 마지막으로 찍은 셀카를 그려달라고 요청했다.그러자 AI는 충격적인 그림을 완성해냈다.AI가 생성한 이미지에는 지구에 소행성 등이 떨어져...
31,"SKT, 화신과 '인더스트리얼AI' 사업 확대 협력",2022.07.26.,SK텔레콤은 자동차 부품 제조 전문업체 ㈜화신과 인공지능(AI) 기술로 용접 품질을 관리하는 '웰딩 AI 솔루션' 상용화 계약을 맺고 인더스트리얼AI 사업을 확대한다고 26일 밝혔다. 인더스트리얼AI는 딥러닝 기반 AI를 주요 생산 공정에 적용·확대하는 사업을 말한다. 산업 현장의 전문성과 AI 기술을 결합해...
32,"경기도민체전, AI 카메라로 생중계…YST 주관방송사 선정",2022.07.26.,AI(인공지능) 스포츠 중계 플랫폼을 운영하는 와이에스티㈜는 제68회 경기도민체전과 제12회 경기장애인체전 공식 주관 방송사로 선정됐다고 29일 밝혔다. 매년 4월 개최하는 경기도민체전은 코로나19 팬데믹 상황을 감안해 8월로 연기됐다. 용인 미르스타디움을 비롯한 35개 경기장에서 경기도 각 시·군을...
33,"카카오엔터프라이즈, 세계 AI 얼굴인식 기술대회서 잇따라 1위",2022.07.26.,NIST FRVT서 '1:1 검증 키오스크' 이어 '1:N 조사 키오스크' 1위 카카오엔터프라이즈는 미국 국립표준기술연구소(NIST)가 주관하는 인공지능(AI) 얼굴 인식 기술대회(FRVT) '1:N 조사(Investigation) 키오스크' 부문에서 1위를 차지했다고 27일 밝혔다. 지난달 FRVT '1:1 검증(Verification) 키오스크' 부문에서 1위를...
34,"산업AI 원프레딕트, '세계 50대 첨단 제조 스타트업'에 이름 올렸다",2022.07.27.,29일 산업 AI(인공지능) 기반으로 공장 설비를 예지·보전하는 솔루션인 '가디원'(GuardiOne)을 개발한 원프레딕트가 글로벌 시장조사기관 CB인사이트가 발표한 '2022 어드밴스드 매뉴팩처링 50(Advanced Manufacturing 50)'에 선정됐다. 원프레딕트는 설비 유지관리 과정을 혁신하는 '예지보전(Predictive Maintenance)...
35,"SKT, 화신과 AI 용접품질 관리기술 협업…""인더스트리얼AI 확대""",2022.07.27.,AI 기술로 자동차 용접 내·외부 불량 판별 SK텔레콤은 경북의 자동차 부품 제조 전문업체 화신과 인공지능(AI) 기술로 용접 품질을 관리하는 '웰딩(Welding) AI 솔루션' 상용화 계약을 맺었다고 26일 밝혔다. 웰딩 AI 솔루션은 AE(Acoustic Emission·음향 방출) 센서와 머신 비전 카메라 및 제조 설비로부터 데이터를...
36,"軍도 수학에 러브콜 ""독자 AI(인공지능) 알고리즘 만들겠다""",2022.07.27.,"국가수리과학연구소는 육군 교육사령부, 국방기술진흥연구소와 함께 '군사용 인공지능(AI)을 수학적 모델링으로 어떻게 독자 개발할 것인가'를 주제로 '인공지능 전투발전 세미나'를 28일 열었다. 통상 오픈소스로 개발하는 AI는 원천코드가 노출돼 군사용 AI로 개발할 수 없다. 이번 세미나는 군이 오픈소스에..."
37,"카페24 ""AI로 만든 쇼핑몰 상품페이지 500만건 돌파""",2022.07.27.,글로벌 전자상거래 플랫폼 카페24는 인공지능(AI) 기반 상품 상세 페이지 제작 서비스인 '에디봇'으로 만들어진 웹페이지가 500만건을 넘어섰다고 28일 밝혔다. 상반기 에디봇을 통해 제작된 웹페이지 수는 약 128만건으로 작년 같은 기간보다 40% 가까이 증가했다. 2018년 출시한 에디봇을 사용하면 전문...
38,국방혁신 4.0 윤곽…인공지능 기반 첨단과학기술군,2022.07.26.,26일 국방일보에 따르면 국방부는 전날 인공지능(AI) 기반 첨단과학기술 강군을 건설하기 위한 국방 혁신 4.0 개념을 공개하고 오는 12월 말까지 기본 계획을 완성하겠다고 밝혔다. 국방부는 국방 혁신 4.0 핵심 개념을 설명하고 기본 계획 수립과 관련한 국방부 지침을 합동참모본부와 전 군에 하달했다. 국방...
39,"[제이엘케이 대해부]①“제이엘케이, AI 진단 업계 최초 코스닥 입성”",2022.07.28.,"이번에는 디지털헬스케어를 위한 인공지능(AI) 플랫폼 개발 기업 ‘제이엘케이(322510)’다. 제이엘케이, AI 업계 국내 최초 상장사가 되다 제이엘케이는 의료 영상 AI 전문 기업 ‘제이엘케이인스펙션’으로 출발했다. 현재 회사 이사회를 이끌고 있는 김원태 의장이 2014년에 설립했다. 당시 일본..."
40,"이글루, AI 특허 취득…똑똑한 머신러닝 예측 모델 만든다",2022.07.28.,기사내용 요약 머신러닝 활용에 필수 과정인 피드백 작업 효율성 극대화 피드백 대상인 보안 사례 효율적으로 선별하는 데 중점 이글루 “더 많은 조직들이 AI 혜택을 누릴 수 있도록 지원할 것” [서울=뉴시스]송종호 기자 = 정보보안 기업 이글루코퍼레이션은 머신러닝 예측 모델의 성능을 개선하는 인공지능(AI...
41,"룰루랩, 하노이의대와 피부질환 AI 분석 솔루션 공동연구 협약",2022.07.28.,인공지능(AI) 헬스케어 기업 룰루랩은 베트남 하노이 의과대학(HMU·Hanoi Medical University)과 '피부질환 AI 분석 솔루션 개발에 관한 공동연구 및 베트남 AI 의료 인프라 구축 등'에 관한 업무협약을 체결했다고 28일 밝혔다. 협약에 따라 룰루랩과 하노이 의대는 베트남에서 발생하는 주요 피부질환에 대한 AI...
42,[AI 주간 브리핑] 로봇이 사람을 공격하다?,2022.07.28.,한 주간 주요 인공지능(AI) 동향을 가 정리해 드립니다. [AI 주간브리핑]을 보시며 주요 AI 이슈를 만나보세요. 본문 내 제목을 클릭하면 자세한 기사 내용을 보실 수 있습니다. 체스 로봇이 경기를 하다 상대 소년의 손가락을 잡아 부상을 입힌 사건이 지난 주 일어나 많은 사람들이 놀랐습니다. 7살 소년이...
43,"뉴워커, 슈퍼브AI와 인공지능 학습 데이터 구축 맞손",2022.07.28.,"머신러닝 데이터 플랫폼 서비스를 운영하는 슈퍼브AI는 이미지, 동영상 등 영상 데이터의 라벨링과 품질검수, 인공지능 알고리즘 개발 등의 과정을 자동화해 효율을 개선하는 플랫폼인 슈퍼브AI 스위트(Suite)의 개발·공급사다. 이번 업무협약으로 뉴워커는 인공지능 학습 데이터 구축을 위한 데이터 가공..."
44,"미래에셋증권-네이버클라우드, AI·클라우드로 금융서비스",2022.07.29.,기사내용 요약 네이버 초대규모AI '하이퍼클로바' 활용 미래에셋증권과 네이버클라우드가 인공지능(AI) 및 클라우드 기반 서비스 개발을 위한 업무협약을 체결했다고 26일 밝혔다. 미래에셋증권은 전날 포시즌스호텔서울에서 협약식을 열고 업계 처음으로 네이버 초대규모 AI 하이퍼클로바(HyperCLOVA)와...
45,"[게시판] 한수원, 한강 수위예측 AI 경진대회 개최",2022.07.29.,"▲ 한국수력원자력(한수원)은 한국수자원학회와 함께 이달 25일부터 9월 2일까지 '팔당댐 홍수 안전운영에 따른 한강 수위예측 AI(인공지능) 경진대회'를 개최한다. 한강 상류에서 호우로 인한 홍수가 발생했을 때 잠수교, 한강대교 등 서울 시내 한강 주요 다리의 수위를 예측하는 알고리즘을 개발하는..."
46,"KAIST 김재철AI대학원, 인공지능 'CAIO 과정' 높은 참여와 호응... 3기 모집으...",2022.07.29.,"교육이미지 기업의 인공지능(AI) 도입이 현실적인 과제가 되면서 부서 간 협업을 촉진하고 전사적인 AI 활용을 기획하고 실현해 나갈 CAIO(Chief AI Officer) 제도가 점차적으로 도입이 되고 있다. 지난 4월, 국내 최초로 'CAIO(Chief AI Officer) 과정'을 시작한 KAIST 김재철AI대학원 'CAIO(Chief AI Officer) 과정은..."
47,"타조 베개, AI 탑재, 나사 기술까지... 베개의 눈부신 진화",2022.07.29.,"타조를 닮은 기상천외한 모양의 베개가 나오는가 하면, 정보통신(IT) 기술을 접목한 인공지능(AI) 베개까지 개발됐다. 베개의 역사를 살펴보면, 지금과 같은 형태의 베개는 기원전 7,000년경 메소포타미아 문명에서 시작됐다는 설이 유력하다. 하지만 머리에 '무언가'를 베고 자는 건 400만 년 전부터였다고 한다...."
48,"'광주 미래먹거리 추진' AI·모빌리티산업, 국정과제 최종 확정",2022.07.26.,기사내용 요약 26일 국무회의서 6대 국정목표·120대 과제 발표 광주시가 민선8기 미래 전략산업으로 추진 중인 인공지능(AI)과 미래 모빌리티산업이 윤석열 정부 120대 국정과제에 나란히 포함돼 사업 추진에 탄력과 함께 기대감이 커지고 있다. 26일 광주시에 따르면 정부는 이날 한덕수 국무총리 주재로 열린...
49,"""결혼도 스마트하게""…하동군, 'AI 맞썸다방' 눈길",2022.07.26.,"미혼남녀 연계플랫폼 개발, 남해안남중권발전협 소속 시·군 우선 활성화 경남 하동군은 지난해 인구감소지역 통합지원 소프트웨어(SW) 사업인 인공지능(AI) 미혼남녀 연계 플랫폼 'AI 맞썸다(多)방'을 개발 완료했다고 26일 밝혔다. AI 맞썸다(多)방은 개인의 성향 분석 등 온라인을 통한 비대면 매칭으로..."
50,"""AI가 보험 심사"" 생보사들 디지털 혁신 바람",2022.07.26.,인공지능(AI) 자동심사를 통해 신청 당일 즉시 보험금 지급이 가능해졌다. 흥국생명은 '보험금 접수 자동화'를 통해 AI가 고객들에게 받은 보험금 접수 서류를 자동 분류하고 문자 추출을 통해 보험금 지급을 위한 데이터를 자동화했다. 생명보험사들은 365일 이용가능한 디지털 창구의 운영으로 소비자가...
51,보은군 AI 영재고 유치전 가세…지자체 간 불꽃경쟁 예고,2022.07.27.,"충북 보은군이 AI(인공지능) 영재고 유치전에 가세했다. AI영재고 보은군유치추진위원회(유치위)는 27일 보은군청에서 발족식을 갖고 본격 유치 활동에 나섰다. 유치위는 지역 내 기관·단체장 35명으로 구성했다. 유치위는 이날 ""국토의 중심부에 위치, 전국 우수한 인재들이 모일 수 있는 최적의 교통요지다..."
52,"엔비디아, 대규모 언어 모델 AI 플랫폼 '네모 메가트론' 업데이트",2022.07.27.,네모 메가트론은 대규모 언어 모델 인공지능(AI) 플랫폼이다. 이번 업데이트를 통해 데이트로 훈련 속도가 최대 30% 향상됐다는 게 엔비디아의 설명이다. 업데이트의 핵심은 대규모 언어 모델(LLM) 발전에 발맞춘 두 가지 기술 지원과 하이퍼 파라미터 툴의 추가다. 하이퍼 파라미터는 여러 GPU에서 LLM 훈련을...
53,"윕스, 'AI 자동 특허분류서비스' 업그레이드… 업무효율, 비용절감 효과에 큰...",2022.07.27.,"지식재산(IP) 전문기업 윕스가 인공지능(AI) 자동특허 분류서비스 명칭을 '윕스 클래스(WIPS CLASS)'에서 '윕스 프리즘(WIPS PRISM)'으로 지난 5월 말 바꾸고 기능도 대폭 업그레이드하면서 기업 IP 종사자 수요를 파고들기 시작했다. IP 담당자들은 매일 업데이트되는 수백, 수천건의 관련 분야 특허 문헌을 한 건씩..."
54,AI 국제표준화 한국이 주도한다,2022.07.27.,ETRI는 2018년부터 ▷AI 표준화 로드맵 및 클라우드 기계학습 서비스 ▷데이터 분석 및 기계학습을 위한 데이터 품질 ▷AI 시스템 테스팅 등 인공지능 분야의 다양한 표준을 개발하고 있다. 강신각 ETRI 표준연구본부장은 “이번 기계학습 분야의 표준화 공동조정그룹을 신설하고 의장을 수임한 것은 지금까지...
55,"미래에셋증권·네이버클라우드, AI·클라우드 기반 서비스 협력",2022.07.31.,미래에셋증권과 네이버클라우드가 인공지능(AI)과 클라우드 기반 대고객 서비스를 출시하고 특화AI 서비스 업무협약을 맺었다고 26일 밝혔다. AI 하이퍼클로바(HyperCLOVA)와 네이버 클라우드 플랫폼이 적용된 AI 대고객 서비스는 증권업계에선 처음이다. 해외 뉴스 번역과 리서치 보고서 요약 등에...
56,영상 속 '깊이 정보'… AI 알고리즘으로 정확히 알아낸다,2022.07.27.,"광주과학기술원(GIST, 김기선 총장) 연구진이 영상 속 '깊이 정보'를 인공지능(AI) 알고리즘을 통해 정확하게 추정할 수 있는 기술을 개발했다. GIST AI대학원 전해곤 교수 연구팀은 28일 AI 기법을 통해 자동 초점 기능에서 사용하는 영상 전체를 이용해 깊이 정보를 보다 정확히 알아내는 알고리즘을..."
57,"구글 딥마인드, AI로 '단백질 구조' 2억개 예측 성공",2022.07.27.,구글의 자회사인 인공지능(AI) 연구소 ‘딥마인드’가 생명체 100만여종이 만들어내는 2억개 이상의 단백질 구조를 모두 예측하는 데 성공했다. 의학과 환경 관련 연구에 큰 도움이 될 것으로 기대된다. 구글의 자회사인 인공지능(AI) 연구소 ‘딥마인드’ 생명체가 만들어내는 2억개 이상의 단백질 구조를...
58,"LG유플러스, 근로복지공단 민원접수업무…""AI로 개선""",2022.07.29.,창구·팩스·모바일 민원 접수 통합…공단 내 업무시스템과 결합해 '통합 처리' QR코드로 4대 보험 신고 자동처리…안정적 서비스 운영 위해 전용회선 제공 LG유플러스는 더존ICT그룹 전자팩스 솔루션 전문기업 키컴과 함께 근로복지공단의 고용·산재보험 민원업무를 인공지능(AI)으로 개선하는 '스마트...
59,"카카오브레인 AI 아티스트 칼로, '갤럭시 북 아트 프로젝트'에 활용",2022.07.27.,"삼성전자 ‘갤럭시 북 아트 프로젝트’에 카카오브레인 인공지능(AI) 아티스트 칼로가 활용됐다. 참여자가 삼성닷컴에서 ‘장소’ ‘행위’ ‘오브제’ 키워드를 순서에 맞춰 입력하고, 팝아트 일러스트 등 원하는 화풍 스타일을 지정하면 칼로가 AI 작품을 즉시 만들어준다. 가령 ‘우주를 여행하는 도너츠’..."
60,"KAIST 인공지능 대학원, CAIO 3기 과정 모집",2022.07.29.,"KAIST 김재철 AI 대학원이 CAIO(Chief AI Officer)3기 과정 수강생을 모집한다. 해당 과정을 맡는 장동인 책임교수는 “AI 기술은 다른 IT기술과 달라 도입해야 하는 소프트웨어, 패키지, 인프라스트럭처가 필요하지 않고 오직 개인의 AI를 이해하는 능력에 달려 있다”면서 “기업의 AI에 대한 깊은 이해와..."
