,제목,날짜,본문
30,"NHN 에듀, 인공지능 학습 케어 서비스 'NSAT' 출시",2021.02.26.,"NHN 에듀는 인공지능(AI) 학습 케어 'NSAT'(NHN Scholastic Aptitude Test) 서비스를 정식 출시한다고 23일 밝혔다. NSAT는 초·중·고등학생을 위한 학습 평가 및 진단 시스템이다. 수학·영어 등 교과 영역의 평가 콘텐츠가 있으며, 평가 결과를 AI가 분석해 개인별 맞춤 처방해준다. 학부모나 학원이 학생 학력..."
31,"중견기업-스타트업, 미래차·AI 등 새 먹거리 위해 '맞손'",2021.02.23.,이날 행사에서 산업부는 올해 빅3(미래차·바이오헬스·시스템반도체) 및 D.N.A(데이터·네트워크·인공지능) 분야에 초점을 맞춰 상생라운지가... 건축 자동설계 솔루션과 모듈러 공법 건축 구현을 위해 AI 기반 건축설계 전문 스타트업인 '텐일레븐'과도 협력 중이다. 장영진 산업부 산업혁신성장실장은...
32,“우울하신가요?” 노인 ‘돌봄 공백’에 친절한 AI 복지사가 찾아간다,2021.02.25.,자녀들을 모두 독립시키고 아내와 둘이 사는 그는 한 달 전부터 ‘인공지능(AI) 복지사’의 도움을 받는다. ‘인공지능 복지사’를 도입한 곳은 지방자치단체 가운데 광주 서구가 처음이다. 24일 자택에서 만난 장씨는 “국가유공자들이 모여 사는 우리 마을엔 생활이 힘든 이들이 많은데 도움 줄 사람들이 직접...
33,"[시그널] 현重지주, 글로벌서비스 '프리IPO'로 8000억 조달...로봇·AI 등 투...",2021.02.25.,"로봇과 인공지능(AI), 수소 등 신규사업 투자 목적이다. 현대중공업지주는 23일 이사회를 열고 계열사 현대글로벌서비스 지분 38%(152만 주)를 미국 최대 사모펀드 KKR에 매각했다고 같은날 밝혔다. 이와 함께 현대글로벌서비스의 보유 현금 1,500억 원도 배당받아 총 8,000억 원의 자금을 확보했다. 이번 지분..."
34,[통신] 영어놀이 콘텐츠 전성시대…AI가 레벨테스트도 척척,2021.02.23.,―키즈랜드에 적용한 인공지능(AI) 기술은. ▷유정민 과장=스콜라스틱과 KT의 AI 스피커 기가지니를 결합해 'AI 튜터'를 내놨다. TV를 보면서 영어 단어나 문장을 말하면 AI가 평가해 준다. 스콜라스틱 전문가들과 레벨 테스트를 공동 개발했다. 코로나19로 대면 수업이 어려운데 영어 유치원에 가야만 받을 수...
35,AI가 밀수 의심 화물 가려낸다…IBS·관세청 공동연구 추진,2021.02.23.,관세청에는 관세 무역 데이터 분석센터 설치 기초과학연구원(IBS)은 관세청과 함께 무역 데이터를 활용해 밀수 의심 화물을 가려내는 인공지능(AI) 기술을 공동 연구한다고 23일 밝혔다. 이를 위해 두 기관은 전날 비대면으로 업무협약을 체결했다. IBS 수리·계산과학연구단 데이터 사이언스 그룹은 관세청에...
36,"AI 스타트업 자이냅스, 연기자 손 잡고 표준 가상음성 개발",2021.02.23.,"(사진제공=자이냅스) 인공지능(AI) 스타트업 자이냅스가 연기자들과 손잡고 AI 기반 가상음성ㆍ영상 콘텐츠 마련에 나섰다. 자이냅스는 한국방송연기자협회와 ‘인공지능 기반 가상음성, 가상영상 콘텐츠 신사업 공동개발을 위한 업무협약’을 체결했다고 26일 밝혔다. 업무협약은 4차 산업혁명 시대에 적합한..."
37,"한컴그룹-대전시, AI·드론·로봇 기반 도시 조성 '맞손'",2021.02.24.,"양측은 한컴그룹이 보유한 드론, 로봇, 모빌리티, 인공지능(AI), 사물인터넷(IoT) 등 다양한 정보통신기술(ICT)을 대전시에 적용할 수 있도록 기술 협력을 추진한다. 또 미래형 스마트시티 조성을 위한 긴밀한 협력관계를 구축하기로 했다. 특히 한컴그룹은 대전시에 위치한 한컴인스페이스를 통해 대전시의..."
38,"청양군, 고령층 건강관리용 AI 프로그램 개발 사업 진행",2021.02.24.,"충남 청양군은 지역 내 고령 노인의 정신건강 및 신경질환 관리에 활용할 수 있는 대화형 인공지능(AI) 모니터링 서비스 모델 개발을 위한 시범사업을 실시하고 있다. 24일 군에 따르면, 정신건강 및 신경질환에 활용될 서비스 모델 개발은 전국 최초로 시도하는 것으로 지역사회 통합돌봄(커뮤니티 케어) 시스템의..."
39,"국립수목원, 산림 봄꽃 개화 예측 발표…AI 기법 활용",2021.02.24.,"국립수목원은 인공지능(AI) 기반의 통계 모델인 기계학습(머신러닝) 기법을 적용하여 관측지역의 온도, 고도, 강수량, 전년도 단풍시기는 물론 12년간 축적된 실제 개화 시기 데이터를 적용하여, 각 지역의 특성에 맞게 개화 시기를 예측했다고 설명했다. 대상은 우리나라 전역에 분포하는 대표적인 봄꽃인..."
40,"정부가 '콕' 찍은 의료 AI업체 뷰노, 오늘 코스닥 상장",2021.02.23.,의료용 인공지능(AI) 소프트웨어 개발 기업인 '뷰노'가 오늘(26일) 코스닥시장에 상장한다. 뷰노는 지난 16~17일 일반투자자 청약에서 1102.7대 1의 경쟁률을 기록했다. 전체 공모주식 180만주 중 20%에 해당하는 36만주에 대해 일반인 대상의 공모 청약을 진행했고 그 결과 일반 청약 증거금은 약...
41,"SK C&C·가천대길병원, 인공지능(AI) 서비스 '아이클루-티디엠디' 출시",2021.02.25.,"SK㈜ C&C는 가천대길병원과 함께 대사성질환 신약 개발 타깃(질환을 유발하는 인자) 발굴을 도와주는 인공지능(AI) 서비스 '아이클루-티디엠디(iClue-Target Discovery for Metabolic Disease)'를 출시한다고 25일 밝혔다. 신약 개발은 타깃 발굴, 후보 물질 도출, 비임상∙임상시험, 신약 허가 등 단계를..."
42,"의료 AI 기업, 줄줄이 상장 준비 중",2021.02.25.,"이투데이=박소은 기자 | 의료 인공지능(AI) 주요기업들의 상장이 잇따르고 있다. 첫 물꼬는 제이엘케이가 텄다. 제이엘케이는 국내 의료 인공지능(AI) 솔루션 기업 중 지난 2019년 12월 최초로 코스닥 상장에 성공했다. 이후 뷰노, 루닛, 딥노이드 등이 올해 코스닥 상장을 앞두거나 추진하고 있다. 글로벌..."
43,"충남교육청, AI기반 신산업 분야 기술인재 육성",2021.02.26.,"▲ 충남교육청 전경 사진 ©김정환 기자 충남교육청이 지난 25일 인공지능(AI) 시대 직업계고의 변신을 위한 ‘AI기반 신산업분야 직업계고 교육과정 연구’ 결과를 발표했다. 4차 산업혁명 시대, 많은 나라가 인공지능 관련 기술인재..."
44,"블루욘더 선정, 세계에서 가장 영향력 있는 AI 리더 50인",2021.02.22.,"미국 도소매 공급망 관리 소프트웨어 개발·컨설팅 기업 블루욘더(Blue Yonder)가 세계 인공지능(AI), 머신러닝(ML) 분야 선두주자 50명을 선발해 작성한 'AI 50' 목록을 25일(현지시간) 발표했다. 블루욘더는 35년 전통을 가진 미국 기업으로 물류 공급망 관리 소프트웨어..."
45,"과기정통부, AI 인재 키운다… 2025년까지 1만9500명 양성",2021.02.22.,"과학기술정보통신부는 24일부터 ‘2021년도 산업 전문인력 인공지능(AI) 역량 강화’ 사업을 공모한다고 23일 밝혔다. 과기정통부는 산업 전문인력 AI 역량강화 사업으로 2025년까지 AI 융합인재 1만9500명을 양성할 계획이다. 연말까지는 1800여명의 AI 융합인재를 기른다. 공모는 건설·기계, 교육, 금융..."
46,"[AI뉴스] 삼성전자, 세계 최초 인공지능 메모리 반도체 개발",2021.02.22.,삼성전자가 세계 최초로 메모리 반도체와 인공지능(AI) 프로세서를 하나로 결합한 HBM(High Bandwidth Memory)-PIM(Processing-in-Memory)을 개발했다고 2월 17일 밝혔다. 데이터 저장 공간으로 여겨지는 메모리 반도체에 AI 엔진을 더해 일부 연산까지 가능하게 한 기술이다. PIM은 메모리 내부에 연산 작업에 필요한...
47,"LG AI연구원, 세계적 권위 학회서 첫 연구성과 공개",2021.02.25.,‘설명하는 AI’ ‘연속 학습’ 분야 인간 의사결정 지원 기술 개발 LG그룹의 인공지능(AI) 전담 조직인 LG AI연구원이 세계 최고 권위의 인공지능 학회인 ‘국제인공지능학회’(AAAI)를 통해 출범 이후 첫 연구성과를 공개했다. LG AI연구원은 25일 이번 학회에서 ‘설명하는 AI’(Explainable AI)와 ‘연속...
48,"서울시, 바이오·AI 등 전략산업에 347억 투자",2021.02.23.,"구체적으로 코로나19 이후 수요가 증가한 바이오·의료, 인공지능(AI) 활용 비대면 및 방역 기술, 핀테크, 블록체인 등 4개 분야, 20여개 과제에 총 41억원(최대 1년, 과제당 최대 2억원)을 지원한다. 4차 산업혁명의 핵심 산업을 육성해 서울시의 성장동력으로 확보할 수 있도록 △홍릉(바이오·의료) △양재(AI)..."
49,"㈜와이햇에이아이, 인공지능 활용한 영상 검색 기술 선보여",2021.02.23.,"특히 인공지능(AI)이 영상을 분석해 세부 장면까지 쉽고 빠르게 검색할 수 있는 기술을 개발해 주목받고 있다. 이 영상 검색 기술은 태그나 설명 없이 영상 데이터만 업로드하면, 인공지능이 인간처럼 영상을 인식하고 세세한 장면의 특징까지 정확하게 파악한다. 현재 이 기술은 특허 출원이 진행 중이다...."
50,"광주시, 종합민원실에 인공지능 통번역기 설치",2021.02.24.,"광주시는 26일부터 종합민원실을 찾는 다국적 외국인을 위한 민원·생활편의 서비스를 확대하기 위해 인공지능(AI) 통번역기를 설치, 운영한다. 민원실에 비치할 실시간 음성인식 통번역기는 영어, 중국어, 일본어, 러시아, 프랑스어 등 65개의 다국적 언어를 지원해 사회적 배려 대상자인 외국인에게 민원처리..."
51,“코로나19 치료 공백 ‘환자 모니터링’ AI로 메운다”,2021.02.24.,"전 세계 의료진이 모두 이 같은 문제에 봉착해 있습니다."" 1월 28일 서울 종로구 원남동에서 만난 ‘메디컬아이피’ 박상준(42) 최고경영자(CEO)는 인공지능(AI) 기술을 이용해 엑스레이(X-ray) 사진 한 장에서 코로나19를 모니터링할 수 있는 기술을 세계 최초로 개발해 이 같은 공백을 메웠다고 말했다. 박 CEO는..."
52,[ET단상]AI와 인간의 공존,2021.02.19.,"최근 한 방송사의 신년특집에서는 인공지능(AI)과 인간의 대결을 그렸다. 인간 최고수가 노래, 작곡, 골프, 심리인식, 주식투자 등 분야에서 대결을 벌이는 모습이었다. 누가 이길지를 지켜보는 결과도 흥미 요소의 하나지만 대결을 통해 우리가 AI를 좀 더 이해하고 미래에 AI와 어떻게 공존할 수 있을지..."
53,"이노비즈협회장 ""AI·스마트공장으로 혁신, 일자리 100만개까지 늘린다""",2021.02.19.,"[이노비즈협회, 24일 신임회장에 임병훈 회장 취임] ""AI(인공지능)을 활용한 스마트공장을 통해 임기 3년 간 1만9000여 개 이노비즈업체 중 연 매출 1000억원 규모 기업 1000곳을 육성하겠습니다. 또한 관련 전문가를 육성해 현재 80만개 규모의 일자리수도 100만개까지 대폭 늘리겠습니다."" 임병훈 이노비즈협회..."
54,"설명하고 연속학습하는 AI…LG AI연구원, 첫 성과 공개",2021.02.25.,"LG그룹 인공지능(AI) 싱크탱크인 LG AI연구원이 출범 후 첫 연구 성과를 공개했다. AI가 중요한 판단을 내릴 때 결과뿐 아니라 근거까지 제시하고, 사람처럼 중요 정보를 순차적으로 축적·학습하는 원천기술이다. 그동안 AI 분야 난제였던 두 문제를 해소한다는 점에서 의료, 국방, 금융 등 중요 의사결정..."
55,AI-로봇기술 접목한 스마트 주차로봇 실증…주차면적 30% 증대효과,2021.02.25.,인공지능(AI)과 로봇기술을 접목해 로봇 스스로 차량을 지정된 장소에 주차하는 스마트 주차로봇 실증을 위한 스마트 주차장이 문을 열었다. 26일 산업통상자원부에 따르면 박진규 산업부 차관은 이날 오전 경기도 부천시 계남고가 인근 스마트 주차장 개소식 현장을 방문했다. 마로로봇테크는 지난해 10월...
56,"한컴-청주대, AI·SW 인재 양성 협력",2021.02.25.,"한글과컴퓨터와 청주대학교가 인공지능(AI) 및 소프트웨어(SW) 분야 인재 양성을 위해 협력한다. 한글과컴퓨터는 24일 청주대학교와 산학협약을 체결했다. 양측은 이번 협약을 통해 AI·SW 인재 양성에 필요한 교육과정 개발 및 협력을 추진하고, 인적·기술적 교류 및 공동 연구 등을 통해 유기적인 산학협력..."
57,"한컴그룹-대전시, AI·드론·로봇 기반 도시 조성 '맞손'",2021.02.25.,"양측은 한컴그룹이 보유한 드론, 로봇, 모빌리티, 인공지능(AI), 사물인터넷(IoT) 등 다양한 정보통신기술(ICT)을 대전시에 적용할 수 있도록 기술 협력을 추진한다. 또 미래형 스마트시티 조성을 위한 긴밀한 협력관계를 구축하기로 했다. 특히 한컴그룹은 대전시에 위치한 한컴인스페이스를 통해 대전시의..."
58,"청양군, 고령층 건강관리용 AI 프로그램 개발 사업 진행",2021.02.24.,"충남 청양군은 지역 내 고령 노인의 정신건강 및 신경질환 관리에 활용할 수 있는 대화형 인공지능(AI) 모니터링 서비스 모델 개발을 위한 시범사업을 실시하고 있다. 24일 군에 따르면, 정신건강 및 신경질환에 활용될 서비스 모델 개발은 전국 최초로 시도하는 것으로 지역사회 통합돌봄(커뮤니티 케어) 시스템의..."
59,"대구시, 스마트시티로 바뀐다…AI교통·원격점검·프리 와이파이 제공",2021.02.24.,스마트시티 대전환을 위해 시민에게 시간을 돌려주는 인공지능(AI) 기반 스마트 교통체계를 구축한다. 2023년까지 도심 4차 순환선 내 250여 개 교차로에 단계적으로 지능형 CCTV를 설치하고 교통정보 데이터를 수집하게 된다. 인공지능을 이용한신호등 신호 주기 최적화가 목표다. 인공지능(AI) 기반 스마트...
60,"빅히트, 김광석 음성 AI 만든 수퍼톤에 40억 투자",2021.02.24.,방탄소년단(BTS) 소속사 빅히트 엔터테인먼트가 인공지능(AI) 오디오 전문 기업 수퍼톤에 40억 원을 투자한다. 수퍼톤은 빅히트 엔터테인먼트(이하 빅히트)로부터 40억 원 규모의 투자를 유치했다고 25일 밝혔다. 수퍼톤은 AI를 기반으로 한 가창·음성 합성 기술과 실시간 음성 향상 기술을 보유한...
61,인공지능 말동무 로봇 '마포동이' 400대 보급 준비 완료,2021.02.24.,"서울 마포구는 인공지능(AI) 반려로봇 '마포동이'를 지역 내 400명의 노인맞춤 돌봄서비스 대상자에게 보급할 준비를 마쳤다고 24일 밝혔다. 서울시 자치구 최초로 AI 기능을 접목한 마포동이는 우울증, 만성질환, 인지장애 등으로 일상생활에 어려움을 겪는 어르신의 말동무 역할을 한다. AI 자연어 처리기술이..."
