Unnamed: 0,제목,날짜,본문
11,차별 확산 막는 AI 가이드라인 첫발,2021.12.20.,주요 키워드는 △기본원칙 △데이터편향 △알고리즘편향 △차별금지 △개인정보보호 △책무성 △다양성 △설명책임 △투명성 △기술통제권 △고위험 AI △교육 △영향평가 △정부와의회 △이용자의무 △시민참여 등이다. 분류는 하버드 법대 버크만 센터의 '인공지능 윤리원칙 보고서: 원칙에 입각한...
12,"[프리즘]AI윤리, 누구의 몫인가",2021.12.20.,인공지능(AI) 챗봇 '이루다'가 다시 돌아온다. 지난해 12월 출시했지만 혐오 발언과 프라이버시 논란으로 3주 만에 중단됐다. 이루다를 개발한 스캐터랩은... AI윤리 리스크를 최소화하기 위해서다. 스캐터랩은 이루다2.0을 선보이며 '누구에게나 좋은 친구가 되는 AI'를 목표로 정했다. 다양한 삶의 가치를...
13,"국회도서관, 제24차 'AI와 국회포럼' 개최",2021.12.22.,"이명우 국회도서관장은 ""인공지능 기술의 비약적인 발전에 따라 정부의 정책적인 지원, AI윤리기준 및 개인정보보호 등 다양한 문제가 발생하는 만큼 면밀한 법적 검토와 법제화가 필요하다""며 ""오늘 포럼에서 소개된 주요국의 입법사례가 우리나라 인공지능 관련 입법에 도움이 되길 바란다""고 말했다."
14,"한화테크윈 ""내년 영상보안 트렌드는 AI·엣지컴퓨터·클라우드""",2021.12.22.,먼저 T는 ‘인공지능(AI) 엣지 컴퓨팅’의 시대를 말한다. 영상보안 분야에서 ‘엣지 컴퓨팅’의 역할이 더욱 강화될 전망이다. 영상보안에서 ‘엣지... E는 ‘책임있고 윤리적 사용’을 의미한다. 얼굴인식 기술이 다양한 곳에서 접목되면서 생체정보의 활용과 이와 관련해 개인정보보호에 대한 관심도...
15,"돌아온 AI 챗봇 '이루다', ""여전히 그대로인지...""",2021.12.22.,"혐오발언, 성차별, 개인정보 무단 활용 등의 이유로 출시 3주 만에 서비스를 중단한 AI 챗봇 이루다가 내년 1월 돌아온다. ⓒ스캐터랩 이루다 홈페이지 AI... 업무는 인공지능 등 새로운 신기술의 시대에 취약한 정보주체의 권리 보호 방안을 마련해야 한다""라며, ""기업의 자율적 윤리기준을 넘어 의무와 책임이..."
16,"AI 챗봇 심심이, B2B 데이터 비즈니스 런칭",2021.12.22.,이처럼 심심이는 선제적인 윤리 검증 노력을 기울인 결과 올해 한국지능정보화진흥원(NIA)이 추진하는 인공지능 학습용 데이터 구축사업에 참여하여 국내 최초로AI윤리 데이터 구축 과제를 수행하고 있다. 심심이는 올해 하반기부터B2B비즈니스 관련 조직을 기획하고B2B영업 전문가를 영입하는 등 공격적인...
17,"“인공지능 윤리 법제화, 고위험 중심 제한적 입법 필요”",2021.12.13.,"법제연 제공 인공지능(AI) 윤리와 관련된 법제화 필요성이 점차 대두되고 있는 가운데, 우리나라가 국제기준이 생기기 전에 서둘러 입법화를 할 필요는 없다는 주장이 나왔다. 한국법제연구원과 유네스코한국위원회는 13일 “서울 명동 유네스코회관에서 ‘인공지능 윤리와 법’을 주제로 공동학술대회를..."
18,인공지능(AI) 윤리의 법제화는 어떻게?,2021.12.13.,"법제연구원-유네스코 한국위, 인공지능(AI) 윤리의 법제화 공동학술대회 개최고위험 AI 중심의 제한적 입법과 자율규제 촉진 등 다앙한 입법 방안 논의 지난 13일 서울 명동 유네스코회관에서 '인공지능 윤리와 법'을 주제로 공동학술대회가 열렸다. 김계홍 한국법제연구원장이 환영사를 하고 있다. /제공..."
19,[줌인]“AI도 윤리규범 학습 가능...인문학 중요성 커질 것”,2021.12.13.,(사진=중앙대)[이데일리 김의진 기자] “지난해와 올해 초 논란에 휩싸였던 인공지능(AI) 챗봇 이루다도 데이터 축적 과정에서 인문학·윤리학적 이해가 뒷받침됐다면 인간적 대화를 할 수 있었을 겁니다. 지금부터라도 AI가 인문학과 윤리 규범을 학습할 수 있도록 해야 합니다.” AI 스타트업인 스캐터랩은...
20,"""메타버스·NFT도 AI가 핵심이다""…규제·진흥 어깨동무",2021.12.14.,"올해는 이루다 사태로 인한 AI윤리 이슈와 함께, 금융·의료·공공 등 산업볍 AI적용이 확산되면서 각 분야별 기술 고도화는 물론, 관련 법·제도 논의가 활발히 이뤄졌다. 특히 인공지능 시스템의 핵심인 데이터 분야에서는 데이터 거래 활성화와 보호를 위한 '데이터 기본법'이 마련됐으며, 개인정보보호위원회..."
21,한국교총-한국인공지능교육학회 업무협약,2021.12.22.,"이어 ""새로운 기술이 긍정적인 면만 있는 것은 아니다""라며 AI 등 신기술 관련 윤리 기준 마련 필요성을 언급했다. 이에 한선관 학회장은 ""현장 선생님들이 납득할 수 있는 인공지능 교육 윤리 기준안을 함께 만들 것을 제안한다""고 말했다. 한 학회장은 또 ""이번 협약을 통해 기술에 대한 새 트렌드를 쫓기보다는..."
22,[강시철의 AI 인문학] ⑨ 연극이 만든 말 '로봇',2021.12.21.,이 연극에 등장하는 로봇은 지금으로 치면 강(强) 인공지능(AI)을 지닌 로봇들이다. 인간과 진배없이 사고하고 행동한다. 로봇은 점차 진화하고... 어떻게 보면 앞으로 AI 연구는 3원칙과 같은 윤리적 판단 기준을 정립하는 데 더 많은 노력을 해야 한다. 아시모프의 정의는 인간적 관점에서 보면 매우...
23,"[MODU가 주목하는 대학] 모든 학문은 AI로 통한다, 숭실대학교",2021.12.21.,"인공지능 분야 핵심 인재 기르는 ‘AI융합학부’ 숭실대는 스마트시스템소프트웨어학과를 AI융합학부로 개편하여 AI 맞춤형 인재를 양성한다.... AI융합학부는 전자공학과 소프트웨어학을 융합해 AI융합시스템을 교육하고 연구하는 학과다. AI융합학부에서는 윤리적인 소프트웨어 기술 인재 교육, 융합..."
24,1년 만에 돌아오는 AI 챗봇 '이루다'…내달 비공개 베타 테스트 실시,2021.12.21.,인공지능(AI) 챗봇 서비스인 '이루다'가 1년 만에 돌아올 예정입니다. 내달 중 비공개 베타 테스트를 거쳐 내년 정식 서비스를 목표로 하고 있습니다.... 그러나 지난해 개인정보 유출과 AI 윤리 문제 등으로 중단됐었던 만큼 해당 문제를 얼마나 개선했는지 입증해야 합니다. AI 스타트업 스캐터랩은 어제(21일)...
25,"국회도서관, 제24차 'AI와 국회포럼' 개최",2021.12.21.,"이명우 국회도서관장은 ""인공지능 기술의 비약적인 발전에 따라 정부의 정책적인 지원, AI윤리기준 및 개인정보보호 등 다양한 문제가 발생하는 만큼 면밀한 법적 검토와 법제화가 필요하다""며 ""포럼에서 소개된 주요국의 입법사례가 우리나라 인공지능 관련 입법에 도움이 되길 바란다""고 말했다."
26,AI윤리와 법제화 다룬 학술대회 13일 열려,2021.12.10.,인공지능(AI) 윤리가 화두로 부각한 가운데 AI윤리를 법제화하는 방안을 논의하는 장이 마련된다. 한국법제연구원(원장 김계홍)은 유네스코한국위원회(사무총장 한경구)와 함께 13일 오후 1시 서울 명동 유네스코회관 11층 유네스코홀에서 ‘인공지능 윤리와 법’을 주제로 공동학술대회를 개최한다고...
27,"과기정통부, 내년 'AI바우처 지원 사업' 공모…""기업당 최대 3억원 지원""",2021.12.15.,"이 밖에도 부정수급, 개인정보보호 위반, 윤리 이슈 초래, 불성실한 과제수행 등에 대해서는 심의과정을 통해 귀책이 인정되는 경우 사업참여 제한, 사업비 환수 등 제재조치는 강화한다. 류제명 과기정통부 인공지능기반정책관은 ""전 세계는 AI기술을 활용한 생산성 향상과 신 부가가치 창출 경쟁에..."
28,"인공지능(AI) 시대, 우리의 고민은?",2021.12.15.,"출처: 동아일보 2021년 01월 27일 14면 <자료4>""AI 면접서 차별이 '이루다 문제'보다 심각"" 성희롱 및 차별•혐오 논란에 휩싸여 결국 서비스가 중단된 챗봇 '이루다' 사건을 계기로 인공지능(AI)의 윤리성 문제가 이슈로 떠오른 가운데 보다 심각한 문제는 ""AI 면접채용 과정에서 벌어지는 차별적 처우""라는..."
29,“10년 내 서양의 세계 지배 막 내리고…AI 영향력 최고 100배 ↑”,2021.12.15.,패권이 미국에서 중국으로 옮겨갈 것이라는 이야기죠.”(도리스 나이스비트 나이스비트 중국연구소 디렉터) “인공지능(AI) 영향력이 향후 10년간... 지금은 AI와 기술에 대한 윤리적 측면을 고민해볼 시간이기도 하다.” 코로나19 이후 예상되는 위기는. 나이스비트 “도시화와 에너지 위기가 예상된다....
30,[2022정시특집] '전교생 AI융복합교육' 전남대 1486명(34.7%) '확대'.. 여수캠...,2021.12.15.,"지난해 신설된 첨단학과는 인공지능학부 지능형모빌리티융합학과 빅데이터융합학과 헬스케어메디컬공학부 석유화학소재공학과... 유아교육과 윤리교육과 각 5명, 지역/바이오시스템공학과 4명 순으로 모집인원이 많다. 예체능계열은 나군에서만 선발하며, 모집인원은 총 89명이다. 다군에선..."
31,AI 후보까지 등장...신기술 경연장 된 대선판,2021.12.07.,"앞으로 김동연 후보의 철학과 더 나은 세상을 위한 비전 제시를 위해 열심히 활동할 것입니다."" AI 등 최첨단 신기술이 정치 영역까지 파고들면서 재미와 신선함을 제공한다는 평가가 있는 반면, 악용될 경우 파장이 커 선거가 혼란해질 수 있다는 지적도 나옵니다. [전창배 / 한국인공지능윤리협회 이사장..."
32,"정재승, AI 윤석열 선거운동에 ""섣부른 사용 경계해야""",2021.12.07.,"전창배 한국인공지능윤리협회 이사장은 13일 미디어오늘과 통화에서 AI 윤석열 등 딥페이크 영상의 선거활용을 두고 ""기술과 윤리의 양면으로 봐야 하는데, 기술과 산업 측면에서는 나쁜 일이 아니다""라며 ""인공지능은 경제, 사회 뿐 아니라 정치, 미디어 분야까지 적용될 수 있고, 모든 산업영역에 확대 적용돼야..."
33,"김앤장·고려대 기술법정책센터, 플랫폼·AI 이슈 대응 웨비나",2021.12.07.,"김앤장 법률사무소와 고려대 기술법정책센터는 오는 21일 공동으로 플랫폼, 데이터, 인공지능(AI) 분야 주요 이슈를 돌아보고 향후 전망에 대해... 및 AI 산업의 가장 중요한 자원이 되며 데이터 관련 법률이 최근 계속 정비되고 있다. 또 AI 기술의 발전, 확산과 함께 AI 기술의 윤리적 개발 활용 역시 세계..."
34,"과기정통부 ""플랫폼 기업 AI 검색 추천에도 가이드라인 만든다""",2021.12.07.,인공지능(AI) 추천 서비스에 대한 새로운 가이드라인이 곧 등장할 것으로 예상된다. 방통위가 지난 5월 제시한 기존 권고안은 디지털 '미디어' 플랫폼만... AI 기술 개발 안내서에 투명성 내용 포함...AI 윤리 교육 콘텐츠도 제작 AI 기술 개발 안내서에도 투명성 관련 체크리스트를 포함하는 작업이 이뤄지고 있다....
35,"KAIST, 10일 인공지능과 미래사회 국제심포지엄 개최",2021.12.02.,"종류의 AI 개발을 대안으로 제안할 예정이다. 이어지는 주제연설은 △인공지능과 공정성 △인공지능 윤리 △인공지능 정책 △인공지능과 기후변화 등 총 네 분야로 나눠 진행된다. 심포지엄에는 털시 도시(Tulsee Doshi) 구글 社 ‘책임 있는 인공지능과 인간 중심 기술팀’ 제품 총괄, 케이 퍼스..."
36,[경희대] 빅데이터응용학과·스마트팜과학·인공지능학과 신설,2021.12.15.,인공지능학과가 추구하는 인재상은 △글로벌 경쟁력을 갖춘 AI Core 인재 △AI+X 융합 능력과 실전 능력을 갖춘 인재 △인간 중심의 윤리의식을 갖춘 인재 △생태 경제학적 가치를 추구하는 인재다. 규제과학 등 핵심 인재 육성하는 6년제 약학과 약학과가 2022학년도부터 6년제로 학제를 개편해 체계적인 이론과...
37,AI·메타버스 기술 올라탄 가상인간…무한 확장하는 활동 영역,2021.12.15.,"미국 인공지능(AI) 스타트업 브러드(Brud)가 2016년 선보인’릴 미켈라’의 연간 수익(2019년 기준)은 약 1170만달러(약 140억원)에 달한다. 가상인간의 두뇌... 가상인간을 대할 때 발생할 수 있는 윤리적 문제도 과제다. 가상인간에 대한 성적 평가나 성희롱, 욕설 등이 무분별하게 이뤄질 수 있다. 일례로 올해..."
38,"천안교육지원청, 천안AI꿈키움터 학생 인공지능교육 박차",2021.12.07.,"교육내용은 인공지능 체험 및 이해, 인공지능 교구 활용, 인공지능 윤리, 인공지능 관련 직업 탐구 등이고, 실습과 체험 위주의 교육 운영으로 학생들의 흥미와 수준을 고려하였다. 학생 지도에는 천안AI꿈키움터 순회교사와 천안인공지능교육 선도교사가 참여하며, 여러 차례 사전협의로 알찬 교육프로그램을..."
39,"C3.ai DTI, 총 119억원 상금의 '인공지능 통한 사이버 보안 혁신과 중요 인프...",2021.12.08.,"ai Digital Transformation Institute)가 정보 보안(Infosec)을 강화하고 중요 인프라를 보호하도록 설계된 인공지능(AI)을 바탕으로 디지털 혁신 과학을... 한편, C3.ai DTI는 AI, 머신러닝, 사물인터넷(IoT), 빅데이터 분석, 인적 요소, 조직 행동, 윤리, 공공 정책 연구에 중점을 두고 있다. 이 연구소는 ML..."
40,“AI는 사람이 가르친 대로 배워...편견과 차별은 결국 사람이 조장”,2021.12.08.,인공지능에 윤리 가르치는 최예진 워싱턴대 컴퓨터공학과 교수 빌 게이츠와 함께 마이크로소프트를 창업한 고(故) 폴 앨런은 2013년 수억달러를 기부해 미국 시애틀에 ‘앨런 인공지능(AI) 연구소’를 설립했다. 인류 공동의 번영을 위한 AI를 만들겠다는 것이 그의 뜻이었다. 지난달 앨런 AI연구소가 공개한...
41,"삼성전자, 디지털 포용성 평가에서 글로벌 4위...AI 윤리 원칙 공개, C랩 사외...",2021.12.02.,"삼성전자는 이번 '디지털 포용성' 평가에서 인공지능(AI) 분야에서 공정성·투명성·책임성을 추구하는 'AI 윤리 원칙' 공개, 사외 스타트업 육성 프로그램인 'C랩 아웃사이드'를 통한 기술혁신 생태계 기여 등에 대해 높은 점수를 받았다. 또한 색을 잘 구별하지 못하는 시청자를 위해 적색·녹색..."
42,"AI가 말했다 ""페미니즘 혐오 옳지 않아""",2021.12.02.,인공지능(AI) 혹은 AI를 탑재한 로봇이 윤리적일 수 있을까. 지금 당장은 어려워도 그럴 가능성을 보여주는 AI가 나왔다. 미국 시애틀의 앨런연구소는 최근 도덕적 판단 능력을 갖춘 '델파이(Delphi)'를 공개했다. 앨런연구소는 마이크로소프트(MS) 공동창업자인 고(故) 폴 앨런이 설립한 AI 연구소다. 델파이란...
43,“○○는 확찐자” 썼다가 삭제됐다…꼼수도 잡아내는 ‘AI 감시자’,2021.12.01.,"게임회사 넥슨은 욕설이나 비속어를 실시간으로 걸러내는 인공지능(AI)을 운영 중이다. 가령 게임 채팅 중에 ‘시11111발 미쳤나’라는 문구가 뜨면... 국내 기업들이 ‘AI 윤리’ 도입, 확대에 팔을 걷어붙이고 있다. 지난 1월 소수자 차별·혐오 발언 논란을 일으킨 챗봇 서비스 ‘이루다 사태’가 직접적인..."
44,"ESG경영 시동 건 IT·게임 업계, 평가 등급 한 발 앞으로",2021.12.01.,"지난 3월 ESG경영위원회를 신설한 엔씨는 4월부터 올바른 인공지능(AI) 윤리 정립을 위해 세계적인 석학들의 새로운 관점과 방향을 공유하는 ‘AI 프레임워크’ 시리즈를 연중 기획 프로젝트로 진행 중이다. ESG경영위원회 위원장인 윤송이 최고전략책임자(CSO)가 하버드대, 스탠포드대, 매사추세츠공대..."
45,"정부 전략, 풍부한 투자, 수많은 스타트업...영국, 진정한 AI 강국 꿈꾼다",2021.12.01.,"특히, 안전한 AI 환경 조성을 위해 지난해 인공지능 윤리 연구소(Institute for Ethics in AI)를 신설했다. 이 연구소에는 세계적으로 저명한 철학자와 인문계 전문가, 기술 개발자와 학계ㆍ기업ㆍ정부의 지도자들이 모여 신뢰 가능한 AI 연구개발을 논의한다. 영국의 AI 도입 속도는 기업 측면에서도 빠르다...."
46,'AI 김주하' 판독 못한 카이스트…가짜 'AI 이재명·윤석열' 어쩌나,2021.12.15.,"대신 인공지능(AI)이 윤 후보의 영상을 반복 학습하는 방식으로 재현해냈다. ‘AI 윤석열’은 윤 후보의 외모를 똑 닮았으나, 고개를 좌우로 흔드는... 전창배 한국인공지능윤리협회 이사장은 “선거 때 딥페이크 영상을 어떻게 활용할지에 대한 가이드라인이 필요한 상황”이라며 “악의를 갖고 제작한 허위..."
47,"한국법제연구원-유네스코한국위원회, 인공지능 윤리 관련 법제화 방안 논의",2021.12.15.,이번 공동학술대회에서는 지난 4월 한국법제연구원과 유네스코한국위원회 간 교류협력협약서를 체결한 이후 양 기관 공동연구로 발간된 보고서인 ‘인공지능(AI) 윤리와 법’의 연구 성과를 국내외 전문가들과 공유하고 향후 국내 인공지능 관련 규제 방향을 함께 모색할 예정이다.이날 학술회의는 정찬모...
48,[아!이뉴스] AI 윤리 고민하는 네이버…해 넘기는 OTT지원,2021.12.07.,"이날 참여한 스타트업 관계자들은 ▲안정적인 비대면 의료 정착 ▲인공지능(AI)·빅테이터 산업 육성 ▲규제 샌드박스 개혁 ▲대기업의 기술 편취 등... ◆ 'AI 윤리' 몰두하는 네이버…사례 보고서로 관심 지속 네이버가 'AI 윤리'에 대한 관심을 이어간다. 네이버가 AI 기술을 어떻게 적용하고 있는지, 각..."
49,"과기정통부, 2022년 'AI 바우처' 지원 사업 시작...980억 투입",2021.12.07.,"임혜숙 과기정통부 장관(출처=과기정통부) 과기정통부(장관 임혜숙)가 기업의 인공지능(AI) 활용을 지원하는 '2022년 AI 바우처' 사업을 시작한다고 15일... 부정수급, 개인정보보호 위반, 윤리 이슈 초래, 불성실한 과제수행 등에 대해서는 심의과정을 통해 귀책이 인정되는 경우 사업참여를 제한하거나..."
50,"KAIST, 인공지능과 미래사회 국제심포지엄 개최",2021.12.07.,"KAIST는 `인공지능과 미래사회 KAIST 국제심포지엄'을 10일 온라인으로 개최한다고 7일 밝혔다. 인공지능연구원, Post-AI 연구소... 두 번째 `인공지능 윤리'에서는 오랜 세월 분투해왔지만, 여전히 비윤리적인 행동 문제를 해결하지 못한 인간이 과연 `윤리적인 인공지능'을 만들 수 있는지에 대해 다룬다...."
51,"'AI대중화' 선언한 정석근 네이버클로바CIC 대표 ""초거대AI '상용화'가 최대 ...",2021.12.07.,“초거대 인공지능(AI)을 연구하는 것을 넘어 실제 서비스에 적용하기 위한 링크(연결고리)를 만드는 게 가장 어렵습니다. AI 서비스 상용화 측면에서... 한편 AI가 성숙해지면서 윤리적인 문제도 대두되고 있다. 정 대표는 “AI의 능력이 이제 영아기에서 벗어나 사회활동을 하기 시작하는 유아기로...
52,"천안시교육지원청,‘찾아오는 인공지능 꿈키움 교실’ 운영",2021.12.15.,"교육내용은 인공지능 체험 및 이해, 인공지능 교구 활용, 인공지능 윤리, 인공지능 관련 직업 탐구를 주제로 실습과 체험 위주의 교육프로그램을 운영한다. 또한 학생 지도에는 천안AI꿈키움터 순회교사와 천안인공지능교육 선도교사가 참여해 교육프로그램을 준비했다. 이번 꿈키움 교실에 참여한 A 학생은..."
54,"'인공지능 활용' 속도 낸다...2022년 'AI 바우처 사업', 980억으로 기업 당 최...",2021.12.15.,"과학기술정보통신부(장관 임혜숙, 이하 '과기정통부')는 인공지능(AI) 기술을 도입하려는 중소·개척(벤처) 및 중견기업을 대상으로 인공지능 해결책... 그밖에 부정수급, 개인정보보호 위반, 윤리 이슈 초래, 불성실한 과제수행 등에 대해서는 심의과정을 통해 귀책이 인정되는 경우 사업참여 제한, 사업비..."
55,"KAIST, 인공지능과 미래사회 국제심포지엄 개최",2021.12.07.,"7일 KAIST에 따르면, '인공지능과 미래사회 KAIST 국제심포지엄'은 인공지능연구원, Post-AI 연구소, 한국4차산업혁명정책센터 등 KAIST에서 인공지능을... 두 번째 '인공지능 윤리'에서는 오랜 세월 분투해왔지만, 여전히 비윤리적인 행동 문제를 해결하지 못한 인간이 과연 '윤리적인 인공지능'을 만들 수..."
56,"천안교육지원청, 지역아동센터 찾아오는 인공지능 꿈키움 교실 운영",2021.12.07.,"교육은 인공지능 체험 및 이해, 인공지능 교구 활용, 인공지능 윤리, 인공지능 관련 직업 탐구 등이고, 실습과 체험 위주로 운영하고, 학생 지도에는 천안AI꿈키움터 순회교사와 천안인공지능교육 선도교사가 참여해 교육프로그램을 준비했다. 한편 천안교육지원청은 학생 인공지능 역량 함양을 위해..."
57,국회도서관 '주요국의 AI 관련 입법동향' 포럼,2021.12.07.,"이명우 국회도서관장은 ""인공지능 기술의 비약적인 발전에 따라 정부의 정책적인 지원, AI윤리기준 및 개인정보보호 등 다양한 문제가 발생하는 만큼 면밀한 법적 검토와 법제화가 필요하다""며 ""오늘 포럼에서 소개된 주요국의 입법사례가 우리나라 인공지능 관련 입법에 도움이 되길 바란다""고 말했다"
58,"스타트업 '튜닙·커먼컴퓨터', 거대 AI 협업모델 만든다",2021.12.07.,"구체적인 인공지능 모델을 개발할 계획이다. 세부 내용은 정식 계약을 체결한 이후 공개할 예정이다. 튜닙은 카카오브레인 출신 자연어처리(NLP) 개발자 6명이 올해 3월 공동 창업한 스타트업이다. 자연어처리, 초거대 AI 모델, AI 윤리 모델 등 AI 핵심 기술이 전문 영역이다. 현재 성격과 감정을 반영해 깊은..."
59,당신의 생각보다 AI의 미래는 빠르다,2021.12.08.,"자연어 이해와 인공지능 윤리 전문가인 오혜연 카이스트 전산학부 교수, 인공지능 정책과 윤리를 연구하는 고학수 서울대 법학전문대학원 교수, AI 챗봇 ‘심심이’를 개발한 최정회 심심이주식회사 창업자 겸 CSO가 패널로 나섰다. 먼저 인간이 차별과 혐오를 하는 상황에서, 인간이 만든 데이터를 학습한..."
60,"""진짜야, 가짜야?""…AI 윤석열 등장에 '혁신 vs 눈속임' 갑론을박",2021.12.07.,"인공지능(AI) 윤석열입니다. 윤석열 후보와 너무 닮아 놀라셨습니까?"" 지난 6일 서울 송파구 올림픽체조경기장에서 열린 국민의힘 중앙선거대책위원회... 그러면서 ""미국이 우려한 일을 한국은 법도 없이 시작하는 상황이 벌어졌다""면서 ""딥페이크를 이용한 영상이라는 걸 꼭 표시하는 게 윤리적으로..."
61,"카이스트, 인공지능과 미래사회 국제심포지엄 개최",2021.12.07.,"KAIST(총장 이광형)는 '인공지능과 미래사회 KAIST 국제심포지엄'을 오는 10일 온라인으로 개최한다고 7일 밝혔다. 인공지능연구원, Post-AI 연구소... 두 번째 '인공지능 윤리'에서는 오랜 세월 분투해왔지만, 여전히 비윤리적인 행동 문제를 해결하지 못한 인간이 과연 '윤리적인 인공지능'을 만들 수..."
62,"""개발단계부터 AI에 윤리의식 입혀야""",2021.12.07.,올해 초 ‘이루다’라는 인공지능(AI) 챗봇이 서비스 이용자와의 대화에서 장애인·성소수자 등에 대한 혐오 발언을 쏟아내 논란을 일으켰다. 이루다는... AI를 믿을 수 있는 거냐”는 회의론을 불러오는 등 AI업계 전반에 타격을 줬다. 이런 불의의 사고를 예방하려면 AI 개발 전 과정에서 법적·윤리적...
