,제목,날짜,본문
10,"한성대, 커먼컴퓨터와 AI 교육과정 운영 위한 MOU 체결",2020.01.31.,한성대학교 창의융합교육원(C&C Schol)은 커먼컴퓨터와 인공지능(AI) 교육 커리큘럼 운영을 위한 업무협약(MOU)을 체결했다고 31일 밝혔다. 커먼컴퓨터는 개발자들이 인터넷에 접속해 손쉽게 AI를 개발할 수 있도록 돕는 플랫폼 개발 회사다. 업무협약에 따라 커먼컴퓨터는 자체 개발한 'AI 네트워크 커넥트'(AI...
11,"AI가 알아서 하는 빨래…삼성, 100년 넘는 '세탁기 라이프'를 바꾸다",2020.01.29.,"임경애 삼성전자 UX혁신그룹장이 “인공지능(AI) 맞춤 세탁 부탁해”라고 하자 세탁기로부터 돌아온 대답이다. 세탁이 끝나자 바로 위에 적재돼 있는 건조기는 이미 빨래 무게와 세탁 정보를 바탕으로 AI 맞춤 건조를 준비하고 있었다. 건조까지 끝마친 후 임 그룹장이 “지금 바로는 어렵고, 30분 뒤에 세탁물..."
12,"위니아, '둘레바람' 강화하고 AI 탑재한 신형 에어컨 출시",2020.01.29.,"냉방 성능을 높이는 한편, 인공지능(AI) 기술을 적용해 사용 편의성을 향상시킨 것이 이번 신제품의 특징이다. 30일 위니아딤채에 따르면 신제품은 간접풍 방식을 강화했다. '둘레바람' 모델은 일반 냉방 시에는 정면으로 바람이 나오다가, 둘레바람 기능을 선택하면 전면에 있는 원판 모양의 토출구..."
13,광주에 세계적 AI클러스터 만든다...AI사관학교 등 설립,2020.01.29.,"광주광역시는 29일 오후 김대중컨벤션센터에서 &apos;인공지능(AI) 광주시대를 여는 인공지능 중심도시 광주 비전 선포식&apos;을 개최했다. 행사에는 이용섭 광주광역시장과 최기영 과학기술정보통신부장관, 지역 국회의원, 시의원, 지역 주요인사 등 700여명이 참석했다. 선포식은 국민의례와 축사..."
14,차세대 AI·6G 등에 R&D정책 집중,2020.01.29.,"정보통신기획평가원(IITP)이 올해 5세대 이동통신(5G)과 6세대 이동통신(6G), 인공지능(AI) 분야 등 핵심기술 연구개발에 집중적으로 나선다. 또한 소재부품 장비 국산화를 위해 5G기반 장비단말 부품과 디바이스 기술개발에 심혈을 기울이는 동시에 고급 ICT인력 양성 및 일자리 창출에도 적극 나선다...."
15,"신한AI, 인공지능 알고리즘 기반 투자상품 첫 출시",2020.01.30.,신한금융은 지난 2016년부터 최신 디지털 혁신기술을 활용하여 고객에게 차별화된 경험과 가치를 제공하기 위해 인공지능(AI)의 도입을 적극적으로 추진해 왔다. 그 결과 지난 해 9월 인공지능 기반의 다양하고 혁신적인 금융 서비스 제공을 위한 신한금융의 16번째 자회사인 신한AI가 공식 출범했다. 특히...
16,AI가 세탁·건조 알아서 해준다,2020.01.30.,"삼성전자 '그랑데 AI' 첫선 ""친환경이면서 소비자 마음을 울릴 수 있는, 소비자가 진짜 원하는 제품에 집중하겠다."" 이재승 삼성전자 생활가전사업부장(부사장)은 29일 서울 삼성디지털프라자 강남본점에서 '삼성 그랑데 AI(인공지능)' 출시 행사를 갖고 이렇게 말했다. 그는 지난주 김현석 삼성전자 CE..."
17,"KT스카이라이프, 작년 4Q 영업익 8.6%↑…""AI 서비스 확산할 것""",2020.01.30.,채학석 KT스카이라이프 기획조정실장은 “올해는 고품질 실시간 위성방송에 AI(인공지능) 플랫폼을 연계한 ‘스카이라이프 AI’ 서비스를 보다 확대할 계획”이라며 “고객 혜택을 대폭 강화환 상품 개편을 통해 고객 만족도 제고 및 가입자 확대에 힘쓸 것”이라고 말했다.
18,"정부, 규제샌드박스로 5G·AI 등 신산업 규제개선 집중",2020.01.30.,"정부가 올해 5G 응용서비스, 인공지능(AI) 융합 등 신산업 분야에서 규제개선에 집중하기로 했다. 특히 혁신적인 신기술 서비스인데도 이해 관계자와의 극심한 갈등으로 해결되지 못한 과제 등에 대해 부처간 협력을 강화, 해결을 위해 노력할 방침이다. 과학기술정보통신부는 30일 ICT 규제 샌드박스 제도..."
19,"中업체, AI 기술로 신종코로나 감염자 접촉 가능성 점검 서비스",2020.01.30.,"치후 360, 여행 중 감염자와 접촉 여부 점검하는 플랫폼 출시 바이두·알리바바 등 'IT 공룡들', '신종 코로나 전쟁'에 동참 신종 코로나바이러스 감염증(신종 코로나)이 맹위를 떨치고 있는 중국에서 인공지능(AI) 기술을 활용해 신종 코로나에 감염된 사람과 접촉했을 가능성을 체크해 주는 플랫폼이..."
20,"삼성전자, '그랑데 AI' 세탁기·건조기 출시",2020.01.29.,삼성전자가 소비자 개개인의 사용 습관에 맞춰 세탁과 건조를 해주는 인공지능(AI) 세탁기(사진 위)와 건조기 '삼성 그랑데 AI'를 출시했다고 29일 밝혔다. 2020.1.29
21,데이터·AI기업 현장방문 및 간담회,2020.01.29.,데이터·인공지능(AI) 기업 현장 방문 및 간담회가 29일 서울 강남구 솔트룩스에서 열렸다. 【사진14】정세균 총리(맨 오른쪽)와 주요 인사들이 솔트룩스의 AI 기반 가상상담원 '샌디'의 설명을 듣고 있다.
22,올해 ICT 혁신 실험장은 5G·인공지능,2020.01.29.,"올해에는 5G, 인공지능(AI) 기술들이 결합된 다양한 혁신 서비스 등장을 모색한다. 과학기술정보통신부(장관 최기영, 이하 과기정통부)는 ICT 규제 샌드박스 제도 시행 1주년을 맞아 올해 ICT 규제 샌드박스 추진방향을 밝혔다. 먼저 지난해 접수된 총 120건의 신청과제 중 102건이 처리(85% 처리율)됐다. 7차례..."
23,박시종 예비후보 '광주를 대한민국 AI 중심으로',2020.01.30.,"박시종 예비후보는 ""광주를 제4차 산업혁명시대, AI(인공지능)시대의 대한민국 중심도시로 성장하기 위한 광주시의 계획에 적극 찬성한다""며 ""데이터 클러스터 조성 사업, AI 인재양성, 시민참여 AI도시 등 본인이 공약으로 발표한 내용들이 다수 포함돼 앞으로 국회에 들어가면 적극 지원할 예정이다""고..."
24,"""말하면 척척""…AI 카카오톡 등장한다",2020.01.30.,"국민 메신저 카카오톡이 인공지능(AI)으로 진화한다. 음성 대화만으로 메시지 전송부터 포털 검색, 쇼핑 등 카카오톡의 다양한 서비스를 이용할 수 있게 된다. 현재 카카오톡에 적용된 AI는 B2B(기업 간 거래) 사업으로 추진하는 '챗봇'이 전부다. 챗봇 서비스를 이용하는 기업을 플러스친구로 등록해 메시지로..."
25,"[기고] AI, 빠르게 그러나 착실하게",2020.01.31.,"베토벤 탄생 250주년을 맞아 최근 그의 미완성 교향곡 10번을 인공지능(AI)으로 완성하는 프로젝트가 진행된다는 소식이다. 과연 생전의 역작을 뛰어넘는 새로운 베토벤의 작품이 AI의 도움으로 마무리될지 궁금해진다. AI 시대를 목전에 둔 지금, 그 대응전략의 일면을 베토벤 9번 교향곡 ‘합창’에서 찾을..."
26,"기업 61% ""채용 공정성 강화해야""…절반은 AI 도입 의향",2020.01.31.,"조사대상의 절반 이상인 55%는 인공지능(AI) 기술을 채용에 접목하는 게 불공정 평가를 방지하는 데 도움이 될 것이라고 답했다. 실제 AI 채용 평가를 도입할 의향이 있는 기업은 45%였고, 그 이유로는 '사람의 주관적인 편견을 배제할 수 있어서'(77%·복수응답)를 들었다. 사람인 임민욱 팀장은 ""불공정 채용..."
27,구글 검색창 사라지게 할 `게임체인저`는 음성인식 AI,2020.01.29.,"당신이 알고 싶은 음성인식 AI의 미래 / 제임스 블라호스 지음 / 박진서 옮김 / 김영사 펴냄 / 1만8000원 ""난 당신의 것이지만 당신만의 것은 아니죠."" 영화 '그녀'에서 가장 심금을 울리는 장면은 테오도르가 인공지능(AI) 사만다의 진심을 전해 듣는 순간이다. 세상 모든 사람의 언어를 융합해 만들어진 사만다는..."
28,"""가사노동 해방""…삼성, AI 세탁기·건조기 '그랑데' 출시",2020.01.29.,"사용 습관 맞춤형 서비스…'3무 안심' 위생관리 ""셔츠 한장 36분 초고속 세탁·건조""…'프로젝트프리즘' 2탄 삼성전자가 인공지능(AI) 세탁기·건조기 '삼성 그랑데 AI'를 29일 출시했다. 삼성전자는 이날 서울 삼성 디지털프라자 강남 본점에 마련된 라이프스타일 쇼룸 '#프로젝트 프리즘'(#ProjectPRISM)에서..."
29,"대경ICT산업協·영진사이버대, AI SW 개발자 주문식 교육 협력",2020.01.29.,"국내 사이버대학과 정보통신기술(ICT) 관련 협회가 손잡고 인공지능(AI) 소프트웨어(SW) 분야 주문식 교육에 나선다. 4차 산업혁명 시대에 최적화된 맞춤형 AI SW 개발자를 양성, 기업 경쟁력을 높이고 국내 AI SW 분야 글로벌 융합인재 양성을 선도하겠다는 취지다. 대경ICT산업협회와 영진사이버대학교는..."
30,"""AI가 세탁에서 건조까지""…삼성전자 '그랑데 AI' 출시",2020.01.29.,삼성전자는 29일 AI(인공지능)가 소비자 개개인의 사용 습관에 맞춰 세탁과 건조를 해주는 인공지능 세탁기·건조기 '삼성 그랑데 AI'를 출시했다. 삼성전자는 이날 오전 서울 강남구 삼성디지털프라자 강남본점에 마련된 라이프스타일 쇼룸 '프로젝트 프리즘'(#ProjectPRISM)에서 '그랑데 AI' 미디어데이를...
31,'인공지능 중심도시' 광주 선언…추진 배경과 전략은,2020.01.29.,"광주시 ""꼴찌 도시를 일등 도시로""…낙후 이미지 벗을 기회 인공지능(AI) 중심도시를 향한 광주의 항해가 닻을 올렸다. 29일 비전 선포식에서 추진 전략을 발표한 광주시는 의향으로 불리면서도 산업화 과정에서 차별과 소외로 낙후된 도시 이미지를 벗겠다는 의욕까지 보였다. 4차 산업혁명 시대 핵심인..."
32,"정 총리, AI업체 찾아 ""핵심기술 투자 확대""…취임 후 첫 기업 방문",2020.01.29.,"정세균 국무총리는 29일 인공지능(AI) 기업을 찾아 ""규제의 틀을 원점에서 재검토해 과감하게 혁신하고, 인공지능 핵심기술 확보를 위해 관련 투자를 확대하겠다""고 밝혔다. 정 총리는 이날 서울 강남구의 데이터·AI 기업 '솔트룩스'를 방문해 데이터·AI 기업 10곳 관계자들과 간담회를 하고 국내 데이터·AI 산업..."
33,일상생활 속의 AI노믹스 ① AI 면접관이 취업·인사 담당하는 시대 | 인공지능...,2020.01.29.,"정치·경제·사회·문화 어떤 분야를 막론하고라도 인공지능(AI)의 파고를 피할 수 없는 세상이다.이세돌과 알파고의 대결로 전 세계 주목을 끈 이후 몇 년간 AI는 이미 우리네 삶 속에 깊숙이 파고들었다. 스피커나 TV는 물론 자동차 내비게이션·자율주행시스템이나 로봇, 의료기술, 아파트·제조·생산..."
34,MRI 비용·시간 줄이는 ' AI 기술' 개발,2020.01.29.,한 번의 자기공명영상(MRI) 촬영으로 의심질환에 필요한 영상을 여러번 확보할 수 있는 AI(인공지능)기술이 개발됐다. KAIST(총장 신성철)는 예종철 교수팀이 MRI에서 재촬영 없이 강조영상을 얻을 수 있는 AI 기술을 개발했다고 30일 밝혔다. 고비용의 MRI를 효과적이고 체계적으로 활용할 수 있는 방안을 설계할...
35,"스캐터랩, 롯데쇼핑 AI 스피커 `샬롯home`에 핑퐁빌더 일상대화 적용",2020.01.29.,인공지능(AI) 스타트업 스캐터랩(대표 김종윤)이 롯데쇼핑에서 선보인 AI 스피커 '샬롯홈(Charlotte Home)’에 일상대화 기능을 적용했다고 30일 밝혔다. 스캐터랩은 작년 8월 일상대화를 주고받을 수 있는 챗봇을 손쉽게 만들 수 있는 솔루션인 핑퐁빌더(PINGPONG builder)를 선보인 바 있다. 핑퐁빌더는 내장된...
36,"신한금융, AI 알고리즘 기반 투자상품 2종 출시",2020.01.29.,신한금융그룹은 국내 금융권 최초로 강화학습 인공지능(AI) 알고리즘을 적용한 '신한 BNPP SHAI 네오(NEO) 자산배분 증권투자신탁'과 '신한 NEO AI 펀드랩'을 출시했다고 29일 밝혔다. 네오는 신한금융의 인공지능 관련 자회사 신한AI가 개발한 인공지능 투자자문 플랫폼이다. 과거 30년 이상의 빅데이터를 빠르게...
37,연간 벤처 투자 첫 4조원대 진입...AI 등 크게 늘어,2020.01.29.,인공지능(AI) 등 4차산업혁명 분야 작년 벤처 투자액이 1조7060억 원으로 집계됐다. 전년(1조 7060억 원)보다 27%나 늘었다. AI 분야만은 2258억 원이였다. 2019년 한해 전체 벤처 투자는 4조2777억 원으로 처음으로 4조원대로 진입하며 사상 최대액을 기록했다. 4조2777억 원 중 순수 민간펀드 투자액은...
38,"경북경제진흥원, 취업준비생 AI 모의 면접 체험 제공",2020.01.31.,경북도경제진흥원은 취업준비생에게 인공지능(AI) 면접 체험을 제공한다고 30일 밝혔다. 경북도경제진흥원은 다음 달 AI 면접 솔루션 개발사와 계약을 한 후 3월 초에 홈페이지에서 AI 면접 체험 대상자를 공모한다. 도내 대학졸업(예정)자 100명에게 국내 기업이 도입한 AI 면접 솔루션으로 모의...
39,"조오섭 예비후보, ""인공지능 집적단지 1조원으로 키우겠다""",2020.01.31.,"조오섭 더불어민주당 광주 북구갑 국회의원 예비후보는 30일 ""광주 첨단 3지구에 추진중인 인공지능(AI) 산업융합 집적단지 조성 사업을 1조원까지 키워야 한다""고 주장했다. 조오섭 예비후보에 따르면 광주시는 지난 29일 '인공지능 중심도시 광주 비전 선포식'을 열고 4대 추진전략으로 ▲AI 클러스터 조성..."
40,"네이버 클라우드 ""AI가 잘 나온 사진·영상 골라 드려요""",2020.01.28.,"요약보기는 스크린샷(캡처) 또는 글자 위주의 사진을 거르고, 네이버 클라우드 이용자가 직접 즐겨찾기에 추가한 사진과 인공지능(AI)이 분석한 잘 나온 사진을 확대해 보여주는 기능이다. 이용자는 클라우드에 올라간 기존 사진 중 비슷한 사진을 하나로 묶어 사진앨범처럼 만들 수 있으며 앱을 통해 간편하게..."
41,"'경제 활성화' 외친 정총리, 첫 방문 산업현장은 'AI·데이터'",2020.01.31.,"정세균 국무총리가 29일 오후 서울 강남에 위치한 데이터·AI(인공지능) 전문기업을 방문했다. 총리 지명 직후부터 ‘경제 활성화’를 여러 차례 강조했던 정 총리는 취임 후 처음으로 찾아가는 산업 현장으로, 4차 산업혁명의 핵심인 데이터와 AI를 택한 것이다. 정 총리는 “데이터 경제를 선도하고 AI..."
42,"에어뉴질랜드, AI 기술 도입으로 정시운항 개선 나서",2020.01.29.,에어뉴질랜드가 컴퓨터 비전 인공지능(AI)을 시범 도입한다. 에어뉴질랜드는 31일 항공기 턴 타임 및 정시운항성을 개선하기 위한 방안의 일환으로 AI 기술을 시범 도입한다고 밝혔다. 항공기 턴 타임이란 항공기가 게이트에 정차하는 시점부터 게이트를 떠날 때까지 소요되는 시간을 말한다. 에어뉴질랜드는...
43,연간 벤처 투자 첫 4조원대 진입...AI 등 크게 늘어,2020.01.30.,인공지능(AI) 등 4차산업혁명 분야 작년 벤처 투자액이 1조7060억 원으로 집계됐다. 전년(1조 7060억 원)보다 27%나 늘었다. AI 분야만은 2258억 원이였다. 2019년 한해 전체 벤처 투자는 4조2777억 원으로 처음으로 4조원대로 진입하며 사상 최대액을 기록했다. 4조2777억 원 중 순수 민간펀드 투자액은...
44,의향 광주를 넘어 '인공지능 광주시대' 선언,2020.01.30.,"중점과제로는 먼저 세계적인 AI 클러스터 조성을 위해 인공지능 집적단지 조성, 데이터센터 구축, AI+ 실증 테스트베드 구축, AI 실증 시범도시 조성, 데이터 산업융합원 설립 등 5대 중점 과제를 추진한다. 향후 5년간 약 4000억여원의 예산을 투입해 첨단3지구 4만6200㎡ 부지에 집적단지를 조성해 세계 최고..."
45,"신한금융, AI 알고리즘 기반 투자상품 2종 출시",2020.01.30.,신한금융그룹이 국내 금융권 최초로 강화학습 인공지능(AI) 알고리즘을 적용한 '신한 BNPP SHAI 네오(NEO) 자산배분 증권투자신탁'과 '신한 NEO AI 펀드랩'을 출시한다고 29일 밝혔다. 네오는 신한금융의 인공지능 관련 자회사 신한AI가 개발한 인공지능 투자자문 플랫폼이다. 2020.1.29 [신한금융...
46,"경북경제진흥원, 취업준비생 AI 모의 면접 체험 제공",2020.01.30.,경북도경제진흥원은 취업준비생에게 인공지능(AI) 면접 체험을 제공한다고 30일 밝혔다. 경북도경제진흥원은 다음 달 AI 면접 솔루션 개발사와 계약을 한 후 3월 초에 홈페이지에서 AI 면접 체험 대상자를 공모한다. 도내 대학졸업(예정)자 100명에게 국내 기업이 도입한 AI 면접 솔루션으로 모의...
47,"기업 2곳 중 1곳 ""채용 불공정, AI 도입해 막을 수 있다""",2020.01.29.,"기업 절반 이상이 인공지능(AI)을 도입하면 채용 불공정을 방지할 수 있다고 보는 것으로 나타났다. 사람의 주관적인 편견을 배제하고 평가 기준을 명확히 하는 데 도움이 될 것이란 이유에서다. 29일 구인구직 매칭플랫폼 사람인에 따르면, 지난달 9~13일 기업 인사담당자 222명을 대상으로 '채용 공정성..."
48,"석제범 IITP 원장 ""5G·AI R&D와 인력양성에 역점… 차세대 AI·6G 예타 추진...",2020.01.29.,"정보통신기획평가원(IITP)이 올해 5세대 이동통신(5G)과 6세대 이동통신(6G), 인공지능(AI) 분야 등 핵심기술 연구개발에 집중적으로 나선다. 또한 소재부품 장비 국산화를 위해 5G기반 장비단말 부품과 디바이스 기술개발에 심혈을 기울이는 동시에 고급 ICT인력 양성 및 일자리 창출에도 적극 나선다...."
49,"조오섭 예비후보, ""인공지능 집적단지 1조원으로 키우겠다""",2020.01.29.,"조오섭 더불어민주당 광주 북구갑 국회의원 예비후보는 30일 ""광주 첨단 3지구에 추진중인 인공지능(AI) 산업융합 집적단지 조성 사업을 1조원까지 키워야 한다""고 주장했다. 조오섭 예비후보에 따르면 광주시는 지난 29일 '인공지능 중심도시 광주 비전 선포식'을 열고 4대 추진전략으로 ▲AI 클러스터 조성..."
50,"박시종 예비후보 ""인공지능 중심도시 광주를 대한민국 AI 중심으로""",2020.01.29.,"'광주시 인공지능 광주시대 선포'에 적극 찬성 박시종(광산을)예비후보가 ""광주를 제4차 산업혁명 시대, 인공지능(AI) 시대의 대한민국 중심도시로 성장하기 위한 광주시의 계획에 적극적으로 찬성한다""고 밝혔다. 광주시는 지난 29일 김대중 컨벤션센터에서 제4차 산업혁명의 핵심인 AI 시대를 열어갈..."
51,"신한금융, AI 알고리즘 적용한 투자상품 출시",2020.01.29.,이투데이=김범근 기자 | AI 기술을 활용한 고품질 투자자문 서비스 대중화 선도 신한금융이 인공지능(AI) 기술을 활용한 고품질 투자자문 서비스 대중화에 나선다. 신한금융그룹은 업계 최초로 강화학습 AI 알고리즘이 적용된 ‘신한BNPP SHAI네오(NEO)자산배분 증권투자신탁’과 ‘신한 NEO AI 펀드랩’을...
52,"“AI 광주시대 열겠다”…광주시, AI 비전 선포",2020.01.30.,"광주시가 인공지능(AI) 중심도시로 거듭나 AI 4대 강국 대한민국을 적극 뒷받침하겠다고 선언했다. 광주시는 29일 최기영 과학기술정보통신부장관, 이용섭 광주시장, 국회의원, 시의원 등이 참석한 가운데 김대중컨벤션센터에서 열린 'AI 광주시대를 여는 AI 중심도시 광주 비전 선포식'에서 비전과..."
53,"광주시, 인공지능 중심도시 비전과 전략 선포",2020.01.30.,"5대 중점과제로 세계적인 AI 클러스터 조성을 위해 인공지능 집적단지 조성, 데이터센터 구축, AI+ 실증 테스트베드 구축, AI 실증 시범도시 조성, 데이터 산업융합원 설립 등을 정했다.향후 10년간 중점과제가 추진되면 개방형데이터센터·슈퍼컴퓨팅 파워 등 세계 수준의 AI 인프라가 광주에 조성된다. 또..."
54,"네이버 클라우드 ""AI가 잘 나온 사진·영상 골라 드려요""",2020.01.30.,"요약보기는 스크린샷(캡처) 또는 글자 위주의 사진을 거르고, 네이버 클라우드 이용자가 직접 즐겨찾기에 추가한 사진과 인공지능(AI)이 분석한 잘 나온 사진을 확대해 보여주는 기능이다. 이용자는 클라우드에 올라간 기존 사진 중 비슷한 사진을 하나로 묶어 사진앨범처럼 만들 수 있으며 앱을 통해 간편하게..."
55,세탁·건조 통합… ‘삼성 그랑데 AI’ 출시,2020.01.30.,"삼성전자가 세탁기와 건조기 기능을 하나로 통합한 인공지능(AI) 신제품 ‘삼성 그랑데 AI’를 29일 출시했다. ‘삼성 그랑데’에 적용된 AI는 연간 1200만건이 넘는 국내 소비자 사용 데이터를 학습했으며, 기기를 쓸수록 사용자 패턴을 학습해 맞춤 코스를 추천해 준다. 세탁기가 빨래 무게를 스스로 감지해..."
56,"삼성전자, 인공지능 세탁기·건조기 '그랑데 AI' 출시",2020.01.30.,[삼성전자 제공] 삼성전자는 29일 소비자 개개인의 사용 습관에 맞춰 세탁과 건조를 해주는 인공지능(AI) 세탁기·건조기 '삼성 그랑데 AI'를 출시했다고 밝혔다. 삼성전자는 이날 서울 삼성 디지털프라자 강남본점에 마련된 라이프스타일 쇼룸 '#프로젝트 프리즘(#ProjectPRISM)'에서 미디어데이를 열고 그랑데...
57,"위니아딤채, AI 탑재한 '2020년형 위니아 에어컨' 출시",2020.01.30.,"위니아딤채에 따르면 ‘2020년형 위니아 에어컨’은 머리카락 굵기의 1/20크기의 초미세먼지(PM2.5)를 99.9%까지 제거해주는 IFD 필터가 탑재됐고, SK텔레콤 AI(인공지능) 스피커 ‘누구(NUGU)’의 음성인식기능을 사용할 수 있다. 특히 피부가 예민하고 어른보다 더 추위를 타는 아이들을 위해 냉기의 토출..."
58,[시시비비]AI인재 1000명 양성으로 AI 일등국가 가능할까,2020.01.30.,"정부가 지난해 12월17일 '인공지능(AI) 국가전략'을 발표한테 이어, 지난달 16일 과학기술정보통신부가 1호 업무보고를 통해 'AI 일등국가' 계획을 발표했다. 이 내용을 보면 'AI 인재 1000여명을 양성해서 AI 일등국가가 되겠다'는게 요지다. 경쟁국들은 수만명~100만명의 AI 인재를 양성하겠다고 계획을..."
59,‘음성 AI’는 현실을 지배하는 만능리모컨,2020.01.29.,"‘음성인식 AI의 미래’는 인공지능의 도달점이 대화형 컴퓨터, 즉 말하는 컴퓨터에 있다는 점을 보여준다. 기존의 AI 관련서들이 두루뭉수리하게 인공지능 기술 전반을 포괄적으로 제시했다면, 이 책은 인간 고유의 특성인 말을 기계에 이식하는 일, 즉 음성인식 기술에 오로지 초점을 맞춘다. 이 책의 저자..."
60,[인공지능 법·제도 연구 포럼]AI 개념 정립하고 현실·이상 격차 해소 주력,2020.01.29.,'인공지능(AI) 법·제도 연구 포럼'이 AI 관련 법·제도 정비를 통해 이상과 현실 간 격차를 해소하는 데 주력한다. 약한 AI·강한 AI 등 AI 개념을 명확히 분류하고 정부·국회가 AI 발전단계에 따른 법제화를 이룰 수 있도록 지원한다. 포럼은 30일 발대식에서 운영방안과 의제 등을 논의했다. 포럼 참여자는 법제화...
61,"스캐터랩, 롯데쇼핑 AI스피커에 핑퐁빌더 일상대화 적용",2020.01.29.,인공지능(AI) 스타트업 스캐터랩(대표 김종윤)은 롯데쇼핑에서 선보인 인공지능(AI) 스피커 &apos;샬롯홈&apos;에 핑퐁빌더의 일상대화 기능을 적용했다고 30일 밝혔다. 스캐터랩은 작년 8월 친근한 일상대화를 주고받을 수 있는 챗봇을 손쉽게 만들 수 있는 솔루션 핑퐁빌더를 선보였다. 핑퐁빌더는 내장된...
