,제목,날짜,본문
10,"비보텍, 인공지능 얼굴인식 엔진 전 모델 탑재",2020.02.28.,27일 비보텍의 한국 총판점 ㈜한성SMB솔루션은 비보텍이 인공지능(AI) 안면인식 기술분야의 세계 1위 업체인 사이버링크(Cyberlink)사와 전략적 파트너십을 체결하고 최첨단 AI 안면인식 엔진을 비보텍 IP 카메라 전 모델에 통합 적용해 판매를 시작한다고 밝혔다. 페이스미(FaceMe)라는 이름의 이 기술은 AI...
11,네이버도 결국 연예 뉴스 댓글 폐지…AI 필터링 한계,2020.02.27.,"그 동안 네이버는 인공지능(AI) '클린봇'을 활용해 댓글을 관리해오고 있었지만 한계에 부딪힌 것으로 보인다. 네이버는 내달 5일부터 인물명 검색 결과에서 연관검색어 서비스를 종료하고 연예 뉴스 댓글 서비스도 중단한다고 28일 밝혔다. 이날부터 네이버에 인물명, 활동명(예명), 활동 그룹명, 그룹명+인물명..."
12,삼정KPMG 대학생 아이디어톤 'AI 쇼핑카트' 순천향대 IPL팀 우승,2020.02.27.,'KPMG 아이디어톤'은 STEM 및 경영·경제를 전공하는 대학생들이 팀을 구성해 인공지능(AI) 중심의 아이디어로 실제 기업의 문제를 해결하고 비즈니스 효율성을 높이는 프로그래밍을 개발하는 대회다. 19개팀으로 구성된 88명의 대학생들은 '인공지능 기술을 활용해 낭비되는 시간을 대폭 줄일...
13,"코트라, 빅데이터 플랫폼에 AI 탑재…해외-국내기업 자동매칭",2020.02.27.,"코트라(KOTRA)가 빅데이터 플랫폼에 인공지능(AI) 엔진을 탑재, 국내기업과 해외기업을 자동매칭하는 등 다양한 지능형 서비스를 추진한다. 코트라는 27일 ""데이터 기반 수출지원' 구현을 위해 빅데이터 시스템을 가동하고 무역 분야 디지털 트랜스포메이션을 향한 첫걸음을 내딛는다""며 ""수출지원 서비스로..."
14,'AI로 기업문제 해결' 삼정KPMG 경연 순천향대팀 우승,2020.02.27.,KPMG 아이디어톤은 인공지능(AI) 기술로 기업문제를 해결하고 기업업무상 낭비되는 시간을 줄일 수 있는 아이디어를 놓고 대학생들이 경쟁하는 대회다. 대학생 88명이 19개팀을 꾸려 이번 대회에 출전했다. 순천향대 IPL팀은 AI기술을 접목한 쇼핑카트를 선보였다. 카트에 물건을 담으면 AI가 상품을...
15,"크래프트테크, 뉴욕증권거래소에 고배당 3번째 인공지능 ETF 상장",2020.02.28.,국내 인공지능 스타트업 크래프트테크놀로지스가 미국 뉴욕증권거래소에 인공지능(AI) 상장지수펀드(ETF)를 추가로 상장했다. 크래프트는 자사의 세 번째 AI ETF인 'QRAFT AI-ENHANCED US HIGH DIVIDEND ETF(티커명 HDIV)'가 뉴욕증권거래소에 27일(현시시간) 상장됐다고 28일 밝혔다. 고배당 ETF인 HDIV는 S&P500...
16,"메이크봇-신한저축은행, AI 활용한 '챗봇' 고객센터 출시",2020.02.28.,신한저축은행이 최근 인공지능(AI)을 활용한 챗봇 고객센터를 공식 출시했다고 28일 밝혔다. 이번 챗봇 도입 프로젝트는 인공지능 역량 강화의 일환으로 비대면 금융 거래 편의성을 요구하는 고객의 증가 추이를 반영했다. AI 챗봇 전문기업 ㈜메이크봇과 함께 구축한 신한저축은행 챗봇은 카카오톡 대화형...
17,"배달대행 부릉, AI 추천배차 사용률 80% 돌파",2020.02.27.,배달대행 부릉(VROONG)을 운영하는 메쉬코리아는 인공지능(AI)을 활용한 '추천배차' 시범 서비스의 사용률이 80%를 돌파했다고 27일 밝혔다. 메쉬코리아는 지난해 8월 일부 지역에서 라이더가 추천된 배송 주문을 자동 수락해 수행하는 추천배차 서비스를 시범 실시했다. 올해 들어 AI 추천배차 서비스 사용률이...
18,'AI로 온도 추정' 경진대회 개최…온라인 진행,2020.02.26.,연구개발특구진흥재단이 지원하는 차세대 공공기술 발굴 네트워크 사업의 하나로 열리는 이번 행사는 참가자들이 기상청이 제공하는 공공 데이터와 기계연의 온도 데이터를 활용해 인공지능(AI) 분석 알고리즘을 개발하는 대회이다. 기계연은 대전지역에서 3개월 동안 측정한 실내외 19곳의 온도 데이터를...
19,"""연예댓글 폐지"" 카카오…'차별·혐오' 댓글도 AI로 걸러낸다",2020.02.26.,"카카오는 지난 2017년부터 인공지능(AI)을 통해 모든 댓글의 욕설과 비속어를 필터링하는 '욕설 음표 치환 기능'을 적용하고 있는데, 이번 개편을 통해 욕설과 비속어 뿐 아니라 차별·혐오에 대해서도 신고할 수 있도록 했다. 욕설이나 비속어를 쓰지 않더라도 타인에게 불쾌감을 주거나 개인의 인격과 명예를..."
20,"'AI·AR·VR'…SKT, 5G 특화 혁신 스타트업 발굴·육성나선다",2020.02.26.,SK텔레콤은 인공지능(AI) 증강현실(AR)·가상현실(VR)·미디어·보안·커머스·모빌리티 등 5G 특화 서비스 분야에서 혁신적인 스타트업을 발굴해 육성하는 '5GX 트루이노베이션 엑셀러레이터'(5GX True Innovation Accelerator) 프로그램을 실시한다고 26일 밝혔다. SK텔레콤은 오는 27일부터 4월5일까지 2인 이상의...
21,홀로그래피·AI 기술로 세포 들여다본다,2020.02.26.,한국기초과학지원연구원(KBSI) 광주센터 이성수 박사 연구팀과 중앙대학교 시스템생명공학과 박경순 교수 연구팀은 인공지능(AI) 기반 3차원 홀로그래피 기술로 특정 세포를 인식하고 세포 내 특정물질의 양을 분석할 수 있는 기술을 개발했다고 26일 밝혔다. 이번에 공동연구팀이 개발한 AI 기반 3D...
22,"스페인 전직 소방관, IBM AI와 함께 소방관 안전 지킨다",2020.02.26.,스페인의 한 소방관이 이 같은 위험을 인공지능을 이용해 실시간의 알려주는 휴대용 장비를 발명해 화제가 되고 있습니다. 이동헌 기자의 보도입니다. [기자] 화재 현장 출동을 준비하는 스페인의 한 소방관이 휴대폰 크기의 장비를 가슴에 달고 있습니다. 스페인 말로 프로메테우스. 인간에게 불을 선물한...
23,"진에어, AI 챗봇 '제이드' 사용자 月 10만명...전년比 17배 늘어",2020.02.26.,제이드는 고객 문의 사항을 채팅 방식으로 실시간 답하는 인공지능(AI) 기반 챗봇 서비스다. J(진에어)와 Aid(돕는다) 합성어다. 제이드는 진에어 홈페이지 내 하단 'JAID'를 클릭해 이용할 수 있다. 모바일 앱·웹에서도 동일하다. △항공 스케줄 △출·도착 △최저가 및 예약 조회 등 카테고리별로 구성된...
24,"울산교육청, 울산대 등 4개 대학과 'AI 융합교육 전문교사' 양성",2020.02.26.,"울산시교육청은 울산대 등 4개 대학교와 '초·중등 교사 인공지능(AI) 융합교육 전공 석사 양성사업' 추진을 위한 업무협약을 체결했다고 26일 밝혔다. 교육청은 이날 울산대와 협약을 맺었고, 앞서 18일 부산대·부산교대·한국교원대와 각각 협약을 체결했다. 이번 협약은 4차 산업혁명에 대비해 AI 융합교육을..."
25,이제는 야생동물도 인공지능(AI)으로 관리...천연기념물 331호 점박이물범에 ...,2020.02.25.,해양수산부는 국내에 서식 중인 야생동물을 식별·관리하는데 인공지능(AI)를 도입하기로 했다고 25일 밝혔다. 해수부는 야생동물의 개체 식별·관리 등에 활용하는 인공지능 프로그램인 ‘핫스포터(Hotspotter)’를 천연기념물 331호이며 해양보호생물로 지정돼 있는 점박이물범의 개체 식별 및 조사·관리에...
26,"아이스크림 홈런, 업계 최초로 AI교과서 출시",2020.02.26.,"아이스크림에듀가 발행한 '홈런 AI교과서'는 누구나 쉽게 만들면서 배우는 인공지능(AI)입문서다. 4차 산업혁명 시대에 급변하는 교육 환경 속에서 새롭게 요구되는 AI에 대한 기본 소양과 관련한 올바른 윤리, 가치관을 아이들이 갖추도록 돕겠다는 취지로 제작됐다. 초등학생을 대상으로 한 AI교재로는 국내..."
27,"중기부, 中企 스마트·AI 등 R&D에 313억원 지원",2020.02.26.,"중소벤처기업부는 '중소기업 스마트 서비스 지원 사업'(93억원)·'인공지능(AI) 기반 고부가 신제품 기술개발 사업'(155억원)·'빅데이터 기반 서비스개발 연구개발(R&D) 사업'(65억원) 등 총 313억원을 지원, 스마트 대한민국 기반 마련에 나선다. 24일 중기부에 따르면 올해 처음 시작하는 '중소기업 스마트서비스..."
28,"MS, AI 기반 보안 솔루션 발표",2020.02.26.,뉴데일리 신희강 기자 = 마이크로소프트는 미국 샌프란시스코에서 열리는 세계 최대 보안 컨퍼런스 ‘RSA 컨퍼런스 2020(RSA Conference 2020)’에서 하이브리드 환경을 위한 AI(인공지능) 보안 솔루션을 소개했다. 마이크로소프트는 기술의 발전과 더불어 사이버 공격 또한 보다 정교해지고 있다며 보안...
29,AI 임상시험 17건으로 3배 증가...AI적용 질환도 늘어,2020.02.26.,"식품의약품안전처(처장 이의경)는 의사의 진단을 보조하는 인공지능(AI)이 적용된 소프트웨어 임상시험이 지난해 17건으로 전년(6건)보다 크게 늘었다고 28일 밝혔다. 지난해 임상시험 신청 및 승인 건수는 각각 208건, 107건이였다. 식약처는 특히 지난해 인공지능(AI)과 가상현실(VR) 등 4차 산업혁명 기반..."
30,"화웨이 아틀라스 900 AI 클러스터, GSMA 글로벌 모바일 어워드에서 '미래기술...",2020.02.25.,이투데이=최영희 기자 | GSMA 글로벌 모바일 어워드에서 미래기술상을 수상한 화웨이 아틀라스 900 화웨이는 세계에서 가장 빠른 인공지능(AI) 클러스터인 '아틀라스 900 AI 클러스터'가 GSMA(세계이동통신사업자연합회)가 주관하는 '글로벌 모바일 어워드'에서 '미래기술상'을 수상했다고 27일 밝혔다....
31,"울산교육청, 울산대와 인공지능 융합교육을 위한 업무협약 체결",2020.02.25.,"울산시교육청은 울산대와 ‘초·중등 교사 인공지능(AI) 융합교육 전공 석사 양성 사업’ 추진을 위한 업무협약을 체결했다. 이에 앞서 울산교육청은 지난 18일 부산대, 부산교육대, 한국교원대 등 3개 대학과도 동일한 업무협약을 체결했다.이번 업무협약은 울산시교육청이 4차 산업혁명에 대비해 인공지능..."
32,"쓰리빌리언, “희귀질환 진단 혁신기업...AI로 비용·시간 낮추고 플랫폼도 구...",2020.02.25.,﻿ -쓰리빌리언(3billion) 금창원 대표 인터뷰 “인공지능(AI)과 유전자 해석 시스템을 통해 7000여 종에 달하는 희귀질환을 한 번의 유전자 검사로 빠르고 정확하게 진단할 수 있는 검사 서비스를 선보여 주목받고 있습니다.” 쓰리빌리언(3billion) 금창원 대표의 말이다. 쓰리빌리언은 희귀질환의 원인이 되는...
33,"미 국방부, 전시 AI 무기 사용근거 만들었다",2020.02.27.,"책무성, 공평성, 신뢰성, 통제가능성 등 원칙 “모호하고 실효성 없어” vs “좋은 출발점” 평가 미 국방부가 전쟁에서 인공지능 사용에 관한 새로운 윤리 지침을 발표했다. 에이피(AP)통신에 따르면, 지난해 10월 국방혁신위원회(Defense Innovation Board)가 미 국방부에 제출한 ‘인공지능 원칙 : 인공지능의..."
34,"""신문사도 기자도 AI 활용해야 산다""",2020.02.25.,"미래엔 AI(인공지능)가 신문의 진화에 기여하겠지만, 정확성을 근거로 신뢰를 받는 신문의 핵심 가치는 변하지 않을 것이다. 신문의 가치를 위협하는 가장 큰 요소는 '정보전(information warfare)'이다. 각종 정보 채널의 조작을 통해 특정 집단의 이익을 대변하게 하는 정보전은 컴퓨터나 소프트웨어를 공격하는..."
35,"우리은행, AI 활용해 내부통제 강화한다",2020.02.25.,"우리은행이 지난 24일 고려대학교, 티쓰리큐 주식회사와 함께 인공지능(AI) 기반의 레그테크(RegTech) 연구개발을 위한 업무협약을 체결했다고 25일 밝혔다. 레그테크는 규제를 뜻하는 레귤레이션(Regulation)과 기술(Technology)의 합성어로, 인공지능 기술을 활용해 복잡한 법령과 준법감시, 내부통제 등의 규제..."
36,"[올댓차이나] 도요타, 자동운전 中스타트업 포니닷AI에 4억$ 출자",2020.02.25.,자동운전에 필요한 인공지능(AI) 기술과 주행 데이터 활용 등에서 연대를 강화해 개발 가속으로 이어가겠다는 심산이다. 포니닷AI는 중국 광둥성 광저우(廣州)에 본거지를 두고 있다. 구글 기술자 출신으로 중국 최대 검색업체 바이두(百度)의 자동운전 개발 책임자를 지낸 펑쥔(彭軍)이 주도해 창업했다....
37,코로나 19로 외출 줄어…AI 스피커·PC·모바일 이용시간↑,2020.02.25.,"뉴스 소비, 전자상거래 앱 이용↑…지하철·쏘카 이용↓ 신종 코로나바이러스 감염증(코로나19)의 확산으로 외출이 줄면서 AI(인공지능) 스피커와 PC, 모바일 앱 등 전자기기의 이용 시간이 늘었다는 조사 결과가 나왔다. 21일 KT에 따르면 지난달 20일 국내에서 코로나 19 첫 번째 환자가 확진된 이후..."
38,"미 국방부 ""군사분야 AI 사용시 책임감 필요""…윤리규범 채택",2020.02.25.,"공정함·신뢰성·통제력 등 주문…""강력 제약 못된다"" 지적도 류지복 특파원 = 미국 국방부는 군사 분야에서 인공지능(AI) 기술 사용 시 유의해야 할 사항을 정리한 윤리규범을 채택했다고 AP통신이 24일(현지시간) 보도했다. AP 등 외신에 따르면 마크 에스퍼 국방장관은 국방혁신위원회가 권고한 윤리규범을..."
39,코로나 악용 보이스피싱 'AI'로 방어,2020.02.25.,뉴스토마토 = 신병남 기자 | '코로나19(신종 코로나바이러스 감염증)' 우려를 악용한 보이스피싱이 기승을 부리는 가운데 은행들이 인공지능(AI)을 활용한 금융사기 예방에 나섰다. 갈수록 금융사기 패턴이 다양화하고 있는 만큼 소비자 보호를 위한 질적 고도화에 나선 셈이다. 27일 금융권에 따르면...
40,"부산교육연구정보원, AI 활용 교육 콘텐츠 개발",2020.02.24.,부산시교육연구정보원(원장 류성욱)은 인공지능(AI) 활용 교육 콘텐츠인 '인공지능(AI)이 만들어 갈 똑똑한 교육'을 개발했다. 이 콘텐츠는 지난해 5월 부산시교육청에서 발간한 '인공지능 기반 교육 가이드북'과 연계하여 AI기반 교육의 이해와 수업 활용 사례를 통해 교원의 현장 이해도를 높이기 위해...
41,"에이모, 1억 사진·영상 보유 게티코리아와 AI 사업 협력",2020.02.26.,인공지능(AI) 학습 데이터 스타트업 에이모(AIMMO)가 국내 최대 사진·영상 콘텐츠 기업 게티이미지코리아와 손잡고 인공지능 기반 데이터 구축에 나선다. 1억장 이상 사진과 영상으로 학습이 가능해져 국내 관련 인공지능 기술도 한층 발전할 전망이다. 26일 에이모는 게티이미지코리아와 인공지능 학습 데이터...
42,제약사-AI기업 연결 '신약 개발' 활성화,2020.02.26.,"인공지능(AI)신약개발지원센터가 올해 본격활동에 돌입한다. AI역량 등을 갖춘 IT기업과 제약사를 연결해 실제 AI를 적용한 '신약개발 프로젝트'를 시작한다. 지난해 시범 사업을 통해 얻은 결과를 바탕으로 기업지원, 전문가 양성 등 AI신약개발 활성화에 나선다. AI신약개발지원센터는 신약개발 프로젝트..."
43,"코로나19, 중국 AI 시장에게는 '활용 기회'",2020.02.20.,©AI타임스 코로나19 확산 사태가 진전되지 않고 있는 가운데 중국에서는 인공지능(AI) 기술이 주목받는 현상이 일어나고 있다. 지난 27일 미국 인터넷 매체 복스(Vox)는 중국이 AI를 우한시에서부터 시작된 코로나바이러스를 퇴치하는 데 적극 활용하고 있다고 전했다. 복스에 따르면 현재...
44,'AI 1등 국가' 위해 산학연 손잡았다…'AI 원팀' 결성,2020.02.20.,"KT·현대중공업지주·KAIST·한양대·ETRI 참여 AI 인재양성·AI 성공사례 확산·스타트업 등 적극 지원 AI(인공지능) 경쟁력 강화를 위해 국내 산·학·연 기관들이 손을 잡았다. KT는 20일 대전 KAIST 본관 회의실에서 현대중공업지주, 한국과학기술원(KAIST), 한양대, 한국전자통신연구원과 'AI 1등 국가를 위한..."
45,"창원시, 인공지능 혁신도시 추진 박차",2020.02.20.,경남 창원시가 한국-캐나다 인공지능(AI) 공동연구센터 운영사업 착수회의를 비롯해 본격적인 스마트공장 고도화 구상 실행 단계에 돌입했다. 허성무 창원시장은 21일 한국전기연구원-재료연구소와 교류를 목적으로 한국을 방문한 캐나다한인과학기술자협회(AKCSE) 김정우 회장을 만나 제조 AI 사업과 한국...
46,"광주 AI·전남 해상풍력단지…지역 현안, 총선 공약 제안",2020.02.24.,"광주시·전남도, 전략과제 선정…민주당에 지원 요청 여운창 장덕종 기자 = 광주시와 전남도가 인공지능(AI) 산업 육성, 해상 풍력발전단지 조성 등 주요 현안을 4·15 총선 공약에 반영·지원해달라고 요구했다. 26일 광주시와 전남도에 따르면 시는 미래 전략 과제 87개를 선정하고 더불어민주당의 총선 공약에..."
47,"[홍석윤의 AI 천일야화]日 구형 로봇, 美 AI 소프트웨어 만나다",2020.02.20.,미국과 일본의 대표적인 로봇 회사들과 투자자들이 최근 캘리포니아주 멘로파크(Manlo Park)에 모여 로봇공학에서의 인공지능의 역할과 그것이 기업에... 이런 문제를 인식한 일본의 로봇 회사들이 자신들의 약점을 보완하기 위해 미국의 AI 소프트웨어 전문 기업들과 제휴하고 있다. 목표는 양국의 강점을...
48,앱 호출 승객 맞춰 AI가 노선 만들어… 원하는 곳서 타고 내려,2020.02.20.,"경로와 차량 배차는 현대차 AIR랩이 개발한 인공지능(AI)이 주도한다. 내가 원하는 곳에서 탈 수 있는 택시의 장점과 합승이 가능한 버스의 장점만 따왔다. 반려동물과 함께 탈 수 있고 여행가방 적재 공간, 어린이 안전을 위한 카시트도 갖췄다. 주민 수가 5만8000명에 육박하는 은평뉴타운은 2015년 조성 이후..."
49,"KT 구현모, 현대重·카이스트와 `AI 원팀`",2020.02.20.,"KT CEO 내정후 첫 공식 행보 AI 산학연 협의체 마련해 산업현장 적용 확대키로 한양대·ETRI와 손잡고 교육플랫폼·생태계 구축 KT, 현대중공업지주, 한국과학기술원(KAIST), 한양대, 한국전자통신연구원(ETRI) 등 국내 대표 산학연 기관이 '인공지능(AI) 협의체'를 출범시켰다. 산학연 기관이 손잡고 AI 인재를..."
50,"순천대 교육대학원, 5학기 과정 AI융합교육학과 개설",2020.02.24.,"국립순천대학교(총장 고영진)는 2020학년도 2학기부터 교육대학원에 석사과정으로 ‘AI(인공지능)융합교육 전공’을 개설해 운영한다고 밝혔다. 순천대에 따르면 전라남도교육청과 24일 AI융합교육 전공 운영을 위한 업무협약을 체결하고, 초·중등교사의 AI 기초 소양 교육 체계적 추진과 타 교과 지식 융..."
51,"한국타이어, AI로 타이어 핵심소재 만든다",2020.02.24.,"한국타이어앤테크놀로지는 최근 인공지능(AI)을 활용한 타이어 컴파운드를 개발하고 있다고 밝혔다. 4차 산업혁명 시대를 맞아 기술력을 기반으로 미래 경쟁력을 확보하기 위한 결정이다. 컴파운드는 타이어 제조를 위해 천연고무와 합성고무, 카본블랙 등 원자료를 혼합해 만든 고무 복합체다. 타이어의..."
52,"지능형 공간정보 플랫폼, 인공지능을 만나다",2020.02.21.,"지능형 공간정보 서비스 전문기업인 무한정보기술(대표 배경록)은 이달 21일 ‘인공지능(AI) 정부’선포에 발맞춰 드론, 3D플랫폼, 정밀도로지도 대표기업들과 MOU를 체결했다고 밝혔다. 무한정보기술을 비롯해 UAV(드론) 생산·원격탐사 전문기업인 ㈜공간정보, 3D LiDAR를 활용한 MMS(Mobile LiDAR Scanning)..."
53,"부산대병원, 국내 첫 자연어 처리 의료인공지능 개발",2020.02.25.,국내 최초로 자연어를 처리하는 의료인공지능(AI)이 개발돼 시험운영에 들어간다. 부산대병원(병원장 이정주)은 문자형 의료데이터를 분석해 의료용어 데이터를 추출해 의료진이 사용 할 수 있는 인공지능을 개발했다고 21일 밝혔다. 이번에 개발된 딥러닝 기반의 의료인공지능(AI)은 병력지와 판독지 같은...
54,"P2P, AI 등 활용 핀테크 신산업 서비스 확대 된다",2020.02.26.,금융위 새로운 금융서비스 활성화 여건 마련 신서비스 확대 위해 규제도 혁신 온라인투자연계금융업(P2P)과 인공지능(AI) 등을 활용한 핀테크 신산업이 더욱 확대될 전망이다. 금융위원회가 새로운 금융서비스 활성화를 위해 핀테크‧디지털금융 혁신과제를 추진하고 있기 때문이다. 29일 금융위의 핀테크...
55,"[뉴투분석] 패러다임 전환하는 이재용의 삼성전자, AI와 시스템 반도체에 공격...",2020.02.20.,"그의 호언장담에는 삼성의 주력 사업 분야인 반도체뿐 아니라, 인공지능(AI)·5세대 이동통신(G) 등의 시장에서도 우위를 점할 수 있는 동력인 R&D 투자가 활발히 이루어지고 있다는 자신감이 내포된 것으로 풀이된다. 투자비용 가장 큰 사업 분야는 AI·5G·전장용 반도체 파운드리·시스템LSI 투자비용..."
56,"기계연, AI 알고리즘 개발 대회 개최 '온라인 진행'",2020.02.26.,"한국기계연구원(원장 박천홍)은 오는 3월 1일부터 4월 13일까지 한국원자력연구원(원장 박원석), 데이터 사이언스 플랫폼 기업 데이콘(대표 김국진), 인공지능 연구자 커뮤니티 AI프렌즈(대표 유용균)와 공공 데이터를 활용해 새로운 가치를 창출하는 AI(인공지능) 알고리즘 개발 대회를 개최한다고 26일..."
57,"""연예댓글 폐지"" 카카오…'차별·혐오' 댓글도 AI로 걸러낸다",2020.02.26.,"카카오는 지난 2017년부터 인공지능(AI)을 통해 모든 댓글의 욕설과 비속어를 필터링하는 '욕설 음표 치환 기능'을 적용하고 있는데, 이번 개편을 통해 욕설과 비속어 뿐 아니라 차별·혐오에 대해서도 신고할 수 있도록 했다. 욕설이나 비속어를 쓰지 않더라도 타인에게 불쾌감을 주거나 개인의 인격과 명예를..."
58,"‘기업 부실, AI가 미리 알아낸다’…포스코ICT, 국내 최초 예측 시스템 개발",2020.02.27.,이크레더블과 AI 기반 기업 신용평가 서비스 실시 기업 채무 상환·자금조달 능력 AI로 예측해 부실 위험 사전 경고 인공지능(AI)로 기업의 부실을 미리 예측할수 있는 서비스가 나온다. 특히 기업의 실시간 신용상태 변화 뿐아니라 부실 발생 시점까지 예측이 가능하다. 포스코ICT는 기업 신용평가 전문 기업...
59,'온기 나누는 AI'…시청각장애인에게 미디어 보고 들려준다,2020.02.27.,인공지능(AI)을 활용해 미디어 접근성이 향상된다. 한국전자통신연구원(ETRI)과 한국정보통신기술협회(TTA)는 오는 28일 경기도 성남시 TTA 본사에서 시청각 장애인을 위한 미디어 접근성 관련 기술 협력에 나서기로 했다고 27일 발표했다. 양 기관은 이날 상호협력을 위한 협력의향서를 체결하고...
60,"'KPMG 아이디어톤' 우승에 순천향대 IPL팀…""AI 접목 쇼핑카트 선보여""",2020.02.27.,우승을 거머쥔 IPL팀은 인공지능(AI)기술을 접목한 쇼핑카트를 선보였다. 카트에 물건을 담으면 AI가 상품을 인식해 스마트폰 애플리케이션(앱)의 장바구니에 자동으로 리스트업 되며 결제까지 가능한 서비스다. 우승팀은 1000만원의 상금과 함께 삼정KPMG 라이트하우스의 인턴십 기회가 주어진다....
61,"SK이노, 7개 법인 한번에 채용···올해는 AI면접 시행 않기로",2020.02.27.,"지난해 시범 실시했던 인공지능(AI) 면접은 올해 시행하지 않기로 했습니다. -SK이노베이션 채용의 특징을 알려주세요. △SK이노베이션은 SK에너지, SK종합화학, SK루브리컨츠, SK인천석유화학, SK트레이딩인터내셔널(SKTI), SK아이이테크놀로지와 함께 총 7개의 독립된 법인으로 이뤄져 있습니다. 사업별로..."
62,AI 기술 적용한 고품질 특허서비스 제공한다,2020.02.27.,"특허청, 최신 정보기술을 접목한 ‘차세대 특허넷’ 개통[보안뉴스 ] 특허청은 3월 2일부터 인공지능(AI) 등 최신 지능정보기술을 적용한 ‘차세대 특허넷’을 개통한다고 발표했다.특허청은 대민서비스의 편의성과 특허행정의 품질을 혁신적으로 향상시키기 위해 작년부터 3년에 걸쳐 ‘차세대 특허넷’..."
