,제목,날짜,본문
12,AI 도입해 ‘거짓 리뷰’ 가려내는 배민 “조작업체 경찰 고발”,2020.03.30.,"우아한형제들은 배민 서비스 출범 초기부터 거짓 리뷰를 가려내는 업무를 꾸준히 해왔고, 지난해 9월에는 이 업무를 전담하는 부정거래감시팀을 신설해 후기 검토에 인공지능(AI)을 도입했다. 회사 쪽은 “현재는 인공지능이 모든 리뷰를 대상으로 1차 검토를 하고, 그 다음에 검수 전담팀이 문제가 있는..."
13,"IBM, 인공지능 솔루션 기반 '코로나19' 정보 무료 제공",2020.03.30.,미국 정보기술 기업 IBM은 인공지능(AI) 솔루션 '왓슨'과 자체 분석도구 '코그노스애널리틱스'를 기반으로 신종 코로나바이러스 감염증(코로나19) 관련 최신 데이터와 뉴스를 '웨더채널'을 통해 무료로 제공한다고 30일 밝혔다. IBM은 미국 최대 기상채널인 '웨더닷컴' 웹사이트와 모바일 애플리케이션(앱)...
14,"신한은행, 인공지능 기반 '안티 피싱 플랫폼' 시행",2020.03.30.,신한은행 안티 피싱 플랫폼은 최근까지 누적된 전기통신금융사기 거래 데이터들과 인공지능(AI)기술을 활용해 금융사기 거래에 대한 분석 능력을 고도화 시킨 모니터링 시스템이다. 지난달부터 이달까지 성공적으로 시범 운영했으며 내달 1일부터 정식 운영된다. 안티 피싱 플랫폼의 모니터링 기능은 여러가지...
15,"넥슨 김정주, 이번엔 AI 기반 투자 서비스 도전",2020.03.31.,"아퀴스는 인공지능(AI)을 이용해 메신저처럼 자연스럽게 대화하는 방식으로 투자 상담을 하고, 투자 실행과 그 결과를 마치 경영 시뮬레이션 게임처럼 시각화해 보여주는 신개념의 투자 서비스를 내년 중 세계 시장에 내놓을 계획으로 알려졌다. 김 대표는 “빅데이터와 머신러닝, 분산 서버 등 다양한 최신..."
16,부산교육청·마이다스아이티 AI 미래교육 협약,2020.03.29.,"부산시교육청은 30일 마이다스아이티와 미래교육 업무협약을 체결하고 인공지능(AI) 기술 교육현장 도입과 창의융합형 인재 양성에 나선다. 양 측은 이번 협약으로 4차 산업혁명 시대를 대비한 미래교육과 창의·융합 인재 양성, 부산지역 AI 분야 우수 학생 취업 지원 등에 협력하기로 했다...."
17,의료패러다임 변화..인공지능·빅데이터 의료기기 30% 성장률,2020.03.30.,"의료 인공지능(AI in Medicine 또는 작은 범주로 Medical AI)은 기계학습 방식으로 의료용 데이터를 학습하고 특정 패턴을 인식해 질병을 진단·예측하거나 환자에게 적합한 맞춤 치료방법을 제공할 수 있도록 개발된 기술이다. 인공지능 기술을 의료기기에 활용함으로써 기존 의료기기보다 성능, 효율 및..."
18,광주 '인공지능 도시' 첫발...AI인재 150명 채용 설명회,2020.03.31.,광주광역시에 진출을 앞둔 인공지능(AI) 관련 기업들이 전문인력 150명을 신규 채용에 나서기로 해 지원자들의 관심이 모아지고 있다. 30일 광주시에 따르면 지역 청년 일자리 기회 제공과 우수 인재를 뽑기 위해 오는 5월 초 김대중컨벤션센터에서 ‘AI 전문인력 채용 설명회’를 개최한다. 이번...
19,"""AI로 지게차 관리"" 모션2AI 15억 투자 유치",2020.03.31.,"인공지능(AI)으로 물류센터 지게차를 관제하는 기술을 개발한 모션투에이아이(Motion2AI)가 총 15억원의 프리A 투자를 유치했다고 30일 밝혔다. 스마일게이트인베스트먼트, 퓨처플레이, 네스트컴퍼니가 참여한 이번 투자로 Motion2AI의 누적 투자금액은 25억원을 기록했다. Motion2AI는 실리콘밸리에 본사를..."
20,고객중심·5G 기반 디지털혁신… AI 컴퍼니 전환 속도낸다,2020.03.31.,"앞서 지난 1월 KT는 빠르고 유연한 고객 요구 수용, 5G 및 AI(인공지능) 기반의 디지털 혁신 가속화에 맞춰 조직개편을 단행한 바 있다. KT가 지난해 제시한 비전인 'AI 컴퍼니 전환'을 위한 행보도 더 속도를 낼 전망이다. 구현모 KT 사장은 30일 KT 주주총회 직후 사내 방송을 통해 이 같은 경영철학과 방향을..."
21,"사람인, AI 3종 서비스로 상반기 취업 돕는다",2020.03.29.,"사람인에이치알이 31일 상반기 취업시장 시작에 맞춰 인공지능(AI)기반 서비스 활용이 늘어나고 있다고 밝혔다. 먼저 수시채용이 늘어나는 추세에 맞춰 '사람인 추천' 서비스를 활용이 늘고있는 것으로 나타났다. 사람이 기업 579개사를 대상으로 진행한 조사에 따르면 기업 51%가 수시채용을, 29.7%가 수시·공시..."
22,조선대-남구청 인공지능(AI) 활용 평생교육 MOU,2020.03.30.,"호남권 최초 소프트웨어 중심대학인 조선대의 SW중심대학사업단은 지난 30일 광주광역시 남구청과 '2020년 인공지능(AI) 활용 평생교육' 진행을 위한 SW교육 업무협약을 체결했다. 조선대 SW중심대학사업단은 '인공지능(AI) 활용 평생교육'과 관련하여, 이미 지난해부터 남구청 관내의 초등학교에서 '찾아가는..."
23,광주 인공지능 기업들 올해 150명 채용한다,2020.03.30.,광주지역에 새롭게 진출하는 인공지능(AI) 전문기업과 기존 관련 기업들이 올해 150명의 인재를 채용한다. 광주시가 4차 산업혁명시대의 핵심 산업으로 집중 육성 중인 AI산업이 본 궤도에 오르면서 일자리 창출도 본격화하고 있다는 평가가 나온다. 29일 광주시에 따르면 지역 청년 일자리 기회 제공과...
24,"AI 패션 기업 오드컨셉, 60억원 시리즈 B 투자 유치",2020.03.30.,"AI(인공지능) 기반 패션 기술 기업 오드컨셉이 60억원 규모의 시리즈B 투자를 유치했다고 30일 밝혔다. 누적투자금액은 100억원이다. 이번 투자에는 기존 투자사 계열인 KB증권을 비롯해 HB인베스트먼트, 신한캐피탈-키움인베스트먼트, 산업은행, SBI인베스트먼트 등 총 5개 투자사가 참여했다. 오드컨셉은 자체..."
25,"신테카바이오, AI로 '코로나19' 치료 후보물질 30종 발굴",2020.03.30.,"[""기존 치료제 중 효능 있는 것 찾아내…현재 검증 중""] AI(인공지능) 신약개발 회사인 신테카바이오는 AI 기반 약물 재창출 모델을 활용해 코로나19(신종 코로나바이러스 감염증) 치료에 효능을 보일 것으로 예측되는 후보 약물 30종을 지난달 24일 도출했다고 30일 밝혔다. 앞서 지난 2월5일..."
26,"세종사이버대학교 컴퓨터·AI공학과, ‘인공지능과 빅데이터의 모든 것’ 동영...",2020.03.31.,세종사이버대학교 컴퓨터·AI공학과에서는 최근 코로나19 확산으로 인해 집합 교육의 어려움을 겪고 있는 학습 요구자들에게 ‘인공지능과 빅데이터’에 관한 온라인 특강을 지능정보융합교육센터에서 무료로 개방한다고 밝혔다. 이번 온라인 특강에서는 세종사이버대 IT학부 재학생과 졸업생을 포함해...
27,"매쉬업엔젤스, AI 학습 솔루션 ‘이지딥’ 개발사에 투자",2020.03.30.,이투데이=최영희 기자 | 이지딥 서비스 이미지 초기 스타트업 전문 투자사 '매쉬업엔젤스'가 비전공자를 위한 인공지능(AI) 학습 솔루션 ‘이지딥’ 개발사 ‘알고리마’ 에 시드 투자를 했다고 30일 밝혔다. 2019년에 설립한 알고리마는 AI 에듀테크 스타트업이다. KAIST 출신의 김영욱 대표를 주축으로...
28,"울산정보산업진흥원, 조선·화학에 AI·IoT 융합 '제조업 혁신' 선도",2020.03.30.,"울산정보산업진흥원은 울산시와 함께 정부의 데이터·네트워크·인공지능(DNA) 정책에 따라 자동차와 조선, 석유화학 등 울산의 주력산업과 빅데이터·인공지능(AI)의 융합을 촉진하는 ‘스마트 AI 울산’을 준비하고 있다. 먼저 조선산업과 관련해 시는 조선해양산업4.0 사업으로 조선해양하이테크타운과..."
29,"[인공지능 칼럼] 2020년의 인공지능, 이런 인재를 키워야 한다(상)",2020.03.30.,"원장 KAIST 명예교수 )인공지능(AI)이 중요하다는 것은 지난 여름 손정의 회장이 문재인 대통령에게 건의했다는 ""첫째도 인공지능, 둘째도 인공지능, 셋째도 인공지능""이라는 말이면 충분하다. 그 영향을 받아서인지 우리나라도 인공지능 전략을 수립하고 그 일환으로 다양한 인공지능 인력양성 정책을..."
30,"구미 수퍼 팩토리에서 ""세계 최고 수준"" 라면, AI·IoT 등 구현한 미래형 공장...",2020.03.30.,"4차산업의 핵심인 인공지능(AI), 빅데이터(Big data), 사물인터넷(IoT) 등을 생산 과정 전반에 구현한 미래형 공장이다. 최근 홈쇼핑 채널에서 3차례 선보인 농심 '라이필 더마 콜라겐'은 완판 행진을 이어가고 있다. 라이필 더마 콜라겐은 농심이 올해 국내 최초 자체 기술로 개발한 콜라겐 신제품이다. 원재료..."
31,"에이아이트릭스, 클리블랜드 클리닉과 AI 기반 패혈증 예측 솔루션 검증",2020.03.30.,이투데이=노은희 기자 | 양사 함께 AI 솔루션인 바이탈케어 공동 검증 진행 인공지능(AI) 전문 기업 에이아이트릭스(AITRICS)는 북미 최우수 병원 클리블랜드 클리닉과 병원 내 중대 사망사고를 예측하는 자사 AI 솔루션 바이탈케어(‘VitalCare) 공동 검증을 진행한다고 30일 밝혔다. 에이아이트릭스는 지난해 4월...
32,"SKT, 전국 대학·대학원생 대상 AI 인재 양성 프로그램 신청 접수",2020.03.27.,"SK텔레콤은 전국 대학·대학원생들을 대상으로 인공지능(AI), 5G 등 ICT 주요 분야 실무를 경험해 볼 수 있는 ‘AI 페로우십'(Fellowship) 2기를 선발한다고 27일 밝혔다. AI 페로우십은 SK텔레콤이 ICT 기업으로서 사회적 책임을 다하기 위해 4차 산업 시대의 핵심 인력인 AI 전문가들을 직접 양성하는..."
33,"SK텔레콤, AI 펠로우십 2기 선발",2020.03.27.,"SK텔레콤은 전국 대학∙대학원생들을 대상으로 인공지능(AI), 5세대(5G) 통신 등 정보통신기술(ICT) 주요 분야 실무를 경험해 볼 수 있는 AI 펠로우십 2기를 선발한다고 27일 밝혔다. AI 펠로우십은 SK텔레콤이 ICT 기업으로서 사회적 책임을 다하기 위해 4차 산업 시대의 핵심 인력인 AI 전문가들을 직접..."
34,[통신] 고객과 택시기사 `윈윈`…AI택시 나온다,2020.03.27.,"당장 올해 인공지능(AI)을 적용해 출시할 수 있을지는 모르지만 모빌리티 사업단 지향점이 올인원 모빌리티 서비스다. 길이 막혔을 때 택시에서 내려 대중교통으로 갈아타고 싶기도 한 경우는 애매하지 않나. 택시로 가면 얼마나 걸리고, 여기서 내려서 버스를 타면 더 빨리 가는지 그런 것도 할 수 있게, 데이터..."
35,"호주 스타트업, 코로나19 AI로 판독하는 플랫폼 무료 공개",2020.03.27.,호주의 한 스타트업이 흉부 단층촬영(CT) 스캔으로 신종 코로나바이러스 감염증(COVID-19·코로나19)을 판독하는 인공지능(AI) 서비스를 무료로 제공하기로 했다. 호주 시드니대 스타트업 ‘디텍트EDX’는 흉부 CT 영상으로 코로나19를 진단하는 것을 돕는 AI ‘코베드(CovED)’ 플랫폼을 누구나 사용할 수...
36,"[강세 토픽] 가정용 로봇과 인공지능(AI) 테마, 드림어스컴퍼니 +4.88%, 싸이...",2020.03.27.,(마지막 업데이트 2019. 10. 29) ※ 토픽은 종목 추천이 아닌 정보 제공을 목적으로 함. 상기 종목의 투자로 인한 책임은 투자자 본인에게 있음. 관련 종목 가정용 로봇과 인공지능(AI) 테마 차트 [이 기사는 증권플러스(두나무)가 자체 개발한 로봇 기자인 'C-Biz봇'이 실시간으로 작성했습니다.] [C-Biz봇]
37,"삼척병원, 최신 인공지능형 MRI도입 '환자 중심' 진료 개시",2020.03.27.,이번에 도입된 인공지능 AI기반 MRI는 환자 친화적인 자기공명 영상장치로써 폐쇄 공포증 환자나 소아 환자 검사 시. 환자의 불안감을 감소시킬 수 있다. 방사선을 이용하는 대부분의 진단과 달리 MRI는 자석을 이용하기 때문에 전리 방사선 피폭이 없다는 것이 큰 장점이다. 그리고 모든 신체부분 검사 혈관질환...
38,"[人사이트]정회경 배재대 AI·SW중심대학 사업단장 ""AI 활용할 수 있는 인재 ...",2020.03.29.,“인공지능(AI) 인재는 창의적인 생각을 갖춘 인재입니다. '끼'가 있다는 것이 아니라 배운 지식을 다양한 분야에 적용하고 어떻게 활용할지를 고민하는 인재를 의미합니다. 교육을 통해 학생들이 AI를 다양한 분야에 접목할 수 있도록 도울 계획입니다.” 최근 대학계에서는 AI가 화두다. 정부가 지난해 말...
39,민형배 예비후보 “AI산업 반드시 성공시켜야 할 사업”,2020.03.29.,"민 예비후보는 지난 25일, 민주당 광주인공지능(AI)산업발전특별위원장에 임명된 바 있다. 민 예비후보는 “문재인 대통령의 지역공약을 직접 챙기는 청와대 자치발전비서관으로 일할 당시 ‘한전공대 설립’, ‘광주형일자리’, ‘광주 인공지능(AI) 중심 산업융합 집적단지’ 조성 등 광주·전남 핵심사업을..."
40,선크림 사면 AI가 아쿠아 슈즈 추천한다,2020.03.27.,"롯데온은 롯데멤버스 회원 3900만명의 구매 데이터를 인공지능(AI)으로 분석해 개인화 쇼핑의 추천 정확도를 높였다. 실제 롯데온 앱에 접속하면 모두에게 공통적으로 보이는 '오늘 ON' 페이지, 고객 한 사람만을 위한 맞춤형 페이지 'MY ON'과 롯데의 오프라인 매장과 연동되는 '매장 ON' 페이지로 세분화된다. 'MY ON..."
41,[스타트업] 영상광고 솔루션 `비스팟`…AI 활용해 몇분이면 제작,2020.03.23.,"보다 값싼 가격에 빠르고 쉽게 영상 광고를 맞춤형으로 제작하는 시대를 열고 싶습니다."" 비디오 인공지능(AI) 스타트업인 파이온코퍼레이션(공동대표 전찬석·정범진)은 AI를 기반으로 제작에서부터 집행, 마케팅까지 영상 광고 관련 전 과정을 자동으로 만들어주는 스타트업이다. 서울 선릉로..."
42,"신세계I&C, 클라우드·AI·리테일테크 올인…""매출 1조 목표""",2020.03.31.,"신세계I&C(아이앤씨)가 리테일테크·클라우드·인공지능(AI) 등 IT 사업에 집중해 ""5년 내 매출액 1조 달성""이라는 청사진을 제시했다. 신세계I&C는 기존 SI(시스템통합) 중심 사업에서 디지털 중심으로 포트폴리오를 재편한다. '글로벌 리테일테크 전문 기업' 도약을 선언했다. 신성장동력으로 추진하는..."
43,"광주 인공지능 기업들, 올해 150명 뽑는다",2020.03.31.,"이번에 개최되는 인재 채용설명회는 ‘광주형 인공지능 비즈니스 기반 조성’을 위해 꾸려진 인공지능산업융합사업단을 비롯, 티맥스소프트·솔트룩스 등 광주 AI 유치기업과 지역 내 인공지능 전문기업이 합동으로 참가할 예정이다.채용설명회는 광주지역 청년 일자리 기회 제공과 우수 인재 채용을..."
44,"KIST ""전자 스핀 이용한 AI 반도체 기술 개발""",2020.03.31.,"한국과학기술연구원(KIST)이 29일 전자의 스핀을 이용한 인공지능(AI) 반도체 기술을 개발했다고 밝혔다. 이 기술은 나노의 자성구조체인 스커미온을 이용한 초저전력 인공지능 반도체 소자로, 차세대 저전력 '뉴로모픽 컴퓨팅 소자'의 핵심 기술이다. 사진은 스커미언의 모식도. 2020.3.29 [KIST 제공...."
45,"사람인, AI 3종 서비스로 상반기 취업 돕는다",2020.03.31.,"사람인에이치알이 31일 상반기 취업시장 시작에 맞춰 인공지능(AI)기반 서비스 활용이 늘어나고 있다고 밝혔다. 먼저 수시채용이 늘어나는 추세에 맞춰 '사람인 추천' 서비스를 활용이 늘고있는 것으로 나타났다. 사람이 기업 579개사를 대상으로 진행한 조사에 따르면 기업 51%가 수시채용을, 29.7%가 수시·공시..."
46,조선대-남구청 인공지능(AI) 활용 평생교육 MOU,2020.03.31.,"호남권 최초 소프트웨어 중심대학인 조선대의 SW중심대학사업단은 지난 30일 광주광역시 남구청과 '2020년 인공지능(AI) 활용 평생교육' 진행을 위한 SW교육 업무협약을 체결했다. 조선대 SW중심대학사업단은 '인공지능(AI) 활용 평생교육'과 관련하여, 이미 지난해부터 남구청 관내의 초등학교에서 '찾아가는..."
47,인공지능(AI)이 당뇨병 찾아낸다…부산시 플랫폼 개발 착수,2020.03.31.,"부산시는 당뇨병을 효율적으로 예방·관리하고자 인공지능을 활용한 ‘당뇨병 예방·관리 플랫폼’ 개발을 올해부터 추진한다고 30일 밝혔다. 부산시는 고령화 사회 진입에 따라 당뇨병 환자가 꾸준히 증가하고 있으며 ,당뇨병 유병률은 11.9%로 전국 평균(10.2%)보다 높은 수준이다. 당뇨병은 한번 발병하면..."
48,"ETRI AI드론 SW, 美 항공청 최고 안전등급 획득",2020.03.31.,"DO-178C Level-A 최초인증, 안전 비행보장 통합 SW플랫폼가상화 기술로 한 장치에서 비행 제어, AI 기반 임무 동시수행AI 드론, 탑승형 드론, 자율차, 로봇 등에 적용 가능[보안뉴스 엄호식 기자] 국내 연구진이 인공지능(AI) 드론에 적용 가능한 운영체제의 핵심 기반 소프트웨어(SW)를 개발, 세계 최고 수준의..."
49,"루닛 폐 진단보조 AI 솔루션, 코로나19 영상 분석에 활발히 사용",2020.03.29.,/루닛 의료 인공지능(AI) 기업 루닛은 폐 비정상 소견 진단 보조 인공지능(AI) 소프트웨어인 '루닛 인사이트 CXR'이 국내외 코로나19 엑스레이 영상 분석에 활발히 사용되고 있다고 31일 밝혔다. 한국의 식약처 허가와 유럽의 CE 마크를 획득한 루닛 인사이트 CXR은 코로나19의 감염이 폐렴을 유발할 수 있기...
50,광주 인공지능 기업들 올해 150명 채용한다,2020.03.29.,광주지역에 새롭게 진출하는 인공지능(AI) 전문기업과 기존 관련 기업들이 올해 150명의 인재를 채용한다. 광주시가 4차 산업혁명시대의 핵심 산업으로 집중 육성 중인 AI산업이 본 궤도에 오르면서 일자리 창출도 본격화하고 있다는 평가가 나온다. 29일 광주시에 따르면 지역 청년 일자리 기회 제공과...
51,"한국감정원 ""AI로 단독·아파트 공시가격 산정업무 개선""",2020.03.29.,"부동산 공시가격 산정 업무를 맡는 한국감정원이 인공지능(AI) 기술을 도입해 공시가격의 정확성을 높이는 방안을 추진하고 있습니다. 감정원은 최근 'AI 기술 도입 및 활용 추진 TF'를 발족해 운영에 들어갔는데, 단기적으로는 토지 거래 위험경보 시스템을 보완해 지가변동률 조사의 정확성을 높일 계획입니다...."
52,당뇨병 예방·관리 'AI(인공지능) 플랫폼' 개발 착수,2020.03.30.,부산시가 인공지능(AI)을 활용해 ‘당뇨병 예방‧관리 플랫폼 개발사업’을 추진한다. 부산시는 고령화 사회 진입에 따라 꾸준히 증가하는 당뇨병을 효율적으로 예방·관리하고자 오는 4월부터 인공지능을 활용한 '당뇨병 예방·관리 플랫폼' 개발을 추진한다고 30일 밝혔다. 당뇨병은 한번 발병하면 완치가...
53,"한국감정원 ""AI로 단독·아파트 공시가격 산정업무 개선""",2020.03.30.,"부동산 공시가격 산정 업무를 맡는 한국감정원이 인공지능(AI) 기술을 도입해 공시가격의 정확성을 높이는 방안을 추진하고 있습니다. 감정원은 최근 'AI 기술 도입 및 활용 추진 TF'를 발족해 운영에 들어갔는데, 단기적으로는 토지 거래 위험경보 시스템을 보완해 지가변동률 조사의 정확성을 높일 계획입니다...."
54,"티맥스, 인공지능개발센터 광주부설연구소 개소",2020.03.30.,"이용섭 시장은 ""이곳 아이플렉스광주에서 티맥스 연구원들의 수많은 상상력과 도전이 큰 성취로 연결될 수 있도록 우리시는 다양한 지원을 통해 혁신적인 인공지능 산업생태계를 조성하고 AI일자리 기반을 마련하겠다""고 말했다. 한편, 광주시는 지난 1월29일 인공지능 중심도시 광주 비전을 선포하고..."
55,"루닛, 코로나19용 폐 영상진단 AI 무료공개 ""의료진 부담 덜길 기대""",2020.03.30.,"국내 기업이 신종 코로나바이러스 감염증(COVID-19, 코로나19) 진단 보조용 엑스선 영상 분석 인공지능(AI) 소프트웨어를 온라인에 무료로 공개했다. 감염병 확산을 막기 위해 현장에서 싸우고 있는 전세계 의료진에게 큰 도움이 될 것으로 기대된다. 의료영상 AI 기업 루닛은 자사의 대표적 제품 가운데..."
56,"AI 패션 기업 오드컨셉, 60억원 시리즈 B 투자 유치",2020.03.30.,"AI(인공지능) 기반 패션 기술 기업 오드컨셉이 60억원 규모의 시리즈B 투자를 유치했다고 30일 밝혔다. 누적투자금액은 100억원이다. 이번 투자에는 기존 투자사 계열인 KB증권을 비롯해 HB인베스트먼트, 신한캐피탈-키움인베스트먼트, 산업은행, SBI인베스트먼트 등 총 5개 투자사가 참여했다. 오드컨셉은 자체..."
57,NIPA 데이터·AI 싱크탱크 역할 강화,2020.03.30.,"정보통신산업본부는 AI(인공지능), 소프트웨어, 디지털콘텐츠, 글로벌 진출 등 ICT산업 전반의 육성정책과 전략을 수립하는 싱크탱크 역할을 담당한다. 산업 규제혁신, 대형 신사업 발굴, ICT산업 일자리 정책 지원 등 ICT 산업 진흥 업무도 총괄한다. 변상익 전 전략기획단장이 본부장으로 선임됐다...."
58,"사람인, AI 3종 서비스로 상반기 구직자 취업 돕는다",2020.03.30.,"[이데일리 김호준 기자] 올해 상반기 취업 시장이 본격적으로 문을 열고 있는 가운데, 구인구직 매칭플랫폼 사람인이 제공하는 인공지능(AI) 3종 서비스가 주목받고 있다고 31일 밝혔다. 먼저 ‘사람인 추천’은 구직자의 속성, 구직자가 조회 및 지원한 공고, 사이트 활동 정보 등 빅데이터를 AI로 분석해..."
59,"옴니어스, ""AI로 패션 업계 지원한다""",2020.03.30.,패션 인공지능(AI) 솔루션 기업 옴니어스가 자사 AI 패션 트렌드 분석 서비스를 무료로 제공한다고 3월31일 밝혔다. 해당 솔루션을 통해 코로나19 장기화로 침체된 패션 업계를 지원한다는 방침이다. AI 패션 트렌드 분석 서비스 '옴니어스 스튜디오'는 패션에 특화된 이미지 인식 AI를 통해 국내외 패션...
60,인터넷 홍수 속 AI가 코로나19 정보 골라 알려준다,2020.03.31.,"IBM, 시간별 데이터 등 추적 앱 무료 제공 IBM이 자사 인공지능(AI) 플랫폼인 ‘왓슨’과 분석 도구를 기반으로 신종 코로나바이러스 감염증(코로나19) 관련 최신 정보를 담은 소프트웨어(앱)를 무료로 제공한다. 30일 IBM은 미국 최대 기상 채널인 ‘웨더 채널’ 앱과 웨더닷컴 사이트 등을 통해 코로나19 최신..."
61,"신테카바이오, AI로 '코로나19' 치료 후보물질 30종 발굴",2020.03.31.,"[""기존 치료제 중 효능 있는 것 찾아내…현재 검증 중""] AI(인공지능) 신약개발 회사인 신테카바이오는 AI 기반 약물 재창출 모델을 활용해 코로나19(신종 코로나바이러스 감염증) 치료에 효능을 보일 것으로 예측되는 후보 약물 30종을 지난달 24일 도출했다고 30일 밝혔다. 앞서 지난 2월5일..."
