Unnamed: 0,제목,날짜,본문
17,"과기정통부, 제3차 AI 윤리정책 토론회 개최",2022.08.24.,"과학기술정보통신부(장관 이종호, 이하 과기정통부)는 인공지능(AI) 윤리를 확산하기 위한 기업의 자율적 활동 방안을 논의하고자 '제3차 AI 윤리정책 포럼'을 개최했다고 26일 밝혔다. AI 윤리정책 포럼은 산업계 전반에서 AI의 윤리적 개발과 활용을 위한 논의를 촉진하기 위해 올해 2월 처음 출범했다. 산업계..."
18,"경기도교육청, 인공지능 윤리교육 자료 개발 보급",2022.08.24.,"경기도교육청이 인공지능(AI) 윤리교육 자료 ‘AI원리로 배우는 AI윤리’를 개발해 보급했다. 24일 도교육청에 따르면 이번 자료는 인공지능에 대한 학생들의 인식을 확대하고 올바른 인공지능 활용 방법 학습을 위해 개발했으며, 도내 초·중등 교원 22명이 연구·개발에 참여했다. 자료에는 초·중등 수업자료..."
19,"경기도교육청, 인공지능 자료 ‘AI원리로 배우는 AI윤리’ 개발 보급",2022.08.24.,"조현철 기자, 경기도교육청(교육감 임태희)이 인공지능(AI) 윤리교육 자료 ‘AI원리로 배우는 AI윤리’를 개발해 보급했다. 자료는 인공지능에 대한 학생들의 인식을 확대하고 올바른 인공지능 활용 방법 학습을 위해 개발했으며 도내 초·중등 교원 22명이 연구·개발에 참여했다. 자료에는 초·중등 수업자료..."
20,"수리硏, 산업수학에 ‘AI’ 접목시킨다",2022.08.01.,"구체적으로는 ▷AI, 빅데이터, 산업수학, 알고리즘 등 핵심 기술에 관한 공동 연구 개발 ▷설명 가능한 AI 등 인공지능 윤리 분야 문제 해결을 위해 공동 연구 개발 ▷바이오 및 의료, 보안 및 암호화, 초거대 AI 등 분야의 기술과 산업 발전에 기여하는 사업 협력 ▷AI, AI윤리 전문가 양성을 위한 공동 교육 추진..."
21,AI 로봇이 나의 선생님이라면?,2022.08.01.,"그 대신에 인공지능(AI), 로봇, 가상현실(VR), 증강현실(AR)과 같은 디지털 기술에 힘입어 학생마다 다른 요구를 모두 맞춰주는 개인 맞춤 교육 시대가... AI 로봇에게 고민 상담하는 학생들 교과지식 전달은 사실 교사 역할의 일부다. 지적 호기심을 북돋고 동기를 부여한다. 윤리와 인성을 가르친다. 고민이 있는..."
22,"""인공지능이 지은 시, 詩心은 없어도 여운은 있죠""",2022.08.01.,"한국에서 인공지능(AI)을 활용한 예술활동에 가장 적극적인 단체 중 하나다. 미디어아티스트 김제민 서울예술대 교수와 AI 개발자 김근형 씨가... 또 AI 개발의 윤리에 대해서도 고민하겠다는 의지를 밝혔다. 김제민 대표는 ""'시아' 작업을 통해 인종차별주의자 논란에 휩싸인 마이크로소프트(MS)의 AI 채팅 봇..."
23,[인싸랑] '나쁜' 사회에서 '착한' AI가 가능할까?,2022.08.01.,"조주연 > 서울대 법학전문대학원에서 인공지능 AI를 연구하고 계신 고학수 교수님 모셨습니다. 안녕하세요. 교수님. 간단하게 자기소개 부탁드립니다.... 이런 것들이 다 인공지능이고요. ▶ ‘이루다’ 논란으로 본 인공지능과 윤리 조주연 > 말씀해 주셨던 사례 중에 알파고는 긍정적으로 기억하고 있고, 자동..."
24,[미래기술25]구글 코드 3%는 AI가 썼다…창작 영역까지 도전,2022.08.11.,구글의 인공지능(AI) ‘알파고’가 이세돌 9단을 완파한 지 6년. AI는 ‘바둑판’을 벗어나 일상생활 곳곳에 침투했습니다. 그 결과 코딩을 모르는... 물론 카카오의 시 쓰는 AI에도 초거대 AI가 적용돼 있습니다. 스타트업 절반이 윤리 지침 준수 미흡…딥페이크 우려도 넘어야 할 산도 많습니다. 일단...
25,[AI-META 시대 '미래전략'] <28>AI 윤리,2022.08.07.,"소개> 김명주 교수는 바른AI연구센터장으로 활동하며 AI의 부작용을 줄이기 위해 보안과 윤리 측면에서 연구하고 있다. 정부 개인정보보호위원회 가명 전문가로서 인공지능윤리정책포럼 및 디지털포용포럼에서 위원으로 활동하고 있으며, 최근 ‘AI는 양심이 없다’라는 인공지능 윤리 책을 출판했다."
26,"광주시의회, AI 전문가 초청 '인공지능 R&D 발전방향' 공부",2022.08.07.,"광주광역시 의회(의장 정무창)는 시의원 및 의회 사무처 직원 50여명을 대상으로 인공지능(AI) 전문가인 정민석〈사진〉 인공지능윤리연구소 연구원을 초청, '광주 인공지능 R&D 발전방향 분석'이라는 주제의 특강을 가졌다고 밝혔다. 7일 광주시의회에 따르면 지난 5일 열린 강연은 △인공지능 산업 성공..."
27,"인공지능으로 혐오 표현 탐지…튜닙, 11가지 자연어처리 API 공개",2022.08.07.,"자연어처리 중심 인공지능(AI) 스타트업 튜닙이 인공지능 기술로 혐오 표현을 판별하는 서비스를 공개했다. 튜닙은 윤리성 판별, 비식별화 등 11가지 응용프로그램 인터페이스(API) 제품을 출시했다고 11일 밝혔다. 튜닙은 카카오브레인 자연어처리 팀 멤버들이 공동 창업한 AI 스타트업이다. 자연어처리..."
28,"한국인공지능법학회 세미나…로톡, 엘박스, 법틀 등 리걸테크 참여",2022.08.07.,"이날 세미나는 인공지능과 법률의 접목을 논의할 필요성이 제기돼 산업 현장의 국내 첨단 리걸테크 업체 및 학계ㆍ법조계의 법률 AI 전문가들과 함께... 토론 세션에서는 실무 관점에서 법률과 인공지능을 접목한 기술 활용 제안, 데이터 활용을 위한 정책 개선의 필요성, 인공지능에 제기되는 윤리 문제를..."
29,"당진교육지원청, 충남형 인공지능교육 교원 연수",2022.08.11.,"티처블 머신 활용 수업 실습 △엔트리 모델학습 활용 수업 실습 △인공지능 윤리교육 이해 등의 주제로 진행된다. 김용재 교육장은 ""이번 연수로 학생들의 컴퓨팅 사고력 신장과 함께 인공지능 활용 인재로 성장할 수 있는 밑거름이 될 것으로 기대되며, 앞으로도 SW, AI학습 기회를 대폭 확대하겠다"" 라고 밝혔다."
30,"포항공대, AI 경영자 양성을 위한 최고경영자과정 신설",2022.08.10.,"지난 5월 17일, 디지틀조선일보와 포항공과대학교, 국제인공지능&윤리협회(IAAE), THE AI가 '인공지능 기술과 인공지능 윤리 분야 인재 양성 및 사업 혁력을 위한 공동협력 협약'을 체결하며 포항공과대학교 인공지능 최고경영자과정을 공동 운영키로 했다. 이번 프로그램은 김광재 포항공과대학교..."
31,"""AI, 7살 수준 자의식"" 주장했다 해고…현실은?",2022.08.10.,"[주재걸/KAIST AI대학원 교수 : 실생활에 많이 인공지능 기술들이 녹아들고 있는 만큼 여러 윤리라든지 사회 문제들을 지금부터 신경 써야 합니다.] 개발 기업들에게 이 문제를 맡겨두는 걸 넘어서, 사회적 차원에서 논의가 이뤄져야 할 때가 됐습니다. (영상취재 : 박대영, 영상편집 : 황지영)"
32,"""초등 문해력 이대론 안돼""…국어 수업 年 34시간 늘린다",2022.08.01.,"초등학교에서는 절차적 문제해결 과정을 간단한 프로그래밍을 통해 놀이·체험으로 체득하고, 중학교에서는 컴퓨팅 사고 과정 이해와 실생활 중심의 인공지능(AI) 윤리 등에 대한 교육을 한다. 고등학교에서는 진로에 따른 코딩 등 기초역량 함양할 수 있게 다양한 선택과목을 개설할 방침이다. 교육부는 이날..."
33,"천안교육지원청, 2022 AI교육 교원 전문성 신장 연수",2022.08.30.,"초·중학교 교사 대상으로 충남형 인공지능교육 천안교육지원청(교육장 송토영)은 지난 8일부터 12일까지 천안AI꿈키움터에서 관내 초·중 학교 교사를... 충남형 인공지능 교육을 이해하고 인공지능 이해, 활용, 융합, 윤리의 영역에서 실제 학교 현장에서 교과별로 적용할 수 있는 실습 위주로 연수로..."
34,"[단독 인터뷰] 'AI 대부' 제프리 힌턴 ""Mr. Cho 같은 인재 유치하려면 기업도...",2022.08.09.,AI 윤리에 대한 생각도 밝혔다. 그는 “AI 시스템에 편향성이 생기면 이를 판별하기는 쉽다”며 “사람 안의 편향성이나 편견을 바로잡는 것보다 AI 시스템의 편향성을 고치는 게 용이한 만큼 꾸준히 개선해 나갈 수 있을 것”이라고 말했다. 제프리 힌턴 토론토대 명예교수는 인공지능(AI)도 뇌와 가까운...
35,"“AI 화가님, 귀여운 곰을 수채화로 그려 줘요”[테크트렌드]",2022.08.01.,#텍스트를 입력하면 인공지능(AI)이 알아서 디지털 이미지를 생성한다. 흐릿한 사진을 선명하게 만들거나 문장을 입력하기만 해도 사실적이고... 하지만 이러한 장점에도 불구하고 적대적 훈련이나 훈련 절차 수행의 어려움 그리고 거짓 데이터에 대한 윤리적 문제점이 제기되기도 했다. 따라서 이에...
36,"TTA, AI 제품·서비스 신뢰성 확보 컨설팅 제공",2022.08.01.,"TTA는 2월 기업과 기관 실무자가 참고할 수 있는 '신뢰할 수 있는 인공지능 개발 안내서'를 공개했다. 올해는 이를 기반으로 AI 제품·서비스 개발 또는 운용 과정에서 발생 가능한 윤리적 이슈 및 위험 발생 요소를 사전 진단하고 개선을 지원하는 컨설팅을 추진한다. 이번 컨설팅은 자율주행, 의료, 챗봇 분야의..."
37,"광주시의회, 정민석 인공지능윤리연구소 연구원 초청 특강",2022.08.01.,정민석 인공지능윤리연구소 연구원을 초청하여 특강을 개최했다. 이날 강연은 △인공지능 산업 성공 요소와 전략적 발전 방향 △세계와 우리나라의... 인공지능 산업 및 정책 분석 등을 강의하고 질의․답변 및 토론의 시간을 가졌다. 초청 특강을 제안한 안평환 의원은 “광주가 대한민국을 대표하는 AI...
38,"광주시의회, 인공지능 전문가 초청 강연 개최",2022.08.05.,"정민석 인공지능윤리연구소 연구원을 초청하여 특강을 개최했다고 8일 밝혔다. 강연은 △인공지능 산업 성공 요소와 전략적 발전 방향 △세계와... 광주 인공지능 산업 및 정책 분석 등을 강의하고 질의․답변 및 토론의 시간을 가졌다. 초청 특강을 제안한 안평환 의원은 ""광주가 대한민국을 대표하는 AI..."
39,"""사람의 뇌처럼 인지하는 AI 탐구 중""…제프리 힌턴 교수 '뇌' 향한 혁신은 평...",2022.08.06.,구글의 초거대 인공지능(AI) ‘PaLM’은 힌턴 교수가 흥미롭게 지켜보고 있는 딥러닝 연구의 상용화 사례다. 약 5000억 개의 매개변수(파라미터)를 가진... 일각에서 제기되는 AI 윤리에 대한 생각도 밝혔다. 그는 “AI 시스템에 편향성이 생기면 이를 판별하기는 쉽다”며 “사람 안의 편향성이나 편견을...
40,"광주시의회, 인공지능 전문가 초청 강연",2022.08.31.,(GIST) 인공지능연구실 위촉 연구원(2022)를 거쳐 현재 인공지능윤리연구소 연구원을 맡고 있다. 또 2021년 10월 메사추세츠 공과대학(MIT) 주최 해커톤 대회 1위의 수상내역이 있다. 주요 논저 및 발표로는 △공공 AI 윤리와 사설 AI 윤리(카이스트 과학뒤켠) △인공지능 윤리 원칙의 지정학적 편향 등이 있다.
41,"[강사의 서재] ""우리가 알아야 할 AI시대의 공존법"" 오승현의 『나는 괜찮은 ...",2022.08.31.,"이 책이 건네는 물음들은 청소년에게 윤리, 철학, 경제, 정치 등 다양한 시각에서 인공지능 시대를 들여다보는 계기가 될 것이다. 급변하는 사회에서 길을 잃지 않도록 『나는 괜찮은 AI입니다』와 함께 생각하고 고민하는 시간이 청소년들에게 미래를 준비하는 첫걸음이 되기를 바란다. 저자 오승현의 《나는..."
42,2022년 주목할만한 10대 AI 솔루션은?,2022.08.31.,인공지능(AI)과 거기서 파생된 기술들로 인해 인류 전체의 기술과 산업도 빠르게 성장하고 있다. 미국의 리서치 기관인 가트너(Gartner)는 AI에 대해... 합성 데이터(Synthetic data) 이미지 (사진=IBM) ◇신더시스 신더시스 AI 솔루션은 개발자가 더 능력 있고 윤리적인 AI 모델을 만들 수 있는 합성 데이터를...
43,"인간을 흔드는 AI, 바로 보기",2022.08.31.,"<인간을 흔드는 AI, 바로 보기> 김명주 / 서울여자대학교 정보보호학과 교수, 바른AI연구센터장 디지털포용포럼 디지털역량강화분과장 인공지능윤리정책포럼 위원 인공지능 윤리 가이드라인 연구위원장 전) 서울지방검찰청 컴퓨터범죄수사 자문위원"
44,"LG, 5대 인공지능 윤리원칙 발표…'혐오표현 감지' 기술 등에 활용",2022.08.24.,"핵심요약 LG, 5대 핵심가치 담은 'AI 윤리원칙' 발표 LG AI연구원, 'AI 윤리 점검 TF' 구성해 교육 및 검증 10개 계열사 참여하는 협의체 'AI 윤리 워킹 그룹'도 연말 신설 LG는 인공지능(AI)을 개발하고 활용하는 LG 구성원이 지켜야 할 5대 'AI 윤리원칙'을 정하고, 주요 계열사가 참여하는 'AI 윤리 워킹 그룹'을..."
45,"서울대 등 국내 주요 대학, 학습윤리 개선 위해 LMS 연동형 표절검사 서비스 ...",2022.08.24.,LMS 연동형 표절검사 서비스 'CK 브릿지' 로고 (무하유 제공) 자연어를 이해하는 실용 인공지능(AI) 기술 기업 ㈜무하유(대표 신동호)는 국내 주요 대학들이 학습윤리 개선을 위해 자사의 학습관리시스템(LMS) 연동형 표절검사 서비스 'CK 브릿지(카피킬러 브릿지)'를 도입하고 있다고 31일 밝혔다. 무하유는 2011년...
46,"경기도교육청, 인공지능 AI 윤리교육 전자책 개발 보급",2022.08.24.,"경기도교육청(교육감 임태희)이 인공지능 윤리교육 자료 ‘AI원리로 배우는 AI윤리’ 전자책을 개발해 보급했다고 23일 밝혔다. 이번 자료는 인공지능에 대한 학생들의 인식을 확대하고 올바른 인공지능 활용 방법 학습을 위해 개발했으며, 도내 초·중등 교원 22명이 연구·개발에 참여했다. 자료 구성은 초..."
47,"'제2 이루다 사태 막는다'…LG, AI윤리 5대 원칙 만들었다",2022.08.24.,"학습·사용하며 윤리 문제가 도마 위에 올랐다. AI윤리 문제가 수면 위로 떠오른 대표적인 사례다. AI 아티스트 ‘틸다’ 등을 만든 LG가 이런 문제를... LG의 인공지능(AI) 아티스트 ‘틸다’ ◇“AI 성별, 나이, 장애 등으로 부당한 차별 안 해” 5대 가치에는 AI가 인간의 자율성과 존엄성과 같은 권리를..."
49,"'이루다' 사태 겪은 스캐터랩, 'AI 챗봇 윤리 점검표' 내놨다",2022.08.23.,"인공지능(AI) 챗봇 ‘이루다’ 개발사인 스캐터랩이 ‘AI 챗봇 윤리 점검표’를 내놨다. 스캐터랩은 과학기술정보통신부, 정보통신정책연구원(KISDI)과 협업해 기업에 특화된 AI 윤리 점검표 최종안을 공개했다고 26일 밝혔다. 이번 점검표는 과기정통부와 KISDI가 2020년 12월 발표한 ‘사람이 중심이 되는 AI..."
50,이경전 경희대 교수 “AI 공유 모델 플랫폼으로 디지털 양극화 해소 기여”,2022.08.23.,현장에서는 △김성륜 연세대 교수의 무선 AI 공장을 위한 연합·분할 학습 기법 실증 △이정혜 울산과학기술원 교수의 스마트 도시와 연합학습 △김형주 중앙대학교 교수의 칸트(KANT)를 통해 본 인공지능과 윤리 발표·강연 등이 이어졌다. 강요식 서울디지털재단 이사장은 “AI 분야 최고 전문가와 서울의 AI...
51,"AI시대, 인간은 어떻게 살 것인가...데이터 인문 교양서 ‘데이톨로지’ 출간",2022.08.23.,"모든 산업에서 디지털 전환이 일어나면서 인공지능(AI)·블록체인·메타버스 등과 같은 키워드들이 주요 화두다. 이는 4차산업혁명 시대를 이끌 차세대... 직업뿐만 아니라 인간의 존엄성이라는 윤리적 가치까지도 포함해서다. ""우리는 우리를 둘러싼 세계를 거의 이해하지 못하고 있다. 과학이 세상을 전부..."
52,[해외칼럼] 메타버스 윤리를 정립할 이는 누구인가,2022.08.24.,"이기적인 회사들이 자사의 수익만을 생각하고 행동하기 전에 개별 주체가 (메타버스 윤리를 위한) 거버넌스 모델을 제공해야 하는 이유가 바로 여기에 있다.인공지능(AI) 분야에서의 윤리적 진화가 가이드라인이 될 수 있다. 2012년 AI 이미지 판독 분야에서 커다란 돌파구가 마련된 뒤, AI에 대한 기업과..."
53,"국제인공지능&윤리협회-서울디지털재단, AI 등 디지털윤리 분야 협력",2022.08.24.,"전창배 국제인공지능&윤리협회 이사장은 “AI 지능형 도시, 스마트 시티는 결국 AI 기술과 빅데이터를 통해 가능하다. 도시와 시민들이 각 분야에서 생성해 내는 빅데이터와 AI기술, 메타버스 기술을 활용하면 도시에서 일어나는 각종 문제를 해결하고, 시민에게 편익을 가져다 줄 수 있다""면서 ""이러한..."
54,"경기도교육청, ‘AI원리로 배우는 AI윤리’ 교육 자료 보급",2022.08.23.,"도교육청은 인공지능(AI) 윤리교육 자료 ‘AI원리로 배우는 AI윤리’를 개발해 보급했다고 23일 밝혔다. 자료는 인공지능에 대한 학생들의 인식을 확대하고 올바른 인공지능 활용 방법 학습을 위해 개발했으며, 도내 초‧중등 교원 22명이 연구‧개발에 참여했다. 도교육청은 과학기술정보통신부가 발표한..."
55,"LG, 인간존중 등 5대 핵심가치 담은 'AI 윤리원칙' 발표",2022.08.23.,(사진=LG) LG가 24일 '인공지능(AI) 윤리원칙'을 발표하며 ESG 경영 실천의 보폭을 넓히고 있다. 'LG AI 윤리원칙'은 AI를 개발하고 활용하는 LG의 모든 구성원이 지켜야 할 올바른 행동과 가치 판단의 기준이 되는 원칙이다. LG는 신뢰할 수 있는 AI를 개발하기 위해 필수적인 가치와 '고객을 위한 가치창조...
56,"인공지능 활용도 ‘LG답게’…LG, 5대 가치 담은 ‘AI 윤리원칙’ 발표",2022.08.23.,24일 LG는 신뢰할 수 있는 인공지능(AI)을 개발하기 위한 5대 핵심 가치를 선정했다고 밝혔다. LG AI 윤리원칙은 AI를 개발하고 활용하는 LG의 모든 구성원이 지켜야 할 올바른 행동과 가치 판단의 기준이 되는 원칙을 의미한다. LG의 ‘AI 윤리원칙’ 5대 핵심 가치는 ▷AI가 인간의 자율성과 존엄성과 같은...
63,"서울디지털재단, AI 서울 포럼 2022 개최…스마트도시·AI 윤리 다뤄",2022.08.24.,"이번 포럼에서는 학계 전문가과 함께 ‘AI 쉐어링(연합학습) 기반의 스마트도시 인공지능 기술’의 동향을 살펴보고, 앞으로 시민과 인공지능이 공존하기 위해 필요한 ‘AI 윤리’에 대해 논의한다. 포럼은 서울디지털재단, 경희대학교 빅데이터 연구센터, IAAE ‘국제인공지능·윤리협회’와 공동으로..."
64,"LG, 'AI 윤리 점검 TF' 신설…인간존중·공정성 등 5대 핵심가치로",2022.08.24.,LG가 인간존중 등 5대 핵심 가치를 담은 인공지능(AI) 윤리원칙을 발표했습니다. 'LG AI 윤리원칙'은 AI를 개발하고 활용하는 LG의 모든 구성원이 지켜야 할 올바른 행동과 가치 판단의 기준이 되는 원칙입니다. LG는 '고객을 위한 가치 창조'와 '인간존중의 경영'이라는 경영이념을 고려해 5대 핵심 가치를...
66,"LG, AI 윤리원칙 발표...인간존중·공정성 등 5대 핵심가치 담았다",2022.08.24.,"LG는 인공지능(AI)을 개발하고 활용하는 구성원들이 지켜야 할 올바른 행동과 가치 판단 기준을 담은 'AI 윤리원칙'을 24일 발표했다. 신뢰할 수 있는 AI를 개발하기 위해 필수적인 가치와 '고객을 위한 가치창조', '인간존중의 경영'이라는 경영 이념을 고려해 5대 가치를 선정했다. 핵심 가치는 △인간존중..."
67,"경기도교육청, 인공지능 윤리교육 자료 개발 보급",2022.08.24.,"- 도교육청, 인공지능(AI) 윤리교육 자료 개발·보급 - 초·중등 수업자료 총 60편 구성, 전자책으로 제작·배포 - 인공지능 원리 이해, 체험·실습 중심으로 인공지능 활용 윤리 제시 경기도교육청(교육감 임태희)이 인공지능(AI) 윤리교육 자료 ‘AI원리로 배우는 AI윤리’를 개발해 보급했다고 23일 밝혔다. 자료는..."
68,"경기도교육청, 경기도형 ‘인공지능 윤리교육’ 모델 개발",2022.08.26.,"홈피서 자료 보급 윤리원칙·오남용 예방법 담아 경기도교육청이 인공지능(AI) 윤리교육 자료 ‘AI원리로 배우는 AI윤리’를 개발해 보급했다고 24일 밝혔다. 자료는 인공지능에 대한 학생들의 인식을 확대하고 올바른 인공지능 활용 방법 학습을 위해 개발했으며, 도내 초·중등 교원 22명이 연구·개발에..."
