,제목,날짜,본문
12,"LG화학·UNIST, 탄소중립·AI 등 원천기술 확보 위해 맞손",2021.10.31.,"LG화학과 UNIST는 지난 29일 탄소중립, 바이오매스와 전지소재 및 인공지능(AI) 분야 공동 연구개발을 위한 업무협약(MOU)을 체결했다고 31일 밝혔다. 양측은 앞으로 이산화탄소를 탄화수소 등으로 전환하는데 필요한 촉매 기술 개발과 미생물을 활용한 바이오 플라스틱 생산 등을 위한 공동 연구를..."
13,"네이버 ""베트남 AI 전문가들과 시너지""",2021.11.01.,네이버가 베트남 현지 AI(인공지능) 연구·개발(R&D) 파트너와 진행 중인 산합협력 과제들의 중간 결과를 공유하는 컨퍼런스를 진행하며 앞으로의 글로벌 AI 서비스 계획을 밝혔다. 네이버는 베트남 IT 분야 연구기관 겸 대학인 PTIT(우정통신기술대학)와 진행 중인 산합협력 과제들의 중간 결과를 공유하는...
14,유영상號 SKT…‘AI & 디지털 서비스 컴퍼니’,2021.11.01.,유 사장은 이날 오후 타운홀 미팅을 열고 ‘AI(인공지능) & 디지털 인프라 서비스 컴퍼니’ 비전을 공유했다. SKT는 3대 핵심 사업 영역인 ▲유무선 통신 ▲AI 서비스 ▲디지털 인프라 서비스 경쟁력을 높여 국민 삶의 질 향상에 기여할 계획이다. 유무선 통신 사업은 5G(5세대 이동통신)를 기반으로 앞선...
15,"한국, 인텔 글로벌 AI 아이디어 공모전서 5건 수상",2021.11.01.,박준우 부산기계공고 학생·장병철 한양대 교수 대상 영예 우리나라 인공지능(AI) 인재들이 제안한 아이디어 5건이 인텔이 주최한 글로벌 AI 아이디어 공모전에서 혁신 사례로 선정돼 수상하는 영예를 안았다. 인텔은 지난달 15일부터 약 2주간 개최한 '인텔® AI 글로벌 임팩트 페스티벌'에서 한국이 AI 관련...
16,"대교, AI 문해력 트레이닝 서비스…구글 '버트' 기반",2021.11.01.,기사내용 요약글 읽고 쓰고 답 찾는 능력 파악 대교는 한국어 심층 자연어 처리를 위해 구글의 딥러닝 언어모델 '버트(BERT)'를 기반으로 한 '크리드(KReaD) AI(인공지능) 문해력 트레이닝 서비스'를 제공한다고 1일 밝혔다. 에듀테크 기업 최초로 개발한 한국어 교육용 버트 엔진을 활용해 글을 읽는...
17,"서울시가 지원한 딥브레인AI, 두바이 정보통신전시회 종합우승",2021.11.01.,"인공지능(AI) 전문기업 '딥브레인AI'는 딥러닝 기반 영상합성, 음성합성 기술을 활용한 대화형 인공인간 솔루션 개발기업으로, KDB산업은행과 IMM인베스트먼트 등으로부터 약 2000억원의 기업 가치를 인정받은 바 있다. 'GITEX Future Stars'의 또 다른 참가기업인 헬스케어 기업 '루토닉스'(대표 정대권)는..."
18,낭독으로 영어 말하기 공부한다…라바리딩 'AI 학습 앱',2021.11.01.,기사내용 요약영어 발음 인식→정확도 피드백 읽기 텍스트는 영어원서 콘텐츠 인공지능(AI) 기반으로 영어 스피킹 학습을 돕는 모바일 앱 '라바리딩'(LAVA READING)이 출시됐다. 1일 라바디링에 따르면 이 앱은 음성 인식 기술과 독자적인 AI 낭독 식별 기술을 바탕으로 만들어졌다. 사용자의 영어 발음을 인식한 뒤...
19,"딥브레인AI, '지텍스 2021' 글로벌 스타트업 경진대회서 우승",2021.11.01.,인공지능(AI) 기업 딥브레인AI(옛 머니브레인)가 AI 스타트업의 기술력을 겨루는 글로벌 경진대회에서 700여개 업체와의 경쟁을 뚫고 우승을 차지했다. 딥브레인은 아랍에미리트(UAE) 두바이 세계무역센터에서 열린 '지텍스(GITEX) 2021'에 참가해 메인 프로그램인 '퓨처 스타즈 슈퍼노바 챌린지'에서...
20,"AI 석학도 ""인공지능 발전에 갈수록 무서워져…규제 필요""",2021.11.01.,"""AI 발전, 원자폭탄 개발 과정과 비슷…위협 이미 현실화"" '인공지능(AI)의 교과서'로 꼽히는 책을 집필한 과학자가 AI의 가파른 발전 속도에 개발자들도 두려움을 느끼고 있다고 말했다. 스튜어트 러셀 버클리 캘리포니아대(UC버클리) 컴퓨터과학과 교수는 29일(현지시간) 가디언과의 인터뷰에서 연구자들도..."
21,"AI 투자 '핀트', 브랜드 캠페인 모델에 전지현 발탁",2021.11.01.,인공지능(AI) 일임 투자 플랫폼 ‘핀트(fint)’를 운영하는 디셈버앤컴퍼니자산운용이 배우 전지현을 핀트의 브랜드 모델로 발탁하고 본격적인 마케팅 강화에 나선다고 1일 밝혔다. 디셈버앤컴퍼니는 이번 캠페인을 통해 보다 많은 고객에게 핀트를 알리고 투자에 대한 고민 없이 누구나 쉽고 간편한 투자일임...
22,"구글, 사람처럼 학습하는 차세대 AI 공개",2021.11.01.,"구글이 사람처럼 다양한 감각을 동시에 학습할 수 있는 차세대 인공지능(AI) 아키텍처 &apos;패스웨이&apos;(Pathways)를 공개했다. 미국 지디넷에 따르면 구글 브레인 프로젝트의 공동 설립자인 제프 딘은 구글 공식 블로그를 통해 패스웨이를 공개했다. 패스웨이는 하나의 AI 알고리즘에 영상, 오디오, 텍스트..."
23,[미래기술 인재양성 뒷전]②韓학생 AI 63시간 공부할 동안 日 405시간 학습,2021.10.28.,"4차 산업혁명시대를 맞아 산업구조가 제조업 중심에서 고부가가치 산업으로 이동하면서 인공지능(AI), 메타버스 분야의 인재양성이 필요한 상황이다. 특히 AI교육이 절실하다는 지적이다. 이 총장은 “미래에 AI를 이해하지 못하는 나라는 다른 나라에 비싼 돈을 내며 그 나라 AI 기술의 지배받을 수 있다”..."
24,"[IT돋보기] 네이버 검색, AI 재탄생…""정답에 취향 더한다""",2021.10.28.,"각 단계에는 네이버의 다양한 인공지능(AI) 기술이 적용됐다. 검색 엔진 최초로 '통합 검색' 서비스를 선보였던 네이버가 이번에는 AI 중심의 새로운 검색 '에어서치'를 공개했다. 28일 네이버는 온라인으로 진행된 네이버 밋업 행사에서 '새로운 검색 사용성을 위한 네이버 검색의 방향성'을 주제로, AI 중심의..."
25,"ETRI, 인공지능 주치의 개발",2021.10.28.,한국전자통신연구원(ETRI)이 여러 병원에 구축된 의료지능을 통합해 환자의 건강 상태를 정밀하게 분석하고 예측하는 인공지능 주치의 '닥터 AI'(Dr. AI)를 개발했다고 27일 밝혔다. 사진은 닥터 AI 기술을 설명하는 ETRI 연구팀. 2021.10.27
26,[라이드온] 300억 들인 인포테인먼트… 한국형 AI 비서 탄 수입차,2021.10.28.,볼보는 티맵 내비게이션과 함께 인공지능(AI) 비서 ‘누구’(NUGU)를 탑재한 신형 XC60을 선보였다. 수입차 브랜드가 한국형 ‘킬러 콘텐츠’를 모두 탑재하고 작심하고 국내 고객의 취향을 저격하겠다는 야심을 드러낸 것이다. 볼보자동차코리아가 지난 7일 서울 중구 동대문디자인플라자(DDP)에서 개최한...
27,"인공지능 의료영상 기업 '메디컬아이피', 과기정통부 '국가연구개발 우수성과...",2021.10.31.,인공지능(AI) 의료영상 플랫폼 및 3D응용 솔루션 기업 메디컬아이피(대표 박상준)는 과학기술정보통신부가 주관하는 '국가연구개발 우수성과 100선'에 선정됐다고 1일 밝혔다. 지난 2006년부터 매년 시행되어 온 '국가연구개발 우수성과 100선' 선정은 국가 발전을 이끄는 과학 기술에 대한 국민들의 관심을...
28,"'효도 로봇'에 'AI스피커'까지… 지자체, 1인 고령가구 '원격 돌봄' 분주",2021.10.28.,A씨를 구한 건 인공지능(AI) 스피커였다. A씨 목소리를 감지한 AI스피커가 119에 긴급 문자를 보낸 것이다. 영동군이 지역 독거 노인을 상대로 시행한 AI스피커 무상 제공 정책이 효과를 발휘한 또 하나의 사례였다. 이 기기에는 비명 등 긴급구조 상황을 인식하는 기능이 탑재돼 있어 A씨 구조에 결정적 역할을...
29,세계일보 주최 ‘AI 로봇카레이스’ 시범경기 열려,2021.10.28.,"경기 시흥시 서울대학교 시흥캠퍼스 미래모빌리티기술센터(FMTC)에서 지난 30일 열린 ‘2021 세계 인공지능(AI) 로봇카레이스’ 시범경기 참가팀들이 출발 전 파이팅을 외치고 있다. 오는 11월27일 세계일보 주최로 열리는 이 대회는 국내 최초 동시출발 형식의 자율주행 자동차 경주로, 서울대와 선문대..."
30,"고동진 ""AI·IoT·화상통화 더 쉽고 편하게…스마트 혁신 지속""",2021.10.28.,"이를 위해 인공지능(AI)·사물인터넷(IoT)·보안 플랫폼 혁신, 타이젠 기반의 스크린 경험 확장, 갤럭시 생태계 강화 방안 등을 전세계 개발자, 파트너사, 소비자에게 공개했다. ■'3대 플랫폼' 로드맵 발표 고 사장은 26일(미국 시간) '삼성 개발자 컨퍼런스 2021(SDC21)' 기조연설에서 ""삼성전자가 전 세계 창의적인..."
31,[이상직 변호사의 AI 법률사무소](43)AI시대 인구론,2021.10.25.,"인공지능(AI) 시대에는 고령인구는 늘며, 일자리와 미래인구는 준다. 정부는 고령인구에 일자리를 제공하고 젊은이의 출산율을 높이기 위해 안간힘을 쓰고 있다. 그러나 국민을 노동력이나 인적자원 증감 차원에서 대하는 인구 대책은 효과가 없다. 고령화·저출산 시대에 소크라테스처럼 인간의 의미와 가치를..."
32,"전기硏, AI기술로 지역경제 살리기 '적극'",2021.11.01.,"국내 유일 전기전문 연구기관 한국전기연구원(KERI, 원장 명성호)이 동남권 대표 도시인 부산광역시 및 창원시와 함께 인공지능(AI) 기술을 활용한 지역경제 살리기에 나선다. KERI는 1일 연구원 창원본원에서 허성무 창원시장, 김윤일 부산광역시 경제부시장이 참석한 가운데 '한국-캐나다 AI분야 연구개발..."
33,"과기정통부-교육부, 메타버스로 SW·AI 교육 흥미 유도",2021.11.01.,"정부가 소프트웨어(SW)·인공지능(AI) 교육 활성화를 위해 매년 개최하는 ‘SW 교육 페스티벌을 올해는 메타버스 플랫폼에서도 진행한다. 과학기술정보통신부와 교육부, 한국과학창의재단은 2일부터 21일까지 20일간 ‘2021 소프트웨어 교육 페스티벌’을 공식 홈페이지에서 개최한다고 1일 밝혔다. 이..."
34,"유영상 SKT CEO ""AI‧디지털 서비스 컴퍼니 시대 열 것""",2021.11.01.,유영상 SK텔레콤 신임 사장이 인공지능(AI)와 디지털 서비스 컴퍼니 시대를 열 것이라는 포부를 밝혔다. 유 사장은 1일 오후 전체 구성원을 대상으로 한 타운홀 미팅을 열고 고객‧기술‧서비스 중심 AI&Digital Infra 서비스 컴퍼니 비전과 함께 ICT 기술과 서비스를 통해 새로운 고객 가치를 창출하고 사회적...
35,"'700대1 뚫었다' 딥브레인AI, 중동 IT박람회 피칭대회 우승",2021.11.01.,"인공지능(AI) 개발 스타트업 딥브레인AI(구 머니브레인)가 두바이에서 열린 IT 박람회 '지텍스(GITEX) 2021'에 참가해 피칭대회인 '퓨처 스타스 슈퍼노바 챌린지'에서 최종우승했다고 1일 밝혔다. 지텍스는 매년 AI, 핀테크, 블록체인, 헬스케어, 스마트시티, 사물인터넷(IoT) 분야의 IT 기업과 투자자, 정부기관..."
36,"삼성전자, AI 포럼 열어…인공지능 전문가 한자리에",2021.11.01.,"김기남 부회장 ""AI, 인류 발전에 도움을 줘"" 삼성전자는 1일 세계적인 인공지능(AI) 전문가들의 최신 기술 동향과 연구 성과를 공유하는 ‘삼성 AI 포럼 2021′ 행사를 온라인으로 열었다. 삼성 AI 포럼은 세계 유명 AI 전문가들이 최신 기술 동향과 연구 성과를 공유하는 자리다. 기초 연구부터 응용까지 인류..."
37,부산 초· 중·고에 스마트기기 지급…인공지능교육 본격화,2021.11.01.,"부산 초· 중·고에 스마트기기가 지급 되는 등 인공지능(AI)교육이 본격 시행된다. 부산시교육청은 내년 3월부터 하반기까지 지역 600여개 초·중·고교에 학습용 디지털 디바이스 18만8천여대를 보급한다고 1일 밝혔다.대상은 초등학교 4학년 이상과 중·고등학생 전원이다. 내년 3월 초등학교 4학년,중·고교..."
38,"""제조업 메타버스는 이렇게""…KAIST, 제조AI 메타버스 팩토리 체험관 개관",2021.11.01.,"인공지능(AI)을 활용, 실제 제조업 분야의 메타버스 활용 방안이 공개됐다. 한국과학기술원(KAIST)은 1일 오후 2시 대전 문지캠퍼스 내 제조AI 빅데이터센터 페어링룸 '제조AI 메타버스 팩토리 체험관'을 열었다. 한국과기원 K-Industry4.0추진본부와 제조AI빅데이터센터가 이번에 문을 연 체험관을 함께..."
39,"지속가능기술·AI 공동개발…LG화학, UNIST와 협약",2021.11.01.,이번 협약에 따라 탄소중립·바이오매스 등 지속가능기술 관련분야와 전지소재·인공지능(AI)분야에서 함께 연구해 나가기로 했다. 이산화탄소를 탄화수소 등으로 바꾸는 데 필요한 촉매기술을 비롯해 미생물을 활용한 바이오 플라스틱 생산기술 등을 같이 개발키로 했다. 배터리 용량을 늘리기 위한 양극...
40,"핀트 ‘AI 일임 투자’ 알리기, 배우 전지현이 나선다",2021.11.01.,'핀트' 서비스 출시 후 첫 캠페인 AI 투자일임 서비스 입지 굳히기 인공지능(AI) 기반 자동화 투자일임 서비스 핀트(fint)를 운영하는 디셈버앤컴퍼니자산운용이 배우 전지현을 브랜드 모델로 발탁하며 시작하며 서비스 인지도 강화에 나섰다. 디셈버앤컴퍼니자산운용은 배우 전지현을 핀트 브랜드 모델로...
41,"부경대-㈜딥노이드, 'AI 인력 양성' 업무협약 체결",2021.11.01.,부경대학교가 1일 ㈜딥노이드와 인공지능(AI) 융합 인력 양성과 지역 AI 산업 활성화를 위한 업무협약을 체결했다. 부경대 장영수 총장과 ㈜딥노이드 최우식 대표는 AI 융합인력 양성을 위한 협력 체계 구축과 AI 교육환경 조성 등을 위해 협력하기로 했다. 부경대는 이번 협약을 통해 스마트헬스케어학부...
42,"부경대-㈜딥노이드, 'AI 인력 양성' 업무협약 체결",2021.11.01.,부경대학교가 1일 ㈜딥노이드와 인공지능(AI) 융합 인력 양성과 지역 AI 산업 활성화를 위한 업무협약을 체결했다. 부경대 장영수 총장과 ㈜딥노이드 최우식 대표는 AI 융합인력 양성을 위한 협력 체계 구축과 AI 교육환경 조성 등을 위해 협력하기로 했다. 부경대는 이번 협약을 통해 스마트헬스케어학부...
43,AI 일임 투자 '핀트' 브랜드 캠페인 모델로 전지현 발탁,2021.11.01.,인공지능(AI) 일임 투자 '핀트'가 배우 전지현을 모델로 브랜드 캠페인을 시작하며 서비스 인지도 강화에 나선다. 디셈버앤컴퍼니자산운용은 전지현을 핀트의 브랜드 모델로 발탁했다고 1일 밝혔다. 디셈버앤컴퍼니는 캠페인 슬로건을 '투자. 쉽게. 알아서.'로 정하고 전방위적으로 핀트 마케팅을 확대해 나갈...
44,'AI경리나라'로 수작업 경리 업무 사라진다… 차세대 업무 환경 제공,2021.11.01.,"기존 경리나라에 B2B 인공지능(AI) 및 빅데이터 기술을 융합해 경리 업무 환경을 혁신적으로 개선했다. 1분이면 빅데이터 기반의 인공지능이 수작업 전표 입력 업무를 없애준다. 이번에 출시한 AI경리나라는 방대한 양의 경리 업무 처리 패턴을 분석 적용하고, KT와 협업으로 구현한 업계 최고 수준의 AI 서비스를..."
45,"네이버, 베트남 우정통신기술대와 AI산학 컨퍼런스",2021.11.01.,"또 장기적으로 현지 연구 인력 발굴·양성을 위한 협력도 더 확대해 나가기로 했다.앞서 네이버는 하노이과학기술대학(HUST)에 이어 지난해 8월 PTIT를 글로벌 인공지능(AI) 연구벨트의 파트너로 맞으며, 베트남 현지에서 두 번째 기술 연구 거점을 마련했다. 두 기관은 산학과제를 포함해 글로벌 연수, 현지..."
46,"부산교육청, 인공지능(AI) 활용 교육 본격 추진",2021.11.01.,부산지역 초․중․고 학생들에게 인공지능(AI)을 활용한 교육이 본격 시행된다. 특히 대학입시를 앞둔 고교생들에게 AI를 활용한 모의면접을 지원하는 등 진학지도에도 AI를 적극 활용키로 했다. 부산광역시교육청(교육감 김석준)은 4차 산업혁명 시대와 포스트코로나 등 급변하는 교육환경에 대응하기 위해 AI...
47,AI로 실제 불량검출? 메타버스+제조업 '가상공장' 탄생,2021.11.01.,직접 알고리즘을 세팅하고 인공지능(AI) 분석 버튼을 누르면 제조과정에서의 오류가 검출된다. 수치로 나와 정량적 불량원인 탐지가 가능하다. 화면 속 동료는 다른 나라에서 동시 접속했다. 어디서든 누구와 협업할 수 있는 '가상공장'이다. KAIST(총장 이광형)는 '제조AI 메타버스 팩토리 체험관(이하...
48,김기남 삼성전자 부회장 “삼성전자는 인공지능 에코시스템의 핵심 기술업체”,2021.11.01.,삼성전자가 날로 발전하고 있는 인공지능(AI) 시장에서 핵심 기술업체임을 선언하며 인공지능 석학과 개발자 등을 아우르는 에코시스템 확장에 나서고 있다. 삼성전자가 1일 온라인으로 개최한 '삼성 AI 포럼 2021'에서 김기남 삼성전자 부회장은 “산업계에서는 스타트업과 대기업 모두가 제품...
49,삼성전자 “초지능화 사회서 초일류 100년 기업으로 우뚝 설 것”,2021.11.01.,"창립 52주년 기념식 김기남 부회장,‘혁신’등 강조 “일상의 빅뱅… 변화 선제대응” 대규모 M&A 속도 낼지 주목 “앞으로 10년간 전개될 초지능화 사회(다양한 분야에서 인간의 두뇌를 뛰어넘는 인공지능(AI)을 의미)에서 새로운 성장 동력을 찾아 초일류 100년 기업으로 우뚝 서겠습니다.” 1일 창립 52주년을..."
50,"전기연구원, 인공지능 기술 통한 지역경제 살리기 힘 모은다",2021.11.01.,"허성무 창원시장, 명성호 한국전기연구원장, 김윤일 부산광역시 경제부시장 국내유일 전기전문 연구기관 한국전기연구원(KERI, 원장 명성호)이 동남권 대표 도시인 부산광역시 및 창원시와 함께 인공지능(AI) 기술을 활용한 지역경제 살리기에 나선다. KERI는 1일 연구원 창원본원에서 허성무 창원시장, 김윤일..."
51,"딥브레인AI, 글로벌 스타트업 테크 챌린지 우승",2021.11.01.,"인공지능(AI) 전문기업 딥브레인(대표 장세영)이 아랍에미리트 두바이에서 열린 중동 최대 규모의 IT 박람회 지텍스(GITEX)에서 스타트업을 대상으로 하는 테크 챌린지 최종 우승을 차지했다. 지텍스는 올해로 41회를 맞는 행사로, 매년 인공지능과 핀테크, 블록체인, 헬스케어, 사물인터넷(IoT) 등 IT 분야의..."
52,"전기연구원, 인공지능 기술 통한 지역경제 살리기 힘 모은다",2021.11.01.,"허성무 창원시장, 명성호 한국전기연구원장, 김윤일 부산광역시 경제부시장 국내유일 전기전문 연구기관 한국전기연구원(KERI, 원장 명성호)이 동남권 대표 도시인 부산광역시 및 창원시와 함께 인공지능(AI) 기술을 활용한 지역경제 살리기에 나선다. KERI는 1일 연구원 창원본원에서 허성무 창원시장, 김윤일..."
53,"딥브레인AI, 글로벌 스타트업 테크 챌린지 우승",2021.11.01.,"인공지능(AI) 전문기업 딥브레인(대표 장세영)이 아랍에미리트 두바이에서 열린 중동 최대 규모의 IT 박람회 지텍스(GITEX)에서 스타트업을 대상으로 하는 테크 챌린지 최종 우승을 차지했다. 지텍스는 올해로 41회를 맞는 행사로, 매년 인공지능과 핀테크, 블록체인, 헬스케어, 사물인터넷(IoT) 등 IT 분야의..."
54,"웹케시, 경리 프로그램 AI 경리나라로 전면 개편",2021.11.01.,웹케시는 경리 프로그램 경리나라를 '인공지능(AI) 경리나라'로 개편했다. [사진: 웹케시] 웹케시는 경리 프로그램 경리나라를 '인공지능(AI) 경리나라'로 전면 개편했다고 1일 밝혔다. 웹케시는 기존 경리나라에 B2B AI 및 빅데이터 기술을 융합해 경리 업무 환경을 개선했다. 1분이면 빅데이터 기반의 인공지능이...
55,"김기남 ""AI로 사회 이슈 해결 나서자""…제5회 '삼성 AI 포럼' 개최",2021.11.01.,"인공지능(AI) 현재와 미래에 대한 토론의 장으로 만들자."" 삼성전자가 1일 '삼성 AI 포럼 2021' 1일차 행사를 온라인으로 개최했다. 올해로 5번째를 맞이한 '삼성 AI 포럼'은 세계적인 AI 전문가들이 최신 기술 동향과 연구 성과를 공유하는 자리다. AI 기초 연구부터 응용까지 인류의 삶에 실질적으로..."
56,"대교, 한국어 교육용 버트 기반 AI 문해력 서비스 오픈",2021.11.01.,"대교가 한국어 심층 자연어 처리를 위해 구글의 딥러닝 언어모델 '버트(BERT)'를 기반으로 한 '크리드(KReaD) 인공지능(AI) 문해력 트레이닝 서비스'를 오픈한다고 1일 밝혔다. 대교는 에듀테크 기업 최초로 개발한 한국어 교육용 버트 엔진을 활용해 글을 읽는 능력, 답을 찾는 능력, 글을 쓰는 능력 수준 등을..."
57,광주 '글로벌 AI 혁신 거점' 된다,2021.11.01.,정부가 광주광역시 첨단3지구에 조성 중인 인공지능(AI) 산업융합 집적단지를 국가 AI 혁신 거점으로 육성한다. 광주시는 이에 맞춰 ‘한국판 뉴딜’의 10대 과제 중 하나인 ‘데이터댐’ 기능 강화에 들어갔다. 데이터댐은 데이터 수집·가공·거래를 통해 활용 기반을 넓혀 데이터 경제를 가속화하는...
58,"부산교육청, 인공지능(AI) 활용 교육 본격 추진",2021.11.01.,"초․․중․고에 AI수학․영어 학습프로그램 지원, 대입 AI모의면접도 지원 창의․융합형 인재 양성과 코로나19로 인한 학습격차 해소 위해 부산지역 초.중.고 학생들에게 인공지능(AI)을 활용한 교육이 본격 시행된다. 특히 대학입시를 앞둔 고교생들에게 AI를 활용한 모의면접을 지원하는 등 진학지도에도 AI를..."
59,"KAIST, ‘제조AI 메타버스 팩토리 체험관’ 개소",2021.11.01.,제조 특화 인공지능(AI)을 메타버스 세계에서 구현한 가상공장으로 실제 현장에서 수집된 제조데이터에 AI기술을 결합해 분석·활용하는 체험 서비스를 제공한다. ‘제조AI 메타버스 팩토리 체험관’은 KAIST K-Industry4.0추진본부와 제조AI빅데이터센터가 운영을 맡는다. 응용 소프트웨어 개발 및...
60,교육현장 속 AI 어떤 모습...소프트웨어 교육 페스티벌 내일 개막,2021.11.01.,"교육현장에서 구현되는 인공지능(AI) 등을 미리 만날 볼 수 있는 교육 페스티벌이 열린다. 교육 페스티벌은 한 발 앞 선 교육 소프트웨어를 접할 수 있는 기회로, 교육계 관계자들의 관심을 사고 있다. 교육부와 과학기술정보통신부, 한국과학창의재단은 이달 2일부터 21일까지 20일간 '2021 소프트웨어 교육..."
61,"딥브레인AI, 두바이 정보통신전시회 종합우승",2021.11.01.,서울시는 인공지능 전문기업 '딥브레인AI'가 두바이 정보통신전시회(GITEX) '슈퍼노바 챌린지' 피칭대회에서 한국기업 최초로 종합 우승했다고 1일 밝혔다. 딥브레인AI는 5만5천 달러의 상금을 받았으며 유명 벤처캐피털리스트로부터 최대 50만 달러의 투자 기회를 얻게 됐다. 딥브레인AI는 딥러닝 기반...
