,제목,날짜,본문
10,"""캠퍼스 확 바꾸고 전교생 AI 교육…중앙대 재도약할 것""",2021.10.31.,인공지능(AI)대학원 신설과 대대적인 캠퍼스 정비 등을 통해 재정위기를 극복하고 재도약의 발판을 마련할 것입니다.” 박상규 중앙대 총장은 최근 한국경제신문과의 인터뷰에서 “대학은 법적으로 매각 대상이 될 수 없음에도 불구하고 이런 소문이 도는 것을 답답하게 생각한다”며 교육계 안팎에서...
11,"한국앤컴퍼니, AI 공간정보 스타트업 '모빌테크' 투자",2021.10.29.,기사내용 요약벤처펀드 결성해 신성장 동력 발굴 한국타이어앤테크놀로지의 지주사 한국앤컴퍼니는 신성장 동력 발굴을 위한 펀드를 결성하고 인공지능(AI) 공간정보 스타트업 '모빌테크'를 첫 투자처로 낙점했다고 29일 밝혔다. 한국앤컴퍼니는 지난 4월 사업형 지주회사로 새롭게 출발했다. 5월...
12,"제주 청소년 AI 아카데미 폐막…""전문 인재 되길 기대""",2021.10.29.,제주 청소년 인공지능(AI) 융합아카데미가 성황리에 막을 내렸다. 제주도교육청(이석문 교육감)은 31일 '2021년 청소년 AI 융합아카데미' 폐막식을 열었다. AI 융합아카데미는 제주지역 고등학생을 대상으로 AI 기술의 바탕이 되는 수학 이론을 배우는 강좌다. 이날 폐막식은 제주CBS 보도제작국 김대휘 국장과...
13,[IITP 리뷰 1]나이는 숫자에 불과한 AI 사랑,2021.10.29.,지난 9월 대통령직속 4차산업혁명위원회는 우리 국민의 '인공지능(AI) 이용 인식조사' 결과를 발표했다. 일반 국민의 AI에 대한 인식 수준과 활용정도를 확인하고 AI 대중화를 위한 정책 방안을 도출하기 위해 14세부터 65세 국민 3500명을 대상으로 실시한 조사 결과다. 주요 내용은 국민 99.3%가 AI를...
14,철도 안전관리에 IoT·AI·빅데이터 기술 본격 활용 추진,2021.10.29.,"국토부, 제4차 철도안전종합계획 수립 착수 철도 안전 강화를 위해 사물인터넷(IoT), 인공지능(AI), 빅데이터 등 4차 산업혁명 기술을 본격적으로 활용하는 방안이 추진된다. 국토교통부는 이런 내용을 담은 '제4차 철도안전종합계획'(2023∼2027년) 수립에 착수한다고 29일 밝혔다. 철도안전종합계획은..."
15,"영어대회 심사·메타버스 적용…교육업계, 'AI활용' 확장",2021.10.29.,"기사내용 요약다양한 AI 활용에 학생·학부모 관심 커져 교육업계가 교육·학습 영역에서 활용하던 인공지능(AI) 기술을 대회 심사, 메타버스 등으로 확장하고 있다. 메타버스는 가공·추상을 의미하는 메타(Meta)와 현실 세계를 의미하는 유니버스(Universe)의 합성어다. 경제·사회·문화 활동이 가능한 3차원..."
16,세계일보 주최 ‘AI 로봇카레이스’ 시범경기 열려,2021.10.29.,"경기 시흥시 서울대학교 시흥캠퍼스 미래모빌리티기술센터(FMTC)에서 지난 30일 열린 ‘2021 세계 인공지능(AI) 로봇카레이스’ 시범경기 참가팀들이 출발 전 파이팅을 외치고 있다. 오는 11월27일 세계일보 주최로 열리는 이 대회는 국내 최초 동시출발 형식의 자율주행 자동차 경주로, 서울대와 선문대..."
17,도화지에 담은 AI로봇·탄소중립…꿈나무들의 과학미래 ‘상상력 반짝’,2021.10.28.,● 그림 통해 ‘풍요로운 과학기술 미래’ 기원 세종 보람초 6학년 박소정 양은 아빠가 다니는 직장인 한국전자통신연구원(ETRI)이 내준 주제 ‘인공지능(AI)’을 선택해 똑똑한 로봇을 표현하는 중이었다. 소정 양은 “탁월한 지능을 가진 인공지능 로봇은 노인들이 많아지는 시대에 고독해질 수 있는...
18,"[아!이뉴스] 'KT먹통' 머리숙인 구현모 대표…AI, 지역경제 살린다",2021.10.28.,"각 단계에는 네이버의 다양한 인공지능(AI) 기술이 적용됐다. 검색 엔진 최초로 '통합 검색' 서비스를 선보였던 네이버가 이번에는 AI 중심의 새로운 검색 '에어서치'를 공개했다. 28일 네이버는 온라인으로 진행된 네이버 밋업 행사에서 '새로운 검색 사용성을 위한 네이버 검색의 방향성'을 주제로, AI 중심의..."
19,"“AI 음악 즐겨요”…이모션웨이브, ‘메타버스 코리아’ 참가",2021.10.28.,(사진=이모션웨이브)[이데일리 김정유 기자] 인공지능(AI) 미디어 업체 이모션웨이브는 지난 29일까지 열린 ‘메타버스 코리아 2021’에 참가해 다양한 서비스를 공개했다고 31일 밝혔다. 메타버스 코리아는 한국전자정보통신산업진흥회와 엑스포럼이 주관하는 행사로 다양한 메타버스 플랫폼들이 참여했다....
20,광주 AI-뉴딜추진위원회 3차 회의…AI-뉴딜 미래 신산업 발굴 박차,2021.10.28.,광주시가 인공지능(AI)-뉴딜 미래 신산업 발굴에 박차를 가하고 있다. 시는 29일 소회의실에서 AI-뉴딜추진위원회 제3차 회의를 개최하고 광주형 3대 뉴딜의 성공을 뒷받침할 방안과 미래 신산업 발굴을 위한 다양한 의견을 나눴다. 이번 회의에서는 해양에너지가 참석해 탄소중립 이행을 위한 수소시대에 대비한...
21,인공지능 활용한 철도관제시스템 도입…신기술로 철도안전↑,2021.10.27.,"제2철도교통관제센터 구축(오송, 2027년 예정)으로 도입 예정인 인공지능(AI)·빅데이터 기반의 새로운 철도관제시스템과 무인운전 철도차량시스템, 철도 신호통신시스템을 유기적으로 연결·구성하는 방안을 마련한다. 이를 통해 평상시는 물론 사고·장애 시에도 제한된 선로를 시스템적으로 안전하게..."
22,"ETRI, 인공지능 주치의 개발",2021.10.27.,한국전자통신연구원(ETRI)이 여러 병원에 구축된 의료지능을 통합해 환자의 건강 상태를 정밀하게 분석하고 예측하는 인공지능 주치의 '닥터 AI'(Dr. AI)를 개발했다고 27일 밝혔다. 사진은 닥터 AI 기술을 설명하는 ETRI 연구팀. 2021.10.27
23,[인터뷰] “내 방 사진 찍으면 인공지능이 필요한 인테리어 알려줘”… 하진우...,2021.10.27.,"AR과 인공지능을 이용한 ‘스페이스 AI’라는 애플리케이션도 있다. 우리 집 사진을 찍으면 그 공간에 어떤 가구가 배치되어 있는지, 그리고 가구들이 나타내는 촬영자의 취향은 어떤 것인지를 분석해준다. 그리고 그 공간을 보다 완벽하게 만들 수 있는 상품도 추천해주는 솔루션이다. 이외에도 다양한 서비스를..."
24,"안민석 의원, 국가전략 AI 교육 정책자료집 발간",2021.10.27.,"기호일보 - 아침을 여는 신문, KIHOILBO 민주당 국회 교육위원회 안민석(오산)의원 지난 29일 국가전략 차원에서 추진 중인 인공지능(AI) 교육 성공을 위해 '디지털 리터러시 능력 향상을 위한 공교육의 역할과 추진 과제'국정감사 정책자료집을 발간했다고 31일 밝혔다. 이번 자료 발간은 AI 교육 전도사를..."
25,"[IT돋보기] 네이버 검색, AI 재탄생…""정답에 취향 더한다""",2021.10.31.,"각 단계에는 네이버의 다양한 인공지능(AI) 기술이 적용됐다. 검색 엔진 최초로 '통합 검색' 서비스를 선보였던 네이버가 이번에는 AI 중심의 새로운 검색 '에어서치'를 공개했다. 28일 네이버는 온라인으로 진행된 네이버 밋업 행사에서 '새로운 검색 사용성을 위한 네이버 검색의 방향성'을 주제로, AI 중심의..."
26,"김현석 삼성전자 사장 ""모든 가전에 AI 탑재""",2021.10.28.,"김현석 삼성전자 사장(CE부문장)이 모든 가전 제품에 인공지능(AI)을 적용하겠다고 강조했다. 김현석 사장은 29일 니혼게이자이신문과 인터뷰에서 모든 가전제품에 AI를 탑재하겠다며 이같이 밝혔다. 김 사장은 ""AI는 개인별 최적화된 서비스를 제공할 수 있다""며 ""TV가 소비자가 보여주고 싶은 동영상을..."
27,"스튜어트 러셀, ""AI 발전에 갈수록 무서워져···통제 위한 규제 필요""",2021.10.27.,"'인공지능(AI)의 교과서'로 꼽히는 책을 집필한 과학자가 AI의 가파른 발전 속도에 개발자들도 두려움을 느끼고 있다고 고백했다. 스튜어트 러셀(사진) 버클리 캘리포니아대(UC버클리) 컴퓨터과학과 교수는 29일(현지시간) 가디언과의 인터뷰에서 연구자들도 'AI의 발전에 두려움을 느끼느냐'는 질문에 ""갈수록..."
28,"호서대, AI·SW 미래 여는 ‘2021 호서 인공지능 위크’ 성료",2021.10.27.,호서대 AI·SW중심대학사업단이 지난 26일부터 28일까지 '2021 호서 인공지능 위크(HOSEO AI WEEK)' 행사를 아산캠퍼스 강석규교육관에서 개최했다./호서대 제공 호서대학교(총장 김대현)는 인공지능(AI)·소프트웨어(SW)중심대학사업단이 지난 26일부터 28일까지 아산캠퍼스 강석규교육관에서 '미래를 바꿀...
29,데이터·AI로 ESG 혁신 문제를 풀어라,2021.10.27.,연구개발특구진흥재단은 데이터와 인공지능(AI) 기술로 기업의 문제해결을 지원하는 '제1회 연구개발특구 AI SPARK 챌린지(AI 경진대회)'를 개최한다고 29일 밝혔다. 이번 대회는 특구재단이 디지털 대전환을 주도하고 혁신생태계를 활성화하기 위해 마련됐다. 대회 주제는 '환경·사회·지배구조(ESG) 혁신...
30,軍 인공지능(AI) 의료서비스 시범 운용...의료영상 판독 솔루션 도입,2021.10.27.,"27일 국방부는 군 의료현장에서 인공지능(AI) 의료서비스가 시범 운용된다고 밝혔다. 국방부는 이날 과학기술정보통신부, 정보통신산업진흥원, 국방기술진흥연구소와 함께 경기도 성남 소재 국군수도병원에서 '인공지능 솔루션 시범적용' 착수식을 개최했다고 밝혔다. 이날 행사에선 루닛·뷰노·딥노이드 등..."
31,"""취준생 화상면접 공간 무료 대여·AI 면접 체험…심리상담 확대""",2021.10.28.,"■화상면접 공간 무료 대여…AI 면접 체험 내년부터 전국 30개 고용센터, 4개 청년센터, 29개 대학일자리(플러스)센터에서 올해 마련될 무료 인공지능(AI) 면접 체험 서비스 제공 맵(Map)을 확인해 AI 기반 채용을 체험할 수 있게 된다. 또한 청년 접근성이 높은 장소에 6개 권역별로 화상면접에 필요한 장비(웹캠..."
32,"조선대 교수들, AI 기업 지원 나서…산학기술 교류회 개최",2021.10.28.,조선대학교(총장 민영돈) 교수들이 광주지역 인공지능(AI) 분야 기업 지원에 나섰다. 조선대 AI융합연구원(원장 김판구)은 AI산학연협회(회장 최현택)와 최근 교수 연구 분야와 기업 주력개발 아이템을 소개하고 협력을 도모하는 'AI산학기술교류회'를 개최했다. 이 행사는 AI 기술개발과 비즈니스 생태계...
33,"포스코ICT, AI기술 더한 스마트CCTV 현장 적용 추진",2021.10.31.,포스코 ICT가 폐쇄회로(CC)TV에 포스코 ICT의 AI(인공지능) 기반 영상분석 기술을 결합한 스마트 CCTV의 현장 적용을 추진한다고 27일 밝혔다. 포스코 ICT의 영상분석 기술은 딥러닝을 적용해 영상 속 행동과 사물을 자동으로 인식하고 분석하는 기능을 지녔다. CCTV 영상에 포착된 사람의 행동을 인식하는...
34,"고동진 ""AI·IoT·화상통화 더 쉽고 편하게…스마트 혁신 지속""",2021.10.28.,"이를 위해 인공지능(AI)·사물인터넷(IoT)·보안 플랫폼 혁신, 타이젠 기반의 스크린 경험 확장, 갤럭시 생태계 강화 방안 등을 전세계 개발자, 파트너사, 소비자에게 공개했다. ■'3대 플랫폼' 로드맵 발표 고 사장은 26일(미국 시간) '삼성 개발자 컨퍼런스 2021(SDC21)' 기조연설에서 ""삼성전자가 전 세계 창의적인..."
35,"""구글 보고있나""… 네이버, AI 검색 시스템 '에어시치' 공개",2021.10.27.,"네이버가 지난 28일 인공지능(AI) 중심의 새로운 검색 시스템 '에어서치'를 공개했다. 에어서치는 에어스(AiRS), 에이아이템즈(AiTEMS), 에어스페이스(AiRSPACE) 등 콘텐츠·쇼핑·로컬 단위 AI 추천기술과 검색을 포함한 네이버 AI 검색 브랜드다. 에어서치 기반 검색은 정형화된 컬렉션 단위 검색결과에서 벗어나..."
36,"AI 은행원이 편의점에…신한은행-GS25, 혁신점포 선보여",2021.10.27.,"이 점포는 직원과 화상 상담이 가능한 디지털 데스크와 스마트 키오스크(무인 단말기) 기반의 AI(인공지능) 은행원 등을 갖췄다. 디지털 데스크는 은행 영업점 수준의 대면 업무 처리가 가능한 플랫폼으로, 소비자는 편의점 안에서 신한은행 디지털 영업부의 직원과 화상 상담(오전 9시∼오후 8시)을 통해 펀드..."
37,"SKT, JTBC스튜디오와 AI 영상자막기술 공동개발",2021.10.25.,"""시청자 약자 배려 및 한류 확산 기여 기대"" SK텔레콤은 27일 JTBC스튜디오와 청각 장애인 등 사회적 약자를 위한 '실시간 인공지능(AI) 자동 자막서비스' 기술 개발 협약을 맺었다고 밝혔다. 이 기술은 AI가 영상 콘텐츠를 인식해 자동으로 한국어 자막을 제공하는 것으로, 시청 편의를 제고하는 동시에 국산..."
38,현대차·기아 자율주행-로보틱스 인공지능 시스템 구축 가속화,2021.10.28.,"현대자동차·기아가 한국전자통신연구원(ETRI)과 손잡고 인공지능(AI)과 차량용 반도체, ICT(정보통신기술)를 활용해 국내 자동차 산업의 글로벌 경쟁력 강화와 대·중소기업 상생협력 생태계 조성에 나선다. 현대차·기아는 지난 27일 한국전자통신연구원과 '자율주행 모빌리티 활성화를 위한 상호협력 업무협약..."
39,"구현모 대표 ""모두의 일상이 되는 인공지능 구현할 것""",2021.10.28.,"""24시간 365일 인공지능(AI)이 응답하는 일상을 만들겠다."" 구현모 KT 대표(사진)는 'AI 비즈니스'를 본격화하며 이같은 청사진을 제시했다. KT는 25일 '모두의 일상이 되는 AI'를 주제로 온라인 기자간담회를 열고 연 3조원 규모로 성장이 전망되는 AI컨택센터(AICC)시장에 도전장을 던졌다. ■골목식당도..."
40,"서초구, AI 기반 구립·전자 도서관 홈피 1일 오픈",2021.10.28.,"서울 서초구(구청장 조은희)가 인공지능(AI)기반 구립도서관 및 전자도서관 홈페이지를 새롭게 구축했다. 31일 구에 따르면 우선, 기존 텍스트 중심의 도서관 홈페이지의 정형화된 틀에서 벗어나 이미지 중심의 디자인 화면으로 구축했다. 각 도서관에서 진행하는 프로그램 포스터 및 인공지능 추천도서, 사서..."
41,"""넌 무슨 생각하니"" AI 머릿속이 궁금한 의사들",2021.10.27.,"사진=게티이미지뱅크 의료인공지능의 ‘블랙박스’ 문제를 해결할 수 있는 대안으로 설명 가능한 인공지능(eXplainable AI, XAI)이 주목받고 있다. 블랙박스는 인공지능이 내린 결론이 어떤 과정과 방법을 거쳐 나온 것인지 설명이 불가능한 문제를 뜻한다. 특히 안전성이 중요한 의료분야에서 인공지능 활용을..."
42,"광주 AI집적단지, AI 혁신 국가거점으로 육성된다",2021.10.27.,"기사내용 요약과기정통부 'AI 지역 확산 추진방향'에 담아 확정·발표 데이터댐, 클라우드 집적·연계, 데이터센터 등 고도화 AI 거점 전국 분산화→광주, AI 혁신 국가거점화 선회 [광주=뉴시스] 송창헌 기자 = 정부가 광주지역의 강한 반발을 불러온 인공지능(AI) 거점 분산전략을 접고, 광주를 AI 혁신..."
43,"네이버웹툰, 자동채색 서비스 ‘웹툰 AI 페인터’ 출시",2021.10.27.,"창작자가 색을 선택하고 원하는 곳에 터치하면 인공지능(AI)이 필요한 영역을 구분해 자동으로 색을 입혀준다. 일일이 수작업으로 진행하던 기존과 달리 몇 번의 터치만으로 채색이 가능해지면서, 웹툰 작가들이 채색에 들어가는 노력과 시간을 줄여 창작 효율성을 높일 수 있다. ‘웹툰 AI 페인터’는..."
44,"AI투자 파운트, '테마형 ETF 2종' 美 증시 상장",2021.10.27.,"인공지능(AI) 투자 전문기업 파운트는 28일(현지시간) 구독경제, 메타버스 등 테마형 상장지수펀드(ETF) 2종이 미국 뉴욕증권거래소(NYSE)에 상장돼 거래가 시작됐다고 밝혔다. 파운트는 이번 상장을 위해 지난 7월 미국증권거래위원회(SEC)에 공시서류를 제출한 바 있으며, 75일의 서류 심사기간을 거쳐 28일..."
45,"AI 표준, 기업 주도로 만든다…'산업 표준화 포럼' 출범",2021.10.28.,"삼성·LG·솔트룩스 등 20여개 기업 참여 디지털 뉴딜 시대의 핵심 기술인 인공지능(AI) 분야 표준 개발에 삼성, LG 등 국내 기업이 대거 참여한다. 산업통상자원부 국가기술표준원(국표원)은 28일 서울 서초구 엘타워에서 '산업 인공지능 표준화 포럼' 창립총회를 열었다. 이 포럼은 국내 기업이 개발한 인공지능..."
46,민간 중심의 '산업 인공지능(AI) 표준화 포럼 출범,2021.10.28.,"AI 표준, 기업이 주도하여 만든다 헬로티 김진희 기자 | 디지털 뉴딜 시대 핵심 기술인 인공지능(AI) 분야 표준 개발에 삼성전자, LG전자, 솔트룩스 등을 비롯한 국내 기업이 대거 참여한다. 산업통상자원부 국가기술표준원은 산업 수요자 중심의 표준 개발을 지원하기 위해 학계와 연구기관 뿐만 아니라 산업계가..."
47,"솔트룩스 ""돈 벌어주는 인공지능 필요""",2021.10.28.,"AI 컨퍼런스 개최, 메타휴먼 등 신사업 방향성 제시 인공지능(AI) 전문기업 솔트룩스가 올해 15회째를 맞는 '솔트룩스 AI 컨퍼런스 2021(SAC 2021)'을 29일 온라인으로 개최했다. 이번 SAC 2021은 '돈 되는 인공지능'을 주제로 현재 솔트룩스의 인공지능이 고객의 사업을 어떻게 혁신하고 있는지, 앞으로..."
48,"포티투마루, 해외 사업 재시동...MWC LA서 '앤서링 AI' 선봬",2021.10.28.,"인공지능(AI) 질의응답(Question Answering, QA) 솔루션 스타트업 포티투마루(42Maru)가 코로나19 팬데믹 영향으로 주춤했던 해외 사업 확장에 재시동을 걸었다. 포티투마루는 미국 로스엔젤레스(LA)에서 열리는 모바일 전시회인 '2021 모바일월드콩그레스(MWC) LA'에 참가해 '앤서링 AI' 솔루션을 선보이고..."
49,"광주시, AI-뉴딜추진위 3차회의 개최",2021.10.29.,광주광역시는 29일 인공지능(AI)-뉴딜추진위원회 제3차 회의를 개최했다고 밝혔다. 이번 회의에서는 해양에너지가 참석해 탄소중립 이행을 위한 수소시대에 대비한 전략을 발표하고 이어 각 분과위원회에서 수차례 논의한 결과를 공유하며 3개 뉴딜을 연계할 수 있는 방안 등을 논의했다. 이길행 디지털뉴딜...
50,"KT 인공지능 '사람처럼 대화'…""AI 비서로 생활 바꾼다""",2021.10.29.,"이러한 가운데 KT가 AI컨택센터(AICC) 서비스를 통해 소상공인부터 기업 및 공공에 이르기까지 누구나 쉽고 편하게 인공지능(AI)을 이용하도록 만들겠다고 밝혔다. KT는 25일 오전 온라인 기자간담회를 열고, AICC 사업전략을 발표했다. ‘모두의 일상이 되는 AI’를 주제로 열린 이번 행사에서 KT는 사람처럼..."
51,"카카오브레인, AI 주니어 육성 프로그램 1기 모집",2021.10.29.,카카오브레인이 인공지능(AI) 기술 관련 우수 인재 육성과 지원에 나선다. 카카오브레인은 27일 취업 연계형 주니어 육성 프로그램 ‘Kakaobrain Pathfinder(카카오브레인 패스파인더)’ 사이트를 신규 오픈하고 00명 규모의 지원자 모집을 시작했다. 본 프로그램은 국내 AI 인재를 육성하고 다양한 연구 기회...
52,"KB국민카드 인공지능휴먼 개발 착수, 이동철 디지털로 업의 한계 넘기",2021.10.29.,KB국민카드가 사람처럼 동작하고 말하는 인공지능(AI)휴먼모델 개발에 나선다. 이제 막 개발을 시작한 만큼 도입 초기에는 내부적으로 활용하면서 향후 고객서비스에 접목하는 방안도 검토할 것으로 알려졌다. 이동철 KB국민카드 대표이사 사장. 이동철대표이사 사장은 인공지능과 빅데이터 기술을 활용해...
53,"라온피플 ""AI·메타버스 등 사업에 300억 투자 받아""",2021.10.29.,라온피플이 AI(인공지능) 융합 메타버스와 디지털트윈 등 신사업을 바탕으로 기관과 펀드에서 300억원의 운영과 시설자금을 투자받는다고 28일 밝혔다. 공시에 따르면 라온피플은 전날 300억원 규모의 무기명식 무보증 사모 전환사채를 발행한다. 총 300억원 규모로 키움 AI신기술사업투자조합에서 90억원...
54,"초거대 인공지능, 어디까지 왔니?",2021.10.29.,"그중에서도 인공지능(AI)은 지나친 공포나 과도한 낙관을 모두 불러일으킨다. 〈시사IN〉은 인공지능이 사회에 미칠 영향을 함께 토론하는 자리를 2018년부터 마련해왔다. 인공지능 윤리, 로봇, 교육 등 매년 주제가 바뀌었다. 11월15일 유튜브 생중계로 열리는 2021년 〈시사IN〉 인공지능 콘퍼런스(SAIC)..."
55,인공지능 등 신기술 분야 석박사 정원 558명 증원…내년 3월부터 선발,2021.10.28.,"교육부는 이와 함께 인공지능(AI), 바이오헬스 등 신기술 분야의 연구인력의 원활한 수급을 위해 2022학년도부터 ‘대학원 결손인원 활용을 통한 정원 증원’ 제도를 도입해 운영할 계획입니다. 유은혜 사회부총리 겸 교육부장관은 ""앞으로도 첨단 신기술 분야의 고급인재 양성이 확대될 수 있도록..."
56,‘A’에 힘준 KT 구현모 대표 “24시간 365일 AI가 응답하는 일상 만들겠다”,2021.10.28.,"사람처럼 잘 알아듣고 말하는 ‘AI 능동복합대화’ 기술 AI 고객센터에 적용… 10번 중 7번은 상담 완결 기업뿐 아니라 소상공인도 공략… ‘AI 통화비서’ 출시 “연 3조 AI컨택센터 시장, 2025년까지 매출 5000억 목표” 비(比)통신 사업 가운데 인공지능(AI)에 적극적으로 뛰어들고 있는 KT가 사람처럼..."
57,[핀토크] 은행 이어 카드사도…가상 인간 'AI휴먼' 뜬다,2021.10.28.,금융회사들이 인공지능(AI) 기술을 활용해 대고객 서비스를 강화하고 있다. 디지털 자동응답시스템(ARS)과 챗봇을 넘어 이제는 AI(인공지능)휴먼까지 개발하고 나섰다. 콜센터 상담원이나 창구직원의 고객 응대 업무를 AI휴먼에게 맡기면 비용을 절감할 수 있지만 일자리가 줄어든다는 점이 문제다. 30일...
58,"국방부·과기정통부, AI·SW 산업예비인력 5만명·軍 전문인력 1천명 양성",2021.10.28.,"이를 위해 양 부처는 이날 육군 제5군단에서 군 장병 인공지능(AI)·소프트웨어(SW) 교육의 성공적 이행을 위한 업무협약(MOU)을 체결하고 국방 AI·SW 역량강화 추진단을 발족했다. 박남희 국방부 정보화기획관, 김정삼 과기정통부 소프트웨어정책관과 함께 육군 제5군단장, 군 장병 및 가족, 추진단 위원 등이..."
59,"[월드가 만난 사람] ""설립 45년, 이젠 미래사회를 이끌 '국가 지능화 종합연구...",2021.10.25.,"지난 2016년부터는 4차 산업혁명 시대, 즉 인공지능(AI)이 핵심 화두로 떠올랐다. 따라서 이젠 ETRI의 주된 책임은 국가를 지능화하는데 일조하는 것이라고 생각한다. 그래서 ETRI를 인공지능 중심 연구소로 탈바꿈시켰다."" ""국민들에게 알리고 싶은 연구 성과는 무척 많다. 우선 작년 국가연구개발우수성과..."
60,"한전KPS, 코딩 경진대회 개최…'AI 인재육성 박차'",2021.10.25.,기사내용 요약디지털 기반 사업모델·AI 기반 솔루션 개발 목적 발·송전설비 정비 전문회사인 한전KPS가 디지털 대전환 시대에 발맞춰 기존 정비기술에 빅데이터·인공지능(AI) 기술을 접목한 융복합 인재 육성에 적극 나서고 있다. 한전KPS는 27일 전남 나주에 소재한 인재개발원에서 'AI맨 양성 코딩(Coding...
61,특구재단 '인공지능 경진대회' 진행…기업 ESG 혁신 모델 강구,2021.10.26.,기사내용 요약공공데이터·AI 활용해 특구 내 스타트업 2곳 문제 해결 방안 모색 AI 도입 활성화 통한 디지털 혁신 가속화 기대 연구개발특구진흥재단은 특구 내 데이터 활용 및 인공지능(AI) 도입 확산을 통한 디지털 전환 촉진을 위해 '제1회 연구개발특구 AI SPARK 챌린지(인공지능 경진대회)'를...
