,제목,날짜,본문
10,"신한라이프, AI 홈트레이닝 사업 확대…KT와 업무협약",2021.06.30.,/ 사진=신한생명신한생명과 오렌지라이프의 통합으로 7월 1일 출범하는 신한라이프는 지난 29일 서울 중구에 위치한 본사에서 KT와 헬스케어 사업과 관련한 업무제휴 협약(MOU)을 체결했다고 밝혔다.신한생명은 KT와 인공지능(AI) 기반 홈트레이닝 플랫폼 하우핏(HowFIT)의 공동사업모델을 추진하기로 했다....
11,"네이버 커넥트재단, AI 윤리 교재 발간…교육 현장에 무료 배포",2021.06.30.,네이버 커넥트재단은 온라인 학습 콘텐츠를 제공하는 '소프트웨어야 놀자'를 통해 인공지능(AI) 윤리 교재를 무료 배포했다고 30일 밝혔다. 이번 인공지능 윤리 교재는 초중등 소프트웨어와 인공지능 교육 분야를 연구하는 김현철 고려대학교 교수 연구팀과 협업한 결과물이다. 교재는 Δ인공지능의 신뢰성...
12,"AI 자율점검표 나온지 한 달…""여전히 어려워요"" 하소연",2021.06.30.,개인정보보호위원회는 29일 오후 서울 중구 대한상공회의소에서 `인공지능(AI) 개인정보보호 자율점검표` 2차 설명회를 개최해 자율점검표의 주요내용을 설명하고 참석자와 질의응답 시간을 가졌다.(사진=개인정보보호위원회 제공)[이데일리 이후섭 기자] 개인정보보호위원회가 스타트업 등이 인공지능(AI) 개발...
13,"삼성생명, 네이버와 인공지능 협력",2021.06.30.,"AI 활용 디지털금융 혁신 삼성생명이 29일 클라우드·인공지능(AI) 서비스 전문기업인 네이버클라우드와 업무협약(MOU)을 체결했다고 밝혔다. 이번 협약은 클라우드와 AI 기술을 활용해 디지털 금융을 혁신하기 위해 진행됐다. 두 회사는 클라우드 기반 서비스 활용, AI 역량 강화를 위한 기술 교류, 공동..."
14,"삼성생명·네이버, AI·빅데이터 분야에서 협력",2021.06.30.,"삼성생명, 네이버 클라우드·문자인식기술 등 활용 삼성생명은 29일, 클라우드와 인공지능(AI) 전문기업 ㈜네이버클라우드와 업무협약(MOU)을 체결했다고 발표했다. 이번 협약에서 양사는 클라우드 기반 서비스 활용, AI 기술 교류, 공동 비즈니스 모델 창출에 협력하기로 했다. 삼성생명은 이번 협약으로 신규..."
15,"불꽃 생기면 10초 안에 ""화재 경보""…지능형 신속 감지기 나왔다",2021.06.30.,"새 기술에는 요리처럼 안전하게 만든 불과 진짜 화재를 구분하는 인공지능(AI) 기술도 들어갔다. 불꽃과 사람이 같이 있는지 확인하고, 머무는 목적까지 간파한다. 연구진을 이끈 최만용 KRISS 책임연구원은 “조리를 할 때에는 불이 갑자기 커지지 않는다”며 “하지만 사고 현장에선 사람이 있더라도 불이..."
16,"서울대 총장도 KAIST 총장도…""AI·SW 과목, 대입에 반영하라""",2021.06.29.,"“인공지능(AI)을 교육과정에 집어넣는다고 문제가 해결되진 않습니다. 대학입시에 반영되지 않는다면 AI·소프트웨어(SW) 교육이 형식화할 가능성이 큽니다. 수능을 자격시험화하고, 대학의 학생 선발 자율성을 늘리는 방법까지도 고려해야 합니다.”(오세정 서울대 총장) “AI와 프로그래밍언어 교육을..."
17,"SKT, AI 콘택트센터 시장 진출…""2024년까지 점유율 1위""",2021.06.29.,글로벌 콘택트센터기업 제네시스와 'SKT AICC' 서비스 출시 SK텔레콤은 인공지능(AI) 기술을 바탕으로 콘택트센터 솔루션의 글로벌 선도업체인 제네시스와 함께 'SKT AICC'(AI Contact Center) 서비스를 출시한다고 29일 밝혔다. AICC는 기존 콜센터에 음성인식과 챗봇 등 다양한 AI 기술을 접목한 솔루션이다....
18,"중소벤처기업진흥공단, 스타트업 입사할 인공지능 청년인재 키운다",2021.06.29.,중소벤처기업부와 중소벤처기업진흥공단은 청년 구직자를 인공지능(AI) 개발자로 육성해 스타트업 취업까지 연계하는 스타트업-청년인재 이어드림(Year Dream) 프로젝트 참가자를 모집한다고 30일 밝혔다. 중기부와 중진공이 시범도입해 운영하는 이어드림은 대학 인공지능 관련학과 전공 수준의 이론교육과...
19,"아워랩, 서울대병원·멕아이씨에스와 인공지능 수면호흡 치료 MOU",2021.06.29.,"성재준 바이오전문기자 = 슬립테크 인공지능(AI)기업 아워랩이 서울대학교병원, 멕아이씨에스와 인공지능 수면호흡 치료기술 개발에 나섰다. 아워랩은 최근 서울대학교병원 대한의원 제1회의실에서 국내 유일의 인공호흡기 제조사인 멕아이씨에스 및 서울대학교병원과 공동으로 3자 양해각서(MOU)를 체결하고..."
20,“신호 지키며 일하고 싶다” 배달플랫폼 AI가 만드는 위험한 세상,2021.06.30.,배달노동자들이 안전하게 배달할 수 있는 최소한의 제도가 도입됐으면 좋겠습니다.” (배달노동자 ㄱ씨) 29일 라이더유니온은 서울 중구 사무금융노조 교육장에서 기자간담회를 열고 지난 7일부터 9일까지 배달노동자 12명의 실험으로 배달의민족·요기요·쿠팡이츠 등 3개 배달 플랫폼 업체의 인공지능(AI)...
21,"'불법금융광고 진화에'…금감원, 인공지능(AI) 활용해 잡는다",2021.06.30.,금융감독원이 인공지능(AI)을 활용한 인터넷 불법금융광고 감시를 추진한다. 이를 위해 올해 말까지 새로운 감시 시스템을 구축한다는 계획이다. 30일 금융당국에 따르면 금감원은 ‘AI 기반 인터넷 불법금융광고 감시 시스템’ 등 금융감독 고도화 사업에 착수했다. 금감원은 지난해 빅데이터를 적용한...
22,"현대엘리베이터, KT와 손잡고 엘리베이터에 AI·음성인식 심는다",2021.06.30.,"현대엘리베이터는 29일 광화문 KT사옥에서 '엘리베이터 DX 확장 사업을 위한 양해각서(MOU)'를 맺고 양사가 보유한 기술 교류를 통해 엘리베이터와 인공지능(AI), 음성인식, 자율주행 로봇을 연계한 신사업을 추진한다고 밝혔다. 이번 MOU를 토대로 현대엘리베이터는 다양한 응용 프로그램과 접목이 가능한..."
23,"크래프톤, 인공지능 챗봇 메신저 '헬로우봇' 개발사 띵스플로우 인수",2021.06.30.,"지난 2017년 6월 설립된 띵스플로우는 기업과 소비자간(B2C) 서비스인 인공지능(AI) 챗봇 메신저 '헬로우봇'을 서비스 중이다. 헬로우봇 이용자는 지난 5월 기준 누적 400만명으로, 서비스는 특히 MZ세대(1980년대 초~2000년대 초 출생한 밀레니얼 세대와 1990년대 중반~2000년대 초반 출생한 Z세대를 통칭)로부터 큰..."
24,"한컴아카데미, AI 양재 허브와 'AI 융합 교육과정' 운영",2021.06.29.,"ICT융합 전문교육기관인 한컴아카데미가 서울시 인공지능 전문 기관인 AI 양재 허브와 함께 AI융합 전문인력 양성을 위한 ‘AI+X 융합 교육’을 운영한다고 28일 밝혔다. ‘AI+X 융합 교육’은 기획자, 디자이너, 개발자 등이 팀을 구성해 산업별로 AI 활용 방법을 익히고, 비즈니스 이해 및 사례 분석, AI 활용..."
25,"청주대, 5년간 AI기반 바이오융복합기술 석사 50명 양성",2021.06.29.,청주대(총장 차천수)는 2026년 2월까지 26억원을 투입해 인공지능(AI) 기반 바이오융복합기술 석사 전문인력 50명을 양성한다고 29일 밝혔다. 올해부터 매년 바이오융복합기술 석사 인력 10명씩 50명을 양성해 바이오산업체에 공급한다. 투입예산 26억원 중 21억원은 산업통상자원부 산업혁신인재성장지원사업비로...
26,"KT, AI 스피커로 아파트 승강기 부른다",2021.06.29.,"KT가 인공지능(AI) 스피커로 엘리베이터를 부르고, 반복적인 층간 이동을 자동화 할 수 있는 서비스 개발에 착수했다. KT(대표 구현모는 현대엘리베이터와 함께 엘리베이터 디지털혁신(DX) 사업 확대를 위한 업무협약을 체결하고 양사가 보유한 기술 교류를 통해 AI, 로봇을 연계한 엘리베이터 DX 신사업을..."
27,"LG전자, 한양대와 ‘AI・빅데이터’ 육성 업무협약 체결",2021.06.29.,"LG전자는 29일 한양대학교와 인공지능(AI), 빅데이터 분야를 육성하기 위한 업무협약(MOU)를 전날 체결했다고 밝혔다. LG전자에 따르면 이번 협약을 통해 LG전자와 한양대는 LG전자가 추구하는 디지털 전환에 맞춰 인공지능과 빅데이터 분야 전문 교육, 기술 세미나 등 산학공동연구를 진행한다. 한양대는 LG전자..."
28,"안경테도 AI가?…딥아이, 오프라인 안경원 연계 본격화",2021.06.29.,"딥아이는 인공지능(AI)을 활용한 가상피팅 안경쇼핑몰 ‘라운즈’를 운영하는 곳이다. 블루써클 캠페인은 온·오프라인 연계 모델이 핵심이다. 라운즈는 AI 기반 실시간 가상피팅 서비스를 제공한다. 이미지 인식 기술을 이용해, 사용자의 안면을 인식하고 그에 맞는 안경테를 체험해볼 수 있다. 라운즈에서..."
29,한강 교량 투신 AI로 잡는다…세운상가 일대 공중보행길 연결,2021.06.29.,"서울시는 10월 구축 예정인 '한강 교량 통합관제센터'에 인공지능(AI) 기반 CCTV 관제기술을 시범 적용합니다. 인공지능(AI)이 투신 시도자의 패턴을 학습하고 위험 상황을 탐지하면, 해당 CCTV 영상을 관제 모니터에 표출하는 방식으로, 이를 통해 한강 교량에서 발생하는 투신 사고를 방지하고 사전 대응력을..."
30,"""AI 활용한 항만 스마트화…데이터 축적과 인력이 필수 요소""",2021.06.29.,제2회 인천국제해양포럼…전문가들 항만 혁신 방안 논의 인공지능(AI)을 활용한 스마트 항만을 구축하기 위해서는 양질의 데이터 축적과 관련 인력 확보가 필요하다는 제언이 나왔다. 30일 개막한 제2회 인천국제해양포럼에서 AI·해양항만 전문가들은 4차 산업 혁명의 핵심인 AI 기술의 발전이 항만...
31,"SKT, 제네시스와 손잡고 ‘AI 콘텍트센터’ 서비스 출시",2021.06.29.,"전화로 고객을 응대하던 ‘콜센터’에서 이메일·소셜미디어(SNS) 등 디지털 채널을 추가한 ‘콘택트센터’로 변화한 데 이어, 이제는 인공지능(AI) 기술이 적용된 ‘AICC(AI 콘택트센터)’로 변신하고 있다. SK텔레콤은 미국에 본사를 둔 콘택트센터 전문기업인 ‘제네시스’와 손잡고 ‘SKT AICC’ 서비스를..."
32,"KT 구현모 대표, AI아파트를 통한 똑똑한 스마트홈 서비스",2021.06.29.,"신축아파트에 인공지능(AI) 아파트 서비스를 제공하고, 기축아파트를 대상으로 AI공동현관솔루션을 제공하고 있다. KT는 스마트홈 사업에 스마트폰 앱 등 플랫폼에 기가지니 기반의 인공지능(AI)와 음성인식, TV화면 등을 접목한 것이 가장 큰 차별점이다. KT의 스마트홈 서비스를 활용하면 아파트에..."
33,"온라인 강의 플랫폼 '클래스101', AI 아나운서 출연 강의 선보여",2021.06.29.,온라인 강의 플랫폼 '클래스101'이 인공지능(AI) 크리에이터가 진행하는 강의를 열었다고 29일 밝혔다. 클래스101은 AI 기업 머니브레인과 협업해 AI로 만들어진 김현욱 아나운서가 크리에이터로 출연하는 '왕초보를 위한 온라인 클래스 만들기'를 선보였다. 2시간 과정을 통해 온라인 강의 기획부터 촬영...
34,"SKT, AI 수의 영상진단 보조 솔루션 개발",2021.06.29.,SK텔레콤은 국내 동물 영상진단 분야 권위 기관인 충남대학교 수의과대학과 ‘인공지능(AI) 기반 수의 영상진단 보조 솔루션’ 개발을 위한 양해각서(MOU)를 체결했다. 동물을 촬영한 엑스레이를 AI가 판독해 수의사의 진단을 돕는 솔루션이다. 충남대학교는 수의과대학 부속동물병원에 보유 중인 수만 건의...
35,"이투스교육, 입시 업계 최초 ‘AI 기반 추천 강좌 서비스’ 개시",2021.06.30.,"최근 교육업계에서는 인공지능(AI), 빅데이터, 머신러닝 등을 활용해 다양한 에듀테크 서비스를 선보이고 있으며, 입시교육 업계 중 AI 기술을 활용한 강좌 추천 서비스를 오픈한 것은 이투스교육이 최초이다. 이투스교육은 이투스 수강 회원들의 학습 효율과 강좌 만족도를 올리기 위해 입시 콘텐츠에 특화된..."
36,"LG전자·한양대 ""빅데이터·AI분야 공동연구"" 업무 협약",2021.06.30.,"LG전자가 한양대와 손잡고 인공지능(AI)·빅데이터 분야 협력을 통해 디지털 전환에 속도를 낸다. LG전자는 지난 28일 서울시 성동구에 위치한 한양대에서 김우승 총장, 류재철 LG전자 H&A사업본부장 부사장 등이 참석한 가운데 업무 협약을 체결했다고 29일 밝혔다. LG전자와 한양대는 LG전자가 추구하는 디지털..."
37,"방통위, 'AI 기반 미디어 추천 이용자 보호원칙' 마련",2021.06.30.,방송통신위원회가 디지털 미디어 플랫폼에서 제공되는 인공지능 기반 추천 서비스의 불투명성과 편향성을 해결하기 위한 원칙을 마련했다. 방송통신위원회(방통위)와 정보통신정책연구원은 디지털 플랫폼의 추천 서비스와 관련한 '인공지능 기반 미디어 추천 서비스 이용자 보호 기본원칙'을 30일 발표했다....
38,“AI로 음란·성인물 99.5% 판독”…네이버 ‘엑스아이 2.0’ 내달 적용,2021.06.30.,네이버에 축적된 방대한 400여만 장의 이미지를 형태별로 분류해 AI 학습을 거쳐 탄생했다. 고성능 이미지인식 모델 ‘렉스넷’과 데이터증강기법 ‘컷믹스’ 등 여러 인공지능(AI) 기술이 적용됐다. 네이버는 스타트업 등이 활용할 수 있도록 응용프로그램인터페이스(API)를 공개할 계획이다.
39,"네이버 커넥트재단, 인공지능 윤리 교재 발간",2021.06.29.,"네이버 커넥트재단이 운영하는 '소프트웨어야 놀자'에서 인공지능(AI) 윤리 교재를 오픈했다. '소프트웨어야 놀자 인공지능 윤리 교재'는 초중등 SW·AI교육 분야를 연구하는 고려대학교 김현철 교수 연구팀과 협업한 결과물로, ▲인공지능의 신뢰성 ▲인공지능의 편향성 ▲인공지능의 악용 가능성..."
40,"KT, 인하대병원과 인공지능 기반 공동연구 추진",2021.06.29.,KT가 인하대병원과 손잡고 의료 인공지능(AI)을 활용한 진단 및 치료 보조 알고리즘 공동연구를 협력하기로 했다. 의료 AI는 병원의 진단 영상 및 진료 데이터를 빅데이터화하고 이를 분석하여 딥러닝 기반으로 새로운 진단 솔루션을 만들 수 있는 기술이다.KT와 인하대병원은 인천 중구 인하대병원에서 ‘AI...
41,한강 교량 투신 AI로 잡는다…세운상가 일대 공중보행길 연결,2021.06.29.,"서울시는 10월 구축 예정인 '한강 교량 통합관제센터'에 인공지능(AI) 기반 CCTV 관제기술을 시범 적용합니다. 인공지능(AI)이 투신 시도자의 패턴을 학습하고 위험 상황을 탐지하면, 해당 CCTV 영상을 관제 모니터에 표출하는 방식으로, 이를 통해 한강 교량에서 발생하는 투신 사고를 방지하고 사전 대응력을..."
42,"SKT·제네시스, 1등 DNA로 ‘AI 콘택트센터’ 시장 선점 ‘시동’",2021.06.29.,"SK텔레콤은 자사의 인공지능(AI)기술을 토대로 콘택트센터 솔루션의 글로벌 선도업체인 제네시스와 손잡고 ‘SKT AICC’(AI 콘택트센터) 서비스를 출시한다고 29일 밝혔다. ‘AICC’는 고객관리를 위해 e메일, SNS(사회관계망서비스) 등 다양한 디지털채널을 추가한 콘택트센터에 음성인식, 챗봇 등 AI기술을..."
43,"""AI 활용한 항만 스마트화…데이터 축적과 인력이 필수 요소""",2021.06.30.,제2회 인천국제해양포럼…전문가들 항만 혁신 방안 논의 인공지능(AI)을 활용한 스마트 항만을 구축하기 위해서는 양질의 데이터 축적과 관련 인력 확보가 필요하다는 제언이 나왔다. 30일 개막한 제2회 인천국제해양포럼에서 AI·해양항만 전문가들은 4차 산업 혁명의 핵심인 AI 기술의 발전이 항만...
44,"KT-질병관리청, AI로 백신접종 안내한다",2021.06.30.,"예방접종대응추진단은 KT 인공지능 컨택센터(AICC) G보이스봇을 활용해 백신 접종대상자에게 예약 및 예약기관, 일정 등을 사전 안내하고, 접종 이상반응 여부를 AI가 자동으로 확인하는 ‘백신접종안내 G보이스봇’ 서비스를 개발 완료해 7월 중 서비스할 예정이다. ‘백신접종안내 G보이스봇’은 AI가..."
45,"LG전자, 한양대와 손잡고 디지털 전환 속도…AI·빅데이터 MOU",2021.06.29.,(사진제공=LG전자) LG전자가 한양대학교와 손잡고 인공지능(AI)·빅데이터 분야 협력을 통해 디지털 전환에 속도를 낸다. LG전자는 28일 서울시 성동구에 있는 한양대학교에서 AI·빅데이터 분야 업무협약(MOU)을 체결했다고 29일 밝혔다. 이번 협약을 통해 LG전자와 한양대는 LG전자가 추구하는 디지털 전환...
46,"KT, 인하대병원과 의료 AI 공동 연구",2021.06.29.,"KT(대표 구현모)가 인하대병원과 협력해 의료 인공지능(AI)을 활용한 진단 및 치료 보조 알고리즘 공동연구를 진행하기로 했다고 29일 밝혔다. KT는 이날 인하대병원과 인천 중구 인하대병원에서 ‘AI 기반 진단 및 치료 보조 알고리즘 공동연구를 위한 업무협약(MOU)’을 체결했다. KT는 AI, 빅데이터, 클라우드..."
47,"KT-질병관리청, AI로 백신접종 안내한다",2021.06.29.,"예방접종대응추진단은 KT 인공지능 컨택센터(AICC) G보이스봇을 활용해 백신 접종대상자에게 예약 및 예약기관, 일정 등을 사전 안내하고, 접종 이상반응 여부를 AI가 자동으로 확인하는 ‘백신접종안내 G보이스봇’ 서비스를 개발 완료해 7월 중 서비스할 예정이다. ‘백신접종안내 G보이스봇’은 AI가..."
48,"중진공, AI 청년 개발자 육성 나선다",2021.06.29.,사진=중진공 제공 중소벤처기업진흥공단이 인공지능(AI) 분야 청년 개발자 육성에 나선다. 중진공은 '스타트업-청년인재 이어드림 프로젝트(이어드림)' 참가자를 모집한다고 30일 밝혔다. 이어드림은 중소벤처기업부와 중진공이 시범도입해 운영한다. AI 관련 학과 전공 수준의 이론교육과 글로벌 인공지능...
49,"인공지능 투자 파운트, 현대차증권과 ‘AI 금융혁신사업 확대’ 맞손",2021.06.29.,파운트는 자체 개발한 AI(인공지능) 알고리즘이 세계 각국의 경제 및 시장지표를 조합해 5만 2000개가 넘는 시나리오 결과로 산출한 ‘파운트 마켓스코어’를 기반으로 개인의 투자성향에 따라 커스터마이징된 글로벌 자산배분 포트폴리오를 제공하고 있다. 자체 관리자산만 8700억 원에 이르는 국내 1위...
50,"KT, 현대엘리베이터 손잡고 'AI 승강기' 개발 추진",2021.06.29.,"이번 협력을 통해 KT와 현대엘리베이터는 인공지능(AI) 기반의 엘리베이터 제어 솔루션, 자율주행 로봇과 엘리베이터 연동 솔루션 등 다양한 엘리베이터 DX 서비스에 대한 공동 개발에 나선다. 특히 음성 인터페이스나 모바일 어플리케이션으로 엘리베이터를 이용하는 것은 물론 자율주행 로봇이 스스로..."
51,"건국대 인공지능학과 학생팀, AI챗봇 국제경진대회 1위",2021.06.29.,건국대학교 일반대학원 인공지능학과 학생팀으로 구성된 'KU_NLP팀'(지도교수 김학수)이 최근 자연어처리 분야 국제경진대회인 'DialDoc2021'에서... 생성하는 AI챗봇을 만드는 것이 과제로 주어졌다. 올해 2월 데이터 공개 이후 약 3개월에 걸쳐 진행된 이번 대회는 문서로부터 적절한 지식을 찾는...
52,"방통위, AI 추천 서비스 이용자 보호 기본원칙 발표",2021.06.29.,"방송통신위원회와 정보통신정책연구원은 디지털 플랫폼의 추천 서비스와 관련한 '인공지능(AI) 기반 미디어 추천 서비스 이용자 보호 기본원칙'을 6월 30일 발표했다. 최근 디지털 미디어는 '플랫폼'을 중심으로 내용과 형식이 재편되고 있으며, 이에 따라 미디어 이용자 권익 보호를 위한 새로운 규율이 필요한..."
53,"﻿강원도교육청, 인공지능(AI) 융합교육 중심고등학교 운영",2021.06.29.,"강원도교육청은 30일, 도내 2개 고등학교를 대상으로 인공지능, 데이터 과학의 기초·기반 교육 및 다양한 과목과의 융합교육을 위해 ‘인공지능(AI) 융합교육 중심고등학교’를 운영한다고 밝혔다. ‘인공지능(AI) 융합교육 중심고등학교’는 4차 산업혁명의 핵심 분야인 인공지능, 데이터 과학 등 관련 분야에..."
54,"고객 접점, AI로 진화..SKT AI 콘택트센터 시장 선점",2021.06.29.,"SK텔레콤이 자사의 인공지능(AI) 기술을 바탕으로 콘택트센터 솔루션의 글로벌 선도업체인 제네시스와 손잡고 ‘SKT AICC’ 서비스를 출시한다고 29일 밝혔다. 제네시스가 국내 통신사와 파트너십을 체결한 건 이번이 최초다. AICC는 전화를 통해 고객을 관리하는 콜센터를 이메일, SNS 등 다양한 디지털 채널을..."
55,"KT, 인하대병원과 인공지능 기반 공동연구 협력",2021.06.29.,KT가 인하대병원과 손잡고 의료 인공지능(AI)을 활용한 진단 및 치료 보조 알고리즘 공동연구를 협력하기로 했다. 의료 AI는 병원의 진단 영상 및 진료 데이터를 빅데이터화하고 이를 분석해 딥러닝 기반으로 새로운 진단 솔루션을 만들 수 있는 기술이다. KT와 인하대병원은 인천 중구 인하대병원에서 'AI 기반...
56,"건국대 인공지능학과, AI챗봇 국제경진대회 1위",2021.06.29.,"생성하는 AI챗봇을 만드는 것이 과제로 주어졌다. 올해 2월 데이터 공개 이후 약 3개월에 걸쳐 진행된 이번 대회는 문서로부터 적절한 지식을 찾는 '지식 식별' 부문과 찾아낸 지식으로부터 응답을 생성하는 '텍스트 생성' 부분으로 나뉘어 진행됐다. 건국대에서는 대학원생 김보은, 이도행(이상 인공지능학..."
57,"﻿강원도교육청, 인공지능(AI) 융합교육 중심고등학교 운영",2021.06.29.,"강원도교육청은 30일, 도내 2개 고등학교를 대상으로 인공지능, 데이터 과학의 기초·기반 교육 및 다양한 과목과의 융합교육을 위해 ‘인공지능(AI) 융합교육 중심고등학교’를 운영한다고 밝혔다. ‘인공지능(AI) 융합교육 중심고등학교’는 4차 산업혁명의 핵심 분야인 인공지능, 데이터 과학 등 관련 분야에..."
58,"고객 접점, AI로 진화..SKT AI 콘택트센터 시장 선점",2021.06.29.,"SK텔레콤이 자사의 인공지능(AI) 기술을 바탕으로 콘택트센터 솔루션의 글로벌 선도업체인 제네시스와 손잡고 ‘SKT AICC’ 서비스를 출시한다고 29일 밝혔다. 제네시스가 국내 통신사와 파트너십을 체결한 건 이번이 최초다. AICC는 전화를 통해 고객을 관리하는 콜센터를 이메일, SNS 등 다양한 디지털 채널을..."
59,"이투스교육, 입시 업계 최초 'AI 기반 추천 강좌 서비스' 선보여",2021.06.30.,이투스교육(대표 김형중)은 인공지능(AI)기술을 활용해 최적의 교육 콘텐츠를 추천해주는 'AI 기반 추천 강좌 서비스'를 입시 교육업계 최초로 선보였다고 30일 밝혔다. 이투스교육은 자사 이투스 수강 회원들의 학습 효율과 강좌 만족도를 올리기 위해 입시 콘텐츠에 특화된 개인 맞춤형 AI 추천 강좌 서비스를...
60,"방통위, AI 미디어 추천서비스 투명성·공정성·책무성 3대 원칙 정립",2021.06.30.,"방송통신위원회와 정보통신정책연구원은 디지털 플랫폼의 추천 서비스와 관련한 '인공지능(A) 기반 미디어 추천 서비스 이용자 보호 기본원칙'을 30일 발표했다. 최근 '디지털 미디어 플랫폼'에서 제공되는 인공지능 기반 추천 서비스의 불투명성, 편향성 등이 문제로 지적되면서 최근에는 플랫폼 이용자의..."
61,"파운트, 현대차증권과 AI 솔루션 도입 위한 MOU",2021.06.30.,고객 맞춤형 포트폴리오 구성 하반기 관련 서비스 본격 출시 인공지능(AI)투자 기업 파운트가 현대차증권과 AI 솔루션 금융혁신사업 확대를 위한 제휴 협약(MOU)을 체결했다고 29일 밝혔다. 양사는 개인에 맞춘 금융서비스와 디지털 비즈니스 분야에서 향후 협력하고 올 하반기부터 관련 서비스와 상품을 출시할...
