Unnamed: 0,제목,날짜,본문
16,[정순채 칼럼] 인공지능(AI) 윤리 연구의 필요성,2021.01.14.,"정순채 동국·경희사이버대 객원교수, 박인우 법률사무소 고문 사람들과 자연스럽게 대화하는 컴퓨터 프로그램인 인공지능(AI) 챗봇(chatter robot)... 최근에는 이루다 사건과 관련하여 인공지능 윤리에 대한 관심이 뜨겁다. 인공지능(Artificial Intelligence)은 컴퓨터가 인간의 학습과 추론, 지각과 자연어의 이해능력..."
17,'20살 여대생 AI' 성희롱 처벌 가능할까…'이루다' 논란 쟁점 4가지,2021.01.14.,한 스타트업이 개발한 인공지능(AI) 챗봇 ‘이루다’가 성희롱 대상이 된데 이어 성소수자와 장애인 등에 대한 혐오 표현까지 드러나며 AI 서비스의 윤리... ④ 개발윤리 중요하지만 수용자 교육도 필요 AI를 통한 차별과 혐오가 확산하지 않도록 서비스 개발사의 윤리적 책임과 사회적 규제가 강조되고 있지만...
18,"""좁고 깊게 '승부'…美·中보다 앞선 스마트팩토리·의료 AI 키워야""",2021.01.04.,"인공지능(AI)에서 ‘퍼스트 무버’가 돼야 한다고 하지만 무엇을 어떻게 해야 하는지 학습이 돼 있지 않다. 우리만의 독자적인 분야를 개척해나갈... 윤리이슈, 규제보다 교육에서 해법 AI 윤리 역시 화두에 올랐다. 최근 AI 챗봇 ‘이루다’가 촉발한 논란에 대해 이들은 “문제점에 공감하지만 섣부른 제한은..."
19,"스캐터랩, AI 챗봇 '이루다' 결국 서비스 종료..""친구가 될 수 있는 AI 위해 ...",2021.01.04.,"이를 두고 AI에 윤리를 적용할 것인가, 이용자의 자정 노력은 없이 개발사로 모든 책임을 전가하고 있진 않은가 등의 의견들이 나오고 있다. 이를 두고 남궁훈 카카오게임즈 대표는 ""이루다는 교육을 목적으로 만들어낸 인공지능 슈퍼컴이 아니다. 앞으로 수없이 출시될 여러 AI 캐릭터 중 하나일 뿐""이라며 ""AI가..."
20,"[2021 포스트 팬데믹]② '딥러닝 대부' 요슈아 벤지오 ""깊고 좁게 알면 AI에 ...",2021.01.04.,당시 바둑계 최고수 중 한 명이었던 이세돌 9단이 구글이 인수한 영국 인공지능(AI) 기업 딥마인드의 바둑 프로그램 '알파고'에 패한 것. ‘딥러닝’... 세계보건기구(WHO)가 신종 코로나바이러스 감염증(코로나19)의 ‘팬데믹(세계적 대유행)’을 선언하면서 고용과 교육 등 일상생활 전반에 큰 충격을...
21,인공지능(AI) 경제에 인간의 손길을 더하라,2021.01.04.,"자동화, 로봇공학, 인공지능(AI) 기술이 지난 수년 동안 우리 인간의 일상적인 업무를 떠맡아오고 있다. 코로나19 세계적 대유행은 생산성 향상, 비용... 학교는 창의적, 사회적, 다학제적 졸업생을 배출하기 위한 교육을 재창조할 필요가 있다. 사회의 노동 윤리, 시민을 위한 지원, 기업에 대한 책임, 정부의..."
22,[사이언스 취재파일] '이루다'가 촉발한 국내 'AI 윤리' 논란,2021.01.05.,"그러니까 이미 세계 각국과 글로벌 기업들은 AI 윤리 원칙을 마련하는 한편, 지키고 있기도 한데요. 우리나라에선 어느 정도로 진행되고 있나요? [기자] 국내에서는 본격적인 논의가 이제 막 시작됐다고 볼 수 있습니다. 지난해 정부가 교육 강화를 골자로 하는 인공지능 로드맵을 발표한 내용..."
23,[김익현의 미디어 읽기] 두 AI 이야기…'이루다'는 왜 엘리자와 달랐나,2021.01.14.,이루다.(사진=이루다 페이스북 페이지) 당시엔 인공지능(AI)이나 빅데이터 분석 기술 수준이 형편 없었다. 엘리자도 마찬가지였다. 그냥 상담자의 말을... AI 윤리 문제는 교육만으로 해결할 순 없다. AI에게도 법 인격을 부여하는 방안까지 함께 고민해야 한다. 유럽연합에선 이 문제를 법제화하는 방안을...
24,"""'이루다'처럼 인간 차별하는 AI 막으려면 규제 강화 불가피""",2021.01.14.,"그는 ""개발자들에게 인공지능 윤리 교육을 의무화하고, 데이터 편향 여부를 인권 전문가가 자문하는 절차가 필요하다""며 ""인공지능의 오남용을 심사·감독할 기구도 시급하며, 시민 데이터 권리도 재점검해야 한다""고 강조했다. 손 교수는 ""고도화된 기술이 더 유연한 젠더 상상력을 가능케 하는 게 아니라..."
25,"원희목 ""K-BIO 기초체력 충분...신약개발 패러다임 전환""",2021.01.14.,"육성 ▲인공지능 신약개발 ▲의약품 품질 혁신 ▲윤리규정 강화(ISO37001 도입 확산) ▲CIC(미국 캠브리지 이노베이션 센터) 진출 활성화 등의 방향성과... 딥러닝 교육 등이다. 현재 센터와 MOU를 맺고 인공지능 개발과 관련한 다양한 협업을 진행 중인 기관은 한국화학연구원, 사회보장연구원..."
26,"""주가 3000 이끈 동학개미 열풍…투명회계로 뒷받침할게요""",2021.01.14.,인공지능(AI)과 정보기술(IT) 감사 기법의 발달로 회계사 수요 자체가 감소하고 있다. 올해부터는 반드시 축소 조정돼야 한다. ―공인회계사회가 공적... 공인회계사에 대한 징계 권한과 회계감사·품질관리·윤리·교육 등 전문가 기준을 제정하는 권한도 갖고 있다. 국제 회계 업계에서의 위상도 높아...
27,[기자의 시각] ‘이루다’ 퇴출이 슬픈 아이들,2021.01.13.,온갖 논란 끝에 지난 12일 서비스를 잠정 중단한 인공지능(AI) 챗봇(대화 서비스 로봇) ‘이루다’에 관해 잘 알려지지 않은 사실이 있다. 사용자 중 남녀... 이루다나 ‘참교육'에 쏟아진 비판이 틀렸다는 얘기가 아니다. AI 윤리는 반드시 해결해야 할 문제다. 체벌로 학교 폭력을 해결할 수 있단 주장은 폭력을...
28,‘편견’에 취약한 AI… 인종과 성차별 망언 쏟아내기도,2021.01.13.,인간의 편견에서 비롯되는 부정확한 판단의 문제를 해결하기 위해 인공지능(AI)이 새로운 대안으로 부상하고 있다. AI가 많은 사람들이 오랜 시간이... 마이크로소프트는 AI 편견 문제를 해결하기 위해 윤리위원회를 구성하고 AI 윤리 지침을 만들어 개발자와 디자이너 등 AI 관련 직원들에 대한 교육을 강화하고...
29,"이루다 개발사 ""정보 노출 사과…원하는 이용자는 개인정보 삭제""(종합)",2021.01.13.,"보안 교육을 실시하는 등 노력하겠다”고 했다. 앞서 이루다는 20세 여성 캐릭처로 설정해 지난해 12월23일 출시됐다. 출시된 지 2주 만에 이용자 75만명을... 스캐터랩은 “이번 사안으로 인해 인공지능 산업계에 계신 여러 동료 기업들, 연구자분들, 파트너들께도 누를 끼치지 않기를 바란다”며 “AI 윤리에 관한..."
31,‘이루다’ 논란 재발 막는다…AI 이용자 교육·업체 컨설팅 지원,2021.01.14.,최근 인공지능(AI) 챗봇 서비스 '이루다'의 AI 윤리 및 개인정보보호 논란을 계기로 방송통신위원회가 관련 제도를 손질합니다. AI 이용자와 사업자에게 교육과 컨설팅을 지원하고 AI 윤리규범을 구체화하는 등 정책기반을 마련하기로 했습니다. 방송통신위원회는 오늘(14일) 사람 중심의 AI 서비스가 제공되고...
32,"미래경영청년네트워크 ""청년들 AI 지능윤리교육 필요하다""",2021.01.14.,"인문학과 철학을 바탕으로 세상을 이롭게 만들기 위해 결성된 청년들의 비영리단체인 미래경영청년네트워크(대표 성규빈)는 18일 인공지능(AI)의 올바른 사용에 대한 청년들의 인식조사 결과를 발표했다. 설문조사결과 인공지능 윤리교육을 받아야 하는 대상으로 개발자가 88%, 기업인이 81%. 전공교수/연구원 75..."
33,"[전문] ""AI 윤리헌장 위배"" AI윤리협회, '이루다' 서비스 중단 요구한 이유",2021.01.14.,"또한 이러한 내용을 초중고등학교 청소년 시기부터 인공지능 윤리 교육을 통해 가르치고, 새로운 AI윤리 이슈들에 대해 모든 시민 대상의 지속적인 교육을 통해 해결해 나가야 한다. AI 기술은 인간의 편익과 행복을 위한 기술이지만 잘못 개발되거나 사용될 때의 인간에게 미치는 위험성과 역작용이 막대할..."
34,"KT, 새해 AI·로봇 특급인재 영입 총력전···‘AI로 승부수’",2021.01.20.,"데니스 홍 교수는 미국 국립과학재단(NSF)의 ‘젊은 과학자상’ ‘GM 젊은 연구자상’ ‘미국자동차공학회(SAE) 교육상’ 등을 수상한 석학이다.... 한보형 교수는 인공지능 최신 기술 연구개발 및 딥러닝 연구, AI와 기계학습과 관련해 사회적·윤리적 이슈를 해결할 수 있는 기술개발 방향에 대한..."
35,"‘이루다’ 혐오, 법으로 못 막아…AI 기술 못 따라가는 입법",2021.01.11.,"인공지능(AI) 대화서비스 챗봇 ‘이루다’가 출시 한 달도 안돼 서비스 중단에 이어 폐기 수순을 밟게 됐다. 20세 여대생 설정의 이루다를 대상으로 한... 지능정보화기본법은 AI 시대에 맞춘 국가와 지방자치단체의 역할 규정 및 국가 차원의 AI 윤리 준칙 제정 등의 내용을 담았다. 교육, 전문인력 양성, 콘텐츠..."
36,"AI '이루다' 논란에…청년 88% ""개발자 AI 윤리교육 필요""",2021.01.11.,"인공지능 챗봇 ‘이루다’ 서비스가 '개인정보 유출 논란' 등 인공지능 윤리에 대한 문제에 휩싸인 가운데, 청년 88%는 개발자에 대한 인공지능 윤리교육이 필요하다는 입장을 보였다. 미래경영청년네트워크는 AI의 올바른 사용에 대한 청년들의 인식조사 결과를 17일 발표했다. 설문조사는 서울시 거주 20~30대..."
37,AI 인재 1만6천명 키운다…5G 특화망 사업자 선정,2021.01.11.,"AI 윤리 자율점검 리스트 만든다…데이터 편향성 없는 AI기술 개발 최근 AI 챗봇 `이루다` 논란이 불거지면서 인공지능 활용을 촉진하기 위한 신뢰 기반을 조성하기 위해 올해 상반기 내 인공지능 윤리기준 관련 자율점검이 가능한 체크리스트를 제작·보급하고, 교육 프로그램을 개발할 방침이다...."
38,지난해 디지털뉴딜 1.6조 투입…'정부 AI 준비지수' 19단계 상승(종합),2021.01.11.,"인공지능 윤리기준 마련했다. 공인전자서명제도를 폐지했고 특히, 디지털서비스 전문계약 제도의 경우, 제도를 신설한 이후 3개월 만에 21개 사업에 대해 총 500억원 규모의 계약을 체결하는 등 의미 있는 성과를 보여주고 있다. 이 같은 디지털 뉴딜 성과는 인공지능(AI) 역량 강화로 이어져 '정부 AI..."
39,'성차별 논란' AI 챗봇 '이루다' 서비스 잠정 중단,2021.01.17.,"인공지능 설계자의 주관과 이용자의 윤리 의식, 모두가 문제가 될 수 있는 만큼 정부도 지난해 말 교육 강화를 골자로 하는 인공지능 로드맵을... 양질의 데이터를 이용해 인간에게 이로운 지능을 개발해야 한다는 국제 AI 윤리 기준에 따라 인공지능을 어떻게 개발하고 사용할지, 구체적인 논의가 필요하다는..."
41,"방통위, 사람 중심 AI 서비스 제도 개선 추진",2021.01.14.,"AI 교육과 컨설팅을 지원하고 AI윤리규범 등을 구체화해 제도개선을 추진한다고 14일 밝혔다. 이번 제도개선은 사람중심의 AI서비스가 제공되고, AI서비스가 활용되는 과정에서 이용자 보호원칙이 지켜질 수 있도록 하기 위함이다. 이는 최근 인공지능 채팅로봇의 혐오‧차별적인 표현, AI 채팅로봇에 대한..."
44,AI챗봇 ‘이루다’의 꿈은 왜 건물주가 됐을까,2021.01.12.,"AI 챗봇(인공지능 채팅로봇) ‘이루다’가 최근 화제였습니다. 지난 12월23일 출시한 이루다는 ‘진짜 사람’ 같은 채팅으로 인기를 끌었는데요, 2주일여... 사용자들과 대화하면서 학습하는 딥러닝 기술(Deep Learning)을 이용한 AI챗봇입니다. 그렇다면 이루다는 어떤 방식으로 교육 받았을까요? 작년 7월 스캐터랩..."
45,[Deep & wide] 배운 대로 말한 '이루다'는 죄가 없다...문제는 AI윤리실종,2021.01.12.,"②AI의 개인정보 무단학습 두 번째 개인정보 유출 논란은 이번 사례에서 가장 심각했던 AI 윤리 문제다. 인공지능은 학습을 위해 데이터를 필수로... “인공지능은 인간을 편리하고 행복하게 하기 위한 도구이다.” 전창배 한국인공지능윤리협회 이사장 서울대 윤리교육과를 졸업하고 인터파크, 야후코리아..."
46,"""이루다 서비스 중단해야"" 인공지능윤리협회 성명",2021.01.11.,"인공지능(AI) 윤리와 개인정보 유출 등 논란을 빚고 있는 AI 챗봇 ‘이루다’에 대해 운영 중단을 촉구하는 학계 성명이 나왔다. 한국인공지능윤리협회는... 20대의 아직 이성적으로 미성숙한 청소년들이 많이 이용한다면, 이들에게 분명히 잘못된 행위라는 점을 인식시키고 교육시켜야 한다”고 설명했다."
47,[황은자의 K교육 클리닉] AI 챗봇 '이루다'에 대한 반성문,2021.01.11.,"인권을 유린하는 논란에 대한 늦장 대처를 보면서 이루다 현상을 지켜본 미래의 사용자로서, 부모로서, 교육자로서 몇 가지 문제점을 공유하고 싶다.... 머스크의 인공지능연구소 오픈AI의 언어학습 모델 'GPT-3'가 혐오적 발언으로 파문이 있었다. 미국에서는 2017년 AI 기술개발과 윤리위원회 'AETHER(AI & Ethics in..."
52,"방통위, ‘이루다 논란’에 AI서비스 윤리규범 ‘손질’",2021.01.14.,"방송통신위원회는 사람중심의 인공지능(AI)서비스가 제공될 수 있도록 AI윤리규범 등을 구체화해 제도개선을 추진할 계획이라고 14일 밝혔다. 최근 AI... 방통위는 AI서비스에서 이용자 보호를 가장 큰 원칙으로 삼고, 이용자 교육, 사업자 컨설팅, 제도개선 등을 추진해 나간다는 방침이다. ◆AI윤리교육 및..."
57,"AI 챗봇 '이루다'가 남긴 숙제는...AI 윤리 교육 본격화, 자율적 규제가 우선",2021.01.11.,"대상으로 AI 기술과 인공지능 윤리 교육을 동시에 시행해 기술과 윤리의식 모두를 갖춘 AI전문가를 양성할 계획""이라고 밝혔다. 이어 ""기업과 개발자를 대상으로 한 AI 윤리 교육도 적극 시행할 예정""이라며 ""현재 기업과 개발자를 위한 AI 윤리 교육 커리큘럼을 개발 중이며, 기업에 찾아가는 교육을 통해..."
59,"정부 조사 착수에 ""AI 윤리 어겨"" 성명까지…이루다 서비스 중단할까",2021.01.18.,"이날 한국인공지능윤리협회도 성명을 냈다. 협회는 ""AI 서비스를 만드는 기업들과 이용자들이 AI 윤리 필요성과 중요성을 아직 인식하지 못하는 상황... 협회는 ""초·중·고 청소년 시기부터 AI 개발 및 사용 윤리를 가르치고, 새로운 AI 윤리 이슈를 모든 시민에게 교육해야 한다""며 ""AI는 인간의 편익과 행복을..."
60,‘차별하는 AI ’ 법적 규제 가능할까,2021.01.14.,‘혐오의 학습화’ 논란을 불러일으키면서 지난 11일 서비스가 중단된 인공지능(AI) 챗봇 ‘이루다’ 사태는 인공지능 윤리에 관한 숙제를 남겼다.... 특히 인공지능이 치안·금융·행정·교육 등 각종 영역에 상용화되면서 편향적인 알고리즘이 실제 피해로 이어질 수 있다는 지적이 나온다. 미국 아마존은...
61,"청년 10명중 8명, AI에 의사결정 못 맡긴다",2021.01.14.,"한국 청년 10명 중 8명은 인공지능(AI) 기술에 중요한 의사결정을 맡길 수 없다고 생각하는 것으로 나타났다. 18일 비영리단체... 조사 대상의 88%는 AI개발자를 대상으로 AI윤리 교육이 필요하다고 답했다. AI기업인(81%)과 AI연구원(75%), 정부 관계자(72%)의 교육도 필요하다는 의견이 줄을 이었다. 일반인..."
62,[e현장] 국회도서관 '제8차 AI와 국회포럼' 개최···AI 윤리기준 제시,2021.01.14.,"개최하고 '법과 인공지능'을 주제로 AI 혁신이 인간의 기본권, 재산권, 평등권 등에 미치는 영향을 살펴봤다. 또 AI의 법적 책임에 대한 다양한 문제를 진단했다. 김병필 카이스트 기술경영학부 교수는 ""우리 인생에 있어 중요한 순간은 언제가 있을까""를 화두로 던지고 출생, 교육, 취업, 투자, 의료 등의 모든..."
63,"""AI 윤리 체크리스트 제작·보급…AI 신뢰 기반 조성""",2021.01.14.,"과학기술정보통신부가 올해 AI(인공지능) 윤리 및 신뢰성 확보에 힘을 쏟는다. 상반기 중 AI 윤리기준이 폭넓게 활용될 수 있도록 자율점검이 가능한 체크리스트를 제작·보급하고 교육 프로그램 개발에 나선다. 또 AI 신뢰성을 높이고자 설명 가능성과 공정성을 높인 기술을 개발하고, 민간이 자체적으로..."
64,"AI 챗봇 '이루다' 논란…방통위, 'AI 윤리규범' 손본다",2021.01.11.,"AI 윤리규범'을 구체화하고 제도 개선에 나선다. 연애상담 앱 '연애의 과학'을 개발한 스타트업 스캐터랩에서 개발한 이루다는 대화형 인공지능(AI)... 중심의 AI 서비스가 제공되고 이를 활용하는 과정에서 이용자 보호원칙이 지켜질 수 있도록, 이용자와 사업자 대상 교육·컨설팅을 지원하고, AI윤리규범 등을..."
65,‘이루다’가 쏘아 올린 차별금지..AI 윤리 법제화 말도 안돼,2021.01.11.,남궁 대표는 “이루다는 교육을 목적으로 만들어낸 인공지능 슈퍼컴이 아니라 앞으로 수없이 출시될 여러 AI 캐릭터 중의 하나일 뿐”이라고 했다. 지난달 23일 ‘AI 윤리기준’을 자율규범 형태로 발표한 과학기술정보통신부 김경만 인공지능기반정책과장은 “정부가 윤리기준을 법이 아니라 연성규범으로...
66,"인공지능윤리협회 “AI 챗봇 ‘이루다’, 서비스 중단해야”",2021.01.11.,"한국인공지능윤리협회는 11일 성명서에서 “AI 챗봇으로 AI의 편향성, 개인정보 유출, 악용 등 AI 윤리 문제가 논란이 됐다”며 “AI 서비스를 만드는... 협회는 AI 교육의 필요성도 역설했다. 초·중·고 청소년 시기부터 AI 개발 및 사용 윤리를 가르치고, 새로운 AI 윤리 이슈를 모든 시민에게 교육해야 한다는..."
68,3주만에 떠난 'AI 친구 이루다'…윤리·개인정보 등 숙제 남겨,2021.01.11.,"한국인공지능윤리협회는 ""AI 기업이 AI 윤리 중요성을 인식해야 하며, 소비자도 AI 서비스를 올바르게 사용해야 한다""며 ""청소년 시기부터 AI 개발 및 사용 윤리를 가르치고, 새로운 AI 윤리 이슈를 시민에게 교육해야 한다""고 의견을 냈다. 스캐터랩은 이루다 데이터베이스와 딥러닝 모델을 모두..."
69,이루다 논란에…카카오 증오발언 강경대응 ·방통위 AI 윤리규범 마련,2021.01.11.,"인공지능(AI) 챗봇 ‘이루다’가 개인정보 유출과 증오·혐오 발언 등으로 사회적 논란이 된 가운데 방송통신위원회가 AI 윤리규범 제도개선에 나섰다.... 14일 방통위는 AI서비스가 활용되는 과정에서 이용자 보호원칙이 지켜질 수 있도록 이용자·사업자 대상 교육·컨설팅을 지원하고, AI윤리규범 등을..."
72,[아!이뉴스]AI 윤리교육 사업자로 확대·LG유플러스는 2G와 '작별',2021.01.14.,방송통신위원회는 최근 인공지능(AI) 챗봇 '이루다' 논란 등에 따라 2022년부터는 AI 윤리교육 지원대상을 이용자에서 사업자로까지 확대키로 했다. 올해부터 이용자에게 AI 서비스의 비판적 이해 및 주체적 활용에 대한 교육을 실시한다. 내년부터는 신규예산을 확보해 AI 윤리교육 지원대상을 이용자에서...
73,"과기정통부, 코로나19 '3분' 진단키트 3월 세계 최초 상용화, 올해 '데이터댐...",2021.01.14.,"또 '데이터댐' 사업을 통해 6개 플랫폼을 추가 구축해 인공지능(AI) 학습용 데이터를 150종 확충하고, AI 윤리교육에도 나선다. 과기정통부는 회복, 포용, 도약이라는 가치를 달성하기 위한 4대 핵심 추진전략을 골자로 하는 올해 업무계획을 20일 발표했다. 4대 핵심 전략은 ▲우리 기술로 신속진단키트·치료제..."
74,"'이루다 사태'에 방통위, 연내 AI 윤리규범 실행지침 마련",2021.01.14.,"투데이코리아=김성민 기자 | 인공지능(AI) 챗봇 이루다의 혐오·차별적인 표현 등으로 AI 윤리 문제가 두드러진 가운데 방송통신위원회(방통위)는 AI 윤리... 방통위는 AI 서비스에서 이용자 보호를 가장 큰 원칙으로 삼고, 이용자 교육, 사업자 컨설팅, 제도개선 등을 추진해 나간다는 방침이다. 이를 위해..."
76,"AI 기술보다 뒤처진 법, 차별·혐오 발언 논란 못 막는다",2021.01.14.,"인공지능(AI) 대화서비스 챗봇 ‘이루다’가 출시 한 달도 안 돼 서비스 중단에 이어 데이터베이스 및 딥러닝 모델 폐기 수순을 밟게 됐다. 20세 여대생... 지능정보화기본법은 AI 시대에 맞춘 국가와 지방자치단체의 역할 규정 및 국가 차원의 AI 윤리 준칙 제정 등의 내용을 담았다. 교육, 전문인력 양성, 콘텐츠..."
77,"[CES는 블로터로]AI 윤리, 학계 넘어 CES에 전시됐다",2021.01.13.,인공지능(AI) 윤리가 최근 화두가 되고 있다. 세계 최대 국제 가전·IT 전시회 CES에서도 관련 논의가 나왔다. CES2021에서는 인공지능(AI)이 성·인종 편향을... 다양한 AI 인력 구축을 위한 교육 지원 기업인 마이슈어스타트의 설립자 겸 CEO인 타니야 미슈라는 AI 분야에서 여성 인력의 부족 문제를 꼬집었다. AI...
