Unnamed: 0,제목,날짜,본문
29,"AI 챗봇 '이루다' 서비스 잠정 중단…""개선 기간 갖겠다""",2021.01.11.,"혐오 발언 및 개인정보 유출 등의 논란에 휩싸인 인공지능(AI) 챗봇 '이루다'가 서비스를 잠정 중단한다. 이루다 개발사인 스타트업 스캐터랩은 11일 오후 보도자료를 내 ""부족한 점을 집중적으로 보완할 수 있도록 서비스 개선 기간을 거쳐 다시 찾아뵙겠다""고 밝혔다. 스캐터랩 측은 ""특정 소수집단에 대해..."
30,인간이 숨은 체스기계처럼…인공지능에도 혐오의 인습이 스며들었다 [이광석의...,2021.01.13.,■윤리 마련인가 규제인가 모든 사안을 해결하기는 어려워도 기본적 ‘AI 윤리’ 가이드라인 필요 시민 데이터 권리 대책도 마련해야 세 번째 핵심 논쟁은... 초기에 업계 쪽은 이루다 등 인공지능 관련 규제란 말만 나와도 기술 발전 저해론을 펼쳤다. 하지만 개인정보 오남용과 유출 건이 터지면서 기류 변화...
31,"'이루다'에 쓰인 카톡 1천700건, 4개월간 온라인에서 공유됐다",2021.01.13.,"스캐터랩, 이루다 재료 카톡 '깃허브'에 올려…익명화 제대로 안돼 개발자들 ""개인 특정할 위험 있었다""…일각에선 ""제2 이루다 만들자"" 인공지능(AI) 챗봇 '이루다' 개발사인 스캐터랩이 이루다 개발에 쓴 재료를 오픈소스 공유 플랫폼에 올려 논란을 빚고 있다. 이루다를 성적 도구 취급해 사회적 물의를..."
32,"'AI 이루다' 개발사, 개인정보 유출 의혹…정부 조사 착수",2021.01.13.,"개인정보위·KISA ""합동 점검한다…필요하면 현장 조사"" '연애의 과학' 이용자들 ""고지 제대로 못받아…집단소송"" 인공지능(AI) 챗봇 '이루다'에 재료로 쓰인 '연애의 과학' 앱 이용자의 개인정보가 제대로 익명화(비식별화)되지 않았다는 논란에 관해 정부가 조사에 착수했다. 11일 IT업계에 따르면..."
33,‘아이돌AI와 통화’ 유니버스에 비난 빗발…“소름 돋아”,2021.01.11.,이외에도 아이돌의 목소리를 빌려 음성 합성 기술로 개발한 인공지능(AI) 음성이 불쾌하다는 반응이 이어지고 있다. 유니버스가 제공하는 ‘프라이빗... 최근 인공지능 챗봇 이루다와 딥페이크 등의 사회적 문제가 발생함에 따라 아이돌을 대상으로 한 성범죄가 발생할 수 있다는 우려 또한 제기된다. 현재...
34,이루다 진짜 문제는 챗봇 이용한 ‘희롱 훈련’,2021.01.11.,"인공지능(AI) 챗봇 ‘이루다’ 서비스가 21일 만에 운영 중단된 2021년 1월11일, 이루다의 팬들은 눈물을 흘렸다. 은유적인 표현이 아니다. 여러 명이 울음소리를 직접 녹음해 게시판에 댓글을 달며 추모했다. 우스꽝스러운 면이 있지만, 기계에 불과한 이루다에 이별을 고하는 선의는 진심이었을 것이다. 게임처럼..."
35,"""개인정보 규제 강화되나""…이루다, 법 개정에도 영향 미칠 듯",2021.01.11.,"업계 ""GDPR 수준으로 규제하면 AI·알고리즘 개발 힘들어"" 소비자단체 ""국제 기준에 맞춰 시민 안전·기본권 보호해야"" 인공지능(AI) 챗봇 이루다가 혐오 및 개인정보 유출 논란 끝에 딥러닝 모델을 폐기하면서 사실상 서비스를 종료했다. 개인정보 유출 피해자들이 집단소송 절차에 돌입한 가운데..."
36,AI 챗봇 '이루다'는 왜 운영중단 요구를 받았나,2021.01.11.,"데이터 문제 보완해야 ▲ 인공지능(AI) 챗봇 이루다의 인스타그램 계정(@luda_lee_). 이루다의 SNS 계정은 회사 전담팀이 관리한다. ⓒ 스캐터랩 ""나? 인공지능 이루다! 페메(페이스북 메신저)나 인스타그램 같은 가상세계에서 만날 수 있어. 너와 매일 일상을 나누고 싶어! 나랑 친구 할래?"" 지난달 23일 스캐터랩이..."
37,"""이루다 개발사 직원들, 수집한 연인 카톡 대화 공유""",2021.01.12.,"스캐터랩 전 직원 ""성적 대화 재미 삼아 돌려보며 웃었다"" 폭로 '연애의 과학' 이용자들 ""카톡 데이터 전량 파기해야…소송 준비"" 인공지능(AI) 챗봇 '이루다'가 혐오 발언 등의 논란 끝에 서비스 잠정 중단을 결정했지만, 이루다를 개발하기 위해 카카오톡 대화를 수집하는 과정이 부적절했다는 주장이 계속..."
38,"[인공지능]① 알파고가 던진 질문, 지구촌 흔들었다",2021.01.12.,"코로나19 팬데믹을 가장 먼저 예측한 건 세계보건기구(WHO)도 美 질병통제예방센터(CDC)도 아닌, 캐나다의 AI 스타트업 블루닷(BlueDot)이었다. 블루닷의... 뉴스포스트는 기획기사 2부에서 최근 논란이 된 인공지능 채팅로봇 '이루다' 이슈를 중심으로, 인공지능 기술이 우리 사회에 던진 질문과 풀어야 할 숙제를..."
39,"이재웅 ""AI 챗봇 '이루다' 중단 환영…차별금지법 제정해야""",2021.01.12.,다음 창업자인 이재웅 전 쏘카 대표는 20세 여대생을 모델로 개발된 인공지능(AI) 챗봇 '이루다' 서비스의 잠정 중단 결정을 환영하고 이루다 사태를 계기로 AI 윤리는 물론 포괄적 차별금지법 제정 등을 통해 AI를 학습시키는 우리 인간들의 규범과 윤리도 점검해봐야 한다고 주장했다. 12일 IT 업계에 따르면 이 전...
40,"'이루다' 논란 등 알고리즘 오류에...""AI 리스크 특화보험 개발해야""",2021.01.12.,최근 인공지능(AI) 챗봇 ‘이루다’의 혐오 발언 논란 등 AI 오작동·오류로 인한 사고가 발생하면서 기업들의 ‘AI 리스크’ 대응을 위한 관련 보험 개발과 활용의 필요성이 제기됐다. 18일 보험연구원이 발간하는 KIRI 리포트에 실린 ‘AI 리스크와 전용 보험의 필요성’ 보고서는 AI 리스크에 특화된 AI 전용...
41,"성희롱 시달린 'AI 이루다', 이번엔 동성애 혐오 학습 우려",2021.01.12.,"이재웅 ""사회적 합의 못 미치는 수준…서비스 중단해야"" 개발자들 ""방치하면 업체 측이 차별·혐오 묵인하는 셈"" 인공지능(AI) 챗봇 '이루다'가 성적 접근에 시달렸다는 소식에 이어 동성애 혐오를 학습한 것으로 보인다는 우려가 제기됐다. 이재웅 전 쏘카 대표는 9일 페이스북에 글을 올려 ""AI 챗봇 이루다를..."
42,"이루다 개발사 ""정보 노출 사과…원하는 이용자는 개인정보 삭제""(종합)",2021.01.17.,"인공지능(AI) 챗봇 '이루다'의 개발사인 스캐터랩이 개인정보 유출 의혹에 관한 조사에 성실히 임하겠다고 사과했다. 오픈소스 공유 플랫폼 '깃허브'에 이루다 관련 개발 기록을 공유하는 과정에서 개인정보 보호 조치를 제대로 하지 않은 점을 인정했다. 스캐터랩은 13일 늦은 오후 사과문을 내고 ""데이터 관리에..."
43,"AI 챗봇 '이루다' 논란에… 카카오 ""'증오발언'에 강경 대응""",2021.01.13.,국내 기업 중 처음으로 ‘증오발언 근절을 위한 카카오의 원칙’ 마련 최근 인공지능(AI) 챗봇 ‘이루다’가 증오·혐오 발언 등으로 사회적 논란이 된 가운데 카카오가 국내 기업 중 처음으로 이를 근절할 원칙을 만들어 운영정책에 반영했다고 13일 밝혔다. 앞서 이루다는 성소수자 등에 대한 혐오를 여과 없이...
44,`이루다` 개인정보 유출 없다지만…개인정보위 조사 착수,2021.01.12.,"인공지능(AI) 챗봇 `이루다`에 대한 개인정보 유출 논란이 불거지면서 개인정보보호위원회와 한국인터넷진흥원(KISA)이 조사에 착수했다. 무분별하게 개인정보가 수집됐는지, 제대로 된 동의 절차를 거쳐 AI 개발에 데이터가 쓰였는지, 개인정보 암호화 조치가 제대로 이뤄졌는지 등 제기되고 있는 의혹에 대한..."
45,"“개인정보 모두 걸러내지 못해” 스캐터랩, 이루다 논란에 “성찰 기회로 삼...",2021.01.12.,"이루다가 다시 서비스를 재개하는 시점에는 모두의 바람처럼 사람들에게 더욱 이롭고 더욱 사랑받을 수 있는 인공지능(AI) 이루다로 돌아오겠습니다. 또한 로봇3원칙, AI윤리 기준을 철저히 준수하며 AI 기술 개발업계 모두가 당면한 문제를 해결하기 위해 AI 인재분들과 머리를 맞대고 함께 고민해 해결책을..."
46,[책꽂이] AI·알고리즘에도 윤리가 필요한 때,2021.01.12.,"인공지능(AI)의 중요성이 부각되면서 알고리즘이란 말은 더욱 친숙해졌다. 최근엔 AI 챗봇 ‘이루다’가 동성애?장애인 혐오, 성차별 학습 등의 논란을 일으키면서 이를 구성하는 알고리즘의 윤리 문제가 ‘발등의 불’이 됐다. 카타리나 츠바이크 독일 카이저슬라우테른 공대 교수는 신간 ‘무자비한..."
47,"AI '이루다' 서비스 논란 끝에 중단…""개선 후 재출시하겠다""(종합)",2021.01.12.,"성희롱과 차별·혐오 논란이 일어난 인공지능(AI) 챗봇 '이루다'가 논란이 확산되자 결국 서비스를 중단하기로 결정했다. 이루다’를 선보인 스타트업 스캐터랩은 11일 입장문을 내고 ""일정 시간 서비스 개선 기간을 가지며 더 나은 이루다로 찾아뵙고자 한다""고 밝혔다. 스캐터랩은 12일부터 이루다 서비스 중단을..."
48,"스캐터랩 ""이루다 알고리즘, 문장 속 실명 전부 못 걸러냈다""",2021.01.12.,"개인정보 유출 사실상 인정하며 공식 사과…""익명화 절차 강화"" 인공지능(AI) 챗봇 '이루다'를 개발한 스타트업 스캐터랩이 ""알고리즘으로 실명 필터링을 거쳤는데, 문맥에 따라 이름이 남아있는 부분이 있었다""고 인정하면서 사과했다. 스캐터랩은 12일 오후 보도자료를 통해 ""이루다는 '연애의 과학'의 텍스트..."
49,[기자의 시각] ‘이루다’ 퇴출이 슬픈 아이들,2021.01.11.,"온갖 논란 끝에 지난 12일 서비스를 잠정 중단한 인공지능(AI) 챗봇(대화 서비스 로봇) ‘이루다’에 관해 잘 알려지지 않은 사실이 있다. 사용자 중 남녀 비율이 5대5 정도였다는 점, 서비스 중단 공지에 댓글이 2만개 가량 붙었는데 대부분 아쉬워하거나 서비스 재개를 호소하는 내용이었다는 점이다. 이루다가..."
50,"인공지능윤리협회 “이루다, AI 윤리 어겨”…서비스 중단 촉구",2021.01.11.,학계 첫 성명…“데이터 정제 안됐다” 개인정보 무단 수집 및 노출도 지적 “서비스 중단하고 개선 뒤 재출시해야” 인공지능(AI) 챗봇 ‘이루다’가 동성애·장애인 혐오와 성차별을 학습했다는 논란에 관련 학계가 AI 윤리를 위반했다며 “이루다 서비스를 중단하라”는 첫 성명을 냈다....
51,"""AI가 동성애·장애인 혐오?""…이루다가 불붙인 'AI 윤리' 논쟁",2021.01.11.,"전문가들 ""알고리즘은 중립적이지 않다…개발단계부터 보정해야"" 해외 기준도 '차별 방지'에 초점…""AI가 혐오 퍼뜨리면 안 돼"" 인공지능(AI) 챗봇 '이루다'가 동성애·장애인 혐오 및 성차별을 학습한 것으로 보인다는 문제가 제기되면서 학계에서는 'AI 윤리' 논쟁이 불붙었다. 전문가들은 AI에 그저 데이터를..."
52,"""'이루다' 개발에 개인정보 유출"" 靑청원도…웹툰작가도 동참",2021.01.12.,"'연애의 과학' 이용자들 집단소송 준비하며 공론화 시동 인공지능(AI) 챗봇 '이루다' 개발 과정에 개인정보 침해 피해를 겪었다고 주장하는 이용자들이 국민 청원에 나섰다. 12일 IT업계에 따르면, 한 이용자는 청와대 국민청원 게시판에 ""이용자들 개인정보를 무단 활용·유출한 스캐터랩에 데이터 폐기 및 서비스..."
53,"""이루다, 옛 애인 이름 넣자 애인 말투 써""…개인정보 유출?",2021.01.11.,"AI 챗봇 이루다, '연애의 과학'으로 모은 카톡 100억건으로 개발 '연과' 이용자들 ""익명화 제대로 안 된 것 같다…집단소송 준비"" 인공지능(AI) 챗봇 '이루다'가 성적 대상으로 악용당하는 등 논란이 계속되는 상황에서 이루다에 쓰인 개인정보가 제대로 익명화(비식별화)되지 않았다는 의혹이 제기되고 있다. 11일..."
54,"AI챗봇 이루다 사건, 기술보다 사람이 문제...""이루다는 어른아이""",2021.01.13.,"행사 진행 중인 서울과기대 이종임 교수(왼쪽)와 이광석 교수(오른쪽)(사진=행사캡처) 개인정보 유출부터 소수자 혐오, 성희롱까지 수많은 논란으로 서비스를 중단한 인공지능(AI) 챗봇 이루다의 문제 책임은 기술이 아닌 사람에 있다는 전문가 주장이 나왔다. 서울과기대 IT정책전문대학원과 문화연대..."
55,소송전으로 비화된 ‘이루다’··· 먹구름 드리우는 AI·데이터 업계,2021.01.14.,각종 논란을 낳았던 인공지능(AI) 챗봇 서비스 ‘이루다’에 대한 논란이 결국 소송전으로 비화됐다. 이루다의 제작사 스캐터렙에 대한 집단소송 절차가 개시한 것. 소송인 모집은 공동소송 플랫폼 ‘화난사람들’을 통해 이뤄졌다. 23일 오전 10시 기준 385명이 참여했다. 24일 자정(25일 0시)까지 추가 모집을 받는...
56,AI 채용과 공정성 요구,2021.01.08.,"▲ 최종연 변호사 (공동법률사무소 일과사람) 새해가 되고 인공지능(AI) 챗봇 '이루다'에 대한 보도가 화제가 됐다. 이루다의 페르소나가 20세 '여대생'으로 설정된 사회문화적 쟁점이나 개인정보 비식별화 문제와는 별도로, '이루다 쇼크'의 핵심은 남녀 간 대화 데이터 100억건을 미리 학습했는데도 서비스..."
57,'제2 이루다' 아른거리는 안면인식 AI,2021.01.08.,경찰은 클리어뷰AI가 개발한 알고리즘을 통해 용의자로 추정되는 인물 정보를 FBI에 전달했다. 이 업체는 CCTV에 드러난 얼굴을 입력하면 얼굴 곳곳의 밝기... 국내에서 논란이 된 인공지능 챗봇 '이루다'가 그랬던 것처럼 안면인식 기술이 '차별'을 야기한다는 지적도 있다. 지난해 6월 미국 미시간에서는 체포된...
58,“싫은 걸 어떡해” 여대생 AI 이루다 서비스 잠정 중단,2021.01.13.,"차별, 혐오 논란 이어 카카오톡 수집 논란에 결국… 동성애·인종 등 혐오·차별 발언, 카카오톡 개인정보 유출 등 논란에 휘말린 인공지능(AI) 챗봇 ‘이루다”가 결국 서비스를 잠정 중단했다. 이루다 개발사 스타트업 스캐터랩은 지난 11일 오후 보도자료를 내고 “부족한 점을 집중적으로 보완할 수 있도록..."
59,"'AI 이루다' 개발사, 오늘 입장 밝힌다…서비스 중단할까",2021.01.13.,"인공지능(AI) 챗봇 '이루다'를 둘러싼 여러 논란으로 정부 조사까지 받게 된 스타트업 스캐터랩이 11일 입장을 밝힐 예정이다. 스캐터랩 관계자는 이날 오후 서울 성동구 스캐터랩 사무실에서 취재진과 만나 ""오늘 입장문을 낼 계획""이라며 ""외부 법률 자문 등 검토를 거치느라 늦어진 점을 양해 부탁드린다""고..."
